LEAK_ID,RPT_TYPE,RPT_DATE,ADDRESS,MAIN_ST,CROSS_ST,PIPE_SIZE,PIPE_TYPE,YR_INST,TWENTIES,PLR_INST,LEAK_TYPE,LEAK_QUANT,ANOD_INST,COAT_TYPE,COAT_COND,SOIL_TYPE,FOREMAN,WSM_NBR,REPAIR_HRS,MAN_HRS,REMARKS,LAT,LON
66175,MAIN,9/16/13,17786 CALLE DE PALERMO,12' NS CALLE DE PALERMO,735' WW CAMINO YATASTO,2,STEEL,1976,0,93052,RUST HOLE,1,,,,,SALDIVAR,140-114,9,27,"MADE REPAIRS ON A 2"" STEEL MAIN LEAK, BACKFILLED, TEMP OIL, LEFT JOB SITE SAFE AND CLEAN.",34.07895945,-118.5735657
65505,MAIN,11/8/13,2736 S. PECK AVE.,13' E/W PECK AVE.,13' N/N 28TH ST.,6,C.I.,1976,0,92260,SPLIT,1,,,,,G. SCHELEST,010-198,12.5,62.5,"ASSESSED DAMAGED AREA, CLOSED OFF STREET FOR REPAIRS. REDIRECT TRAFFIC WITH CONES. BREAKOUT ASPHALT, REMOVE SPOIL BAD SECTION PIPE. 7' DI, 2 MECHANICALS. MAIN IN SERVICE. TOOK DOWN TRAFFIC. LEFT JOB SAFE.",33.71890849,-118.2916429
67287,MAIN,8/13/14,20628 NASHVILLE ST.,12' S/C NASHVILLE ST.,125' W/C LIMERICK AV.,8,C.I.,1976,0,92841,SPLIT,1,,,,MUCK,L. JOSEPH,210-111,9,27,"FOUND & FIX 8"" BLOW OUT MAIN LEAK. CUT IN 7' OF 8"" D.I. PIPE & 2 8"" COUPLINGS. CLEAN-UP & POUR SLURRY. CONE & BARRICADE, YELLOW TAPE & LEFT JOB SAFE. S ZONE 1445",,
40385,MAIN,2/16/10,6724 SHOUP AVE,67 E/CL SHOUP AVE,375 N/CL KITTRIDGE,2,COPPER,1977,0,93665,COUPLING,1,,,,,L. GOLDBECK,182-099,8,16,"CAME IN AS SERVICE LEAK-LOUD ON SERVICE-HAD TO CHASE LEAK BY HAND IN CLAY SOIL-FOUND LEAK ON SOLDER JOINT-CUT IN NEW PIECE OF 2"" COPPER",34.19253322,-118.614421
40551,MAIN,6/23/10,22009 ROMAR ST,124' EC BROOKE AV,5' SC ROMAR ST,4,A.C.,1977,0,93283,,,,,,CLAY,JOSEPH,204-102,3,6,"FIX 1"" SERV. LEAK ON COPPER. SYS 1123",34.25431232,-118.6065522
60811,MAIN,6/28/11,1931 SUNSET PLAZA DR.,12' W/E SUNSET PLAZA DR.,3' N/N BLUE HEIGHTS,8,STEEL,1977,0,93400,RUST HOLE,1,,,,DECOMP GRANITE,SCHWEINBOLD,150-171,9,25,"REPAIRED 8"" STEEL WITH REDWOOD AND CLAMP. BACKFILLED, TAMPED, OILED. HELP MAKE PICK-UP.",34.10374661,-118.381514
60432,MAIN,7/11/11,13059 VENTURA BL.,25' N/C VENTURA BL.,75' E/C ETHEL,8,C.I.,1977,0,93355,RUST HOLE,1,,,,,KRAUS,164-159,4.5,13.5,"SET TRAFFIC, ARROW BOARD, LOCATED MAIN, DRILLED HOLES, EXCAVATED 10'X4' DUE TO UNDERMINING. INSTALLED 360 CLAMP, MADE REPAIR, BACKFILLED, CLEANED STREET AND SITE IS SAFE.",34.14589655,-118.418081
61146,MAIN,8/23/11,2256 NICHOLS CYN,3 W/E NICHOLS CYN,10 N/N CASTAIR DR,8,STEEL,1977,0,93478,,1,,,,CLAY,R. GONZALES,152-177,8,24,"FOUND LEAK ON 8"" STL MAIN ON CORP STOP SHUT CORP STOP PLUGGED TOP",34.1123983,-118.3608291
61456,MAIN,12/14/11,13059 VENTURA BL,100' E CL ETHEL AVE,22' N CL VENTURA BL,8,C.I.,1977,0,93355,,1,,,,,CRUZ,164-159,7,21,"INSTALLED EXTRA LONG 8""X 20"" REPAIR CLAMP.",34.14588322,-118.4180007
64559,MAIN,2/1/13,8700 FRANKLIN AVE,560' S/S MOUNTCREST AVE,4' N/S FRANKLIN AVE,6,STEEL,1977,0,99309,RUST HOLE,1,,,,C,GONZALES,148-171,4,12,"FOUND LEAK ON 6"" STL. RIGHT A WAY MAIN USED 6""X 12"" CLAMP FOR REPAIR.",34.09815429,-118.3793719
66167,MAIN,3/27/14,9333 GLADE AVE.,12' W/C GALDE AVE.,234' N/C FARRALONE AVE.,6,C.I.,1977,0,93664,SPLIT,1,,NONE,,CLAY,B. MAO,198-102,10,28,"REPAIRED MAIN LEAK, IINSTALLED 6""X12"" REPAIR CLAMP, STOPPED LEAK, BACKFILLED, OILED, LEFT SITE SAFE AND CLEAN.",34.23987149,-118.6087921
61522,MAIN,7/21/10,2820 BEVERLY DR,230' S/N MULHOLLAND DR,,2,COPPER,1978,0,93952,,1,,,,,BLACK,158-162,6.5,19.5,"CONTRACTOR HIT MAIN. AFTER PUMPING. MADE REPAIR USING COPPER TO IRON AND CURB VALVE TO GIVE CONSUMER WATER, MUST RETURN TO COMPLETE BLOW-OFF WHEN CONSTRUCTION ENDS.",34.12575752,-118.4159543
40584,MAIN,10/25/10,18245 HIAWATHA ST.,14' N/CL HIAWATHA ST.,176' E/CL ETIWANDA,6,D.I.,1978,0,94215,RUST HOLE,1,,,POOR,D. EARTH,R. CERVATES,206-126,9,36,,34.25911249,-118.5311428
60443,MAIN,7/18/11,11200 PEORIA BL.,13' N/C PEORIA BL.,1257' E/C GLENOAKS BL.,2,STEEL,1978,0,94551,"RUST HOLE, SPLIT",1,,,,SANDY ROCK,OBREGON,200-174,,,"BYPASS LEAK, NO CONCRETE LINING. INTERNAL CORROSION. WELDER MADE REPAIRS, JOB COMPLETE.",34.24275995,-118.3745732
62280,MAIN,5/16/12,719 YALE ST,211' N/N ORD,,2,COPPER,1978,0,94153,JOINT,1,,,,,SOLIS,134-213,9,18.5,BROKE OUT; EXCAVATE; EXPOSE; REPAIR; BACKFILL & CLEAN UP; LEFT SAFE & CLEAN. GATE SECTION HAD DIFFICULT W/SHUT OFF.,34.06183761,-118.2415306
62713,MAIN,8/18/12,14018 LA RUE ST,9' S CL LA RUE ST,180' W CL TELFAIR AVE,6,C.I.,1978,0,94562,RUST HOLE,1,,,O,C,VELAZQUEZ,212-153,13,31.5,"FOUND RUST HOLE ON 6"" CI MAIN - MADE REPAIRED WITH A 360 DEGREE REPAIR CLAMP & BACKFILL WITH BASE & TEMP",34.27546832,-118.438942
62714,MAIN,8/18/12,14018 LA RUE ST,9' S C LA RUE ST,180' W CL TELFAIR AVE,6,C.I.,1978,0,94562,RUST HOLE,1,,,O,C,VELAZQUEZ,212-153,13,31.5,"FOUND RUST HOLE ON 6"" CI MAIN - MADE REPAIRS WITH A 360 DEGREE REPAIR CLAMP & BACKFILL WITH BASE & TEMP",34.27547094,-118.4389384
66139,MAIN,11/27/12,S/W CORNER OF GLENOAKS BLVD. & PEORIA ST.,4' S/C PEORIA ST.,16' W/C GLENOAKS BL.,12,STEEL,1978,0,94551,RUST HOLE,1,,,HOT TAR,SLURRY,R. CRUZ,198-171,11.5,41,"INSTALLED NEW 2"" BY PASS LEG TO 12"" STL. MAIN, TWO NEW ANODES DIRECT, NEW STAND PIPE AND SLEEVES, ENAMEL COATED NEW 2"" STL. PIPE, BACKFILLED WITH SAND BASES TAMPED AND TEMP OILED.",34.24043554,-118.3776675
64663,MAIN,1/25/13,18230 HIAWATHA ST,14' N/CL HIAWATHA ST,243' W/CL GARDEN GROVE AVE,6,D.I.,1978,0,94215,SPLIT,1,,,NOT APPLIED,CLAY,MAO,206-126,10,46,"REPLACED 32"" OF DI PIPE, SANDED AROUND MAIN, BASED THEN OILED TO STREET GRADE, CLEANED STREET, JOB PROLONGED DUE TO EXCAVATING BY HAND.",34.25911245,-118.5307509
65973,MAIN,12/12/13,13224 CONSTABLE AVE,19' ECL CONSTABLE AVE,17' ECL CONSTABLE AVE,12,STEEL,1978,0,94276,RUST HOLE,1,,,POOR,EARTH/ FILL/ SAND,GERALD,224-135,8,16,"REPAIRED & RENEWAL COMPLETE, 2IN BYPASS W/ B/S CURB VALVE. ALSO INSTALLED NEW TEST STATION & 2EA ANODES. ALL PIPE HAS BEEN ENAMELED & COATED... SLURRIED EXCAVATION HOLE. SAFE & CLEAN.",34.31030132,-118.5048428
66157,MAIN,3/13/14,7303 PASO ROBLES AVE.,15' E/C PASO ROBLES AVE.,15' S/C WYANDOTTE ST.,4,A.C.,1978,0,94255,ROUND CRACK,1,,,GOOD,WASTE/MUCK,L. JOSEPH,186-135,5.5,20.5,"SET UP TRAFFIC, DRILLED HOLES, FOUND ROUND CRACK ON 4"" AC MAIN. OD 5.39 NEEDE BIGGER CLAMP FROM YARD, PUT ON CLAMP, BACKFILLED TAMP, TEMP MADE LARGE PICK-UP, CLEAN-UP AND LEFT JOB SAFE.",34.20293582,-118.5023366
66164,MAIN,3/20/14,18400 BASSETT ST.,12' S/C BASSETT ST.,214' E/C RESEDA BLVD.,12,C.I.,1978,0,94265,BLOW OFF,1,,,,CLAY,DAVE MATCHIE,182-123,7.5,22.5,"LOCATED AND REPAIRED BLOW OFF ASSEMBLY, CREW REMOVED LARGE CONCRETE BLOCK AND INSTALLED NEW BLOW OFF ASSEMBLY. AREA BACKFILLED AND LEFT CAT II SITE SAFE.",34.19563509,-118.535341
66564,MAIN,4/29/14,25825 S VERMONT AVE,880' NN NORMANDIE AVE,9' WE VERMONT,8,A.C.,1978,0,93570,ROUND CRACK,1,,,,,ROGERS,034-198,8,16,"WORK TODAY H. ROGERS, S. BROCKMAN SET UP TRAFFIC INVESTIGATED WATER MAIN LEAK FOUND ROUND CRACK REPAIRED WITH 8"" 360 DEGREE REPAIR CLAMP STOPPED LEAK. BACKFILLED SITE SAFE.",33.7877965,-118.2951443
42563,MAIN,11/16/10,8901 SUNSET BLVD,18 SN SUNSET BLVD,14 EW CLARK ST,6,C.I.,1979,0,94314,ROUND CRACK,1,,,,,R.GONZALES,144-171,6.5,26,"FOUND TWO ROUND CRACK ON 6"" CI MAIN. USED 2 6""X12"" CLAMPS FOR REPAIR.",34.09071606,-118.3855539
43663,MAIN,3/11/11,FRIES AVE,20' E/W P/L FRIES AVE,337' S/S P/L C ST,6,A.C.,1979,0,93588,ROUND CRACK,1,,,,,ANDERSON,028-207,,,"FOUND 6"" AC MAIN LEAK. EXCAVATED DOWN TO MAIN FOUND ROUND CRACK REPAIRED WITH 6'X12"" 360 DEGREE REPAIR CLAMP. STOP LEAK BACK FILLED",33.77156703,-118.2644492
60138,MAIN,6/18/11,11455 BRUSSELS AVE,7' S/CL BRUSSELS AVE,82' E/CL KAMLOUPS ST,4,D.I.,1979,0,94572,RUST HOLE,1,,,VERY BAD!,CLAY,OBREGON,212-171,8.5,24,"INSTALLED 3 EA 360 DEGREE REPAIR CLAMPS, FOUND BLOW HOLE. EXTENSIVE CORROSION! ON OUTSIDE OF PIPE!",34.27809414,-118.3799101
60875,MAIN,8/17/11,11751 ZELZAH AVE.,26' E/C ZELZAH AVE.,8' N/C RIDGEWAY RD.,8,D.I.,1979,0,95514,JOINT,1,,,NOT APPLIED,BF-SAND,LAROCHELLE,216-126,7.5,15,REPACKED LEAD JOINT ON NORTH SIDE OF GATE #005.,34.28679197,-118.5266695
60656,MAIN,8/26/11,4267 SAN RAFAEL AVE.,12' S/N SAN RAFAEL AVE.,500' E/E MOON AVE.,8,STEEL,1979,0,96245,RUST HOLE,1,,,GOOD,SLURRY,MATCHIE,152-222,8,24,JOB COMPLETE. SITE LEFT SAFE. CAT TWO.,34.10975288,-118.2134714
61448,MAIN,12/8/11,11454 BRUSSELS AVE,84' S/CL KAMLOOPS ST,7' E/CL BRUSSELS AVE,4,C.I.,1979,0,94572,RUST HOLE,1,,,POOR,CLAY,OBREGON,212-171,9.5,19,"CUT IN 2' OF 4"" D.I. PIPE, ROD & YOKE EXTENSIVE CORROSION - PIPE IN BAD SHAPE.",34.27809335,-118.3799092
62630,MAIN,12/10/11,7739 W 82ND STREET,S 82ND STREET,170' EE SARAN,6,C.I.,1979,0,78188,ROUND CRACK,1,,,,SANDY LOAM,WASHINGTON,098-156,4,12,"REPAIRED 6"" C.I.MAIN WITH 6""X 12"" 360 DEGREE CLAMP. BACKFILLED & OIL EXCAVATION - NEED LARGE PICK UP",33.96156823,-118.4319639
65479,MAIN,8/22/13,1525 5TH ST.,19' N/S 5TH ST.,215' W/W WEYMOUTH AVE.,4,,1979,0,95113,,1,,,,,R. DELLACRUZ,016-192,6,20,"SET UP TRAFFIC,LOCATED LEAK, EXCAVATED, CUT IN 49"" OF 4"" D.I. PIPE, BACKFILLED, OILED TRENCH AND GUTTER LINE DUE TO RAISED ASPHALT, CLEANED UP AREA, PICKED UP TRAFFIC CONTROL, LEFT JOB SITE SAFE.",33.73963474,-118.3104661
65845,MAIN,2/21/14,1130 CONCORD ST,1' W/E CONCORD ST,17' N/S GARNET ST,6,C.I.,1979,0,94200,JOINT,1,,,,,O. SALAS,120-225,6,30,FINISHED EXCAVATING. EXPOSED AND CHANGED JOINT ON 6IN GATE VALVE. RECAULKED JOINT AND STOPPED WATER,34.02401841,-118.2058987
66797,MAIN,6/14/14,6936 LOMA VERDE AVE.,12' E/C LOMA VERDE AVE.,17' S/C SCHOOLCRAFT ST.,4,D.I.,1979,0,94688,RUST HOLE,1,,,,,L. JOSEPH,184-108,9.5,28,"DRILLED HOLES TO LOCATE LEAK UTILITIES. ARRIVED. LET THEM MARK OUT SERVICE. SUB AROUND LEAK LESS THAN 2 FOOT, BROKE OUT HAD TO HAND DIG IN SLURRY. FOUND SMALL RUST HOLE ON 4"" DI. INSTALLED 4 X 12 360 DEGREE CLAMP. STOPPED LEAK, BACKFILLED, TEMPED, CLEARNED AREA AND LEFT JOB SAFE.",34.19650845,-118.5894773
61300,MAIN,8/3/10,1057 GOLDEN ROSE ST.,379' W/W GOLDEN ROSE ST.,S/ GOLDEN ROSE ST.,8,D.I.,1980,0,95150,RUST HOLE,1,,,,,KELLY,022-195,4,12,"REPAIRED 8"" D.I. WATER MAIN, 3X3 RUPTURE USE (1) 8""X12"" 360 REPAIR CLAMP, BACKFILLED AND CLEANED UP, JOB COMPLETE.",33.75239315,-118.3001487
61432,MAIN,10/27/11,3248 WRIGHTWOOD DR,861' N CL OF MULHOLLAND DR,10' E CL WRIGHTWOOD DR,8,STEEL,1980,0,79732,,1,,,,,CRUZ,160-174,10,19,REPLACE INSULATOR WELD NECK WITH TRADITIONAL WELD NECK. APPLY PROTECTIVE COATING AND RETAP.,34.13151217,-118.3728199
65598,MAIN,9/30/13,1035 MERAMEC AVE.,17' N/S MERAMEC AVE.,179' E/E DUNN ST.,4,A.C.,1980,0,79613,"CLAMP, SPLIT",1,,,,,J. GRIFFIN,018-195,,,"FOUND SMALL SPLIT ON 4"" AC WM, REPAIRED W/360 DEGREE 4""X6"" REGULAR CLAMP, ALSO FOUND SMALL LEAK ON LEAD JOINT ON BLOW OFF, UNABLE TO REPAIR COMPLETELY, SLOW DOWN LEAK AND PLACED STEEL PLATE OVER, W/ RETURN TO CUT OUT LEAD JOINT AND REPLACE LATER.",33.74406159,-118.2998414
62089,MAIN,11/4/11,1457 REEVES ST,W REEVES ST,230' S/S ALCOTT,4,C.I.,1981,0,95690,RUPTURE,1,,,,ADOBE,NAVAR,130-165,8,19,"INSTALLED 4X 30 360 DEGREE REPAIR CLAMP, BACKFILLED AND OIL EXCAVATION LEFT SAFE AND PICK UP SPOILS. BRIAN MITCHELL STAYED TO HELP DITCH INSPECTOR.",34.0535533,-118.3964791
62755,MAIN,1/12/12,232 SHERMAN CANAL,N/S SHERMAN CANAL,121' WW DELL AVE,6,A.C.,1981,0,95677,"CLAMP, SADDLE CLAMP",1,,,,,SPEARS,106-144,4,8,"REPAIRED 6"" AC MAIN LEAK AT SERV. SADDLE WITH NEW SERV SADDLE 6""X 1"" AND 1"" CORP. VALVE.",,
64575,MAIN,2/11/13,3724 GLENDON AVE,125' NN MCCUNE AVE,23' EW GLENDON AVE,6,A.C.,1981,0,95670,CLAMP,1,,,,C,GONZALES,118-162,8,16,"FOUND 6""X 12"" CLAMP ON 6"" AC MAIN LEAKING REMOVED AND USED 6""X 20"" CLAMP FOR REPAIR.",34.01932163,-118.4101034
66817,MAIN,6/30/14,GOODRICH AVE.,185' N/N OPP ST.,16' E/W GOODWICH AVE.,8,A.C.,1981,0,95175,ROUND CRACK,1,,,,,H. ROGERS,032-213,6,18,"WORK TODAY WITH ROGERS AND BRUCKMAN. SET UP TRAFFIC. INVESTIGATED 8"" WATER MAIN. FOUND ROUND CRACK. REPAIRED. BACKFILLED, CLEANED UP. LEFT JOB SAFE. TEMP OIL.",33.78449302,-118.2381665
43016,MAIN,2/19/10,400 WHEELING WAY,2' N/N WHEELING WAY,10' W/E BUSHNELL WAY,6,STEEL,1982,0,96773,,1,,,GOOD,SANDY,ROGERS,150-228,12,24,"ARRIVED AT WHEELING WAY, INVESTIGATED LEAK IN PARKWAY, FOUND LEAK IN PARKWAY, EXCAVATED TRENCH 6'X5' ON STEEL MAIN, NEEDED SUPPORT FROM WELDER AND PROTECTIVE COATING WORKER. REPAIRED LEAK, BACKFILLED, SAND, STONE, LEFT JOB SAFE.",34.1034816,-118.1877509
41486,MAIN,8/30/10,STONEHURST & PEORIA,32' W/C STONEHURST,14' S/C PEORIA,2,STEEL,1982,0,96426,RUST HOLE,1,2,,BAD,,LOPEZ,202-174,,,"CREW FOUND LEAK ON 2"" BYPASS OFF OF 12"" STEEL MAIN. CUT OUT BYPASS AND PLUGGED BOTH ENDS. INSTALLED TWO ANODES AND BACKFILLED. PLATED EXCAVATION AND BARRICADED.",34.24666184,-118.3691161
43238,MAIN,12/7/10,9539 VASSAR AVE.,16' W/C VASSAR AVE.,434' N/C PLUMMER ST.,8,D.I.,1982,0,96530,RUST HOLE,1,,,GOOD,SANDSTONE,SNYDER,200-102,8,24,"LOCATED MAIN, DRILLED HOLE, BROKE OUT 6'X8' EXCAVATION. HAD TO DIG OUT BY HAND DUE TO ATT IN MIDDLE OF EXCAVATION, ALSO GAS SO DID NOT SHOW UP UNTIL 1:00P.M. FOUND RUPTURE ON TOP OF 8"" D.I. MAIN. REPAIRED WITH 8""X12"" 360 REPAIR CLAMP. 572 TURNED MAIN ON, FLUSHED FROM B/O. BACKFILLED AND TEMP EXCAVATION, EXTENSIVE ST. DAMAGE APPROX. 34'X30' IN FRONT OF DRIVEWAYS. CLEANED-UP AREA, SAFE.",34.24389367,-118.6047037
42755,MAIN,12/21/10,883 W 23RD ST,13 N/S W 23RD ST,20 E/W SC,8,,1982,0,96779,,1,,,,,S.HOOVER,124-201,6,30,"THEY CUT IN A 8"" GATE. S.HOOVER WAS THE SENIOR ON THE JOB.",34.03328401,-118.2797964
60352,MAIN,7/4/11,675 O'FARRELL ST,15' N/S O'FARRELL,102' E/E GAFFEY,8,D.I.,1982,0,96848,RUST HOLE,1,,,,CLAY,KIRKSEY,018-198,10.5,30.5,"DRILLED HOLES, LOCATED LEAK. BROKE OUT AND EXCAVATED 6X7. FOUND 2 EA HOLES ON BOTTOM OF 8"" D.I. CUT AND REMOVED. INSTALLED 25"" 8"" DI WITH 2 EA MECH COUPLINGS. BACKFILLED WITH SAND AND BASE AND OIL TEMP. LEFT JOB SAFE.",33.74598272,-118.2917902
62657,MAIN,12/20/11,392 NORCROFT AV,2' NN WYTON DR,30' WE NORCROFT AV,6,C.I.,1982,0,96689,ROUND CRACK,1,,,,,JIMENEZ,138-153,,,"FOUND ROUND CRACK ON 6"" CI WM, REPAIRED W/ 360 REPAIR CLAMP BACKFILLED, TEMP OIL, CLEAN UP, JOB SITE SAFE.",34.0740156,-118.4366986
62747,MAIN,1/9/12,755 N HARPER AV,4' NS WARING AV,20' EW HARPER AV,6,C.I.,1982,0,96671,JOINT,1,,,,,GONZALES,142-174,8,24,"FOUND LEAK LEAK ON 6"" LIVE GATE REPLACED BOTH SIDE SIDES OF GATE JOINTS.",34.08534209,-118.3691076
64145,MAIN,1/22/13,10430 WILSHIRE BLVD,S WILSHIRE BLVD,166' W/W HOLMBY AVE,8,D.I.,1982,0,96681,,1,,,,,KELLY,136-156,7.5,20.5,"USED (1) 8X 12"" 360 DEGREE REPAIR CLAMP TO STOP LEAK CUSTOMER BACK IN WATER JOB SAFE.",34.06582905,-118.4304119
64983,MAIN,3/22/13,657 W O'FARRELL,334' W/W GRAND,15' N/S O'FARRELL,8,D.I.,1982,0,96848,RUST HOLE,1,,,,,BROWN,018-198,8,24,"SET UP TRAFFIC FOR SAFETY OF CREW. DRILLED HOLES FOUND LEAK, BROKE OUT, DUG DOWN TO THE MAIN, FOUND RUPTURE, INSTALLED REPAIR CLAMP. BACKFILLED AND TEMPED EXCAVATION. CLEANED UP. LEFT SITE SAFE.",33.74598116,-118.2913002
41224,MAIN,10/4/10,ENTRANCE TO GETTY CENTER DR,24 S/N GETTY CENTER DR,264 W/W SEPULVEDA BL,2,STEEL,1983,0,102110,,1,,,,CLAY,GONZALES,144-141,28.5,19,"FOUND LEAK ON 2"" BYPASS OFF 16"" STEEL MAIN. USED 2"" X 5"" CLAMP FOR REPAIR.",34.08861943,-118.4754189
62542,MAIN,1/7/12,21339 SATICOY ST,17' S/CL SATICOY ST,48' W/CL DEERING AVE,12,C.I.,1983,0,97135,JOINT,1,,,GOOD,CLAY,SNYDER,188-105,8.5,41,"CONTRACTOR PAVING STREET FOUND LEAK AT 12"" GATE NOTIFIED 580 MR. CASTRELLON - HE CALLED BACKHOE 7 MR. JOHNSON IN TO ASST - ALSO NIGHT CREW DUG OUT VERY HARD (2 SCAC) SLURRY - FOUND LEAK JOINT LEAK AT GATE - RE CAULKED JOINT WITH MORE LEAK - BACKFILLED TO 2' ABOVE MAIN - CONTRACTOR COMPLETED BACKFILLED AND COMPACTION.",34.2082478,-118.5968149
65925,MAIN,9/13/13,6175 COUNTY OAK RD,8' ECL COUNTY OAK RD,78' SCL VICTORY BLVD,2,COPPER,1983,0,97154,RUST HOLE,1,,,FAIR,SLURRY,HARDY,178-084,8,16,"REPLACE 4' COPPER RUST HOLE REPAIR, BLOW-OFF ASSEMBLY REPLACED.",34.18423006,-118.6666792
40628,MAIN,3/11/10,7918 MENCKEN AVE,14 E/CL MENCKEN AVE,67 N/CL ARMINTA,6,STEEL,1984,0,97196,,1,,,,,L. JOSEPH,190-090,6,12,"FIX 1"" SER LEAK IN STREET INSULATOR",34.21397269,-118.6495002
40671,MAIN,5/3/10,8000 VALLEY CIRCLE BL,12' E/CL VALLEY CIRCLE BL,32' N/CL STRATHERN ST,2,COPPER,1984,0,97193,RUST HOLE,1,,,GOOD,GRANITE,SNYDER,190-090,9,9,"SET UP TRAFFIC. WHILE TRYING TO LOCATE 2"" COPPER MAIN, MR. KERNES PUNCHED HOLE IN 2"" COPPER. BROKE OUT AND DUG OUT AND REPAIRED THAT LEAK WITH 2"" X 6"" 360 DEGREE CLAMP. LOCATED MAIN LEAK AND BROKE AND DUG 2ND EXCAVATION. REPAIRED HOLE IN 2"" COPPER WITH 2"" X 6"" 360 DEGREE CLAMP. 541 AND 542 BACKFILLED AND TEMPED BOTH EXCAVATIONS. MADE PICK UP AND TRAFFIC.",34.21512634,-118.6449918
40737,MAIN,7/19/10,12251 TURTLE RIDGE PL,12' WC TURTLE RIDGE PL,145' NC TURTLE RIDGE LN,2,,1984,0,97514,GATE VALVE,1,,,,,HARDY,218-117,7,21,REPLACE BLOW-OFF ASSEMBLY,34.29563161,-118.5581735
43644,MAIN,3/3/11,ALAMEDA/YOUNG,16' N/S YOUNG ST,50' W/E ALAMEDA,24,D.I.,1984,0,98112,JOINT,1,,,,CLAY,KIRKSEY,034-213,9,25,"BROKE OUT & EXCAVATED OVER 24"" TEE. FOUND LEAK ON JOINT REPACKED LEAD STOPPED LEAK 24"" NIPPLE DAMAGED FROM LEAK LEFT JOB OPEN SET 2 EA 8X10 PLATES OVER EXCAVATION LEFT TRAFFIC ON PLACE JOB SAFE",33.78631528,-118.2427298
61795,MAIN,10/18/11,5500 SMILEY DR,7' WW HAUSER BL,20' NS SMILEY DR,8,C.I.,1984,0,97729,,1,,,,,YARBO,122-177,,,"REPLACED BOLTS ON F.H. GATE VALVE AND ALSO FOUND LEAD JOINT LEAK ON TEE 8"" REPACKED LEAD.",34.02944409,-118.3639761
41378,MAIN,12/25/10,12714 VAN OWEN AVE,37 S/C VAN OWEN AVE,230 W/C BELLAIRE AVE,16,C.I.,1985,0,98628,,1,,,,,S.ARRIOLA,182-162,6.5,24,"MADE 9'X2.5' EXCAVATION. REPLACED 16"" SERVICE SADDLE. 1 1/2"" X2"" CORP, 32"" OR 2"" COPPER. BACKFILLED, CLEANED UP, SITE SAFE.",34.19386884,-118.4101824
43460,MAIN,1/19/11,19209 WOODMONT DR.,10' WOODMONT DR.,110' W/C PEBBLE BEACH PL.,6,D.I.,1985,0,98063,SPLIT,1,,,GOOD,CLAY/D. GRNTE,SNYDER,216-120,6.5,13,"BROKE AND DUG OUT 4'X5' EXCAVATION FOUND LARGE  BAD AREA ON D.I. PIPE. COATING MAY HAVE BEEN CHIPPED AWAY WHEN MAIN WAS INSTALLED. PIPE BADLY EATIN UP. INSTALLED 2 DIFFERENT POWER SEAL CLAMPS OVER SMALL SPLIT, CLAMPS LEAKED. CUT OUT AND REPLACED 6""X18"" PIECE OF D.I. PIPE WITH 2 MECH COUPLINGS AND TURNED MAIN BACK ON, FLUSHED. 542 BACKFILLED AND MADE P/U.",34.28702265,-118.5519217
63317,MAIN,7/9/12,8518 S RAMSGATE AVE,E/S RAMSGATE,52' N/N 85TH PL,6,C.I.,1985,0,97797,TAPPING SLEEVE,1,,,,,SPEARS,098-171,8,24,"CHANGED NUTS AND BOLTS ON 6""X 6"" TAPPING SLEEVE FOR F.H. TO STOP LEAK.",33.96067117,-118.3830338
65085,MAIN,5/20/13,10601 ROSE AVE.,20' S/N ROSE AVE.,51 W/W KEYSTONE AVE.,4,A.C.,1985,0,97773,"CLAMP, ROUND CRACK",1,,,,,W. KELLY,122-162,9,17,"USED (1) 360 DEGREE CLAMP ON 4"" A.C. MAIN.
USED (1) 360 DEGREE CLAMP ON 4"" A.C. MAIN.",34.02798073,-118.4130736
66541,MAIN,3/25/14,35TH ST & BOWFIN AVE,13' SN 35TH ST,11' EW BOWFIN AVE,6,D.I.,1985,0,96889,RUST HOLE,1,,,RUSTY,ROCKY,DE LA CRUZ,010-189,9.5,19,"SET UP TRAFFIC CONTROL, BROKE OUT EXCAVATION, SPADED OUT SLURRY, FOUND HOLE & PIN HOLES ON DI MAIN, CUT IN 37"" OF 6"" DI PIPE, BACKFILLED & TEMP OILED, CLEANED AREA, PICKED UP TRAFFIC CONTROL, LEFT SITE SAFE. MAIN IS IN BAD SHAPE.",33.72068164,-118.3199401
40673,MAIN,5/12/10,12056 TURTLE SPRINGS LANE,12' E/CL TURTLE SPRINGS LANE,190' S/CL TURTLE SPRINGS WAY,4,D.I.,1986,0,98079,RUST HOLE,1,,,,ROCKY,JOSEPH,218-117,8,8,"BLOW OUT ON A 4"" D.I. MAIN. FOUND 1.5"" RUST HOLE AND PIPE HAD RUST PITS. CUT IN 2.5' OF 4"" PIPE. STREET WAS LIFTED AND HAD TO BREAK OUT BAD AREA OF STREET AND MAKE SAFE.",34.29218345,-118.5624389
40571,MAIN,10/6/10,7056 TOPANGA CYN.,13' E/CL TOPANGA CYN.,6' S/CL GAULT,6,C.I.,1986,0,98086,SPLIT,1,,,POOR,CLAY,K. SNYDER,184-102,12,36,"6"" C.I. ,AIN BREAK WITH 12"" BLOWOUT. DUG OUT MAIN 7' DEEP. HAD TO SHORE EXCAVATION. CUT IN 3' OF D.I. WITH 2 MECH COUP. BACKFILLED, TEMP.",34.19916926,-118.6058847
