LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JAMES B PIERCE,CAROL NAJERA
DOWNEY,1850080A,710,138,N,914,TOTAL,189,55,82
DOWNEY,1850081A,711,138,N,1245,POLLING PLACE,116,45,47
DOWNEY,1850081A,711,138,N,0,VBM PORTION,88,20,31
DOWNEY,1850081A,711,138,N,1245,TOTAL,204,65,78
DOWNEY,1850082B,712,138,N,1080,POLLING PLACE,103,28,40
DOWNEY,1850082B,712,138,N,0,VBM PORTION,95,27,45
DOWNEY,1850082B,712,138,N,1080,TOTAL,198,55,85
DOWNEY,1850083A,713,138,N,1101,POLLING PLACE,132,33,65
DOWNEY,1850083A,713,138,N,0,VBM PORTION,73,21,36
DOWNEY,1850083A,713,138,N,1101,TOTAL,205,54,101
DOWNEY,1850089A,714,138,N,915,POLLING PLACE,72,22,41
DOWNEY,1850089A,714,138,N,0,VBM PORTION,53,22,20
DOWNEY,1850089A,714,138,N,915,TOTAL,125,44,61
DOWNEY,1850094A,715,138,N,412,POLLING PLACE,57,17,13
DOWNEY,1850094A,715,138,N,0,VBM PORTION,30,14,10
DOWNEY,1850094A,715,138,N,412,TOTAL,87,31,23
DOWNEY,1850102A,716,138,N,1117,POLLING PLACE,176,44,98
DOWNEY,1850102A,716,138,N,0,VBM PORTION,69,19,33
DOWNEY,1850102A,716,138,N,1117,TOTAL,245,63,131
DOWNEY,1850138A,717,138,N,820,POLLING PLACE,102,37,37
DOWNEY,1850138A,717,138,N,0,VBM PORTION,56,26,16
DOWNEY,1850138A,717,138,N,820,TOTAL,158,63,53
DOWNEY,1850150A,718,138,N,689,POLLING PLACE,65,18,37
DOWNEY,1850150A,718,138,N,0,VBM PORTION,21,6,11
DOWNEY,1850150A,718,138,N,689,TOTAL,86,24,48
DOWNEY,1850151A,719,138,N,1068,POLLING PLACE,143,51,45
DOWNEY,1850151A,719,138,N,0,VBM PORTION,126,32,53
DOWNEY,1850151A,719,138,N,1068,TOTAL,269,83,98
DUARTE,1900001A,720,70,N,1385,POLLING PLACE,58,20,27
DUARTE,1900001A,720,70,N,0,VBM PORTION,66,16,40
DUARTE,1900001A,720,70,N,1385,TOTAL,124,36,67
DUARTE,1900002A,721,70,N,954,POLLING PLACE,99,27,43
DUARTE,1900002A,721,70,N,0,VBM PORTION,76,24,31
DUARTE,1900002A,721,70,N,954,TOTAL,175,51,74
DUARTE,1900004A,722,70,N,624,POLLING PLACE,34,12,18
DUARTE,1900004A,722,70,N,0,VBM PORTION,32,15,12
DUARTE,1900004A,722,70,N,624,TOTAL,66,27,30
DUARTE,1900005A,723,70,N,868,POLLING PLACE,56,26,20
DUARTE,1900005A,723,70,N,0,VBM PORTION,101,51,40
DUARTE,1900005A,723,70,N,868,TOTAL,157,77,60
DUARTE,1900006A,724,70,N,1172,POLLING PLACE,98,39,33
DUARTE,1900006A,724,70,N,0,VBM PORTION,154,54,60
DUARTE,1900006A,724,70,N,1172,TOTAL,252,93,93
DUARTE,1900007A,725,70,N,1384,POLLING PLACE,140,47,56
DUARTE,1900007A,725,70,N,0,VBM PORTION,157,48,69
DUARTE,1900007A,725,70,N,1384,TOTAL,297,95,125
DUARTE,1900008A,726,70,N,968,POLLING PLACE,78,26,40
DUARTE,1900008A,726,70,N,0,VBM PORTION,91,34,35
DUARTE,1900008A,726,70,N,968,TOTAL,169,60,75
DUARTE,1900009A,727,70,N,1322,POLLING PLACE,97,27,43
DUARTE,1900009A,727,70,N,0,VBM PORTION,122,42,58
DUARTE,1900009A,727,70,N,1322,TOTAL,219,69,101
DUARTE,1900012B,728,70,N,1264,POLLING PLACE,172,74,60
DUARTE,1900012B,728,70,N,0,VBM PORTION,126,43,52
DUARTE,1900012B,728,70,N,1264,TOTAL,298,117,112
DUARTE,1900015B,729,70,N,806,POLLING PLACE,36,13,17
DUARTE,1900015B,729,70,N,0,VBM PORTION,66,18,29
DUARTE,1900015B,729,70,N,806,TOTAL,102,31,46
DUARTE,1900021C,730,70,N,995,POLLING PLACE,92,42,28
DUARTE,1900021C,730,70,N,0,VBM PORTION,108,43,40
DUARTE,1900021C,730,70,N,995,TOTAL,200,85,68
EAST ARCADIA,1940001A,731,68,N,1015,POLLING PLACE,54,19,28
EAST ARCADIA,1940001A,731,68,N,0,VBM PORTION,23,9,9
EAST ARCADIA,1940001A,731,68,N,1015,TOTAL,77,28,37
EAST ARCADIA,1940002A,732,68,N,987,POLLING PLACE,110,41,44
EAST ARCADIA,1940002A,732,68,N,0,VBM PORTION,71,24,30
EAST ARCADIA,1940002A,732,68,N,987,TOTAL,181,65,74
EAST ARCADIA,1940004A,733,68,N,445,POLLING PLACE,66,20,28
EAST ARCADIA,1940004A,733,68,N,0,VBM PORTION,45,14,13
EAST ARCADIA,1940004A,733,68,N,445,TOTAL,111,34,41
EAST ARCADIA,1940005A,734,77,N,1048,POLLING PLACE,105,39,40
EAST ARCADIA,1940005A,734,77,N,0,VBM PORTION,102,31,40
EAST ARCADIA,1940005A,734,77,N,1048,TOTAL,207,70,80
EAST ARCADIA,1940007A,735,77,N,555,POLLING PLACE,47,13,27
EAST ARCADIA,1940007A,735,77,N,0,VBM PORTION,37,11,20
EAST ARCADIA,1940007A,735,77,N,555,TOTAL,84,24,47
EAST ARCADIA,1940008A,736,68,N,870,POLLING PLACE,51,15,22
EAST ARCADIA,1940008A,736,68,N,0,VBM PORTION,21,7,5
EAST ARCADIA,1940008A,736,68,N,870,TOTAL,72,22,27
EAST ARCADIA,1940010A,737,76,N,1151,POLLING PLACE,120,39,49
EAST ARCADIA,1940010A,737,76,N,0,VBM PORTION,116,54,38
EAST ARCADIA,1940010A,737,76,N,1151,TOTAL,236,93,87
EAST ARCADIA,1940011A,738,68,N,1013,POLLING PLACE,117,39,41
EAST ARCADIA,1940011A,738,68,N,0,VBM PORTION,86,28,35
EAST ARCADIA,1940011A,738,68,N,1013,TOTAL,203,67,76
EAST ARCADIA,1940013A,739,76,N,891,POLLING PLACE,88,35,31
EAST ARCADIA,1940013A,739,76,N,0,VBM PORTION,108,39,40
EAST ARCADIA,1940013A,739,76,N,891,TOTAL,196,74,71
EAST COMPTON,1960001A,740,178,N,514,POLLING PLACE,16,13,2
EAST COMPTON,1960001A,740,178,N,0,VBM PORTION,8,4,4
EAST COMPTON,1960001A,740,178,N,514,TOTAL,24,17,6
EAST COMPTON,1960003A,741,178,N,1162,POLLING PLACE,47,12,17
EAST COMPTON,1960003A,741,178,N,0,VBM PORTION,28,7,16
EAST COMPTON,1960003A,741,178,N,1162,TOTAL,75,19,33
EAST COMPTON,1960006A,6044,178,Y,0,POLLING PLACE,0,0,0
EAST COMPTON,1960006A,6044,178,Y,0,VBM PORTION,0,0,0
EAST COMPTON,1960006A,6044,178,Y,0,TOTAL,0,0,0
EAST COMPTON,1960007A,742,178,N,826,POLLING PLACE,57,25,12
EAST COMPTON,1960007A,742,178,N,0,VBM PORTION,24,13,9
EAST COMPTON,1960007A,742,178,N,826,TOTAL,81,38,21
EAST COMPTON,1960010A,743,178,N,722,POLLING PLACE,31,11,9
EAST COMPTON,1960010A,743,178,N,0,VBM PORTION,34,15,12
EAST COMPTON,1960010A,743,178,N,722,TOTAL,65,26,21
EAST COMPTON,1960011A,744,178,N,754,POLLING PLACE,62,24,23
EAST COMPTON,1960011A,744,178,N,0,VBM PORTION,21,4,9
EAST COMPTON,1960011A,744,178,N,754,TOTAL,83,28,32
EAST COMPTON,1960030A,6045,171,Y,0,POLLING PLACE,0,0,0
EAST COMPTON,1960030A,6045,171,Y,0,VBM PORTION,0,0,0
EAST COMPTON,1960030A,6045,171,Y,0,TOTAL,0,0,0
EAST COMPTON,1960032A,745,178,N,1133,POLLING PLACE,66,21,26
EAST COMPTON,1960032A,745,178,N,0,VBM PORTION,20,6,5
EAST COMPTON,1960032A,745,178,N,1133,TOTAL,86,27,31
EAST LOS ANGELES,2000001A,746,91,N,869,POLLING PLACE,55,16,31
EAST LOS ANGELES,2000001A,746,91,N,0,VBM PORTION,25,17,6
EAST LOS ANGELES,2000001A,746,91,N,869,TOTAL,80,33,37
EAST LOS ANGELES,2000002A,747,91,N,1134,POLLING PLACE,73,20,40
EAST LOS ANGELES,2000002A,747,91,N,0,VBM PORTION,40,13,24
EAST LOS ANGELES,2000002A,747,91,N,1134,TOTAL,113,33,64
EAST LOS ANGELES,2000003A,748,91,N,1218,POLLING PLACE,111,28,67
EAST LOS ANGELES,2000003A,748,91,N,0,VBM PORTION,53,13,32
EAST LOS ANGELES,2000003A,748,91,N,1218,TOTAL,164,41,99
EAST LOS ANGELES,2000005A,749,91,N,904,POLLING PLACE,94,22,61
EAST LOS ANGELES,2000005A,749,91,N,0,VBM PORTION,17,4,11
EAST LOS ANGELES,2000005A,749,91,N,904,TOTAL,111,26,72
EAST LOS ANGELES,2000007A,750,91,N,468,POLLING PLACE,19,7,9
EAST LOS ANGELES,2000007A,750,91,N,0,VBM PORTION,11,5,4
EAST LOS ANGELES,2000007A,750,91,N,468,TOTAL,30,12,13
EAST LOS ANGELES,2000011A,751,91,N,1167,POLLING PLACE,83,20,52
EAST LOS ANGELES,2000011A,751,91,N,0,VBM PORTION,45,16,24
EAST LOS ANGELES,2000011A,751,91,N,1167,TOTAL,128,36,76
EAST LOS ANGELES,2000013A,752,91,N,883,POLLING PLACE,51,5,35
EAST LOS ANGELES,2000013A,752,91,N,0,VBM PORTION,24,4,18
EAST LOS ANGELES,2000013A,752,91,N,883,TOTAL,75,9,53
EAST LOS ANGELES,2000018C,753,91,N,1195,POLLING PLACE,87,20,56
EAST LOS ANGELES,2000018C,753,91,N,0,VBM PORTION,35,7,23
EAST LOS ANGELES,2000018C,753,91,N,1195,TOTAL,122,27,79
EAST LOS ANGELES,2000024A,754,91,N,910,POLLING PLACE,87,23,39
EAST LOS ANGELES,2000024A,754,91,N,0,VBM PORTION,27,11,14
EAST LOS ANGELES,2000024A,754,91,N,910,TOTAL,114,34,53
EAST LOS ANGELES,2000025A,755,91,N,1083,POLLING PLACE,60,12,39
EAST LOS ANGELES,2000025A,755,91,N,0,VBM PORTION,26,3,20
EAST LOS ANGELES,2000025A,755,91,N,1083,TOTAL,86,15,59
EAST LOS ANGELES,2000028A,756,91,N,1098,POLLING PLACE,75,22,37
EAST LOS ANGELES,2000028A,756,91,N,0,VBM PORTION,43,13,28
EAST LOS ANGELES,2000028A,756,91,N,1098,TOTAL,118,35,65
EAST LOS ANGELES,2000028B,757,91,N,1082,POLLING PLACE,79,27,40
EAST LOS ANGELES,2000028B,757,91,N,0,VBM PORTION,27,8,15
EAST LOS ANGELES,2000028B,757,91,N,1082,TOTAL,106,35,55
EAST LOS ANGELES,2000030A,758,91,N,790,POLLING PLACE,57,9,30
EAST LOS ANGELES,2000030A,758,91,N,0,VBM PORTION,47,9,35
EAST LOS ANGELES,2000030A,758,91,N,790,TOTAL,104,18,65
EAST LOS ANGELES,2000032A,759,91,N,1014,POLLING PLACE,79,15,49
EAST LOS ANGELES,2000032A,759,91,N,0,VBM PORTION,24,9,12
EAST LOS ANGELES,2000032A,759,91,N,1014,TOTAL,103,24,61
EAST LOS ANGELES,2000034B,760,91,N,771,POLLING PLACE,51,9,33
EAST LOS ANGELES,2000034B,760,91,N,0,VBM PORTION,26,14,9
EAST LOS ANGELES,2000034B,760,91,N,771,TOTAL,77,23,42
EAST LOS ANGELES,2000038B,761,91,N,930,POLLING PLACE,56,10,38
EAST LOS ANGELES,2000038B,761,91,N,0,VBM PORTION,15,7,4
EAST LOS ANGELES,2000038B,761,91,N,930,TOTAL,71,17,42
EAST LOS ANGELES,2000040A,762,91,N,1006,POLLING PLACE,68,15,49
EAST LOS ANGELES,2000040A,762,91,N,0,VBM PORTION,24,12,12
EAST LOS ANGELES,2000040A,762,91,N,1006,TOTAL,92,27,61
EAST LOS ANGELES,2000045A,763,91,N,943,POLLING PLACE,79,14,55
EAST LOS ANGELES,2000045A,763,91,N,0,VBM PORTION,34,14,13
EAST LOS ANGELES,2000045A,763,91,N,943,TOTAL,113,28,68
EAST LOS ANGELES,2000045B,764,91,N,1133,POLLING PLACE,93,19,51
EAST LOS ANGELES,2000045B,764,91,N,0,VBM PORTION,30,8,21
EAST LOS ANGELES,2000045B,764,91,N,1133,TOTAL,123,27,72
EAST LOS ANGELES,2000053A,765,91,N,1138,POLLING PLACE,85,24,48
EAST LOS ANGELES,2000053A,765,91,N,0,VBM PORTION,29,4,20
EAST LOS ANGELES,2000053A,765,91,N,1138,TOTAL,114,28,68
EAST LOS ANGELES,2000062A,766,91,N,760,POLLING PLACE,81,14,46
EAST LOS ANGELES,2000062A,766,91,N,0,VBM PORTION,54,11,33
EAST LOS ANGELES,2000062A,766,91,N,760,TOTAL,135,25,79
EAST LOS ANGELES,2000065A,767,91,N,855,POLLING PLACE,72,11,48
EAST LOS ANGELES,2000065A,767,91,N,0,VBM PORTION,46,9,28
EAST LOS ANGELES,2000065A,767,91,N,855,TOTAL,118,20,76
EAST LOS ANGELES,2000081A,768,91,N,1044,POLLING PLACE,66,9,40
EAST LOS ANGELES,2000081A,768,91,N,0,VBM PORTION,61,17,30
EAST LOS ANGELES,2000081A,768,91,N,1044,TOTAL,127,26,70
EAST LOS ANGELES,2000082A,769,91,N,1020,POLLING PLACE,68,9,42
EAST LOS ANGELES,2000082A,769,91,N,0,VBM PORTION,42,14,21
EAST LOS ANGELES,2000082A,769,91,N,1020,TOTAL,110,23,63
EAST LOS ANGELES,2000083A,770,91,N,1123,POLLING PLACE,85,24,51
EAST LOS ANGELES,2000083A,770,91,N,0,VBM PORTION,23,6,12
EAST LOS ANGELES,2000083A,770,91,N,1123,TOTAL,108,30,63
EAST LOS ANGELES,2000084A,771,91,N,1025,POLLING PLACE,74,11,53
EAST LOS ANGELES,2000084A,771,91,N,0,VBM PORTION,28,7,19
EAST LOS ANGELES,2000084A,771,91,N,1025,TOTAL,102,18,72
EAST LOS ANGELES,2000085A,772,91,N,1257,POLLING PLACE,96,17,54
EAST LOS ANGELES,2000085A,772,91,N,0,VBM PORTION,43,6,33
EAST LOS ANGELES,2000085A,772,91,N,1257,TOTAL,139,23,87
EAST LOS ANGELES,2000088A,773,91,N,946,POLLING PLACE,61,15,35
EAST LOS ANGELES,2000088A,773,91,N,0,VBM PORTION,34,5,23
EAST LOS ANGELES,2000088A,773,91,N,946,TOTAL,95,20,58
EAST PASADENA,2020001A,774,32,N,734,POLLING PLACE,54,13,15
EAST PASADENA,2020001A,774,32,N,0,VBM PORTION,66,34,20
EAST PASADENA,2020001A,774,32,N,734,TOTAL,120,47,35
EAST PASADENA,2020003A,775,32,N,439,POLLING PLACE,43,23,11
EAST PASADENA,2020003A,775,32,N,0,VBM PORTION,71,31,19
EAST PASADENA,2020003A,775,32,N,439,TOTAL,114,54,30
EAST PASADENA,2020004A,776,32,N,447,POLLING PLACE,30,9,9
EAST PASADENA,2020004A,776,32,N,0,VBM PORTION,61,13,29
EAST PASADENA,2020004A,776,32,N,447,TOTAL,91,22,38
EAST PASADENA,2020006A,777,33,N,720,POLLING PLACE,102,53,23
EAST PASADENA,2020006A,777,33,N,0,VBM PORTION,92,40,26
EAST PASADENA,2020006A,777,33,N,720,TOTAL,194,93,49
EAST PASADENA,2020007A,778,32,N,1138,POLLING PLACE,88,26,31
EAST PASADENA,2020007A,778,32,N,0,VBM PORTION,97,45,24
EAST PASADENA,2020007A,778,32,N,1138,TOTAL,185,71,55
EAST PASADENA,2020012A,779,32,N,620,POLLING PLACE,46,19,15
EAST PASADENA,2020012A,779,32,N,0,VBM PORTION,44,22,10
EAST PASADENA,2020012A,779,32,N,620,TOTAL,90,41,25
EAST PASADENA,2020016A,780,33,N,574,POLLING PLACE,73,28,24
EAST PASADENA,2020016A,780,33,N,0,VBM PORTION,52,19,21
EAST PASADENA,2020016A,780,33,N,574,TOTAL,125,47,45
EAST SAN GABRIEL,2040001A,781,76,N,1153,POLLING PLACE,42,15,19
EAST SAN GABRIEL,2040001A,781,76,N,0,VBM PORTION,104,45,39
EAST SAN GABRIEL,2040001A,781,76,N,1153,TOTAL,146,60,58
EAST SAN GABRIEL,2040003A,782,76,N,1312,POLLING PLACE,72,29,27
EAST SAN GABRIEL,2040003A,782,76,N,0,VBM PORTION,82,32,38
EAST SAN GABRIEL,2040003A,782,76,N,1312,TOTAL,154,61,65
EAST SAN GABRIEL,2040004A,783,76,N,1105,POLLING PLACE,86,33,30
EAST SAN GABRIEL,2040004A,783,76,N,0,VBM PORTION,112,32,36
EAST SAN GABRIEL,2040004A,783,76,N,1105,TOTAL,198,65,66
EAST SAN GABRIEL,2040010A,784,76,N,1179,POLLING PLACE,77,32,28
EAST SAN GABRIEL,2040010A,784,76,N,0,VBM PORTION,98,40,31
EAST SAN GABRIEL,2040010A,784,76,N,1179,TOTAL,175,72,59
EAST SAN GABRIEL,2040012A,785,76,N,1290,POLLING PLACE,93,41,31
EAST SAN GABRIEL,2040012A,785,76,N,0,VBM PORTION,116,36,41
EAST SAN GABRIEL,2040012A,785,76,N,1290,TOTAL,209,77,72
EAST SAN GABRIEL,2040015A,786,76,N,1106,POLLING PLACE,109,41,44
EAST SAN GABRIEL,2040015A,786,76,N,0,VBM PORTION,128,43,43
EAST SAN GABRIEL,2040015A,786,76,N,1106,TOTAL,237,84,87
EAST SAN GABRIEL,2040016B,787,76,N,977,POLLING PLACE,72,31,20
EAST SAN GABRIEL,2040016B,787,76,N,0,VBM PORTION,96,35,32
EAST SAN GABRIEL,2040016B,787,76,N,977,TOTAL,168,66,52
EAST SAN GABRIEL,2040019A,788,76,N,1273,POLLING PLACE,111,47,43
EAST SAN GABRIEL,2040019A,788,76,N,0,VBM PORTION,127,47,50
EAST SAN GABRIEL,2040019A,788,76,N,1273,TOTAL,238,94,93
EAST SAN GABRIEL,2040021A,789,76,N,1023,POLLING PLACE,105,34,42
EAST SAN GABRIEL,2040021A,789,76,N,0,VBM PORTION,126,46,47
EAST SAN GABRIEL,2040021A,789,76,N,1023,TOTAL,231,80,89
EAST WHITTIER,2050048A,790,133,N,470,POLLING PLACE,70,19,32
EAST WHITTIER,2050048A,790,133,N,0,VBM PORTION,69,27,23
EAST WHITTIER,2050048A,790,133,N,470,TOTAL,139,46,55
EL CAMINO VILLAGE,2080002A,791,186,N,1285,POLLING PLACE,48,14,27
EL CAMINO VILLAGE,2080002A,791,186,N,0,VBM PORTION,65,22,28
EL CAMINO VILLAGE,2080002A,791,186,N,1285,TOTAL,113,36,55
EL CAMINO VILLAGE,2080003A,792,186,N,649,POLLING PLACE,102,40,51
EL CAMINO VILLAGE,2080003A,792,186,N,0,VBM PORTION,41,15,16
EL CAMINO VILLAGE,2080003A,792,186,N,649,TOTAL,143,55,67
EL CAMINO VILLAGE,2080004A,793,186,N,1138,POLLING PLACE,85,41,32
EL CAMINO VILLAGE,2080004A,793,186,N,0,VBM PORTION,122,47,53
EL CAMINO VILLAGE,2080004A,793,186,N,1138,TOTAL,207,88,85
EL CAMINO VILLAGE,2080005A,794,186,N,969,POLLING PLACE,125,46,54
EL CAMINO VILLAGE,2080005A,794,186,N,0,VBM PORTION,48,9,26
EL CAMINO VILLAGE,2080005A,794,186,N,969,TOTAL,173,55,80
EL MONTE,2100001A,795,73,N,1136,POLLING PLACE,69,22,34
EL MONTE,2100001A,795,73,N,0,VBM PORTION,94,43,37
EL MONTE,2100001A,795,73,N,1136,TOTAL,163,65,71
EL MONTE,2100005A,796,73,N,1064,POLLING PLACE,44,10,21
EL MONTE,2100005A,796,73,N,0,VBM PORTION,60,20,24
EL MONTE,2100005A,796,73,N,1064,TOTAL,104,30,45
EL MONTE,2100006B,797,73,N,1075,POLLING PLACE,106,30,62
EL MONTE,2100006B,797,73,N,0,VBM PORTION,52,18,22
EL MONTE,2100006B,797,73,N,1075,TOTAL,158,48,84
EL MONTE,2100008B,798,73,N,1295,POLLING PLACE,55,14,28
EL MONTE,2100008B,798,73,N,0,VBM PORTION,69,26,25
EL MONTE,2100008B,798,73,N,1295,TOTAL,124,40,53
EL MONTE,2100013A,799,73,N,717,POLLING PLACE,35,13,19
EL MONTE,2100013A,799,73,N,0,VBM PORTION,35,18,10
EL MONTE,2100013A,799,73,N,717,TOTAL,70,31,29
EL MONTE,2100014A,800,66,N,730,POLLING PLACE,30,7,16
EL MONTE,2100014A,800,66,N,0,VBM PORTION,16,6,8
EL MONTE,2100014A,800,66,N,730,TOTAL,46,13,24
EL MONTE,2100016A,801,73,N,598,POLLING PLACE,39,9,19
EL MONTE,2100016A,801,73,N,0,VBM PORTION,53,18,22
EL MONTE,2100016A,801,73,N,598,TOTAL,92,27,41
EL MONTE,2100017A,802,73,N,1011,POLLING PLACE,62,19,29
EL MONTE,2100017A,802,73,N,0,VBM PORTION,62,17,25
EL MONTE,2100017A,802,73,N,1011,TOTAL,124,36,54
EL MONTE,2100018A,803,73,N,1257,POLLING PLACE,68,19,34
EL MONTE,2100018A,803,73,N,0,VBM PORTION,79,27,31
EL MONTE,2100018A,803,73,N,1257,TOTAL,147,46,65
EL MONTE,2100018C,804,73,N,701,POLLING PLACE,26,10,9
EL MONTE,2100018C,804,73,N,0,VBM PORTION,18,11,5
EL MONTE,2100018C,804,73,N,701,TOTAL,44,21,14
EL MONTE,2100019B,805,66,N,774,POLLING PLACE,69,11,33
EL MONTE,2100019B,805,66,N,0,VBM PORTION,42,21,8
EL MONTE,2100019B,805,66,N,774,TOTAL,111,32,41
EL MONTE,2100021A,806,66,N,1168,POLLING PLACE,90,26,52
EL MONTE,2100021A,806,66,N,0,VBM PORTION,60,29,24
EL MONTE,2100021A,806,66,N,1168,TOTAL,150,55,76
EL MONTE,2100024A,807,73,N,919,POLLING PLACE,61,20,27
EL MONTE,2100024A,807,73,N,0,VBM PORTION,45,23,11
EL MONTE,2100024A,807,73,N,919,TOTAL,106,43,38
EL MONTE,2100027A,808,66,N,1060,POLLING PLACE,40,15,14
EL MONTE,2100027A,808,66,N,0,VBM PORTION,50,18,25
EL MONTE,2100027A,808,66,N,1060,TOTAL,90,33,39
EL MONTE,2100029A,809,66,N,715,POLLING PLACE,43,10,23
EL MONTE,2100029A,809,66,N,0,VBM PORTION,30,12,11
EL MONTE,2100029A,809,66,N,715,TOTAL,73,22,34
EL MONTE,2100033A,810,66,N,954,POLLING PLACE,48,15,24
EL MONTE,2100033A,810,66,N,0,VBM PORTION,43,16,19
EL MONTE,2100033A,810,66,N,954,TOTAL,91,31,43
EL MONTE,2100034A,811,66,N,968,POLLING PLACE,29,5,23
EL MONTE,2100034A,811,66,N,0,VBM PORTION,40,22,10
EL MONTE,2100034A,811,66,N,968,TOTAL,69,27,33
EL MONTE,2100039C,812,73,N,927,POLLING PLACE,44,16,22
EL MONTE,2100039C,812,73,N,0,VBM PORTION,33,11,16
EL MONTE,2100039C,812,73,N,927,TOTAL,77,27,38
EL MONTE,2100040A,813,73,N,1123,POLLING PLACE,95,37,29
EL MONTE,2100040A,813,73,N,0,VBM PORTION,36,14,12
EL MONTE,2100040A,813,73,N,1123,TOTAL,131,51,41
EL MONTE,2100041C,814,73,N,1102,POLLING PLACE,78,17,52
EL MONTE,2100041C,814,73,N,0,VBM PORTION,55,24,25
EL MONTE,2100041C,814,73,N,1102,TOTAL,133,41,77
EL MONTE,2100047A,815,73,N,1147,POLLING PLACE,81,30,35
EL MONTE,2100047A,815,73,N,0,VBM PORTION,51,20,15
EL MONTE,2100047A,815,73,N,1147,TOTAL,132,50,50
EL MONTE,2100053A,816,73,N,988,POLLING PLACE,45,18,20
EL MONTE,2100053A,816,73,N,0,VBM PORTION,54,20,25
EL MONTE,2100053A,816,73,N,988,TOTAL,99,38,45
EL MONTE,2100101A,817,73,N,1025,POLLING PLACE,110,27,57
EL MONTE,2100101A,817,73,N,0,VBM PORTION,86,32,30
EL MONTE,2100101A,817,73,N,1025,TOTAL,196,59,87
EL MONTE,2100103A,818,73,N,1231,POLLING PLACE,77,37,24
EL MONTE,2100103A,818,73,N,0,VBM PORTION,77,39,22
EL MONTE,2100103A,818,73,N,1231,TOTAL,154,76,46
EL MONTE,2100104A,819,73,N,1237,POLLING PLACE,116,32,64
EL MONTE,2100104A,819,73,N,0,VBM PORTION,83,33,28
EL MONTE,2100104A,819,73,N,1237,TOTAL,199,65,92
EL MONTE,2100105A,820,73,N,1164,POLLING PLACE,118,44,53
EL MONTE,2100105A,820,73,N,0,VBM PORTION,68,24,31
EL MONTE,2100105A,820,73,N,1164,TOTAL,186,68,84
EL MONTE,2100106A,821,73,N,1163,POLLING PLACE,69,26,33
EL MONTE,2100106A,821,73,N,0,VBM PORTION,79,33,36
EL MONTE,2100106A,821,73,N,1163,TOTAL,148,59,69
EL MONTE,2100110A,822,73,N,1048,POLLING PLACE,49,19,19
EL MONTE,2100110A,822,73,N,0,VBM PORTION,69,27,30
EL MONTE,2100110A,822,73,N,1048,TOTAL,118,46,49
EL MONTE,2100112A,823,73,N,977,POLLING PLACE,42,21,10
EL MONTE,2100112A,823,73,N,0,VBM PORTION,71,32,33
EL MONTE,2100112A,823,73,N,977,TOTAL,113,53,43
EL MONTE,2100113A,824,73,N,715,POLLING PLACE,43,11,23
EL MONTE,2100113A,824,73,N,0,VBM PORTION,34,8,17
EL MONTE,2100113A,824,73,N,715,TOTAL,77,19,40
EL MONTE,2100115C,825,73,N,642,POLLING PLACE,25,8,17
EL MONTE,2100115C,825,73,N,0,VBM PORTION,28,10,14
EL MONTE,2100115C,825,73,N,642,TOTAL,53,18,31
EL MONTE,2100119A,826,66,N,1063,POLLING PLACE,89,26,39
EL MONTE,2100119A,826,66,N,0,VBM PORTION,51,23,21
EL MONTE,2100119A,826,66,N,1063,TOTAL,140,49,60
EL MONTE,2100120B,827,66,N,1204,POLLING PLACE,89,21,47
EL MONTE,2100120B,827,66,N,0,VBM PORTION,46,12,28
EL MONTE,2100120B,827,66,N,1204,TOTAL,135,33,75
EL MONTE,2100121A,828,66,N,806,POLLING PLACE,58,11,31
EL MONTE,2100121A,828,66,N,0,VBM PORTION,39,7,20
EL MONTE,2100121A,828,66,N,806,TOTAL,97,18,51
EL MONTE,2100122B,829,66,N,779,POLLING PLACE,58,16,30
EL MONTE,2100122B,829,66,N,0,VBM PORTION,16,6,9
EL MONTE,2100122B,829,66,N,779,TOTAL,74,22,39
EL MONTE,2100125A,830,66,N,500,POLLING PLACE,27,6,17
EL MONTE,2100125A,830,66,N,0,VBM PORTION,8,2,5
EL MONTE,2100125A,830,66,N,500,TOTAL,35,8,22
EL MONTE,2100126A,831,66,N,1053,POLLING PLACE,95,33,48
EL MONTE,2100126A,831,66,N,0,VBM PORTION,41,16,18
EL MONTE,2100126A,831,66,N,1053,TOTAL,136,49,66
EL SEGUNDO,2250001A,832,155,N,866,POLLING PLACE,108,38,44
EL SEGUNDO,2250001A,832,155,N,0,VBM PORTION,95,39,34
EL SEGUNDO,2250001A,832,155,N,866,TOTAL,203,77,78
EL SEGUNDO,2250002A,833,155,N,968,POLLING PLACE,130,51,44
EL SEGUNDO,2250002A,833,155,N,0,VBM PORTION,118,45,35
EL SEGUNDO,2250002A,833,155,N,968,TOTAL,248,96,79
EL SEGUNDO,2250003A,834,155,N,1008,POLLING PLACE,140,59,49
EL SEGUNDO,2250003A,834,155,N,0,VBM PORTION,145,52,50
EL SEGUNDO,2250003A,834,155,N,1008,TOTAL,285,111,99
EL SEGUNDO,2250004A,835,155,N,984,POLLING PLACE,104,37,37
EL SEGUNDO,2250004A,835,155,N,0,VBM PORTION,123,30,41
EL SEGUNDO,2250004A,835,155,N,984,TOTAL,227,67,78
EL SEGUNDO,2250006A,836,155,N,1297,POLLING PLACE,176,57,67
