LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEROME E HORTON
LOS ANGELES,9002451A,4143,148,N,0,VBM PORTION,69,27
LOS ANGELES,9002451A,4143,148,N,1282,TOTAL,120,54
LOS ANGELES,9002452A,6192,181,Y,0,POLLING PLACE,0,0
LOS ANGELES,9002452A,6192,181,Y,0,VBM PORTION,0,0
LOS ANGELES,9002452A,6192,181,Y,0,TOTAL,0,0
LOS ANGELES,9002454A,4144,148,N,1182,POLLING PLACE,58,35
LOS ANGELES,9002454A,4144,148,N,0,VBM PORTION,38,19
LOS ANGELES,9002454A,4144,148,N,1182,TOTAL,96,54
LOS ANGELES,9002456A,4145,148,N,897,POLLING PLACE,55,30
LOS ANGELES,9002456A,4145,148,N,0,VBM PORTION,36,25
LOS ANGELES,9002456A,4145,148,N,897,TOTAL,91,55
LOS ANGELES,9002459A,4146,148,N,1143,POLLING PLACE,69,33
LOS ANGELES,9002459A,4146,148,N,0,VBM PORTION,43,24
LOS ANGELES,9002459A,4146,148,N,1143,TOTAL,112,57
LOS ANGELES,9002461A,4147,148,N,907,POLLING PLACE,69,39
LOS ANGELES,9002461A,4147,148,N,0,VBM PORTION,40,27
LOS ANGELES,9002461A,4147,148,N,907,TOTAL,109,66
LOS ANGELES,9002464A,6193,92,Y,0,POLLING PLACE,0,0
LOS ANGELES,9002464A,6193,92,Y,0,VBM PORTION,0,0
LOS ANGELES,9002464A,6193,92,Y,0,TOTAL,0,0
LOS ANGELES,9002465A,4148,148,N,1191,POLLING PLACE,80,43
LOS ANGELES,9002465A,4148,148,N,0,VBM PORTION,69,43
LOS ANGELES,9002465A,4148,148,N,1191,TOTAL,149,86
LOS ANGELES,9002466A,4149,148,N,878,POLLING PLACE,29,12
LOS ANGELES,9002466A,4149,148,N,0,VBM PORTION,41,33
LOS ANGELES,9002466A,4149,148,N,878,TOTAL,70,45
LOS ANGELES,9002471A,4150,148,N,1099,POLLING PLACE,31,22
LOS ANGELES,9002471A,4150,148,N,0,VBM PORTION,43,33
LOS ANGELES,9002471A,4150,148,N,1099,TOTAL,74,55
LOS ANGELES,9002472B,4151,148,N,1142,POLLING PLACE,60,28
LOS ANGELES,9002472B,4151,148,N,0,VBM PORTION,57,34
LOS ANGELES,9002472B,4151,148,N,1142,TOTAL,117,62
LOS ANGELES,9002475A,6194,40,Y,246,POLLING PLACE,0,0
LOS ANGELES,9002475A,6194,40,Y,0,VBM PORTION,48,25
LOS ANGELES,9002475A,6194,40,Y,246,TOTAL,48,25
LOS ANGELES,9002476A,4152,40,N,384,POLLING PLACE,53,22
LOS ANGELES,9002476A,4152,40,N,0,VBM PORTION,23,10
LOS ANGELES,9002476A,4152,40,N,384,TOTAL,76,32
LOS ANGELES,9002477A,4153,148,N,1020,POLLING PLACE,90,50
LOS ANGELES,9002477A,4153,148,N,0,VBM PORTION,45,37
LOS ANGELES,9002477A,4153,148,N,1020,TOTAL,135,87
LOS ANGELES,9002481A,4154,148,N,918,POLLING PLACE,79,47
LOS ANGELES,9002481A,4154,148,N,0,VBM PORTION,27,21
LOS ANGELES,9002481A,4154,148,N,918,TOTAL,106,68
LOS ANGELES,9002482A,4155,148,N,889,POLLING PLACE,54,37
LOS ANGELES,9002482A,4155,148,N,0,VBM PORTION,49,34
LOS ANGELES,9002482A,4155,148,N,889,TOTAL,103,71
LOS ANGELES,9002484B,4156,148,N,873,POLLING PLACE,59,35
LOS ANGELES,9002484B,4156,148,N,0,VBM PORTION,45,25
LOS ANGELES,9002484B,4156,148,N,873,TOTAL,104,60
LOS ANGELES,9002485A,4157,148,N,1007,POLLING PLACE,51,31
LOS ANGELES,9002485A,4157,148,N,0,VBM PORTION,26,20
LOS ANGELES,9002485A,4157,148,N,1007,TOTAL,77,51
LOS ANGELES,9002485C,4158,148,N,583,POLLING PLACE,26,12
LOS ANGELES,9002485C,4158,148,N,0,VBM PORTION,11,9
LOS ANGELES,9002485C,4158,148,N,583,TOTAL,37,21
LOS ANGELES,9002489A,4159,148,N,901,POLLING PLACE,93,63
LOS ANGELES,9002489A,4159,148,N,0,VBM PORTION,36,22
LOS ANGELES,9002489A,4159,148,N,901,TOTAL,129,85
LOS ANGELES,9002490A,6195,47,Y,15,POLLING PLACE,0,0
LOS ANGELES,9002490A,6195,47,Y,0,VBM PORTION,3,3
LOS ANGELES,9002490A,6195,47,Y,15,TOTAL,3,3
LOS ANGELES,9002491A,4160,151,N,730,POLLING PLACE,32,12
LOS ANGELES,9002491A,4160,151,N,0,VBM PORTION,18,11
LOS ANGELES,9002491A,4160,151,N,730,TOTAL,50,23
LOS ANGELES,9002492A,4161,148,N,1142,POLLING PLACE,146,85
LOS ANGELES,9002492A,4161,148,N,0,VBM PORTION,68,49
LOS ANGELES,9002492A,4161,148,N,1142,TOTAL,214,134
LOS ANGELES,9002494A,4162,174,N,1118,POLLING PLACE,57,31
LOS ANGELES,9002494A,4162,174,N,0,VBM PORTION,30,23
LOS ANGELES,9002494A,4162,174,N,1118,TOTAL,87,54
LOS ANGELES,9002496A,4163,174,N,1063,POLLING PLACE,83,56
LOS ANGELES,9002496A,4163,174,N,0,VBM PORTION,72,46
LOS ANGELES,9002496A,4163,174,N,1063,TOTAL,155,102
LOS ANGELES,9002496B,4164,174,N,781,POLLING PLACE,61,38
LOS ANGELES,9002496B,4164,174,N,0,VBM PORTION,39,30
LOS ANGELES,9002496B,4164,174,N,781,TOTAL,100,68
LOS ANGELES,9002497A,4165,151,N,696,POLLING PLACE,94,52
LOS ANGELES,9002497A,4165,151,N,0,VBM PORTION,63,35
LOS ANGELES,9002497A,4165,151,N,696,TOTAL,157,87
LOS ANGELES,9002499A,4166,151,N,1055,POLLING PLACE,153,86
LOS ANGELES,9002499A,4166,151,N,0,VBM PORTION,93,68
LOS ANGELES,9002499A,4166,151,N,1055,TOTAL,246,154
LOS ANGELES,9002500A,4167,151,N,876,POLLING PLACE,101,59
LOS ANGELES,9002500A,4167,151,N,0,VBM PORTION,67,41
LOS ANGELES,9002500A,4167,151,N,876,TOTAL,168,100
LOS ANGELES,9002502A,4168,161,N,1108,POLLING PLACE,138,86
LOS ANGELES,9002502A,4168,161,N,0,VBM PORTION,76,56
LOS ANGELES,9002502A,4168,161,N,1108,TOTAL,214,142
LOS ANGELES,9002503A,4169,151,N,1106,POLLING PLACE,120,81
LOS ANGELES,9002503A,4169,151,N,0,VBM PORTION,78,50
LOS ANGELES,9002503A,4169,151,N,1106,TOTAL,198,131
LOS ANGELES,9002504A,4170,161,N,1151,POLLING PLACE,124,88
LOS ANGELES,9002504A,4170,161,N,0,VBM PORTION,72,46
LOS ANGELES,9002504A,4170,161,N,1151,TOTAL,196,134
LOS ANGELES,9002507A,4171,161,N,884,POLLING PLACE,127,83
LOS ANGELES,9002507A,4171,161,N,0,VBM PORTION,61,44
LOS ANGELES,9002507A,4171,161,N,884,TOTAL,188,127
LOS ANGELES,9002510A,4173,174,N,1178,POLLING PLACE,111,62
LOS ANGELES,9002510A,4173,174,N,0,VBM PORTION,63,43
LOS ANGELES,9002510A,4173,174,N,1178,TOTAL,174,105
LOS ANGELES,9002520A,4174,173,N,1199,POLLING PLACE,56,28
LOS ANGELES,9002520A,4174,173,N,0,VBM PORTION,44,32
LOS ANGELES,9002520A,4174,173,N,1199,TOTAL,100,60
LOS ANGELES,9002521A,4175,150,N,1237,POLLING PLACE,82,47
LOS ANGELES,9002521A,4175,150,N,0,VBM PORTION,45,30
LOS ANGELES,9002521A,4175,150,N,1237,TOTAL,127,77
LOS ANGELES,9002523A,4176,150,N,1038,POLLING PLACE,62,36
LOS ANGELES,9002523A,4176,150,N,0,VBM PORTION,36,23
LOS ANGELES,9002523A,4176,150,N,1038,TOTAL,98,59
LOS ANGELES,9002525A,4177,150,N,973,POLLING PLACE,65,37
LOS ANGELES,9002525A,4177,150,N,0,VBM PORTION,33,21
LOS ANGELES,9002525A,4177,150,N,973,TOTAL,98,58
LOS ANGELES,9002527A,6196,62,Y,91,POLLING PLACE,0,0
LOS ANGELES,9002527A,6196,62,Y,0,VBM PORTION,9,6
LOS ANGELES,9002527A,6196,62,Y,91,TOTAL,9,6
LOS ANGELES,9002529A,4178,173,N,1165,POLLING PLACE,62,28
LOS ANGELES,9002529A,4178,173,N,0,VBM PORTION,45,34
LOS ANGELES,9002529A,4178,173,N,1165,TOTAL,107,62
LOS ANGELES,9002531A,4179,173,N,788,POLLING PLACE,45,29
LOS ANGELES,9002531A,4179,173,N,0,VBM PORTION,24,16
LOS ANGELES,9002531A,4179,173,N,788,TOTAL,69,45
LOS ANGELES,9002533A,4180,43,N,1011,POLLING PLACE,72,37
LOS ANGELES,9002533A,4180,43,N,0,VBM PORTION,84,41
LOS ANGELES,9002533A,4180,43,N,1011,TOTAL,156,78
LOS ANGELES,9002534A,4181,178,N,1184,POLLING PLACE,52,26
LOS ANGELES,9002534A,4181,178,N,0,VBM PORTION,30,21
LOS ANGELES,9002534A,4181,178,N,1184,TOTAL,82,47
LOS ANGELES,9002534C,4182,178,N,1221,POLLING PLACE,30,22
LOS ANGELES,9002534C,4182,178,N,0,VBM PORTION,20,16
LOS ANGELES,9002534C,4182,178,N,1221,TOTAL,50,38
LOS ANGELES,9002537A,4183,178,N,1111,POLLING PLACE,31,13
LOS ANGELES,9002537A,4183,178,N,0,VBM PORTION,32,18
LOS ANGELES,9002537A,4183,178,N,1111,TOTAL,63,31
LOS ANGELES,9002540A,4184,178,N,1270,POLLING PLACE,43,25
LOS ANGELES,9002540A,4184,178,N,0,VBM PORTION,13,10
LOS ANGELES,9002540A,4184,178,N,1270,TOTAL,56,35
LOS ANGELES,9002540B,4185,178,N,982,POLLING PLACE,37,21
LOS ANGELES,9002540B,4185,178,N,0,VBM PORTION,20,15
LOS ANGELES,9002540B,4185,178,N,982,TOTAL,57,36
LOS ANGELES,9002544B,4186,178,N,1032,POLLING PLACE,42,26
LOS ANGELES,9002544B,4186,178,N,0,VBM PORTION,31,22
LOS ANGELES,9002544B,4186,178,N,1032,TOTAL,73,48
LOS ANGELES,9002545A,4187,96,N,551,POLLING PLACE,45,25
LOS ANGELES,9002545A,4187,96,N,0,VBM PORTION,14,8
LOS ANGELES,9002545A,4187,96,N,551,TOTAL,59,33
LOS ANGELES,9002547A,4188,96,N,1274,POLLING PLACE,227,59
LOS ANGELES,9002547A,4188,96,N,0,VBM PORTION,271,93
LOS ANGELES,9002547A,4188,96,N,1274,TOTAL,498,152
LOS ANGELES,9002548A,4189,178,N,1068,POLLING PLACE,33,20
LOS ANGELES,9002548A,4189,178,N,0,VBM PORTION,29,23
LOS ANGELES,9002548A,4189,178,N,1068,TOTAL,62,43
LOS ANGELES,9002549A,4190,178,N,606,POLLING PLACE,26,14
LOS ANGELES,9002549A,4190,178,N,0,VBM PORTION,17,13
LOS ANGELES,9002549A,4190,178,N,606,TOTAL,43,27
LOS ANGELES,9002551A,4191,178,N,1071,POLLING PLACE,30,17
LOS ANGELES,9002551A,4191,178,N,0,VBM PORTION,23,19
LOS ANGELES,9002551A,4191,178,N,1071,TOTAL,53,36
LOS ANGELES,9002553B,4192,178,N,613,POLLING PLACE,10,4
LOS ANGELES,9002553B,4192,178,N,0,VBM PORTION,9,7
LOS ANGELES,9002553B,4192,178,N,613,TOTAL,19,11
LOS ANGELES,9002555B,4193,178,N,1118,POLLING PLACE,42,25
LOS ANGELES,9002555B,4193,178,N,0,VBM PORTION,20,11
LOS ANGELES,9002555B,4193,178,N,1118,TOTAL,62,36
LOS ANGELES,9002556A,4194,116,N,1218,POLLING PLACE,138,88
LOS ANGELES,9002556A,4194,116,N,0,VBM PORTION,145,90
LOS ANGELES,9002556A,4194,116,N,1218,TOTAL,283,178
LOS ANGELES,9002557A,6199,107,Y,10,POLLING PLACE,0,0
LOS ANGELES,9002557A,6199,107,Y,0,VBM PORTION,2,1
LOS ANGELES,9002557A,6199,107,Y,10,TOTAL,2,1
LOS ANGELES,9002558A,4195,173,N,1285,POLLING PLACE,55,36
LOS ANGELES,9002558A,4195,173,N,0,VBM PORTION,62,49
LOS ANGELES,9002558A,4195,173,N,1285,TOTAL,117,85
LOS ANGELES,9002559A,6200,114,Y,0,POLLING PLACE,0,0
LOS ANGELES,9002559A,6200,114,Y,0,VBM PORTION,0,0
LOS ANGELES,9002559A,6200,114,Y,0,TOTAL,0,0
LOS ANGELES,9002562A,4196,158,N,1011,POLLING PLACE,180,68
LOS ANGELES,9002562A,4196,158,N,0,VBM PORTION,95,39
LOS ANGELES,9002562A,4196,158,N,1011,TOTAL,275,107
LOS ANGELES,9002563A,4197,173,N,1177,POLLING PLACE,46,22
LOS ANGELES,9002563A,4197,173,N,0,VBM PORTION,33,25
LOS ANGELES,9002563A,4197,173,N,1177,TOTAL,79,47
LOS ANGELES,9002566A,4198,173,N,823,POLLING PLACE,32,14
LOS ANGELES,9002566A,4198,173,N,0,VBM PORTION,25,20
LOS ANGELES,9002566A,4198,173,N,823,TOTAL,57,34
LOS ANGELES,9002568A,4199,173,N,1127,POLLING PLACE,54,33
LOS ANGELES,9002568A,4199,173,N,0,VBM PORTION,37,27
LOS ANGELES,9002568A,4199,173,N,1127,TOTAL,91,60
LOS ANGELES,9002572A,4200,174,N,1113,POLLING PLACE,62,33
LOS ANGELES,9002572A,4200,174,N,0,VBM PORTION,67,39
LOS ANGELES,9002572A,4200,174,N,1113,TOTAL,129,72
LOS ANGELES,9002573B,4201,79,N,636,POLLING PLACE,32,21
LOS ANGELES,9002573B,4201,79,N,0,VBM PORTION,39,19
LOS ANGELES,9002573B,4201,79,N,636,TOTAL,71,40
LOS ANGELES,9002580A,4202,157,N,627,POLLING PLACE,73,32
LOS ANGELES,9002580A,4202,157,N,0,VBM PORTION,89,56
LOS ANGELES,9002580A,4202,157,N,627,TOTAL,162,88
LOS ANGELES,9002583A,4203,173,N,1184,POLLING PLACE,70,40
LOS ANGELES,9002583A,4203,173,N,0,VBM PORTION,45,30
LOS ANGELES,9002583A,4203,173,N,1184,TOTAL,115,70
LOS ANGELES,9002584A,4204,173,N,1306,POLLING PLACE,65,42
LOS ANGELES,9002584A,4204,173,N,0,VBM PORTION,60,38
LOS ANGELES,9002584A,4204,173,N,1306,TOTAL,125,80
LOS ANGELES,9002587A,4205,175,N,1234,POLLING PLACE,73,34
LOS ANGELES,9002587A,4205,175,N,0,VBM PORTION,27,20
LOS ANGELES,9002587A,4205,175,N,1234,TOTAL,100,54
LOS ANGELES,9002588B,4206,175,N,874,POLLING PLACE,73,35
LOS ANGELES,9002588B,4206,175,N,0,VBM PORTION,37,20
LOS ANGELES,9002588B,4206,175,N,874,TOTAL,110,55
LOS ANGELES,9002591A,4207,177,N,682,POLLING PLACE,74,41
LOS ANGELES,9002591A,4207,177,N,0,VBM PORTION,27,20
LOS ANGELES,9002591A,4207,177,N,682,TOTAL,101,61
LOS ANGELES,9002594A,4208,176,N,1227,POLLING PLACE,71,38
LOS ANGELES,9002594A,4208,176,N,0,VBM PORTION,84,41
LOS ANGELES,9002594A,4208,176,N,1227,TOTAL,155,79
LOS ANGELES,9002596A,4209,176,N,739,POLLING PLACE,83,56
LOS ANGELES,9002596A,4209,176,N,0,VBM PORTION,54,29
LOS ANGELES,9002596A,4209,176,N,739,TOTAL,137,85
LOS ANGELES,9002602A,6203,80,Y,95,POLLING PLACE,0,0
LOS ANGELES,9002602A,6203,80,Y,0,VBM PORTION,10,6
LOS ANGELES,9002602A,6203,80,Y,95,TOTAL,10,6
LOS ANGELES,9002611A,6205,27,Y,0,POLLING PLACE,0,0
LOS ANGELES,9002611A,6205,27,Y,0,VBM PORTION,0,0
LOS ANGELES,9002611A,6205,27,Y,0,TOTAL,0,0
LOS ANGELES,9002614A,6207,13,Y,0,POLLING PLACE,0,0
LOS ANGELES,9002614A,6207,13,Y,0,VBM PORTION,0,0
LOS ANGELES,9002614A,6207,13,Y,0,TOTAL,0,0
LOS ANGELES,9002616A,4210,178,N,1248,POLLING PLACE,128,56
LOS ANGELES,9002616A,4210,178,N,0,VBM PORTION,62,37
LOS ANGELES,9002616A,4210,178,N,1248,TOTAL,190,93
LOS ANGELES,9002618A,4211,178,N,1155,POLLING PLACE,60,28
LOS ANGELES,9002618A,4211,178,N,0,VBM PORTION,45,28
LOS ANGELES,9002618A,4211,178,N,1155,TOTAL,105,56
LOS ANGELES,9002620B,4212,178,N,1012,POLLING PLACE,61,33
LOS ANGELES,9002620B,4212,178,N,0,VBM PORTION,59,37
LOS ANGELES,9002620B,4212,178,N,1012,TOTAL,120,70
LOS ANGELES,9002621A,4213,178,N,1054,POLLING PLACE,54,28
LOS ANGELES,9002621A,4213,178,N,0,VBM PORTION,56,29
LOS ANGELES,9002621A,4213,178,N,1054,TOTAL,110,57
LOS ANGELES,9002624A,6209,146,Y,6,POLLING PLACE,0,0
LOS ANGELES,9002624A,6209,146,Y,0,VBM PORTION,0,0
LOS ANGELES,9002624A,6209,146,Y,6,TOTAL,0,0
LOS ANGELES,9002625A,6210,97,Y,0,POLLING PLACE,0,0
LOS ANGELES,9002625A,6210,97,Y,0,VBM PORTION,0,0
LOS ANGELES,9002625A,6210,97,Y,0,TOTAL,0,0
LOS ANGELES,9002630A,4214,178,N,871,POLLING PLACE,28,14
LOS ANGELES,9002630A,4214,178,N,0,VBM PORTION,43,19
LOS ANGELES,9002630A,4214,178,N,871,TOTAL,71,33
LOS ANGELES,9002632A,4215,178,N,942,POLLING PLACE,74,41
LOS ANGELES,9002632A,4215,178,N,0,VBM PORTION,54,34
LOS ANGELES,9002632A,4215,178,N,942,TOTAL,128,75
LOS ANGELES,9002633A,4216,178,N,1129,POLLING PLACE,66,35
LOS ANGELES,9002633A,4216,178,N,0,VBM PORTION,18,13
LOS ANGELES,9002633A,4216,178,N,1129,TOTAL,84,48
LOS ANGELES,9002636A,4217,178,N,1060,POLLING PLACE,84,36
LOS ANGELES,9002636A,4217,178,N,0,VBM PORTION,47,30
LOS ANGELES,9002636A,4217,178,N,1060,TOTAL,131,66
LOS ANGELES,9002638A,4218,100,N,655,POLLING PLACE,42,24
LOS ANGELES,9002638A,4218,100,N,0,VBM PORTION,34,20
LOS ANGELES,9002638A,4218,100,N,655,TOTAL,76,44
LOS ANGELES,9002647A,6211,151,Y,13,POLLING PLACE,0,0
LOS ANGELES,9002647A,6211,151,Y,0,VBM PORTION,1,0
LOS ANGELES,9002647A,6211,151,Y,13,TOTAL,1,0
LOS ANGELES,9002648B,4219,89,N,1172,POLLING PLACE,92,47
LOS ANGELES,9002648B,4219,89,N,0,VBM PORTION,55,32
LOS ANGELES,9002648B,4219,89,N,1172,TOTAL,147,79
LOS ANGELES,9002657A,4220,190,N,1064,POLLING PLACE,70,38
LOS ANGELES,9002657A,4220,190,N,0,VBM PORTION,63,29
LOS ANGELES,9002657A,4220,190,N,1064,TOTAL,133,67
LOS ANGELES,9002662A,4221,190,N,952,POLLING PLACE,61,30
LOS ANGELES,9002662A,4221,190,N,0,VBM PORTION,53,25
LOS ANGELES,9002662A,4221,190,N,952,TOTAL,114,55
LOS ANGELES,9002668A,4222,190,N,1132,POLLING PLACE,90,40
LOS ANGELES,9002668A,4222,190,N,0,VBM PORTION,86,33
LOS ANGELES,9002668A,4222,190,N,1132,TOTAL,176,73
LOS ANGELES,9002669A,4223,190,N,1329,POLLING PLACE,89,41
LOS ANGELES,9002669A,4223,190,N,0,VBM PORTION,89,46
LOS ANGELES,9002669A,4223,190,N,1329,TOTAL,178,87
LOS ANGELES,9002673C,4224,150,N,906,POLLING PLACE,57,39
LOS ANGELES,9002673C,4224,150,N,0,VBM PORTION,43,32
LOS ANGELES,9002673C,4224,150,N,906,TOTAL,100,71
LOS ANGELES,9002675A,4225,190,N,1068,POLLING PLACE,90,31
LOS ANGELES,9002675A,4225,190,N,0,VBM PORTION,99,37
LOS ANGELES,9002675A,4225,190,N,1068,TOTAL,189,68
LOS ANGELES,9002681A,4226,190,N,1014,POLLING PLACE,103,40
LOS ANGELES,9002681A,4226,190,N,0,VBM PORTION,104,38
LOS ANGELES,9002681A,4226,190,N,1014,TOTAL,207,78
LOS ANGELES,9002681B,4227,190,N,1128,POLLING PLACE,130,56
LOS ANGELES,9002681B,4227,190,N,0,VBM PORTION,134,53
LOS ANGELES,9002681B,4227,190,N,1128,TOTAL,264,109
LOS ANGELES,9002688A,4228,190,N,1198,POLLING PLACE,165,63
LOS ANGELES,9002688A,4228,190,N,0,VBM PORTION,224,92
LOS ANGELES,9002688A,4228,190,N,1198,TOTAL,389,155
LOS ANGELES,9002689A,4229,190,N,829,POLLING PLACE,96,30
LOS ANGELES,9002689A,4229,190,N,0,VBM PORTION,201,79
LOS ANGELES,9002689A,4229,190,N,829,TOTAL,297,109
LOS ANGELES,9002691A,4230,90,N,1002,POLLING PLACE,60,24
LOS ANGELES,9002691A,4230,90,N,0,VBM PORTION,34,18
LOS ANGELES,9002691A,4230,90,N,1002,TOTAL,94,42
LOS ANGELES,9002698A,4231,190,N,1179,POLLING PLACE,146,55
LOS ANGELES,9002698A,4231,190,N,0,VBM PORTION,173,73
LOS ANGELES,9002698A,4231,190,N,1179,TOTAL,319,128
LOS ANGELES,9002702A,6214,179,Y,19,POLLING PLACE,0,0
LOS ANGELES,9002702A,6214,179,Y,0,VBM PORTION,1,0
LOS ANGELES,9002702A,6214,179,Y,19,TOTAL,1,0
LOS ANGELES,9002704A,4232,62,N,881,POLLING PLACE,113,58
LOS ANGELES,9002704A,4232,62,N,0,VBM PORTION,63,40
LOS ANGELES,9002704A,4232,62,N,881,TOTAL,176,98
LOS ANGELES,9002714A,4233,90,N,1122,POLLING PLACE,92,53
LOS ANGELES,9002714A,4233,90,N,0,VBM PORTION,88,40
LOS ANGELES,9002714A,4233,90,N,1122,TOTAL,180,93
LOS ANGELES,9002716A,4234,82,N,1003,POLLING PLACE,84,55
LOS ANGELES,9002716A,4234,82,N,0,VBM PORTION,151,68
LOS ANGELES,9002716A,4234,82,N,1003,TOTAL,235,123
LOS ANGELES,9002719B,4235,95,N,1087,POLLING PLACE,65,36
LOS ANGELES,9002719B,4235,95,N,0,VBM PORTION,41,19
LOS ANGELES,9002719B,4235,95,N,1087,TOTAL,106,55
LOS ANGELES,9002732A,4237,190,N,520,POLLING PLACE,49,19
LOS ANGELES,9002732A,4237,190,N,0,VBM PORTION,47,23
LOS ANGELES,9002732A,4237,190,N,520,TOTAL,96,42
LOS ANGELES,9002739A,6215,111,Y,0,POLLING PLACE,0,0
LOS ANGELES,9002739A,6215,111,Y,0,VBM PORTION,0,0
LOS ANGELES,9002739A,6215,111,Y,0,TOTAL,0,0
LOS ANGELES,9002742A,6216,82,Y,43,POLLING PLACE,0,0
LOS ANGELES,9002742A,6216,82,Y,0,VBM PORTION,4,3
LOS ANGELES,9002742A,6216,82,Y,43,TOTAL,4,3
LOS ANGELES,9002745A,4238,41,N,1147,POLLING PLACE,186,72
LOS ANGELES,9002745A,4238,41,N,0,VBM PORTION,106,57
LOS ANGELES,9002745A,4238,41,N,1147,TOTAL,292,129
LOS ANGELES,9002766A,4240,82,N,725,POLLING PLACE,85,40
LOS ANGELES,9002766A,4240,82,N,0,VBM PORTION,73,38
LOS ANGELES,9002766A,4240,82,N,725,TOTAL,158,78
LOS ANGELES,9002767A,6217,140,Y,0,POLLING PLACE,0,0
LOS ANGELES,9002767A,6217,140,Y,0,VBM PORTION,0,0
LOS ANGELES,9002767A,6217,140,Y,0,TOTAL,0,0
LOS ANGELES,9002780A,4241,89,N,1297,POLLING PLACE,153,85
LOS ANGELES,9002780A,4241,89,N,0,VBM PORTION,101,55
LOS ANGELES,9002780A,4241,89,N,1297,TOTAL,254,140
LOS ANGELES,9002786A,4242,81,N,1194,POLLING PLACE,112,59
LOS ANGELES,9002786A,4242,81,N,0,VBM PORTION,107,53
LOS ANGELES,9002786A,4242,81,N,1194,TOTAL,219,112
LOS ANGELES,9002788A,4243,148,N,1092,POLLING PLACE,40,18
LOS ANGELES,9002788A,4243,148,N,0,VBM PORTION,34,24
LOS ANGELES,9002788A,4243,148,N,1092,TOTAL,74,42
LOS ANGELES,9002796A,4244,25,N,767,POLLING PLACE,66,24
LOS ANGELES,9002796A,4244,25,N,0,VBM PORTION,66,27
LOS ANGELES,9002796A,4244,25,N,767,TOTAL,132,51
LOS ANGELES,9002809A,4246,90,N,1023,POLLING PLACE,102,43
LOS ANGELES,9002809A,4246,90,N,0,VBM PORTION,84,48
LOS ANGELES,9002809A,4246,90,N,1023,TOTAL,186,91
LOS ANGELES,9002811A,4247,19,N,1144,POLLING PLACE,57,27
LOS ANGELES,9002811A,4247,19,N,0,VBM PORTION,62,39
LOS ANGELES,9002811A,4247,19,N,1144,TOTAL,119,66
LOS ANGELES,9002813C,4248,90,N,930,POLLING PLACE,54,24
LOS ANGELES,9002813C,4248,90,N,0,VBM PORTION,58,36
LOS ANGELES,9002813C,4248,90,N,930,TOTAL,112,60
LOS ANGELES,9002827A,4250,103,N,1062,POLLING PLACE,95,38
LOS ANGELES,9002827A,4250,103,N,0,VBM PORTION,91,37
LOS ANGELES,9002827A,4250,103,N,1062,TOTAL,186,75
LOS ANGELES,9002828E,4251,14,N,1041,POLLING PLACE,128,61
LOS ANGELES,9002828E,4251,14,N,0,VBM PORTION,119,41
LOS ANGELES,9002828E,4251,14,N,1041,TOTAL,247,102
LOS ANGELES,9002839A,4252,103,N,860,POLLING PLACE,130,50
LOS ANGELES,9002839A,4252,103,N,0,VBM PORTION,74,37
LOS ANGELES,9002839A,4252,103,N,860,TOTAL,204,87
LOS ANGELES,9002843A,4253,90,N,1145,POLLING PLACE,35,18
LOS ANGELES,9002843A,4253,90,N,0,VBM PORTION,53,30
LOS ANGELES,9002843A,4253,90,N,1145,TOTAL,88,48
LOS ANGELES,9002863A,4254,154,N,798,POLLING PLACE,137,81
LOS ANGELES,9002863A,4254,154,N,0,VBM PORTION,59,35
LOS ANGELES,9002863A,4254,154,N,798,TOTAL,196,116
LOS ANGELES,9002868A,4255,103,N,1304,POLLING PLACE,78,38
LOS ANGELES,9002868A,4255,103,N,0,VBM PORTION,79,41
LOS ANGELES,9002868A,4255,103,N,1304,TOTAL,157,79
LOS ANGELES,9002873B,4256,63,N,1181,POLLING PLACE,118,57
LOS ANGELES,9002873B,4256,63,N,0,VBM PORTION,69,34
LOS ANGELES,9002873B,4256,63,N,1181,TOTAL,187,91
LOS ANGELES,9002875C,4257,63,N,538,POLLING PLACE,43,15
LOS ANGELES,9002875C,4257,63,N,0,VBM PORTION,83,35
LOS ANGELES,9002875C,4257,63,N,538,TOTAL,126,50
LOS ANGELES,9002879A,6218,118,Y,0,POLLING PLACE,0,0
LOS ANGELES,9002879A,6218,118,Y,0,VBM PORTION,0,0
LOS ANGELES,9002879A,6218,118,Y,0,TOTAL,0,0
LOS ANGELES,9002880A,6219,98,Y,0,POLLING PLACE,0,0
LOS ANGELES,9002880A,6219,98,Y,0,VBM PORTION,0,0
LOS ANGELES,9002880A,6219,98,Y,0,TOTAL,0,0
LOS ANGELES,9002889A,4259,116,N,829,POLLING PLACE,65,34
LOS ANGELES,9002889A,4259,116,N,0,VBM PORTION,62,33
LOS ANGELES,9002889A,4259,116,N,829,TOTAL,127,67
LOS ANGELES,9002890A,4260,116,N,1297,POLLING PLACE,82,49
LOS ANGELES,9002890A,4260,116,N,0,VBM PORTION,95,55
LOS ANGELES,9002890A,4260,116,N,1297,TOTAL,177,104
LOS ANGELES,9002893A,4262,116,N,1358,POLLING PLACE,95,54
LOS ANGELES,9002893A,4262,116,N,0,VBM PORTION,106,58
LOS ANGELES,9002893A,4262,116,N,1358,TOTAL,201,112
