LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ARNOLD W MEDNICK,ANDREW COOPER
INGLEWOOD,2950147A,1163,162,N,0,VBM PORTION,37,5,27
INGLEWOOD,2950147A,1163,162,N,834,TOTAL,98,15,64
INGLEWOOD,2950149A,1164,162,N,1173,POLLING PLACE,75,14,37
INGLEWOOD,2950149A,1164,162,N,0,VBM PORTION,52,4,33
INGLEWOOD,2950149A,1164,162,N,1173,TOTAL,127,18,70
INGLEWOOD,2950152A,1165,162,N,833,POLLING PLACE,165,14,88
INGLEWOOD,2950152A,1165,162,N,0,VBM PORTION,58,9,35
INGLEWOOD,2950152A,1165,162,N,833,TOTAL,223,23,123
IRWINDALE,3000003A,1166,66,N,765,POLLING PLACE,75,12,38
IRWINDALE,3000003A,1166,66,N,0,VBM PORTION,48,4,33
IRWINDALE,3000003A,1166,66,N,765,TOTAL,123,16,71
IRWINDALE,3000004A,6075,66,Y,174,POLLING PLACE,0,0,0
IRWINDALE,3000004A,6075,66,Y,0,VBM PORTION,11,0,10
IRWINDALE,3000004A,6075,66,Y,174,TOTAL,11,0,10
KINNELOA MESA,3080002A,1167,33,N,923,POLLING PLACE,94,13,49
KINNELOA MESA,3080002A,1167,33,N,0,VBM PORTION,171,21,103
KINNELOA MESA,3080002A,1167,33,N,923,TOTAL,265,34,152
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,POLLING PLACE,163,19,101
LA CANADA FLINTRIDGE,3150001A,1168,47,N,0,VBM PORTION,216,14,140
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,TOTAL,379,33,241
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,POLLING PLACE,152,13,100
LA CANADA FLINTRIDGE,3150004A,1169,47,N,0,VBM PORTION,236,18,152
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,TOTAL,388,31,252
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,POLLING PLACE,141,13,92
LA CANADA FLINTRIDGE,3150009A,1170,47,N,0,VBM PORTION,193,24,107
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,TOTAL,334,37,199
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,POLLING PLACE,51,3,32
LA CANADA FLINTRIDGE,3150012A,1171,47,N,0,VBM PORTION,81,8,48
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,TOTAL,132,11,80
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,POLLING PLACE,83,8,52
LA CANADA FLINTRIDGE,3150012B,1172,47,N,0,VBM PORTION,162,11,95
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,TOTAL,245,19,147
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,POLLING PLACE,179,18,118
LA CANADA FLINTRIDGE,3150013A,1173,47,N,0,VBM PORTION,184,13,119
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,TOTAL,363,31,237
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,POLLING PLACE,164,24,95
LA CANADA FLINTRIDGE,3150016A,1174,47,N,0,VBM PORTION,157,21,105
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,TOTAL,321,45,200
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,POLLING PLACE,118,8,76
LA CANADA FLINTRIDGE,3150018A,1175,47,N,0,VBM PORTION,173,17,99
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,TOTAL,291,25,175
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,POLLING PLACE,100,7,65
LA CANADA FLINTRIDGE,3150021A,1176,47,N,0,VBM PORTION,248,27,143
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,TOTAL,348,34,208
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,POLLING PLACE,75,7,39
LA CANADA FLINTRIDGE,3150023A,1177,47,N,0,VBM PORTION,98,11,51
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,TOTAL,173,18,90
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,POLLING PLACE,114,10,69
LA CANADA FLINTRIDGE,3150025A,1178,47,N,0,VBM PORTION,177,24,98
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,TOTAL,291,34,167
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,POLLING PLACE,133,16,77
LA CANADA FLINTRIDGE,3150037A,1179,47,N,0,VBM PORTION,181,11,105
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,TOTAL,314,27,182
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,POLLING PLACE,172,22,108
LA CANADA FLINTRIDGE,3150060A,1180,47,N,0,VBM PORTION,204,18,127
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,TOTAL,376,40,235
LA CRESCENTA,3200001A,1181,47,N,943,POLLING PLACE,104,6,70
LA CRESCENTA,3200001A,1181,47,N,0,VBM PORTION,108,6,75
LA CRESCENTA,3200001A,1181,47,N,943,TOTAL,212,12,145
LA CRESCENTA,3200004A,1182,47,N,753,POLLING PLACE,118,10,69
LA CRESCENTA,3200004A,1182,47,N,0,VBM PORTION,110,13,66
LA CRESCENTA,3200004A,1182,47,N,753,TOTAL,228,23,135
LA CRESCENTA,3200006C,1183,47,N,1236,POLLING PLACE,87,6,59
LA CRESCENTA,3200006C,1183,47,N,0,VBM PORTION,104,14,52
LA CRESCENTA,3200006C,1183,47,N,1236,TOTAL,191,20,111
LA CRESCENTA,3200008B,1184,47,N,1296,POLLING PLACE,153,15,99
LA CRESCENTA,3200008B,1184,47,N,0,VBM PORTION,158,17,91
LA CRESCENTA,3200008B,1184,47,N,1296,TOTAL,311,32,190
LA CRESCENTA,3200010A,1185,47,N,1205,POLLING PLACE,154,16,94
LA CRESCENTA,3200010A,1185,47,N,0,VBM PORTION,145,19,93
LA CRESCENTA,3200010A,1185,47,N,1205,TOTAL,299,35,187
LA CRESCENTA,3200014A,1186,47,N,889,POLLING PLACE,119,14,70
LA CRESCENTA,3200014A,1186,47,N,0,VBM PORTION,103,9,69
LA CRESCENTA,3200014A,1186,47,N,889,TOTAL,222,23,139
LA CRESCENTA,3200014B,1187,47,N,1197,POLLING PLACE,105,14,73
LA CRESCENTA,3200014B,1187,47,N,0,VBM PORTION,107,9,66
LA CRESCENTA,3200014B,1187,47,N,1197,TOTAL,212,23,139
LA CRESCENTA,3200019A,1188,47,N,1283,POLLING PLACE,127,17,91
LA CRESCENTA,3200019A,1188,47,N,0,VBM PORTION,104,4,76
LA CRESCENTA,3200019A,1188,47,N,1283,TOTAL,231,21,167
LA HABRA HEIGHTS,3230001A,1189,133,N,535,POLLING PLACE,72,6,51
LA HABRA HEIGHTS,3230001A,1189,133,N,0,VBM PORTION,69,7,35
LA HABRA HEIGHTS,3230001A,1189,133,N,535,TOTAL,141,13,86
LA HABRA HEIGHTS,3230003A,1190,133,N,929,POLLING PLACE,114,10,79
LA HABRA HEIGHTS,3230003A,1190,133,N,0,VBM PORTION,134,16,79
LA HABRA HEIGHTS,3230003A,1190,133,N,929,TOTAL,248,26,158
LA HABRA HEIGHTS,3230004A,1191,133,N,1023,POLLING PLACE,97,13,64
LA HABRA HEIGHTS,3230004A,1191,133,N,0,VBM PORTION,169,10,119
LA HABRA HEIGHTS,3230004A,1191,133,N,1023,TOTAL,266,23,183
LA HABRA HEIGHTS,3230006A,1192,133,N,919,POLLING PLACE,89,7,61
LA HABRA HEIGHTS,3230006A,1192,133,N,0,VBM PORTION,129,12,89
LA HABRA HEIGHTS,3230006A,1192,133,N,919,TOTAL,218,19,150
LA HABRA HEIGHTS,3230009A,1193,133,N,373,POLLING PLACE,57,4,31
LA HABRA HEIGHTS,3230009A,1193,133,N,0,VBM PORTION,52,4,31
LA HABRA HEIGHTS,3230009A,1193,133,N,373,TOTAL,109,8,62
LA MIRADA,3300001A,1194,132,N,1053,POLLING PLACE,103,16,62
LA MIRADA,3300001A,1194,132,N,0,VBM PORTION,94,7,59
LA MIRADA,3300001A,1194,132,N,1053,TOTAL,197,23,121
LA MIRADA,3300003A,1195,132,N,1259,POLLING PLACE,139,20,88
LA MIRADA,3300003A,1195,132,N,0,VBM PORTION,95,9,72
LA MIRADA,3300003A,1195,132,N,1259,TOTAL,234,29,160
LA MIRADA,3300006A,1196,132,N,1010,POLLING PLACE,103,9,76
LA MIRADA,3300006A,1196,132,N,0,VBM PORTION,145,17,82
LA MIRADA,3300006A,1196,132,N,1010,TOTAL,248,26,158
LA MIRADA,3300007A,1197,132,N,1237,POLLING PLACE,127,6,90
LA MIRADA,3300007A,1197,132,N,0,VBM PORTION,106,4,74
LA MIRADA,3300007A,1197,132,N,1237,TOTAL,233,10,164
LA MIRADA,3300008C,1198,132,N,1048,POLLING PLACE,93,13,62
LA MIRADA,3300008C,1198,132,N,0,VBM PORTION,84,9,45
LA MIRADA,3300008C,1198,132,N,1048,TOTAL,177,22,107
LA MIRADA,3300009A,1199,132,N,706,POLLING PLACE,49,8,26
LA MIRADA,3300009A,1199,132,N,0,VBM PORTION,35,6,20
LA MIRADA,3300009A,1199,132,N,706,TOTAL,84,14,46
LA MIRADA,3300010A,1200,132,N,1363,POLLING PLACE,94,14,59
LA MIRADA,3300010A,1200,132,N,0,VBM PORTION,119,5,95
LA MIRADA,3300010A,1200,132,N,1363,TOTAL,213,19,154
LA MIRADA,3300014A,1201,132,N,1058,POLLING PLACE,60,7,35
LA MIRADA,3300014A,1201,132,N,0,VBM PORTION,96,16,61
LA MIRADA,3300014A,1201,132,N,1058,TOTAL,156,23,96
LA MIRADA,3300015A,1202,132,N,1178,POLLING PLACE,113,15,80
LA MIRADA,3300015A,1202,132,N,0,VBM PORTION,89,16,52
LA MIRADA,3300015A,1202,132,N,1178,TOTAL,202,31,132
LA MIRADA,3300017A,1203,132,N,1058,POLLING PLACE,102,10,63
LA MIRADA,3300017A,1203,132,N,0,VBM PORTION,143,14,76
LA MIRADA,3300017A,1203,132,N,1058,TOTAL,245,24,139
LA MIRADA,3300019A,1204,132,N,795,POLLING PLACE,89,8,69
LA MIRADA,3300019A,1204,132,N,0,VBM PORTION,92,3,57
LA MIRADA,3300019A,1204,132,N,795,TOTAL,181,11,126
LA MIRADA,3300020A,1205,132,N,906,POLLING PLACE,83,15,57
LA MIRADA,3300020A,1205,132,N,0,VBM PORTION,66,8,44
LA MIRADA,3300020A,1205,132,N,906,TOTAL,149,23,101
LA MIRADA,3300022A,1206,132,N,710,POLLING PLACE,47,3,34
LA MIRADA,3300022A,1206,132,N,0,VBM PORTION,61,4,48
LA MIRADA,3300022A,1206,132,N,710,TOTAL,108,7,82
LA MIRADA,3300023A,1207,132,N,925,POLLING PLACE,71,10,46
LA MIRADA,3300023A,1207,132,N,0,VBM PORTION,63,4,40
LA MIRADA,3300023A,1207,132,N,925,TOTAL,134,14,86
LA MIRADA,3300025A,1208,132,N,783,POLLING PLACE,79,6,59
LA MIRADA,3300025A,1208,132,N,0,VBM PORTION,44,8,29
LA MIRADA,3300025A,1208,132,N,783,TOTAL,123,14,88
LA MIRADA,3300026A,1209,132,N,857,POLLING PLACE,71,8,52
LA MIRADA,3300026A,1209,132,N,0,VBM PORTION,74,5,52
LA MIRADA,3300026A,1209,132,N,857,TOTAL,145,13,104
LA MIRADA,3300029A,1210,132,N,1057,POLLING PLACE,109,13,77
LA MIRADA,3300029A,1210,132,N,0,VBM PORTION,71,9,46
LA MIRADA,3300029A,1210,132,N,1057,TOTAL,180,22,123
LA MIRADA,3300034A,1211,132,N,1286,POLLING PLACE,95,11,60
LA MIRADA,3300034A,1211,132,N,0,VBM PORTION,109,13,73
LA MIRADA,3300034A,1211,132,N,1286,TOTAL,204,24,133
LA MIRADA,3300040A,1212,132,N,1024,POLLING PLACE,66,8,41
LA MIRADA,3300040A,1212,132,N,0,VBM PORTION,103,10,59
LA MIRADA,3300040A,1212,132,N,1024,TOTAL,169,18,100
LA MIRADA,3300042A,1213,132,N,1165,POLLING PLACE,64,7,44
LA MIRADA,3300042A,1213,132,N,0,VBM PORTION,114,10,78
LA MIRADA,3300042A,1213,132,N,1165,TOTAL,178,17,122
LA MIRADA,3300044A,1214,132,N,1222,POLLING PLACE,92,9,63
LA MIRADA,3300044A,1214,132,N,0,VBM PORTION,111,13,80
LA MIRADA,3300044A,1214,132,N,1222,TOTAL,203,22,143
LA MIRADA,3300045A,1215,132,N,1206,POLLING PLACE,177,14,106
LA MIRADA,3300045A,1215,132,N,0,VBM PORTION,128,14,78
LA MIRADA,3300045A,1215,132,N,1206,TOTAL,305,28,184
LA MIRADA,3300056A,1216,132,N,572,POLLING PLACE,130,12,84
LA MIRADA,3300056A,1216,132,N,0,VBM PORTION,143,9,98
LA MIRADA,3300056A,1216,132,N,572,TOTAL,273,21,182
LA MIRADA,3300070A,1217,132,N,1112,POLLING PLACE,85,9,54
LA MIRADA,3300070A,1217,132,N,0,VBM PORTION,71,5,51
LA MIRADA,3300070A,1217,132,N,1112,TOTAL,156,14,105
LA MIRADA,3300072A,1218,132,N,1320,POLLING PLACE,110,19,67
LA MIRADA,3300072A,1218,132,N,0,VBM PORTION,106,9,73
LA MIRADA,3300072A,1218,132,N,1320,TOTAL,216,28,140
LA MIRADA,3300073A,1219,132,N,1237,POLLING PLACE,68,7,50
LA MIRADA,3300073A,1219,132,N,0,VBM PORTION,58,8,37
LA MIRADA,3300073A,1219,132,N,1237,TOTAL,126,15,87
LA PUENTE,3330001A,1220,123,N,1186,POLLING PLACE,104,15,59
LA PUENTE,3330001A,1220,123,N,0,VBM PORTION,41,6,28
LA PUENTE,3330001A,1220,123,N,1186,TOTAL,145,21,87
LA PUENTE,3330002C,1221,123,N,462,POLLING PLACE,25,2,21
LA PUENTE,3330002C,1221,123,N,0,VBM PORTION,18,0,16
LA PUENTE,3330002C,1221,123,N,462,TOTAL,43,2,37
LA PUENTE,3330003E,1222,123,N,695,POLLING PLACE,49,7,33
LA PUENTE,3330003E,1222,123,N,0,VBM PORTION,38,7,24
LA PUENTE,3330003E,1222,123,N,695,TOTAL,87,14,57
LA PUENTE,3330004A,1223,123,N,1374,POLLING PLACE,78,12,45
LA PUENTE,3330004A,1223,123,N,0,VBM PORTION,91,22,45
LA PUENTE,3330004A,1223,123,N,1374,TOTAL,169,34,90
LA PUENTE,3330008A,1224,123,N,1089,POLLING PLACE,76,15,49
LA PUENTE,3330008A,1224,123,N,0,VBM PORTION,48,7,36
LA PUENTE,3330008A,1224,123,N,1089,TOTAL,124,22,85
LA PUENTE,3330009A,1225,123,N,1048,POLLING PLACE,52,9,30
LA PUENTE,3330009A,1225,123,N,0,VBM PORTION,45,9,29
LA PUENTE,3330009A,1225,123,N,1048,TOTAL,97,18,59
LA PUENTE,3330012A,1226,123,N,1208,POLLING PLACE,44,5,31
LA PUENTE,3330012A,1226,123,N,0,VBM PORTION,51,6,41
LA PUENTE,3330012A,1226,123,N,1208,TOTAL,95,11,72
LA PUENTE,3330013B,1227,123,N,980,POLLING PLACE,61,13,40
LA PUENTE,3330013B,1227,123,N,0,VBM PORTION,38,10,24
LA PUENTE,3330013B,1227,123,N,980,TOTAL,99,23,64
LA PUENTE,3330017A,1228,123,N,1201,POLLING PLACE,65,8,46
LA PUENTE,3330017A,1228,123,N,0,VBM PORTION,60,11,39
LA PUENTE,3330017A,1228,123,N,1201,TOTAL,125,19,85
LA PUENTE,3330018A,1229,123,N,1215,POLLING PLACE,55,5,36
LA PUENTE,3330018A,1229,123,N,0,VBM PORTION,38,11,21
LA PUENTE,3330018A,1229,123,N,1215,TOTAL,93,16,57
LA PUENTE,3330019C,1230,123,N,1092,POLLING PLACE,65,10,40
LA PUENTE,3330019C,1230,123,N,0,VBM PORTION,50,6,36
LA PUENTE,3330019C,1230,123,N,1092,TOTAL,115,16,76
LA PUENTE,3330020A,1231,123,N,1055,POLLING PLACE,46,8,33
LA PUENTE,3330020A,1231,123,N,0,VBM PORTION,51,4,41
LA PUENTE,3330020A,1231,123,N,1055,TOTAL,97,12,74
LA PUENTE,3330020B,1232,123,N,1004,POLLING PLACE,74,10,50
LA PUENTE,3330020B,1232,123,N,0,VBM PORTION,48,8,24
LA PUENTE,3330020B,1232,123,N,1004,TOTAL,122,18,74
LA PUENTE,3330021A,1233,123,N,1121,POLLING PLACE,88,7,65
LA PUENTE,3330021A,1233,123,N,0,VBM PORTION,48,10,31
LA PUENTE,3330021A,1233,123,N,1121,TOTAL,136,17,96
LA PUENTE,3330040C,1234,123,N,1072,POLLING PLACE,79,14,42
LA PUENTE,3330040C,1234,123,N,0,VBM PORTION,71,11,43
LA PUENTE,3330040C,1234,123,N,1072,TOTAL,150,25,85
LA RAMBLA,3350001A,1235,190,N,1042,POLLING PLACE,83,12,47
LA RAMBLA,3350001A,1235,190,N,0,VBM PORTION,68,11,47
LA RAMBLA,3350001A,1235,190,N,1042,TOTAL,151,23,94
LA VERNE,3400001A,1236,35,N,925,POLLING PLACE,110,12,85
LA VERNE,3400001A,1236,35,N,0,VBM PORTION,99,8,65
LA VERNE,3400001A,1236,35,N,925,TOTAL,209,20,150
LA VERNE,3400002A,1237,35,N,1037,POLLING PLACE,60,5,44
LA VERNE,3400002A,1237,35,N,0,VBM PORTION,57,12,31
LA VERNE,3400002A,1237,35,N,1037,TOTAL,117,17,75
LA VERNE,3400003A,1238,35,N,901,POLLING PLACE,88,14,54
LA VERNE,3400003A,1238,35,N,0,VBM PORTION,74,3,47
LA VERNE,3400003A,1238,35,N,901,TOTAL,162,17,101
LA VERNE,3400005A,1239,35,N,933,POLLING PLACE,114,14,76
LA VERNE,3400005A,1239,35,N,0,VBM PORTION,64,7,40
LA VERNE,3400005A,1239,35,N,933,TOTAL,178,21,116
LA VERNE,3400006A,1240,35,N,826,POLLING PLACE,72,6,50
LA VERNE,3400006A,1240,35,N,0,VBM PORTION,57,3,40
LA VERNE,3400006A,1240,35,N,826,TOTAL,129,9,90
LA VERNE,3400008A,1241,35,N,933,POLLING PLACE,123,5,84
LA VERNE,3400008A,1241,35,N,0,VBM PORTION,119,11,76
LA VERNE,3400008A,1241,35,N,933,TOTAL,242,16,160
LA VERNE,3400009A,1242,35,N,928,POLLING PLACE,104,13,78
LA VERNE,3400009A,1242,35,N,0,VBM PORTION,69,7,46
LA VERNE,3400009A,1242,35,N,928,TOTAL,173,20,124
LA VERNE,3400010A,1243,35,N,702,POLLING PLACE,75,10,49
LA VERNE,3400010A,1243,35,N,0,VBM PORTION,75,5,49
LA VERNE,3400010A,1243,35,N,702,TOTAL,150,15,98
LA VERNE,3400011A,1244,35,N,993,POLLING PLACE,94,8,69
LA VERNE,3400011A,1244,35,N,0,VBM PORTION,49,4,26
LA VERNE,3400011A,1244,35,N,993,TOTAL,143,12,95
LA VERNE,3400012A,1245,35,N,758,POLLING PLACE,68,9,48
LA VERNE,3400012A,1245,35,N,0,VBM PORTION,50,5,32
LA VERNE,3400012A,1245,35,N,758,TOTAL,118,14,80
LA VERNE,3400013A,6076,30,Y,0,POLLING PLACE,0,0,0
LA VERNE,3400013A,6076,30,Y,0,VBM PORTION,0,0,0
LA VERNE,3400013A,6076,30,Y,0,TOTAL,0,0,0
LA VERNE,3400014A,1246,35,N,599,POLLING PLACE,61,7,47
LA VERNE,3400014A,1246,35,N,0,VBM PORTION,59,2,41
LA VERNE,3400014A,1246,35,N,599,TOTAL,120,9,88
LA VERNE,3400015A,1247,35,N,749,POLLING PLACE,140,12,93
LA VERNE,3400015A,1247,35,N,0,VBM PORTION,144,10,85
LA VERNE,3400015A,1247,35,N,749,TOTAL,284,22,178
LA VERNE,3400016A,1248,35,N,907,POLLING PLACE,96,13,68
LA VERNE,3400016A,1248,35,N,0,VBM PORTION,119,20,79
LA VERNE,3400016A,1248,35,N,907,TOTAL,215,33,147
LA VERNE,3400017A,1249,35,N,792,POLLING PLACE,95,9,68
LA VERNE,3400017A,1249,35,N,0,VBM PORTION,92,8,64
LA VERNE,3400017A,1249,35,N,792,TOTAL,187,17,132
LA VERNE,3400018A,1250,35,N,1198,POLLING PLACE,109,10,71
LA VERNE,3400018A,1250,35,N,0,VBM PORTION,177,9,121
LA VERNE,3400018A,1250,35,N,1198,TOTAL,286,19,192
LA VERNE,3400019A,1251,35,N,927,POLLING PLACE,142,18,80
LA VERNE,3400019A,1251,35,N,0,VBM PORTION,124,14,74
LA VERNE,3400019A,1251,35,N,927,TOTAL,266,32,154
LA VERNE,3400021A,1252,35,N,1042,POLLING PLACE,207,21,147
LA VERNE,3400021A,1252,35,N,0,VBM PORTION,141,19,86
LA VERNE,3400021A,1252,35,N,1042,TOTAL,348,40,233
LA VERNE,3400022A,1253,35,N,751,POLLING PLACE,154,14,106
LA VERNE,3400022A,1253,35,N,0,VBM PORTION,138,10,94
LA VERNE,3400022A,1253,35,N,751,TOTAL,292,24,200
LA VERNE,3400023A,1254,35,N,1046,POLLING PLACE,98,11,59
LA VERNE,3400023A,1254,35,N,0,VBM PORTION,82,7,57
LA VERNE,3400023A,1254,35,N,1046,TOTAL,180,18,116
LA VERNE,3400024A,1255,35,N,955,POLLING PLACE,132,18,84
LA VERNE,3400024A,1255,35,N,0,VBM PORTION,73,7,50
LA VERNE,3400024A,1255,35,N,955,TOTAL,205,25,134
LA VERNE,3400025A,1256,35,N,885,POLLING PLACE,101,4,71
LA VERNE,3400025A,1256,35,N,0,VBM PORTION,55,6,32
LA VERNE,3400025A,1256,35,N,885,TOTAL,156,10,103
LA VERNE,3400052A,1257,35,N,944,POLLING PLACE,136,10,92
LA VERNE,3400052A,1257,35,N,0,VBM PORTION,113,4,85
LA VERNE,3400052A,1257,35,N,944,TOTAL,249,14,177
LA VERNE,3400053A,1258,35,N,801,POLLING PLACE,83,4,61
LA VERNE,3400053A,1258,35,N,0,VBM PORTION,73,5,48
LA VERNE,3400053A,1258,35,N,801,TOTAL,156,9,109
LADERA HEIGHTS,3430001A,1259,114,N,767,POLLING PLACE,86,15,50
LADERA HEIGHTS,3430001A,1259,114,N,0,VBM PORTION,66,7,38
LADERA HEIGHTS,3430001A,1259,114,N,767,TOTAL,152,22,88
LADERA HEIGHTS,3430003A,1260,114,N,1163,POLLING PLACE,198,25,121
LADERA HEIGHTS,3430003A,1260,114,N,0,VBM PORTION,131,11,79
LADERA HEIGHTS,3430003A,1260,114,N,1163,TOTAL,329,36,200
LADERA HEIGHTS,3430003D,6077,115,Y,1,POLLING PLACE,0,0,0
LADERA HEIGHTS,3430003D,6077,115,Y,0,VBM PORTION,0,0,0
LADERA HEIGHTS,3430003D,6077,115,Y,1,TOTAL,0,0,0
LADERA HEIGHTS,3430004A,1261,114,N,1270,POLLING PLACE,221,28,134
LADERA HEIGHTS,3430004A,1261,114,N,0,VBM PORTION,184,24,101
LADERA HEIGHTS,3430004A,1261,114,N,1270,TOTAL,405,52,235
LADERA HEIGHTS,3430007A,1262,114,N,1368,POLLING PLACE,178,24,115
LADERA HEIGHTS,3430007A,1262,114,N,0,VBM PORTION,163,20,96
LADERA HEIGHTS,3430007A,1262,114,N,1368,TOTAL,341,44,211
LADERA HEIGHTS,3430018A,1263,114,N,543,POLLING PLACE,76,9,55
LADERA HEIGHTS,3430018A,1263,114,N,0,VBM PORTION,50,6,28
LADERA HEIGHTS,3430018A,1263,114,N,543,TOTAL,126,15,83
LADERA HEIGHTS,3430020A,1264,114,N,867,POLLING PLACE,80,6,51
LADERA HEIGHTS,3430020A,1264,114,N,0,VBM PORTION,109,21,66
LADERA HEIGHTS,3430020A,1264,114,N,867,TOTAL,189,27,117
LADERA HEIGHTS,3430100C,6078,116,Y,56,POLLING PLACE,0,0,0
LADERA HEIGHTS,3430100C,6078,116,Y,0,VBM PORTION,7,2,2
LADERA HEIGHTS,3430100C,6078,116,Y,56,TOTAL,7,2,2
LAKEWOOD,3450001A,1265,169,N,863,POLLING PLACE,88,5,61
LAKEWOOD,3450001A,1265,169,N,0,VBM PORTION,53,9,31
LAKEWOOD,3450001A,1265,169,N,863,TOTAL,141,14,92
LAKEWOOD,3450002A,1266,166,N,1117,POLLING PLACE,95,4,77
LAKEWOOD,3450002A,1266,166,N,0,VBM PORTION,78,13,58
LAKEWOOD,3450002A,1266,166,N,1117,TOTAL,173,17,135
LAKEWOOD,3450003A,1267,166,N,823,POLLING PLACE,82,11,52
LAKEWOOD,3450003A,1267,166,N,0,VBM PORTION,58,8,39
LAKEWOOD,3450003A,1267,166,N,823,TOTAL,140,19,91
LAKEWOOD,3450004A,1268,166,N,951,POLLING PLACE,82,8,54
LAKEWOOD,3450004A,1268,166,N,0,VBM PORTION,78,7,56
LAKEWOOD,3450004A,1268,166,N,951,TOTAL,160,15,110
LAKEWOOD,3450007A,1269,169,N,960,POLLING PLACE,103,12,62
LAKEWOOD,3450007A,1269,169,N,0,VBM PORTION,49,7,31
LAKEWOOD,3450007A,1269,169,N,960,TOTAL,152,19,93
LAKEWOOD,3450008A,1270,166,N,876,POLLING PLACE,69,8,43
LAKEWOOD,3450008A,1270,166,N,0,VBM PORTION,58,8,39
LAKEWOOD,3450008A,1270,166,N,876,TOTAL,127,16,82
LAKEWOOD,3450009A,1271,166,N,874,POLLING PLACE,81,9,61
LAKEWOOD,3450009A,1271,166,N,0,VBM PORTION,61,8,45
LAKEWOOD,3450009A,1271,166,N,874,TOTAL,142,17,106
LAKEWOOD,3450010A,1272,166,N,1191,POLLING PLACE,137,13,94
LAKEWOOD,3450010A,1272,166,N,0,VBM PORTION,112,10,63
LAKEWOOD,3450010A,1272,166,N,1191,TOTAL,249,23,157
LAKEWOOD,3450013A,1273,169,N,1064,POLLING PLACE,74,14,48
LAKEWOOD,3450013A,1273,169,N,0,VBM PORTION,106,0,84
LAKEWOOD,3450013A,1273,169,N,1064,TOTAL,180,14,132
LAKEWOOD,3450013B,1274,169,N,1258,POLLING PLACE,111,16,69
LAKEWOOD,3450013B,1274,169,N,0,VBM PORTION,108,9,62
LAKEWOOD,3450013B,1274,169,N,1258,TOTAL,219,25,131
LAKEWOOD,3450016A,1275,166,N,1144,POLLING PLACE,102,8,61
LAKEWOOD,3450016A,1275,166,N,0,VBM PORTION,87,10,54
LAKEWOOD,3450016A,1275,166,N,1144,TOTAL,189,18,115
LAKEWOOD,3450019A,1276,166,N,1248,POLLING PLACE,116,14,84
LAKEWOOD,3450019A,1276,166,N,0,VBM PORTION,136,16,84
LAKEWOOD,3450019A,1276,166,N,1248,TOTAL,252,30,168
LAKEWOOD,3450020A,1277,169,N,1123,POLLING PLACE,90,9,64
LAKEWOOD,3450020A,1277,169,N,0,VBM PORTION,87,12,61
LAKEWOOD,3450020A,1277,169,N,1123,TOTAL,177,21,125
LAKEWOOD,3450021A,1278,166,N,1162,POLLING PLACE,112,15,69
LAKEWOOD,3450021A,1278,166,N,0,VBM PORTION,96,13,62
LAKEWOOD,3450021A,1278,166,N,1162,TOTAL,208,28,131
LAKEWOOD,3450023A,1279,166,N,1275,POLLING PLACE,131,15,100
LAKEWOOD,3450023A,1279,166,N,0,VBM PORTION,131,15,90
LAKEWOOD,3450023A,1279,166,N,1275,TOTAL,262,30,190
LAKEWOOD,3450025B,1280,169,N,781,POLLING PLACE,43,8,28
LAKEWOOD,3450025B,1280,169,N,0,VBM PORTION,42,4,26
LAKEWOOD,3450025B,1280,169,N,781,TOTAL,85,12,54
LAKEWOOD,3450028A,1281,166,N,969,POLLING PLACE,117,10,86
LAKEWOOD,3450028A,1281,166,N,0,VBM PORTION,110,10,70
LAKEWOOD,3450028A,1281,166,N,969,TOTAL,227,20,156
LAKEWOOD,3450030A,1282,169,N,893,POLLING PLACE,107,12,69
LAKEWOOD,3450030A,1282,169,N,0,VBM PORTION,54,8,33
