LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ED HERNANDEZ
WEST COVINA,7700148A,2864,66,N,1065,POLLING PLACE,89,54
WEST COVINA,7700148A,2864,66,N,0,VBM PORTION,53,37
WEST COVINA,7700148A,2864,66,N,1065,TOTAL,142,91
WEST COVINA,7700150A,2865,66,N,1080,POLLING PLACE,80,50
WEST COVINA,7700150A,2865,66,N,0,VBM PORTION,65,38
WEST COVINA,7700150A,2865,66,N,1080,TOTAL,145,88
WEST COVINA,7700153A,2866,66,N,663,POLLING PLACE,49,35
WEST COVINA,7700153A,2866,66,N,0,VBM PORTION,68,49
WEST COVINA,7700153A,2866,66,N,663,TOTAL,117,84
WEST COVINA,7700153C,2867,66,N,1118,POLLING PLACE,70,46
WEST COVINA,7700153C,2867,66,N,0,VBM PORTION,75,48
WEST COVINA,7700153C,2867,66,N,1118,TOTAL,145,94
WEST COVINA,7700154A,2868,66,N,704,POLLING PLACE,39,27
WEST COVINA,7700154A,2868,66,N,0,VBM PORTION,67,44
WEST COVINA,7700154A,2868,66,N,704,TOTAL,106,71
WEST COVINA,7700158A,2870,66,N,1137,POLLING PLACE,76,57
WEST COVINA,7700158A,2870,66,N,0,VBM PORTION,84,62
WEST COVINA,7700158A,2870,66,N,1137,TOTAL,160,119
WEST COVINA,7700165A,2873,66,N,1129,POLLING PLACE,88,46
WEST COVINA,7700165A,2873,66,N,0,VBM PORTION,89,29
WEST COVINA,7700165A,2873,66,N,1129,TOTAL,177,75
BALLOT GROUP 32,9990032A,8032,32,N,0,POLLING PLACE,0,0
BALLOT GROUP 32,9990032A,8032,32,N,0,VBM PORTION,0,0
BALLOT GROUP 32,9990032A,8032,32,N,0,TOTAL,0,0
BALLOT GROUP 66,9990066A,8066,66,N,0,POLLING PLACE,0,0
BALLOT GROUP 66,9990066A,8066,66,N,0,VBM PORTION,2,0
BALLOT GROUP 66,9990066A,8066,66,N,0,TOTAL,1,0
BALLOT GROUP 68,9990068A,8068,68,N,0,POLLING PLACE,0,0
BALLOT GROUP 68,9990068A,8068,68,N,0,VBM PORTION,8,3
BALLOT GROUP 68,9990068A,8068,68,N,0,TOTAL,4,3
BALLOT GROUP 71,9990071A,8071,71,N,0,POLLING PLACE,0,0
BALLOT GROUP 71,9990071A,8071,71,N,0,VBM PORTION,0,0
BALLOT GROUP 71,9990071A,8071,71,N,0,TOTAL,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,POLLING PLACE,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,VBM PORTION,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,TOTAL,0,0
BALLOT GROUP 73,9990073A,8073,73,N,0,POLLING PLACE,0,0
BALLOT GROUP 73,9990073A,8073,73,N,0,VBM PORTION,10,3
BALLOT GROUP 73,9990073A,8073,73,N,0,TOTAL,5,3
BALLOT GROUP 74,9990074A,8074,74,N,0,POLLING PLACE,0,0
BALLOT GROUP 74,9990074A,8074,74,N,0,VBM PORTION,0,0
BALLOT GROUP 74,9990074A,8074,74,N,0,TOTAL,0,0
BALLOT GROUP 76,9990076A,8076,76,N,0,POLLING PLACE,0,0
BALLOT GROUP 76,9990076A,8076,76,N,0,VBM PORTION,2,1
BALLOT GROUP 76,9990076A,8076,76,N,0,TOTAL,1,1
BALLOT GROUP 77,9990077A,8077,77,N,0,POLLING PLACE,0,0
BALLOT GROUP 77,9990077A,8077,77,N,0,VBM PORTION,0,0
BALLOT GROUP 77,9990077A,8077,77,N,0,TOTAL,0,0
BALLOT GROUP 123,9990123A,8123,123,N,0,POLLING PLACE,0,0
BALLOT GROUP 123,9990123A,8123,123,N,0,VBM PORTION,4,1
BALLOT GROUP 123,9990123A,8123,123,N,0,TOTAL,2,1
BALLOT GROUP 124,9990124A,8124,124,N,0,POLLING PLACE,0,0
BALLOT GROUP 124,9990124A,8124,124,N,0,VBM PORTION,0,0
BALLOT GROUP 124,9990124A,8124,124,N,0,TOTAL,0,0
BALLOT GROUP 125,9990125A,8125,125,N,0,POLLING PLACE,0,0
BALLOT GROUP 125,9990125A,8125,125,N,0,VBM PORTION,0,0
BALLOT GROUP 125,9990125A,8125,125,N,0,TOTAL,0,0
BALLOT GROUP 130,9990130A,8130,130,N,0,POLLING PLACE,0,0
BALLOT GROUP 130,9990130A,8130,130,N,0,VBM PORTION,0,0
BALLOT GROUP 130,9990130A,8130,130,N,0,TOTAL,0,0
