LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TODD S ROGERS,BOB OLMSTED,JIM MCDONNELL,LOU VINCE,PAUL TANAKA,JAMES HELLMOLD,PATRICK L GOMEZ
LOS ANGELES,9001184A,3598,43,N,1038,TOTAL,242,7,21,124,12,17,17,6
LOS ANGELES,9001187A,3599,63,N,1212,POLLING PLACE,134,7,3,61,2,14,16,2
LOS ANGELES,9001187A,3599,63,N,0,VBM PORTION,139,8,10,73,5,9,13,0
LOS ANGELES,9001187A,3599,63,N,1212,TOTAL,273,15,13,134,7,23,29,2
LOS ANGELES,9001188A,3600,178,N,1137,POLLING PLACE,48,8,4,10,0,4,4,7
LOS ANGELES,9001188A,3600,178,N,0,VBM PORTION,23,2,2,7,1,3,3,0
LOS ANGELES,9001188A,3600,178,N,1137,TOTAL,71,10,6,17,1,7,7,7
LOS ANGELES,9001189B,3601,148,N,957,POLLING PLACE,86,5,3,25,6,12,7,3
LOS ANGELES,9001189B,3601,148,N,0,VBM PORTION,34,4,2,12,1,6,4,0
LOS ANGELES,9001189B,3601,148,N,957,TOTAL,120,9,5,37,7,18,11,3
LOS ANGELES,9001190D,3602,83,N,994,POLLING PLACE,98,1,5,45,7,13,7,2
LOS ANGELES,9001190D,3602,83,N,0,VBM PORTION,112,6,12,45,8,12,2,2
LOS ANGELES,9001190D,3602,83,N,994,TOTAL,210,7,17,90,15,25,9,4
LOS ANGELES,9001191A,3603,43,N,1246,POLLING PLACE,156,2,14,89,12,7,7,3
LOS ANGELES,9001191A,3603,43,N,0,VBM PORTION,116,2,7,50,11,10,8,1
LOS ANGELES,9001191A,3603,43,N,1246,TOTAL,272,4,21,139,23,17,15,4
LOS ANGELES,9001195C,3604,81,N,944,POLLING PLACE,83,2,4,39,8,8,5,5
LOS ANGELES,9001195C,3604,81,N,0,VBM PORTION,37,2,1,16,4,3,2,0
LOS ANGELES,9001195C,3604,81,N,944,TOTAL,120,4,5,55,12,11,7,5
LOS ANGELES,9001196A,3605,81,N,858,POLLING PLACE,87,2,3,51,7,5,7,1
LOS ANGELES,9001196A,3605,81,N,0,VBM PORTION,68,4,7,23,10,5,4,2
LOS ANGELES,9001196A,3605,81,N,858,TOTAL,155,6,10,74,17,10,11,3
LOS ANGELES,9001200A,3606,65,N,675,POLLING PLACE,82,2,8,46,7,2,2,2
LOS ANGELES,9001200A,3606,65,N,0,VBM PORTION,60,10,3,24,1,1,2,2
LOS ANGELES,9001200A,3606,65,N,675,TOTAL,142,12,11,70,8,3,4,4
LOS ANGELES,9001203A,3607,65,N,1299,POLLING PLACE,128,1,8,76,10,13,3,2
LOS ANGELES,9001203A,3607,65,N,0,VBM PORTION,152,10,7,76,10,12,9,2
LOS ANGELES,9001203A,3607,65,N,1299,TOTAL,280,11,15,152,20,25,12,4
LOS ANGELES,9001207A,3608,65,N,967,POLLING PLACE,159,4,14,99,7,10,4,2
LOS ANGELES,9001207A,3608,65,N,0,VBM PORTION,131,5,2,68,8,5,10,0
LOS ANGELES,9001207A,3608,65,N,967,TOTAL,290,9,16,167,15,15,14,2
LOS ANGELES,9001210A,3609,90,N,1117,POLLING PLACE,100,4,8,23,3,10,10,28
LOS ANGELES,9001210A,3609,90,N,0,VBM PORTION,40,3,6,8,5,1,6,5
LOS ANGELES,9001210A,3609,90,N,1117,TOTAL,140,7,14,31,8,11,16,33
LOS ANGELES,9001212A,3610,82,N,1114,POLLING PLACE,207,6,21,99,14,17,13,1
LOS ANGELES,9001212A,3610,82,N,0,VBM PORTION,112,0,6,57,1,10,7,4
LOS ANGELES,9001212A,3610,82,N,1114,TOTAL,319,6,27,156,15,27,20,5
LOS ANGELES,9001218A,3611,82,N,1017,POLLING PLACE,80,0,4,42,2,2,6,0
LOS ANGELES,9001218A,3611,82,N,0,VBM PORTION,169,0,8,94,2,22,5,4
LOS ANGELES,9001218A,3611,82,N,1017,TOTAL,249,0,12,136,4,24,11,4
LOS ANGELES,9001219A,3612,82,N,809,POLLING PLACE,119,1,7,57,5,10,4,3
LOS ANGELES,9001219A,3612,82,N,0,VBM PORTION,119,4,4,54,11,9,2,1
LOS ANGELES,9001219A,3612,82,N,809,TOTAL,238,5,11,111,16,19,6,4
LOS ANGELES,9001220C,3613,109,N,1060,POLLING PLACE,101,4,4,60,2,9,5,3
LOS ANGELES,9001220C,3613,109,N,0,VBM PORTION,128,8,4,61,8,9,5,1
LOS ANGELES,9001220C,3613,109,N,1060,TOTAL,229,12,8,121,10,18,10,4
LOS ANGELES,9001224C,3614,81,N,871,POLLING PLACE,66,2,4,37,3,8,2,0
LOS ANGELES,9001224C,3614,81,N,0,VBM PORTION,105,1,3,45,13,2,10,2
LOS ANGELES,9001224C,3614,81,N,871,TOTAL,171,3,7,82,16,10,12,2
LOS ANGELES,9001226A,3615,81,N,1117,POLLING PLACE,76,0,6,41,6,6,6,0
LOS ANGELES,9001226A,3615,81,N,0,VBM PORTION,124,2,2,49,18,12,7,0
LOS ANGELES,9001226A,3615,81,N,1117,TOTAL,200,2,8,90,24,18,13,0
LOS ANGELES,9001231A,3616,81,N,955,POLLING PLACE,109,0,4,60,4,14,7,3
LOS ANGELES,9001231A,3616,81,N,0,VBM PORTION,147,5,4,83,8,5,4,4
LOS ANGELES,9001231A,3616,81,N,955,TOTAL,256,5,8,143,12,19,11,7
LOS ANGELES,9001232A,3617,41,N,1473,POLLING PLACE,86,2,9,32,4,14,9,9
LOS ANGELES,9001232A,3617,41,N,0,VBM PORTION,106,5,7,25,4,28,13,6
LOS ANGELES,9001232A,3617,41,N,1473,TOTAL,192,7,16,57,8,42,22,15
LOS ANGELES,9001233A,3618,81,N,1245,POLLING PLACE,161,3,15,66,21,11,7,4
LOS ANGELES,9001233A,3618,81,N,0,VBM PORTION,114,3,5,51,11,12,6,0
LOS ANGELES,9001233A,3618,81,N,1245,TOTAL,275,6,20,117,32,23,13,4
LOS ANGELES,9001235A,3619,65,N,655,POLLING PLACE,61,2,4,34,1,5,5,0
LOS ANGELES,9001235A,3619,65,N,0,VBM PORTION,88,5,11,36,6,9,3,0
LOS ANGELES,9001235A,3619,65,N,655,TOTAL,149,7,15,70,7,14,8,0
LOS ANGELES,9001243A,3620,154,N,831,POLLING PLACE,101,4,13,35,4,9,7,3
LOS ANGELES,9001243A,3620,154,N,0,VBM PORTION,58,0,7,23,2,5,3,1
LOS ANGELES,9001243A,3620,154,N,831,TOTAL,159,4,20,58,6,14,10,4
LOS ANGELES,9001244A,3621,154,N,839,POLLING PLACE,132,7,11,47,7,15,11,4
LOS ANGELES,9001244A,3621,154,N,0,VBM PORTION,90,2,4,38,5,6,5,2
LOS ANGELES,9001244A,3621,154,N,839,TOTAL,222,9,15,85,12,21,16,6
LOS ANGELES,9001246A,3622,174,N,1183,POLLING PLACE,119,12,5,54,3,10,2,9
LOS ANGELES,9001246A,3622,174,N,0,VBM PORTION,87,10,9,29,4,6,8,3
LOS ANGELES,9001246A,3622,174,N,1183,TOTAL,206,22,14,83,7,16,10,12
LOS ANGELES,9001249A,3623,112,N,991,POLLING PLACE,104,4,10,63,0,6,4,0
LOS ANGELES,9001249A,3623,112,N,0,VBM PORTION,118,5,3,53,4,13,7,1
LOS ANGELES,9001249A,3623,112,N,991,TOTAL,222,9,13,116,4,19,11,1
LOS ANGELES,9001250A,3624,112,N,1216,POLLING PLACE,85,6,11,46,2,3,6,2
LOS ANGELES,9001250A,3624,112,N,0,VBM PORTION,95,8,6,35,2,8,7,3
LOS ANGELES,9001250A,3624,112,N,1216,TOTAL,180,14,17,81,4,11,13,5
LOS ANGELES,9001253A,3625,112,N,1276,POLLING PLACE,115,6,10,61,4,11,6,1
LOS ANGELES,9001253A,3625,112,N,0,VBM PORTION,169,9,9,72,2,18,9,6
LOS ANGELES,9001253A,3625,112,N,1276,TOTAL,284,15,19,133,6,29,15,7
LOS ANGELES,9001256A,3626,112,N,1230,POLLING PLACE,94,1,11,45,5,12,2,3
LOS ANGELES,9001256A,3626,112,N,0,VBM PORTION,202,10,12,99,7,14,7,7
LOS ANGELES,9001256A,3626,112,N,1230,TOTAL,296,11,23,144,12,26,9,10
LOS ANGELES,9001256B,3627,113,N,348,POLLING PLACE,47,0,7,24,0,4,3,2
LOS ANGELES,9001256B,3627,113,N,0,VBM PORTION,30,2,3,12,0,2,2,0
LOS ANGELES,9001256B,3627,113,N,348,TOTAL,77,2,10,36,0,6,5,2
LOS ANGELES,9001257B,3628,113,N,1164,POLLING PLACE,112,2,11,60,4,9,6,0
LOS ANGELES,9001257B,3628,113,N,0,VBM PORTION,136,8,3,61,5,18,9,2
LOS ANGELES,9001257B,3628,113,N,1164,TOTAL,248,10,14,121,9,27,15,2
LOS ANGELES,9001262A,3629,108,N,1237,POLLING PLACE,113,4,5,57,5,12,2,1
LOS ANGELES,9001262A,3629,108,N,0,VBM PORTION,159,10,5,68,0,19,2,2
LOS ANGELES,9001262A,3629,108,N,1237,TOTAL,272,14,10,125,5,31,4,3
LOS ANGELES,9001267A,3630,41,N,899,POLLING PLACE,60,0,4,26,4,5,10,3
LOS ANGELES,9001267A,3630,41,N,0,VBM PORTION,50,3,1,20,2,4,4,8
LOS ANGELES,9001267A,3630,41,N,899,TOTAL,110,3,5,46,6,9,14,11
LOS ANGELES,9001271A,3631,109,N,1313,POLLING PLACE,75,6,6,35,0,7,3,1
LOS ANGELES,9001271A,3631,109,N,0,VBM PORTION,98,4,2,47,3,4,5,1
LOS ANGELES,9001271A,3631,109,N,1313,TOTAL,173,10,8,82,3,11,8,2
LOS ANGELES,9001272A,3632,112,N,1388,POLLING PLACE,107,9,5,52,2,9,3,5
LOS ANGELES,9001272A,3632,112,N,0,VBM PORTION,141,8,2,69,5,13,5,1
LOS ANGELES,9001272A,3632,112,N,1388,TOTAL,248,17,7,121,7,22,8,6
LOS ANGELES,9001274A,3633,109,N,1434,POLLING PLACE,87,6,12,46,0,3,3,2
LOS ANGELES,9001274A,3633,109,N,0,VBM PORTION,107,6,8,36,3,9,5,3
LOS ANGELES,9001274A,3633,109,N,1434,TOTAL,194,12,20,82,3,12,8,5
LOS ANGELES,9001278A,3634,109,N,1091,POLLING PLACE,112,6,10,68,0,2,2,4
LOS ANGELES,9001278A,3634,109,N,0,VBM PORTION,146,4,8,66,4,20,2,0
LOS ANGELES,9001278A,3634,109,N,1091,TOTAL,258,10,18,134,4,22,4,4
LOS ANGELES,9001279A,3635,109,N,1259,POLLING PLACE,116,9,14,66,1,7,1,1
LOS ANGELES,9001279A,3635,109,N,0,VBM PORTION,162,10,11,73,9,15,5,0
LOS ANGELES,9001279A,3635,109,N,1259,TOTAL,278,19,25,139,10,22,6,1
LOS ANGELES,9001281C,3636,109,N,1333,POLLING PLACE,118,9,10,51,9,12,5,5
LOS ANGELES,9001281C,3636,109,N,0,VBM PORTION,104,8,10,40,5,10,1,4
LOS ANGELES,9001281C,3636,109,N,1333,TOTAL,222,17,20,91,14,22,6,9
LOS ANGELES,9001283B,3637,109,N,1456,POLLING PLACE,113,7,13,59,3,7,4,0
LOS ANGELES,9001283B,3637,109,N,0,VBM PORTION,157,9,7,75,12,11,5,2
LOS ANGELES,9001283B,3637,109,N,1456,TOTAL,270,16,20,134,15,18,9,2
LOS ANGELES,9001284A,3638,109,N,1388,POLLING PLACE,120,8,17,42,6,17,5,7
LOS ANGELES,9001284A,3638,109,N,0,VBM PORTION,104,6,9,37,5,9,3,2
LOS ANGELES,9001284A,3638,109,N,1388,TOTAL,224,14,26,79,11,26,8,9
LOS ANGELES,9001288A,3639,96,N,981,POLLING PLACE,64,5,3,33,2,4,2,6
LOS ANGELES,9001288A,3639,96,N,0,VBM PORTION,114,10,6,39,4,18,7,5
LOS ANGELES,9001288A,3639,96,N,981,TOTAL,178,15,9,72,6,22,9,11
LOS ANGELES,9001290A,3640,116,N,1237,POLLING PLACE,195,6,7,122,1,13,12,4
LOS ANGELES,9001290A,3640,116,N,0,VBM PORTION,184,14,12,75,6,18,14,2
LOS ANGELES,9001290A,3640,116,N,1237,TOTAL,379,20,19,197,7,31,26,6
LOS ANGELES,9001291A,3641,116,N,1309,POLLING PLACE,94,5,6,44,4,9,8,5
LOS ANGELES,9001291A,3641,116,N,0,VBM PORTION,62,4,3,25,3,9,6,3
LOS ANGELES,9001291A,3641,116,N,1309,TOTAL,156,9,9,69,7,18,14,8
LOS ANGELES,9001295A,6186,112,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0
LOS ANGELES,9001295A,6186,112,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LOS ANGELES,9001295A,6186,112,Y,0,TOTAL,0,0,0,0,0,0,0,0
LOS ANGELES,9001296A,3642,84,N,1260,POLLING PLACE,94,4,9,42,8,6,7,1
LOS ANGELES,9001296A,3642,84,N,0,VBM PORTION,87,2,3,26,9,9,10,3
LOS ANGELES,9001296A,3642,84,N,1260,TOTAL,181,6,12,68,17,15,17,4
LOS ANGELES,9001299B,3643,84,N,1319,POLLING PLACE,100,4,4,39,9,13,8,5
LOS ANGELES,9001299B,3643,84,N,0,VBM PORTION,120,3,5,40,13,17,4,2
LOS ANGELES,9001299B,3643,84,N,1319,TOTAL,220,7,9,79,22,30,12,7
LOS ANGELES,9001303A,3644,84,N,1334,POLLING PLACE,121,6,13,45,4,21,6,0
LOS ANGELES,9001303A,3644,84,N,0,VBM PORTION,95,3,2,32,4,22,3,6
LOS ANGELES,9001303A,3644,84,N,1334,TOTAL,216,9,15,77,8,43,9,6
LOS ANGELES,9001306A,3645,82,N,1197,POLLING PLACE,221,7,4,132,9,19,1,4
LOS ANGELES,9001306A,3645,82,N,0,VBM PORTION,210,3,6,109,10,17,12,0
LOS ANGELES,9001306A,3645,82,N,1197,TOTAL,431,10,10,241,19,36,13,4
LOS ANGELES,9001307A,3646,82,N,1271,POLLING PLACE,207,0,11,106,5,18,4,5
LOS ANGELES,9001307A,3646,82,N,0,VBM PORTION,187,9,8,94,4,7,6,0
LOS ANGELES,9001307A,3646,82,N,1271,TOTAL,394,9,19,200,9,25,10,5
LOS ANGELES,9001310A,3647,82,N,1195,POLLING PLACE,166,8,9,79,10,16,7,3
LOS ANGELES,9001310A,3647,82,N,0,VBM PORTION,169,5,6,77,5,17,6,0
LOS ANGELES,9001310A,3647,82,N,1195,TOTAL,335,13,15,156,15,33,13,3
LOS ANGELES,9001312A,3648,82,N,873,POLLING PLACE,95,1,7,48,3,13,2,0
LOS ANGELES,9001312A,3648,82,N,0,VBM PORTION,77,1,10,42,4,5,4,0
LOS ANGELES,9001312A,3648,82,N,873,TOTAL,172,2,17,90,7,18,6,0
LOS ANGELES,9001314A,3649,147,N,1230,POLLING PLACE,50,2,2,16,0,8,5,8
LOS ANGELES,9001314A,3649,147,N,0,VBM PORTION,65,7,3,11,14,5,5,5
LOS ANGELES,9001314A,3649,147,N,1230,TOTAL,115,9,5,27,14,13,10,13
LOS ANGELES,9001316A,3650,82,N,1282,POLLING PLACE,112,1,7,50,11,5,8,3
LOS ANGELES,9001316A,3650,82,N,0,VBM PORTION,121,1,6,56,7,10,4,1
LOS ANGELES,9001316A,3650,82,N,1282,TOTAL,233,2,13,106,18,15,12,4
LOS ANGELES,9001318A,3651,82,N,1362,POLLING PLACE,104,1,6,48,17,7,0,1
LOS ANGELES,9001318A,3651,82,N,0,VBM PORTION,117,2,7,45,7,9,7,2
LOS ANGELES,9001318A,3651,82,N,1362,TOTAL,221,3,13,93,24,16,7,3
LOS ANGELES,9001320A,3652,114,N,380,POLLING PLACE,44,2,2,22,2,9,1,0
LOS ANGELES,9001320A,3652,114,N,0,VBM PORTION,51,3,5,20,2,3,3,0
LOS ANGELES,9001320A,3652,114,N,380,TOTAL,95,5,7,42,4,12,4,0
LOS ANGELES,9001323A,3653,176,N,988,POLLING PLACE,67,4,2,20,0,14,3,11
LOS ANGELES,9001323A,3653,176,N,0,VBM PORTION,50,4,1,13,3,12,3,7
LOS ANGELES,9001323A,3653,176,N,988,TOTAL,117,8,3,33,3,26,6,18
LOS ANGELES,9001325A,3654,149,N,1106,POLLING PLACE,58,8,2,24,2,7,3,5
LOS ANGELES,9001325A,3654,149,N,0,VBM PORTION,41,7,3,9,1,10,4,3
LOS ANGELES,9001325A,3654,149,N,1106,TOTAL,99,15,5,33,3,17,7,8
LOS ANGELES,9001326A,3655,82,N,1224,POLLING PLACE,75,3,8,36,6,2,2,0
LOS ANGELES,9001326A,3655,82,N,0,VBM PORTION,114,6,9,44,1,10,6,1
LOS ANGELES,9001326A,3655,82,N,1224,TOTAL,189,9,17,80,7,12,8,1
LOS ANGELES,9001329A,3656,108,N,1353,POLLING PLACE,207,12,11,130,4,9,7,2
LOS ANGELES,9001329A,3656,108,N,0,VBM PORTION,209,8,6,116,5,13,4,2
LOS ANGELES,9001329A,3656,108,N,1353,TOTAL,416,20,17,246,9,22,11,4
LOS ANGELES,9001330A,3657,108,N,929,POLLING PLACE,10,1,1,1,2,0,2,0
LOS ANGELES,9001330A,3657,108,N,0,VBM PORTION,2,0,0,0,1,1,0,0
LOS ANGELES,9001330A,3657,108,N,929,TOTAL,12,1,1,1,3,1,2,0
LOS ANGELES,9001331A,3658,108,N,943,POLLING PLACE,116,2,3,58,3,8,1,0
LOS ANGELES,9001331A,3658,108,N,0,VBM PORTION,113,3,6,56,4,8,2,0
LOS ANGELES,9001331A,3658,108,N,943,TOTAL,229,5,9,114,7,16,3,0
LOS ANGELES,9001332A,3659,108,N,1006,POLLING PLACE,163,4,10,101,4,7,6,2
LOS ANGELES,9001332A,3659,108,N,0,VBM PORTION,179,1,5,99,7,15,5,2
LOS ANGELES,9001332A,3659,108,N,1006,TOTAL,342,5,15,200,11,22,11,4
LOS ANGELES,9001334A,3660,108,N,1522,POLLING PLACE,131,7,7,71,3,10,3,1
LOS ANGELES,9001334A,3660,108,N,0,VBM PORTION,253,13,15,119,5,15,5,2
LOS ANGELES,9001334A,3660,108,N,1522,TOTAL,384,20,22,190,8,25,8,3
LOS ANGELES,9001336A,3661,108,N,1055,POLLING PLACE,18,0,2,8,3,0,1,0
LOS ANGELES,9001336A,3661,108,N,0,VBM PORTION,12,3,2,6,0,0,0,0
LOS ANGELES,9001336A,3661,108,N,1055,TOTAL,30,3,4,14,3,0,1,0
LOS ANGELES,9001338A,3662,108,N,1139,POLLING PLACE,33,1,1,15,2,5,1,1
LOS ANGELES,9001338A,3662,108,N,0,VBM PORTION,36,1,3,16,2,2,2,2
LOS ANGELES,9001338A,3662,108,N,1139,TOTAL,69,2,4,31,4,7,3,3
LOS ANGELES,9001341A,3663,108,N,1162,POLLING PLACE,45,5,3,17,2,4,2,1
LOS ANGELES,9001341A,3663,108,N,0,VBM PORTION,48,2,3,15,2,2,5,1
LOS ANGELES,9001341A,3663,108,N,1162,TOTAL,93,7,6,32,4,6,7,2
LOS ANGELES,9001342A,3664,82,N,767,POLLING PLACE,171,2,15,97,6,10,9,2
LOS ANGELES,9001342A,3664,82,N,0,VBM PORTION,78,2,4,28,5,8,9,1
LOS ANGELES,9001342A,3664,82,N,767,TOTAL,249,4,19,125,11,18,18,3
LOS ANGELES,9001343A,3665,82,N,1511,POLLING PLACE,200,3,15,88,10,13,29,8
LOS ANGELES,9001343A,3665,82,N,0,VBM PORTION,227,3,17,103,8,23,18,1
LOS ANGELES,9001343A,3665,82,N,1511,TOTAL,427,6,32,191,18,36,47,9
LOS ANGELES,9001344B,3666,90,N,974,POLLING PLACE,77,3,4,24,4,15,6,12
LOS ANGELES,9001344B,3666,90,N,0,VBM PORTION,69,4,4,22,4,7,6,15
LOS ANGELES,9001344B,3666,90,N,974,TOTAL,146,7,8,46,8,22,12,27
LOS ANGELES,9001346A,3667,108,N,918,POLLING PLACE,8,0,0,1,0,2,0,0
LOS ANGELES,9001346A,3667,108,N,0,VBM PORTION,2,0,0,2,0,0,0,0
LOS ANGELES,9001346A,3667,108,N,918,TOTAL,10,0,0,3,0,2,0,0
LOS ANGELES,9001348A,3668,96,N,827,POLLING PLACE,42,3,4,19,0,1,2,2
LOS ANGELES,9001348A,3668,96,N,0,VBM PORTION,65,5,4,26,5,4,4,4
LOS ANGELES,9001348A,3668,96,N,827,TOTAL,107,8,8,45,5,5,6,6
LOS ANGELES,9001350A,3669,82,N,1105,POLLING PLACE,185,5,16,101,9,17,4,4
LOS ANGELES,9001350A,3669,82,N,0,VBM PORTION,176,5,12,97,8,13,9,1
LOS ANGELES,9001350A,3669,82,N,1105,TOTAL,361,10,28,198,17,30,13,5
LOS ANGELES,9001352A,3670,82,N,1360,POLLING PLACE,141,0,10,84,2,15,6,2
LOS ANGELES,9001352A,3670,82,N,0,VBM PORTION,207,1,11,110,10,15,11,1
LOS ANGELES,9001352A,3670,82,N,1360,TOTAL,348,1,21,194,12,30,17,3
LOS ANGELES,9001353A,3671,90,N,1072,POLLING PLACE,81,1,6,21,2,10,4,25
LOS ANGELES,9001353A,3671,90,N,0,VBM PORTION,50,3,2,17,1,7,9,2
LOS ANGELES,9001353A,3671,90,N,1072,TOTAL,131,4,8,38,3,17,13,27
LOS ANGELES,9001354A,3672,82,N,482,POLLING PLACE,74,3,3,47,1,6,2,1
LOS ANGELES,9001354A,3672,82,N,0,VBM PORTION,96,1,3,50,6,8,4,0
LOS ANGELES,9001354A,3672,82,N,482,TOTAL,170,4,6,97,7,14,6,1
LOS ANGELES,9001355A,3673,82,N,587,POLLING PLACE,98,3,3,46,3,13,4,3
LOS ANGELES,9001355A,3673,82,N,0,VBM PORTION,112,6,3,54,2,6,5,0
LOS ANGELES,9001355A,3673,82,N,587,TOTAL,210,9,6,100,5,19,9,3
LOS ANGELES,9001357A,3674,82,N,1011,POLLING PLACE,155,3,5,102,9,8,2,1
LOS ANGELES,9001357A,3674,82,N,0,VBM PORTION,157,2,9,85,6,7,1,2
LOS ANGELES,9001357A,3674,82,N,1011,TOTAL,312,5,14,187,15,15,3,3
LOS ANGELES,9001358A,3675,82,N,884,POLLING PLACE,121,3,7,63,7,10,7,1
LOS ANGELES,9001358A,3675,82,N,0,VBM PORTION,178,2,7,86,2,13,8,1
LOS ANGELES,9001358A,3675,82,N,884,TOTAL,299,5,14,149,9,23,15,2
LOS ANGELES,9001361A,3676,82,N,901,POLLING PLACE,169,8,6,95,6,17,2,0
LOS ANGELES,9001361A,3676,82,N,0,VBM PORTION,115,3,4,57,3,6,8,0
LOS ANGELES,9001361A,3676,82,N,901,TOTAL,284,11,10,152,9,23,10,0
LOS ANGELES,9001364A,3677,82,N,772,POLLING PLACE,102,5,6,55,4,5,3,1
LOS ANGELES,9001364A,3677,82,N,0,VBM PORTION,191,7,17,84,6,13,12,1
LOS ANGELES,9001364A,3677,82,N,772,TOTAL,293,12,23,139,10,18,15,2
LOS ANGELES,9001366A,3678,82,N,862,POLLING PLACE,108,0,9,58,2,8,6,4
LOS ANGELES,9001366A,3678,82,N,0,VBM PORTION,167,4,9,88,5,3,4,3
LOS ANGELES,9001366A,3678,82,N,862,TOTAL,275,4,18,146,7,11,10,7
LOS ANGELES,9001370A,3679,105,N,453,POLLING PLACE,29,3,2,9,1,3,4,3
LOS ANGELES,9001370A,3679,105,N,0,VBM PORTION,1,1,0,0,0,0,0,0
LOS ANGELES,9001370A,3679,105,N,453,TOTAL,30,4,2,9,1,3,4,3
LOS ANGELES,9001370B,3680,105,N,773,POLLING PLACE,32,3,1,8,3,7,2,0
LOS ANGELES,9001370B,3680,105,N,0,VBM PORTION,4,1,0,1,1,0,1,0
LOS ANGELES,9001370B,3680,105,N,773,TOTAL,36,4,1,9,4,7,3,0
LOS ANGELES,9001374A,3681,82,N,1187,POLLING PLACE,234,5,15,141,6,19,7,1
LOS ANGELES,9001374A,3681,82,N,0,VBM PORTION,201,2,22,93,6,16,6,1
LOS ANGELES,9001374A,3681,82,N,1187,TOTAL,435,7,37,234,12,35,13,2
LOS ANGELES,9001381C,3682,117,N,691,POLLING PLACE,49,4,3,25,2,7,2,0
LOS ANGELES,9001381C,3682,117,N,0,VBM PORTION,49,3,4,18,1,7,7,2
LOS ANGELES,9001381C,3682,117,N,691,TOTAL,98,7,7,43,3,14,9,2
LOS ANGELES,9001382A,3683,82,N,1136,POLLING PLACE,201,6,10,100,7,17,11,3
LOS ANGELES,9001382A,3683,82,N,0,VBM PORTION,170,3,13,77,8,10,9,0
LOS ANGELES,9001382A,3683,82,N,1136,TOTAL,371,9,23,177,15,27,20,3
LOS ANGELES,9001384A,3684,178,N,665,POLLING PLACE,32,1,0,19,1,2,2,3
LOS ANGELES,9001384A,3684,178,N,0,VBM PORTION,17,0,0,9,2,4,2,0
LOS ANGELES,9001384A,3684,178,N,665,TOTAL,49,1,0,28,3,6,4,3
LOS ANGELES,9001389A,3685,155,N,721,POLLING PLACE,130,2,4,80,3,6,9,5
LOS ANGELES,9001389A,3685,155,N,0,VBM PORTION,82,2,3,45,3,12,7,1
LOS ANGELES,9001389A,3685,155,N,721,TOTAL,212,4,7,125,6,18,16,6
LOS ANGELES,9001390A,6187,158,Y,21,POLLING PLACE,0,0,0,0,0,0,0,0
LOS ANGELES,9001390A,6187,158,Y,0,VBM PORTION,4,2,0,0,0,0,0,0
LOS ANGELES,9001390A,6187,158,Y,21,TOTAL,4,2,0,0,0,0,0,0
LOS ANGELES,9001391A,3686,82,N,1066,POLLING PLACE,190,4,8,133,5,13,4,0
LOS ANGELES,9001391A,3686,82,N,0,VBM PORTION,134,1,7,74,4,8,1,0
LOS ANGELES,9001391A,3686,82,N,1066,TOTAL,324,5,15,207,9,21,5,0
LOS ANGELES,9001395A,3687,158,N,1165,POLLING PLACE,122,3,15,60,1,17,10,3
LOS ANGELES,9001395A,3687,158,N,0,VBM PORTION,100,4,8,37,5,13,15,1
LOS ANGELES,9001395A,3687,158,N,1165,TOTAL,222,7,23,97,6,30,25,4
LOS ANGELES,9001402A,3688,82,N,802,POLLING PLACE,61,1,0,33,1,3,1,0
LOS ANGELES,9001402A,3688,82,N,0,VBM PORTION,171,7,6,86,5,15,6,1
LOS ANGELES,9001402A,3688,82,N,802,TOTAL,232,8,6,119,6,18,7,1
LOS ANGELES,9001405A,3689,190,N,1106,POLLING PLACE,100,2,15,44,7,18,3,4
LOS ANGELES,9001405A,3689,190,N,0,VBM PORTION,92,4,4,46,8,13,3,4
LOS ANGELES,9001405A,3689,190,N,1106,TOTAL,192,6,19,90,15,31,6,8
LOS ANGELES,9001407B,3690,105,N,1113,POLLING PLACE,41,1,5,22,1,3,3,0
LOS ANGELES,9001407B,3690,105,N,0,VBM PORTION,62,3,5,28,1,6,4,4
LOS ANGELES,9001407B,3690,105,N,1113,TOTAL,103,4,10,50,2,9,7,4
LOS ANGELES,9001408A,3691,82,N,661,POLLING PLACE,88,1,3,43,2,7,7,0
LOS ANGELES,9001408A,3691,82,N,0,VBM PORTION,84,1,5,43,4,4,3,0
LOS ANGELES,9001408A,3691,82,N,661,TOTAL,172,2,8,86,6,11,10,0
LOS ANGELES,9001410A,3692,95,N,1154,POLLING PLACE,64,4,5,9,0,5,10,19
LOS ANGELES,9001410A,3692,95,N,0,VBM PORTION,56,1,5,14,4,5,7,14
LOS ANGELES,9001410A,3692,95,N,1154,TOTAL,120,5,10,23,4,10,17,33
LOS ANGELES,9001413A,3693,82,N,1245,POLLING PLACE,124,3,7,59,13,16,5,2
LOS ANGELES,9001413A,3693,82,N,0,VBM PORTION,204,4,8,102,13,16,3,2
LOS ANGELES,9001413A,3693,82,N,1245,TOTAL,328,7,15,161,26,32,8,4
LOS ANGELES,9001417A,3694,108,N,1134,POLLING PLACE,38,3,2,12,1,6,1,3
LOS ANGELES,9001417A,3694,108,N,0,VBM PORTION,11,0,1,0,3,1,1,2
