LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM TORLAKSON,MARSHALL TUCK,LYDIA A GUTIERREZ
CULVER CITY,1600008A,594,115,N,1204,POLLING PLACE,303,129,58,61
CULVER CITY,1600008A,594,115,N,0,VBM PORTION,160,55,49,13
CULVER CITY,1600008A,594,115,N,1204,TOTAL,463,184,107,74
CULVER CITY,1600011A,595,115,N,1263,POLLING PLACE,128,49,25,36
CULVER CITY,1600011A,595,115,N,0,VBM PORTION,170,68,37,33
CULVER CITY,1600011A,595,115,N,1263,TOTAL,298,117,62,69
CULVER CITY,1600013B,596,115,N,1183,POLLING PLACE,253,102,64,36
CULVER CITY,1600013B,596,115,N,0,VBM PORTION,146,66,27,19
CULVER CITY,1600013B,596,115,N,1183,TOTAL,399,168,91,55
CULVER CITY,1600014A,597,115,N,482,POLLING PLACE,67,29,16,11
CULVER CITY,1600014A,597,115,N,0,VBM PORTION,93,40,20,19
CULVER CITY,1600014A,597,115,N,482,TOTAL,160,69,36,30
CULVER CITY,1600014C,6039,116,Y,0,POLLING PLACE,0,0,0,0
CULVER CITY,1600014C,6039,116,Y,0,VBM PORTION,0,0,0,0
CULVER CITY,1600014C,6039,116,Y,0,TOTAL,0,0,0,0
CULVER CITY,1600017B,598,115,N,1176,POLLING PLACE,80,24,17,13
CULVER CITY,1600017B,598,115,N,0,VBM PORTION,124,44,34,25
CULVER CITY,1600017B,598,115,N,1176,TOTAL,204,68,51,38
CULVER CITY,1600018A,599,115,N,965,POLLING PLACE,68,25,13,19
CULVER CITY,1600018A,599,115,N,0,VBM PORTION,70,21,23,19
CULVER CITY,1600018A,599,115,N,965,TOTAL,138,46,36,38
CULVER CITY,1600022A,600,115,N,673,POLLING PLACE,125,48,23,15
CULVER CITY,1600022A,600,115,N,0,VBM PORTION,78,26,23,19
CULVER CITY,1600022A,600,115,N,673,TOTAL,203,74,46,34
CULVER CITY,1600024A,601,115,N,1275,POLLING PLACE,147,54,38,30
CULVER CITY,1600024A,601,115,N,0,VBM PORTION,138,49,39,27
CULVER CITY,1600024A,601,115,N,1275,TOTAL,285,103,77,57
CULVER CITY,1600025A,602,115,N,999,POLLING PLACE,216,81,57,34
CULVER CITY,1600025A,602,115,N,0,VBM PORTION,170,85,30,28
CULVER CITY,1600025A,602,115,N,999,TOTAL,386,166,87,62
CULVER CITY,1600027C,603,115,N,664,POLLING PLACE,102,37,31,14
CULVER CITY,1600027C,603,115,N,0,VBM PORTION,93,39,17,15
CULVER CITY,1600027C,603,115,N,664,TOTAL,195,76,48,29
CULVER CITY,1600028A,604,115,N,1291,POLLING PLACE,167,56,38,37
CULVER CITY,1600028A,604,115,N,0,VBM PORTION,198,89,53,30
CULVER CITY,1600028A,604,115,N,1291,TOTAL,365,145,91,67
CULVER CITY,1600031C,605,115,N,1064,POLLING PLACE,152,56,50,23
CULVER CITY,1600031C,605,115,N,0,VBM PORTION,148,75,32,26
CULVER CITY,1600031C,605,115,N,1064,TOTAL,300,131,82,49
CULVER CITY,1600034A,606,115,N,1195,POLLING PLACE,220,85,63,38
CULVER CITY,1600034A,606,115,N,0,VBM PORTION,198,79,56,27
CULVER CITY,1600034A,606,115,N,1195,TOTAL,418,164,119,65
CULVER CITY,1600042A,607,115,N,794,POLLING PLACE,173,84,45,12
CULVER CITY,1600042A,607,115,N,0,VBM PORTION,137,61,37,15
CULVER CITY,1600042A,607,115,N,794,TOTAL,310,145,82,27
CULVER CITY,1600045A,608,115,N,1024,POLLING PLACE,105,42,36,18
CULVER CITY,1600045A,608,115,N,0,VBM PORTION,110,52,23,10
CULVER CITY,1600045A,608,115,N,1024,TOTAL,215,94,59,28
CULVER CITY,1600055A,609,115,N,1182,POLLING PLACE,153,67,25,31
CULVER CITY,1600055A,609,115,N,0,VBM PORTION,86,31,17,20
CULVER CITY,1600055A,609,115,N,1182,TOTAL,239,98,42,51
CULVER CITY,1600071C,6040,114,Y,1,POLLING PLACE,0,0,0,0
CULVER CITY,1600071C,6040,114,Y,0,VBM PORTION,0,0,0,0
CULVER CITY,1600071C,6040,114,Y,1,TOTAL,0,0,0,0
CULVER CITY,1600073A,610,115,N,1290,POLLING PLACE,138,38,51,29
CULVER CITY,1600073A,610,115,N,0,VBM PORTION,88,40,15,16
CULVER CITY,1600073A,610,115,N,1290,TOTAL,226,78,66,45
CULVER CITY,1600074B,611,115,N,1163,POLLING PLACE,129,57,32,26
CULVER CITY,1600074B,611,115,N,0,VBM PORTION,127,57,24,21
CULVER CITY,1600074B,611,115,N,1163,TOTAL,256,114,56,47
CULVER CITY,1600076A,612,115,N,1199,POLLING PLACE,133,49,41,19
CULVER CITY,1600076A,612,115,N,0,VBM PORTION,133,66,26,17
CULVER CITY,1600076A,612,115,N,1199,TOTAL,266,115,67,36
DEL AIRE,1680001A,613,162,N,889,POLLING PLACE,81,33,14,21
DEL AIRE,1680001A,613,162,N,0,VBM PORTION,58,29,11,13
DEL AIRE,1680001A,613,162,N,889,TOTAL,139,62,25,34
DEL AIRE,1680002B,614,162,N,1004,POLLING PLACE,121,44,41,22
DEL AIRE,1680002B,614,162,N,0,VBM PORTION,90,25,34,23
DEL AIRE,1680002B,614,162,N,1004,TOTAL,211,69,75,45
DEL AIRE,1680003A,615,162,N,917,POLLING PLACE,69,22,25,14
DEL AIRE,1680003A,615,162,N,0,VBM PORTION,78,23,21,17
DEL AIRE,1680003A,615,162,N,917,TOTAL,147,45,46,31
DEL AIRE,1680004A,616,162,N,807,POLLING PLACE,81,27,28,18
DEL AIRE,1680004A,616,162,N,0,VBM PORTION,59,17,19,16
DEL AIRE,1680004A,616,162,N,807,TOTAL,140,44,47,34
DEL AIRE,1680005A,617,162,N,432,POLLING PLACE,34,10,9,11
DEL AIRE,1680005A,617,162,N,0,VBM PORTION,32,12,7,10
DEL AIRE,1680005A,617,162,N,432,TOTAL,66,22,16,21
DEL AIRE,1680006C,618,162,N,673,POLLING PLACE,55,19,15,14
DEL AIRE,1680006C,618,162,N,0,VBM PORTION,45,16,14,11
DEL AIRE,1680006C,618,162,N,673,TOTAL,100,35,29,25
DEL AIRE,1680007A,619,162,N,1032,POLLING PLACE,99,25,30,31
DEL AIRE,1680007A,619,162,N,0,VBM PORTION,52,10,21,10
DEL AIRE,1680007A,619,162,N,1032,TOTAL,151,35,51,41
DEL SUR,1750001A,620,3,N,1021,POLLING PLACE,128,30,41,38
DEL SUR,1750001A,620,3,N,0,VBM PORTION,104,21,27,34
DEL SUR,1750001A,620,3,N,1021,TOTAL,232,51,68,72
DEL SUR,1750052A,6041,2,Y,279,POLLING PLACE,0,0,0,0
DEL SUR,1750052A,6041,2,Y,0,VBM PORTION,132,33,53,31
DEL SUR,1750052A,6041,2,Y,279,TOTAL,132,33,53,31
DEL SUR,1750054A,621,3,N,705,POLLING PLACE,99,26,39,25
DEL SUR,1750054A,621,3,N,0,VBM PORTION,91,18,37,23
DEL SUR,1750054A,621,3,N,705,TOTAL,190,44,76,48
DEL SUR,1750055A,622,2,N,1325,POLLING PLACE,208,45,93,44
DEL SUR,1750055A,622,2,N,0,VBM PORTION,138,33,54,31
DEL SUR,1750055A,622,2,N,1325,TOTAL,346,78,147,75
DEL SUR,1750061D,6042,2,Y,90,POLLING PLACE,0,0,0,0
DEL SUR,1750061D,6042,2,Y,0,VBM PORTION,27,2,13,4
DEL SUR,1750061D,6042,2,Y,90,TOTAL,27,2,13,4
DESERT,1770001A,623,3,N,1173,POLLING PLACE,122,35,34,38
DESERT,1770001A,623,3,N,0,VBM PORTION,59,14,21,10
DESERT,1770001A,623,3,N,1173,TOTAL,181,49,55,48
DESERT,1770004A,624,3,N,1193,POLLING PLACE,144,35,51,32
DESERT,1770004A,624,3,N,0,VBM PORTION,173,50,60,36
DESERT,1770004A,624,3,N,1193,TOTAL,317,85,111,68
DESERT,1770015A,625,3,N,977,POLLING PLACE,87,33,24,17
DESERT,1770015A,625,3,N,0,VBM PORTION,150,23,61,41
DESERT,1770015A,625,3,N,977,TOTAL,237,56,85,58
DESERT,1770016A,626,3,N,419,POLLING PLACE,42,18,14,6
DESERT,1770016A,626,3,N,0,VBM PORTION,51,14,15,14
DESERT,1770016A,626,3,N,419,TOTAL,93,32,29,20
DESERT,1770063A,6043,3,Y,2,POLLING PLACE,0,0,0,0
DESERT,1770063A,6043,3,Y,0,VBM PORTION,0,0,0,0
DESERT,1770063A,6043,3,Y,2,TOTAL,0,0,0,0
DIAMOND BAR,1780001A,627,122,N,1214,POLLING PLACE,92,16,31,23
DIAMOND BAR,1780001A,627,122,N,0,VBM PORTION,113,37,42,12
DIAMOND BAR,1780001A,627,122,N,1214,TOTAL,205,53,73,35
DIAMOND BAR,1780002A,628,122,N,1233,POLLING PLACE,118,44,28,20
DIAMOND BAR,1780002A,628,122,N,0,VBM PORTION,108,39,27,28
DIAMOND BAR,1780002A,628,122,N,1233,TOTAL,226,83,55,48
DIAMOND BAR,1780004A,629,122,N,1243,POLLING PLACE,89,30,32,12
DIAMOND BAR,1780004A,629,122,N,0,VBM PORTION,124,33,36,24
DIAMOND BAR,1780004A,629,122,N,1243,TOTAL,213,63,68,36
DIAMOND BAR,1780006A,630,122,N,1139,POLLING PLACE,78,24,27,14
DIAMOND BAR,1780006A,630,122,N,0,VBM PORTION,112,43,28,20
DIAMOND BAR,1780006A,630,122,N,1139,TOTAL,190,67,55,34
DIAMOND BAR,1780007B,631,122,N,1132,POLLING PLACE,96,45,27,11
DIAMOND BAR,1780007B,631,122,N,0,VBM PORTION,99,40,20,16
DIAMOND BAR,1780007B,631,122,N,1132,TOTAL,195,85,47,27
DIAMOND BAR,1780008A,632,122,N,1256,POLLING PLACE,85,27,24,21
DIAMOND BAR,1780008A,632,122,N,0,VBM PORTION,159,63,33,28
DIAMOND BAR,1780008A,632,122,N,1256,TOTAL,244,90,57,49
DIAMOND BAR,1780014A,633,122,N,1277,POLLING PLACE,93,38,26,25
DIAMOND BAR,1780014A,633,122,N,0,VBM PORTION,119,46,30,23
DIAMOND BAR,1780014A,633,122,N,1277,TOTAL,212,84,56,48
DIAMOND BAR,1780020A,634,122,N,1147,POLLING PLACE,108,43,28,19
DIAMOND BAR,1780020A,634,122,N,0,VBM PORTION,139,48,46,22
DIAMOND BAR,1780020A,634,122,N,1147,TOTAL,247,91,74,41
DIAMOND BAR,1780021A,635,122,N,1087,POLLING PLACE,87,25,26,22
DIAMOND BAR,1780021A,635,122,N,0,VBM PORTION,108,31,37,11
DIAMOND BAR,1780021A,635,122,N,1087,TOTAL,195,56,63,33
DIAMOND BAR,1780041A,636,122,N,1222,POLLING PLACE,124,47,33,18
DIAMOND BAR,1780041A,636,122,N,0,VBM PORTION,112,43,19,22
DIAMOND BAR,1780041A,636,122,N,1222,TOTAL,236,90,52,40
DIAMOND BAR,1780043B,637,122,N,1231,POLLING PLACE,113,39,33,21
DIAMOND BAR,1780043B,637,122,N,0,VBM PORTION,119,50,28,15
DIAMOND BAR,1780043B,637,122,N,1231,TOTAL,232,89,61,36
DIAMOND BAR,1780063A,638,122,N,613,POLLING PLACE,58,26,13,17
DIAMOND BAR,1780063A,638,122,N,0,VBM PORTION,71,29,13,13
DIAMOND BAR,1780063A,638,122,N,613,TOTAL,129,55,26,30
DIAMOND BAR,1780063B,639,122,N,928,POLLING PLACE,108,35,22,34
DIAMOND BAR,1780063B,639,122,N,0,VBM PORTION,79,29,19,22
DIAMOND BAR,1780063B,639,122,N,928,TOTAL,187,64,41,56
DIAMOND BAR,1780065B,640,122,N,957,POLLING PLACE,114,46,28,26
DIAMOND BAR,1780065B,640,122,N,0,VBM PORTION,115,56,24,18
DIAMOND BAR,1780065B,640,122,N,957,TOTAL,229,102,52,44
DIAMOND BAR,1780066A,641,122,N,898,POLLING PLACE,71,22,21,17
DIAMOND BAR,1780066A,641,122,N,0,VBM PORTION,88,31,29,9
DIAMOND BAR,1780066A,641,122,N,898,TOTAL,159,53,50,26
DIAMOND BAR,1780067A,642,122,N,906,POLLING PLACE,112,35,28,26
DIAMOND BAR,1780067A,642,122,N,0,VBM PORTION,81,28,24,14
DIAMOND BAR,1780067A,642,122,N,906,TOTAL,193,63,52,40
DIAMOND BAR,1780068A,643,122,N,1129,POLLING PLACE,96,29,34,19
DIAMOND BAR,1780068A,643,122,N,0,VBM PORTION,88,26,28,14
DIAMOND BAR,1780068A,643,122,N,1129,TOTAL,184,55,62,33
DIAMOND BAR,1780069A,644,122,N,1066,POLLING PLACE,64,22,15,19
DIAMOND BAR,1780069A,644,122,N,0,VBM PORTION,102,42,31,16
DIAMOND BAR,1780069A,644,122,N,1066,TOTAL,166,64,46,35
DIAMOND BAR,1780070A,645,122,N,1129,POLLING PLACE,99,30,36,18
DIAMOND BAR,1780070A,645,122,N,0,VBM PORTION,135,61,34,25
DIAMOND BAR,1780070A,645,122,N,1129,TOTAL,234,91,70,43
DIAMOND BAR,1780071C,646,122,N,1082,POLLING PLACE,61,30,10,9
DIAMOND BAR,1780071C,646,122,N,0,VBM PORTION,108,31,36,20
DIAMOND BAR,1780071C,646,122,N,1082,TOTAL,169,61,46,29
DIAMOND BAR,1780072A,647,122,N,883,POLLING PLACE,95,39,20,23
DIAMOND BAR,1780072A,647,122,N,0,VBM PORTION,73,21,16,20
DIAMOND BAR,1780072A,647,122,N,883,TOTAL,168,60,36,43
DIAMOND BAR,1780073A,648,122,N,921,POLLING PLACE,96,37,21,26
DIAMOND BAR,1780073A,648,122,N,0,VBM PORTION,100,29,31,19
DIAMOND BAR,1780073A,648,122,N,921,TOTAL,196,66,52,45
DIAMOND BAR,1780075A,649,122,N,950,POLLING PLACE,58,27,14,12
DIAMOND BAR,1780075A,649,122,N,0,VBM PORTION,88,28,31,20
DIAMOND BAR,1780075A,649,122,N,950,TOTAL,146,55,45,32
DIAMOND BAR,1780077A,650,122,N,922,POLLING PLACE,63,30,17,7
DIAMOND BAR,1780077A,650,122,N,0,VBM PORTION,80,38,20,3
DIAMOND BAR,1780077A,650,122,N,922,TOTAL,143,68,37,10
DIAMOND BAR,1780078A,651,122,N,1014,POLLING PLACE,66,27,25,8
DIAMOND BAR,1780078A,651,122,N,0,VBM PORTION,96,48,16,11
DIAMOND BAR,1780078A,651,122,N,1014,TOTAL,162,75,41,19
DIAMOND BAR,1780081A,652,122,N,654,POLLING PLACE,48,12,11,12
DIAMOND BAR,1780081A,652,122,N,0,VBM PORTION,56,19,16,10
DIAMOND BAR,1780081A,652,122,N,654,TOTAL,104,31,27,22
DIAMOND BAR,1780085A,653,122,N,774,POLLING PLACE,63,25,21,8
DIAMOND BAR,1780085A,653,122,N,0,VBM PORTION,58,18,21,8
DIAMOND BAR,1780085A,653,122,N,774,TOTAL,121,43,42,16
DIAMOND BAR,1780087A,654,122,N,608,POLLING PLACE,52,19,9,20
DIAMOND BAR,1780087A,654,122,N,0,VBM PORTION,58,17,23,14
DIAMOND BAR,1780087A,654,122,N,608,TOTAL,110,36,32,34
DIAMOND BAR,1780091E,655,122,N,984,POLLING PLACE,92,43,27,14
DIAMOND BAR,1780091E,655,122,N,0,VBM PORTION,103,33,20,28
DIAMOND BAR,1780091E,655,122,N,984,TOTAL,195,76,47,42
DIAMOND BAR,1780092A,656,122,N,741,POLLING PLACE,52,16,15,10
DIAMOND BAR,1780092A,656,122,N,0,VBM PORTION,88,39,20,6
DIAMOND BAR,1780092A,656,122,N,741,TOTAL,140,55,35,16
DIAMOND BAR,1780094A,657,122,N,1136,POLLING PLACE,95,31,29,25
DIAMOND BAR,1780094A,657,122,N,0,VBM PORTION,84,30,24,13
DIAMOND BAR,1780094A,657,122,N,1136,TOTAL,179,61,53,38
DOMINGUEZ,1800020B,658,178,N,774,POLLING PLACE,101,38,28,22
DOMINGUEZ,1800020B,658,178,N,0,VBM PORTION,46,18,15,6
DOMINGUEZ,1800020B,658,178,N,774,TOTAL,147,56,43,28
DOMINGUEZ,1800021A,659,178,N,834,POLLING PLACE,122,40,37,26
DOMINGUEZ,1800021A,659,178,N,0,VBM PORTION,58,24,18,12
DOMINGUEZ,1800021A,659,178,N,834,TOTAL,180,64,55,38
DOWNEY,1850001A,660,138,N,1115,POLLING PLACE,80,18,20,32
DOWNEY,1850001A,660,138,N,0,VBM PORTION,74,30,15,24
DOWNEY,1850001A,660,138,N,1115,TOTAL,154,48,35,56
DOWNEY,1850002A,661,138,N,451,POLLING PLACE,26,9,4,9
DOWNEY,1850002A,661,138,N,0,VBM PORTION,14,5,3,4
DOWNEY,1850002A,661,138,N,451,TOTAL,40,14,7,13
DOWNEY,1850002C,662,138,N,596,POLLING PLACE,48,17,5,24
DOWNEY,1850002C,662,138,N,0,VBM PORTION,28,7,4,6
DOWNEY,1850002C,662,138,N,596,TOTAL,76,24,9,30
DOWNEY,1850006B,663,138,N,709,POLLING PLACE,23,12,6,4
DOWNEY,1850006B,663,138,N,0,VBM PORTION,19,3,3,8
DOWNEY,1850006B,663,138,N,709,TOTAL,42,15,9,12
DOWNEY,1850008A,664,138,N,994,POLLING PLACE,122,51,31,25
DOWNEY,1850008A,664,138,N,0,VBM PORTION,48,20,18,3
DOWNEY,1850008A,664,138,N,994,TOTAL,170,71,49,28
DOWNEY,1850009A,665,138,N,1056,POLLING PLACE,98,33,29,33
DOWNEY,1850009A,665,138,N,0,VBM PORTION,81,39,20,9
DOWNEY,1850009A,665,138,N,1056,TOTAL,179,72,49,42
DOWNEY,1850010A,666,138,N,626,POLLING PLACE,56,23,12,15
DOWNEY,1850010A,666,138,N,0,VBM PORTION,37,17,6,8
DOWNEY,1850010A,666,138,N,626,TOTAL,93,40,18,23
DOWNEY,1850011A,667,138,N,668,POLLING PLACE,46,15,12,16
DOWNEY,1850011A,667,138,N,0,VBM PORTION,22,6,7,8
DOWNEY,1850011A,667,138,N,668,TOTAL,68,21,19,24
DOWNEY,1850011B,668,138,N,670,POLLING PLACE,33,13,5,11
DOWNEY,1850011B,668,138,N,0,VBM PORTION,25,4,9,8
DOWNEY,1850011B,668,138,N,670,TOTAL,58,17,14,19
DOWNEY,1850012A,669,138,N,794,POLLING PLACE,92,24,23,36
DOWNEY,1850012A,669,138,N,0,VBM PORTION,37,10,9,13
DOWNEY,1850012A,669,138,N,794,TOTAL,129,34,32,49
DOWNEY,1850013A,670,138,N,1025,POLLING PLACE,105,38,14,44
DOWNEY,1850013A,670,138,N,0,VBM PORTION,46,17,5,21
DOWNEY,1850013A,670,138,N,1025,TOTAL,151,55,19,65
DOWNEY,1850015A,671,138,N,1094,POLLING PLACE,119,44,17,43
DOWNEY,1850015A,671,138,N,0,VBM PORTION,65,32,9,20
DOWNEY,1850015A,671,138,N,1094,TOTAL,184,76,26,63
DOWNEY,1850016A,672,138,N,1168,POLLING PLACE,182,72,41,40
DOWNEY,1850016A,672,138,N,0,VBM PORTION,62,21,22,8
DOWNEY,1850016A,672,138,N,1168,TOTAL,244,93,63,48
DOWNEY,1850017A,673,138,N,1263,POLLING PLACE,96,29,19,28
DOWNEY,1850017A,673,138,N,0,VBM PORTION,69,24,16,20
DOWNEY,1850017A,673,138,N,1263,TOTAL,165,53,35,48
DOWNEY,1850019A,674,138,N,1291,POLLING PLACE,106,31,23,32
DOWNEY,1850019A,674,138,N,0,VBM PORTION,77,17,22,24
DOWNEY,1850019A,674,138,N,1291,TOTAL,183,48,45,56
DOWNEY,1850023A,675,138,N,880,POLLING PLACE,63,23,19,13
DOWNEY,1850023A,675,138,N,0,VBM PORTION,45,17,11,12
DOWNEY,1850023A,675,138,N,880,TOTAL,108,40,30,25
DOWNEY,1850024A,676,138,N,975,POLLING PLACE,101,48,16,27
DOWNEY,1850024A,676,138,N,0,VBM PORTION,74,30,16,16
DOWNEY,1850024A,676,138,N,975,TOTAL,175,78,32,43
DOWNEY,1850025A,677,138,N,831,POLLING PLACE,95,35,22,23
DOWNEY,1850025A,677,138,N,0,VBM PORTION,62,20,18,14
DOWNEY,1850025A,677,138,N,831,TOTAL,157,55,40,37
DOWNEY,1850027A,678,138,N,1012,POLLING PLACE,78,33,18,17
DOWNEY,1850027A,678,138,N,0,VBM PORTION,49,16,11,15
DOWNEY,1850027A,678,138,N,1012,TOTAL,127,49,29,32
DOWNEY,1850028A,679,138,N,1213,POLLING PLACE,126,48,24,28
DOWNEY,1850028A,679,138,N,0,VBM PORTION,85,33,15,23
DOWNEY,1850028A,679,138,N,1213,TOTAL,211,81,39,51
DOWNEY,1850029B,680,138,N,767,POLLING PLACE,102,28,25,41
DOWNEY,1850029B,680,138,N,0,VBM PORTION,75,29,16,17
DOWNEY,1850029B,680,138,N,767,TOTAL,177,57,41,58
DOWNEY,1850030A,681,138,N,1253,POLLING PLACE,145,52,45,29
DOWNEY,1850030A,681,138,N,0,VBM PORTION,71,27,13,20
DOWNEY,1850030A,681,138,N,1253,TOTAL,216,79,58,49
DOWNEY,1850031A,682,138,N,797,POLLING PLACE,55,24,10,16
DOWNEY,1850031A,682,138,N,0,VBM PORTION,42,13,13,9
DOWNEY,1850031A,682,138,N,797,TOTAL,97,37,23,25
DOWNEY,1850032A,683,138,N,986,POLLING PLACE,85,27,28,22
DOWNEY,1850032A,683,138,N,0,VBM PORTION,66,28,13,12
DOWNEY,1850032A,683,138,N,986,TOTAL,151,55,41,34
DOWNEY,1850033A,684,138,N,987,POLLING PLACE,110,45,19,34
DOWNEY,1850033A,684,138,N,0,VBM PORTION,58,28,14,10
DOWNEY,1850033A,684,138,N,987,TOTAL,168,73,33,44
DOWNEY,1850034B,685,138,N,807,POLLING PLACE,66,27,12,23
DOWNEY,1850034B,685,138,N,0,VBM PORTION,26,11,6,3
DOWNEY,1850034B,685,138,N,807,TOTAL,92,38,18,26
DOWNEY,1850038A,686,138,N,1086,POLLING PLACE,123,48,30,35
DOWNEY,1850038A,686,138,N,0,VBM PORTION,79,38,20,10
DOWNEY,1850038A,686,138,N,1086,TOTAL,202,86,50,45
DOWNEY,1850040A,687,138,N,895,POLLING PLACE,101,30,18,42
DOWNEY,1850040A,687,138,N,0,VBM PORTION,47,9,15,15
DOWNEY,1850040A,687,138,N,895,TOTAL,148,39,33,57
DOWNEY,1850041A,688,138,N,1227,POLLING PLACE,91,21,23,28
DOWNEY,1850041A,688,138,N,0,VBM PORTION,64,27,16,14
DOWNEY,1850041A,688,138,N,1227,TOTAL,155,48,39,42
DOWNEY,1850043A,689,138,N,944,POLLING PLACE,124,42,32,36
DOWNEY,1850043A,689,138,N,0,VBM PORTION,84,26,17,21
DOWNEY,1850043A,689,138,N,944,TOTAL,208,68,49,57
DOWNEY,1850045A,690,138,N,584,POLLING PLACE,82,27,17,28
DOWNEY,1850045A,690,138,N,0,VBM PORTION,49,20,15,10
DOWNEY,1850045A,690,138,N,584,TOTAL,131,47,32,38
DOWNEY,1850046A,691,138,N,623,POLLING PLACE,63,26,13,17
DOWNEY,1850046A,691,138,N,0,VBM PORTION,43,9,9,19
DOWNEY,1850046A,691,138,N,623,TOTAL,106,35,22,36
DOWNEY,1850047A,692,138,N,927,POLLING PLACE,129,49,22,33
DOWNEY,1850047A,692,138,N,0,VBM PORTION,72,31,15,21
DOWNEY,1850047A,692,138,N,927,TOTAL,201,80,37,54
DOWNEY,1850050A,693,138,N,946,POLLING PLACE,109,42,27,26
DOWNEY,1850050A,693,138,N,0,VBM PORTION,59,26,18,7
DOWNEY,1850050A,693,138,N,946,TOTAL,168,68,45,33
DOWNEY,1850051B,694,138,N,861,POLLING PLACE,130,58,27,24
DOWNEY,1850051B,694,138,N,0,VBM PORTION,73,28,24,13
DOWNEY,1850051B,694,138,N,861,TOTAL,203,86,51,37
DOWNEY,1850055A,695,138,N,762,POLLING PLACE,95,37,31,17
DOWNEY,1850055A,695,138,N,0,VBM PORTION,66,13,17,23
DOWNEY,1850055A,695,138,N,762,TOTAL,161,50,48,40
DOWNEY,1850056C,696,138,N,1176,POLLING PLACE,86,29,14,29
DOWNEY,1850056C,696,138,N,0,VBM PORTION,46,17,8,12
DOWNEY,1850056C,696,138,N,1176,TOTAL,132,46,22,41
DOWNEY,1850057A,697,138,N,773,POLLING PLACE,36,16,9,9
DOWNEY,1850057A,697,138,N,0,VBM PORTION,22,4,10,5
DOWNEY,1850057A,697,138,N,773,TOTAL,58,20,19,14
DOWNEY,1850058A,698,138,N,844,POLLING PLACE,57,18,12,17
DOWNEY,1850058A,698,138,N,0,VBM PORTION,31,12,4,11
DOWNEY,1850058A,698,138,N,844,TOTAL,88,30,16,28
DOWNEY,1850059A,699,138,N,438,POLLING PLACE,68,15,20,14
DOWNEY,1850059A,699,138,N,0,VBM PORTION,22,6,12,0
DOWNEY,1850059A,699,138,N,438,TOTAL,90,21,32,14
DOWNEY,1850062A,700,138,N,1029,POLLING PLACE,129,44,35,30
DOWNEY,1850062A,700,138,N,0,VBM PORTION,84,19,29,19
DOWNEY,1850062A,700,138,N,1029,TOTAL,213,63,64,49
DOWNEY,1850063A,701,138,N,805,POLLING PLACE,69,20,12,27
DOWNEY,1850063A,701,138,N,0,VBM PORTION,40,4,20,12
DOWNEY,1850063A,701,138,N,805,TOTAL,109,24,32,39
DOWNEY,1850064A,702,138,N,816,POLLING PLACE,45,16,10,10
DOWNEY,1850064A,702,138,N,0,VBM PORTION,40,19,8,9
DOWNEY,1850064A,702,138,N,816,TOTAL,85,35,18,19
DOWNEY,1850065A,703,138,N,1051,POLLING PLACE,122,37,31,42
DOWNEY,1850065A,703,138,N,0,VBM PORTION,70,27,16,14
DOWNEY,1850065A,703,138,N,1051,TOTAL,192,64,47,56
DOWNEY,1850067A,704,138,N,791,POLLING PLACE,112,37,34,31
DOWNEY,1850067A,704,138,N,0,VBM PORTION,57,25,24,3
DOWNEY,1850067A,704,138,N,791,TOTAL,169,62,58,34
DOWNEY,1850071A,705,138,N,964,POLLING PLACE,141,54,35,34
DOWNEY,1850071A,705,138,N,0,VBM PORTION,90,32,29,19
DOWNEY,1850071A,705,138,N,964,TOTAL,231,86,64,53
DOWNEY,1850073A,706,138,N,858,POLLING PLACE,139,53,25,40
DOWNEY,1850073A,706,138,N,0,VBM PORTION,85,28,29,20
DOWNEY,1850073A,706,138,N,858,TOTAL,224,81,54,60
DOWNEY,1850074B,707,138,N,708,POLLING PLACE,91,34,26,23
DOWNEY,1850074B,707,138,N,0,VBM PORTION,45,12,9,15
DOWNEY,1850074B,707,138,N,708,TOTAL,136,46,35,38
DOWNEY,1850076A,708,138,N,1131,POLLING PLACE,157,58,46,26
DOWNEY,1850076A,708,138,N,0,VBM PORTION,79,38,14,12
DOWNEY,1850076A,708,138,N,1131,TOTAL,236,96,60,38
DOWNEY,1850079A,709,138,N,1085,POLLING PLACE,191,74,56,44
DOWNEY,1850079A,709,138,N,0,VBM PORTION,73,21,23,11
DOWNEY,1850079A,709,138,N,1085,TOTAL,264,95,79,55
DOWNEY,1850080A,710,138,N,914,POLLING PLACE,127,32,39,35
DOWNEY,1850080A,710,138,N,0,VBM PORTION,62,16,5,28
DOWNEY,1850080A,710,138,N,914,TOTAL,189,48,44,63
DOWNEY,1850081A,711,138,N,1245,POLLING PLACE,116,40,33,33
DOWNEY,1850081A,711,138,N,0,VBM PORTION,88,30,25,14
DOWNEY,1850081A,711,138,N,1245,TOTAL,204,70,58,47
DOWNEY,1850082B,712,138,N,1080,POLLING PLACE,103,28,22,33
DOWNEY,1850082B,712,138,N,0,VBM PORTION,95,39,24,18
DOWNEY,1850082B,712,138,N,1080,TOTAL,198,67,46,51
DOWNEY,1850083A,713,138,N,1101,POLLING PLACE,132,44,28,39
DOWNEY,1850083A,713,138,N,0,VBM PORTION,73,24,27,14
DOWNEY,1850083A,713,138,N,1101,TOTAL,205,68,55,53
