LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM GRIEGO,STEVEN P SCHREINER,ANDREW M STEIN
LONG BEACH,3850275A,1546,189,N,0,VBM PORTION,208,32,63,47
LONG BEACH,3850275A,1546,189,N,1163,TOTAL,404,68,93,103
LONG BEACH,3850276A,1547,189,N,1206,POLLING PLACE,232,48,21,64
LONG BEACH,3850276A,1547,189,N,0,VBM PORTION,233,43,58,49
LONG BEACH,3850276A,1547,189,N,1206,TOTAL,465,91,79,113
LONG BEACH,3850280A,1548,189,N,1267,POLLING PLACE,261,42,44,85
LONG BEACH,3850280A,1548,189,N,0,VBM PORTION,318,51,55,95
LONG BEACH,3850280A,1548,189,N,1267,TOTAL,579,93,99,180
LONG BEACH,3850285A,1549,189,N,1082,POLLING PLACE,232,48,45,67
LONG BEACH,3850285A,1549,189,N,0,VBM PORTION,206,46,45,44
LONG BEACH,3850285A,1549,189,N,1082,TOTAL,438,94,90,111
LONG BEACH,3850286A,1550,192,N,1461,POLLING PLACE,86,20,16,31
LONG BEACH,3850286A,1550,192,N,0,VBM PORTION,134,34,36,34
LONG BEACH,3850286A,1550,192,N,1461,TOTAL,220,54,52,65
LONG BEACH,3850287A,1551,189,N,905,POLLING PLACE,146,23,26,45
LONG BEACH,3850287A,1551,189,N,0,VBM PORTION,170,37,35,46
LONG BEACH,3850287A,1551,189,N,905,TOTAL,316,60,61,91
LONG BEACH,3850290A,1552,189,N,1275,POLLING PLACE,193,46,41,47
LONG BEACH,3850290A,1552,189,N,0,VBM PORTION,287,57,65,76
LONG BEACH,3850290A,1552,189,N,1275,TOTAL,480,103,106,123
LONG BEACH,3850293B,1553,189,N,890,POLLING PLACE,124,23,30,34
LONG BEACH,3850293B,1553,189,N,0,VBM PORTION,175,31,42,42
LONG BEACH,3850293B,1553,189,N,890,TOTAL,299,54,72,76
LONG BEACH,3850294A,1554,189,N,883,POLLING PLACE,127,24,29,42
LONG BEACH,3850294A,1554,189,N,0,VBM PORTION,91,21,24,22
LONG BEACH,3850294A,1554,189,N,883,TOTAL,218,45,53,64
LONG BEACH,3850294B,6107,189,Y,0,POLLING PLACE,0,0,0,0
LONG BEACH,3850294B,6107,189,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850294B,6107,189,Y,0,TOTAL,0,0,0,0
LONG BEACH,3850295A,1555,189,N,820,POLLING PLACE,140,34,31,42
LONG BEACH,3850295A,1555,189,N,0,VBM PORTION,137,38,25,41
LONG BEACH,3850295A,1555,189,N,820,TOTAL,277,72,56,83
LONG BEACH,3850296A,1556,192,N,1400,POLLING PLACE,51,11,13,11
LONG BEACH,3850296A,1556,192,N,0,VBM PORTION,29,5,10,9
LONG BEACH,3850296A,1556,192,N,1400,TOTAL,80,16,23,20
LONG BEACH,3850302A,1557,189,N,700,POLLING PLACE,162,41,26,28
LONG BEACH,3850302A,1557,189,N,0,VBM PORTION,134,34,40,29
LONG BEACH,3850302A,1557,189,N,700,TOTAL,296,75,66,57
LONG BEACH,3850302D,1558,189,N,722,POLLING PLACE,172,26,33,48
LONG BEACH,3850302D,1558,189,N,0,VBM PORTION,118,27,27,31
LONG BEACH,3850302D,1558,189,N,722,TOTAL,290,53,60,79
LONG BEACH,3850304A,1559,189,N,685,POLLING PLACE,100,15,24,28
LONG BEACH,3850304A,1559,189,N,0,VBM PORTION,101,18,18,34
LONG BEACH,3850304A,1559,189,N,685,TOTAL,201,33,42,62
LONG BEACH,3850305A,1560,189,N,765,POLLING PLACE,121,26,20,37
LONG BEACH,3850305A,1560,189,N,0,VBM PORTION,133,30,36,35
LONG BEACH,3850305A,1560,189,N,765,TOTAL,254,56,56,72
LONG BEACH,3850306A,1561,189,N,719,POLLING PLACE,129,26,20,40
LONG BEACH,3850306A,1561,189,N,0,VBM PORTION,108,21,24,28
LONG BEACH,3850306A,1561,189,N,719,TOTAL,237,47,44,68
LONG BEACH,3850307A,1562,171,N,449,POLLING PLACE,27,10,3,9
LONG BEACH,3850307A,1562,171,N,0,VBM PORTION,45,16,10,9
LONG BEACH,3850307A,1562,171,N,449,TOTAL,72,26,13,18
LONG BEACH,3850308A,1563,192,N,1004,POLLING PLACE,170,43,31,45
LONG BEACH,3850308A,1563,192,N,0,VBM PORTION,127,30,29,23
LONG BEACH,3850308A,1563,192,N,1004,TOTAL,297,73,60,68
LONG BEACH,3850309A,1564,192,N,854,POLLING PLACE,93,21,18,30
LONG BEACH,3850309A,1564,192,N,0,VBM PORTION,148,31,23,46
LONG BEACH,3850309A,1564,192,N,854,TOTAL,241,52,41,76
LONG BEACH,3850315A,1565,192,N,426,POLLING PLACE,74,18,22,19
LONG BEACH,3850315A,1565,192,N,0,VBM PORTION,63,10,10,23
LONG BEACH,3850315A,1565,192,N,426,TOTAL,137,28,32,42
LONG BEACH,3850316A,1566,192,N,884,POLLING PLACE,128,26,26,34
LONG BEACH,3850316A,1566,192,N,0,VBM PORTION,166,41,41,41
LONG BEACH,3850316A,1566,192,N,884,TOTAL,294,67,67,75
LONG BEACH,3850319A,1567,192,N,853,POLLING PLACE,125,29,27,38
LONG BEACH,3850319A,1567,192,N,0,VBM PORTION,118,37,34,27
LONG BEACH,3850319A,1567,192,N,853,TOTAL,243,66,61,65
LONG BEACH,3850321A,1568,189,N,889,POLLING PLACE,127,30,33,37
LONG BEACH,3850321A,1568,189,N,0,VBM PORTION,135,31,24,31
LONG BEACH,3850321A,1568,189,N,889,TOTAL,262,61,57,68
LONG BEACH,3850323A,1569,192,N,568,POLLING PLACE,33,8,8,11
LONG BEACH,3850323A,1569,192,N,0,VBM PORTION,24,9,6,8
LONG BEACH,3850323A,1569,192,N,568,TOTAL,57,17,14,19
LONG BEACH,3850324A,1570,189,N,1181,POLLING PLACE,204,37,40,62
LONG BEACH,3850324A,1570,189,N,0,VBM PORTION,153,28,35,42
LONG BEACH,3850324A,1570,189,N,1181,TOTAL,357,65,75,104
LONG BEACH,3850328A,1571,189,N,941,POLLING PLACE,173,28,27,59
LONG BEACH,3850328A,1571,189,N,0,VBM PORTION,163,53,36,34
LONG BEACH,3850328A,1571,189,N,941,TOTAL,336,81,63,93
LONG BEACH,3850333A,1572,192,N,1538,POLLING PLACE,100,23,23,31
LONG BEACH,3850333A,1572,192,N,0,VBM PORTION,142,44,23,51
LONG BEACH,3850333A,1572,192,N,1538,TOTAL,242,67,46,82
LONG BEACH,3850335A,1573,192,N,904,POLLING PLACE,196,46,39,49
LONG BEACH,3850335A,1573,192,N,0,VBM PORTION,170,44,29,38
LONG BEACH,3850335A,1573,192,N,904,TOTAL,366,90,68,87
LONG BEACH,3850336A,1574,192,N,677,POLLING PLACE,122,22,30,29
LONG BEACH,3850336A,1574,192,N,0,VBM PORTION,112,19,30,25
LONG BEACH,3850336A,1574,192,N,677,TOTAL,234,41,60,54
LONG BEACH,3850337A,1575,192,N,880,POLLING PLACE,141,23,27,63
LONG BEACH,3850337A,1575,192,N,0,VBM PORTION,152,30,37,39
LONG BEACH,3850337A,1575,192,N,880,TOTAL,293,53,64,102
LONG BEACH,3850338A,6108,192,Y,5,POLLING PLACE,0,0,0,0
LONG BEACH,3850338A,6108,192,Y,0,VBM PORTION,2,0,1,0
LONG BEACH,3850338A,6108,192,Y,5,TOTAL,2,0,1,0
LONG BEACH,3850345A,1576,171,N,1110,POLLING PLACE,75,17,23,19
LONG BEACH,3850345A,1576,171,N,0,VBM PORTION,47,14,18,6
LONG BEACH,3850345A,1576,171,N,1110,TOTAL,122,31,41,25
LONG BEACH,3850346A,1577,192,N,946,POLLING PLACE,151,29,27,43
LONG BEACH,3850346A,1577,192,N,0,VBM PORTION,114,24,25,26
LONG BEACH,3850346A,1577,192,N,946,TOTAL,265,53,52,69
LONG BEACH,3850348A,1578,192,N,899,POLLING PLACE,165,33,36,59
LONG BEACH,3850348A,1578,192,N,0,VBM PORTION,129,36,29,31
LONG BEACH,3850348A,1578,192,N,899,TOTAL,294,69,65,90
LONG BEACH,3850349A,1579,192,N,640,POLLING PLACE,109,30,21,28
LONG BEACH,3850349A,1579,192,N,0,VBM PORTION,82,21,22,14
LONG BEACH,3850349A,1579,192,N,640,TOTAL,191,51,43,42
LONG BEACH,3850351A,1580,192,N,1006,POLLING PLACE,167,37,40,47
LONG BEACH,3850351A,1580,192,N,0,VBM PORTION,139,37,35,32
LONG BEACH,3850351A,1580,192,N,1006,TOTAL,306,74,75,79
LONG BEACH,3850355C,1581,192,N,673,POLLING PLACE,103,23,27,26
LONG BEACH,3850355C,1581,192,N,0,VBM PORTION,124,30,36,31
LONG BEACH,3850355C,1581,192,N,673,TOTAL,227,53,63,57
LONG BEACH,3850356A,1582,192,N,797,POLLING PLACE,103,27,14,34
LONG BEACH,3850356A,1582,192,N,0,VBM PORTION,147,33,43,39
LONG BEACH,3850356A,1582,192,N,797,TOTAL,250,60,57,73
LONG BEACH,3850360A,1583,192,N,1667,POLLING PLACE,76,13,14,29
LONG BEACH,3850360A,1583,192,N,0,VBM PORTION,71,11,15,20
LONG BEACH,3850360A,1583,192,N,1667,TOTAL,147,24,29,49
LONG BEACH,3850361A,1584,192,N,974,POLLING PLACE,94,24,21,25
LONG BEACH,3850361A,1584,192,N,0,VBM PORTION,90,20,19,27
LONG BEACH,3850361A,1584,192,N,974,TOTAL,184,44,40,52
LONG BEACH,3850362A,1585,192,N,964,POLLING PLACE,65,11,15,19
LONG BEACH,3850362A,1585,192,N,0,VBM PORTION,89,28,20,26
LONG BEACH,3850362A,1585,192,N,964,TOTAL,154,39,35,45
LONG BEACH,3850363A,1586,192,N,802,POLLING PLACE,155,35,36,41
LONG BEACH,3850363A,1586,192,N,0,VBM PORTION,131,23,28,33
LONG BEACH,3850363A,1586,192,N,802,TOTAL,286,58,64,74
LONG BEACH,3850366A,1587,192,N,957,POLLING PLACE,174,44,25,57
LONG BEACH,3850366A,1587,192,N,0,VBM PORTION,136,36,38,27
LONG BEACH,3850366A,1587,192,N,957,TOTAL,310,80,63,84
LONG BEACH,3850367A,1588,192,N,722,POLLING PLACE,117,30,26,31
LONG BEACH,3850367A,1588,192,N,0,VBM PORTION,96,17,12,27
LONG BEACH,3850367A,1588,192,N,722,TOTAL,213,47,38,58
LONG BEACH,3850368A,1589,192,N,966,POLLING PLACE,73,23,20,14
LONG BEACH,3850368A,1589,192,N,0,VBM PORTION,63,18,13,19
LONG BEACH,3850368A,1589,192,N,966,TOTAL,136,41,33,33
LONG BEACH,3850369A,1590,189,N,565,POLLING PLACE,73,18,17,20
LONG BEACH,3850369A,1590,189,N,0,VBM PORTION,88,18,29,13
LONG BEACH,3850369A,1590,189,N,565,TOTAL,161,36,46,33
LONG BEACH,3850370C,1591,192,N,892,POLLING PLACE,114,26,30,29
LONG BEACH,3850370C,1591,192,N,0,VBM PORTION,123,21,26,32
LONG BEACH,3850370C,1591,192,N,892,TOTAL,237,47,56,61
LONG BEACH,3850371A,1592,192,N,865,POLLING PLACE,163,33,45,36
LONG BEACH,3850371A,1592,192,N,0,VBM PORTION,124,27,28,19
LONG BEACH,3850371A,1592,192,N,865,TOTAL,287,60,73,55
LONG BEACH,3850372A,1593,192,N,747,POLLING PLACE,157,37,43,41
LONG BEACH,3850372A,1593,192,N,0,VBM PORTION,89,19,21,23
LONG BEACH,3850372A,1593,192,N,747,TOTAL,246,56,64,64
LONG BEACH,3850373A,1594,192,N,957,POLLING PLACE,191,37,42,51
LONG BEACH,3850373A,1594,192,N,0,VBM PORTION,121,44,26,20
LONG BEACH,3850373A,1594,192,N,957,TOTAL,312,81,68,71
LONG BEACH,3850374A,1595,192,N,1019,POLLING PLACE,161,31,34,48
LONG BEACH,3850374A,1595,192,N,0,VBM PORTION,171,34,40,35
LONG BEACH,3850374A,1595,192,N,1019,TOTAL,332,65,74,83
LONG BEACH,3850376A,1596,192,N,851,POLLING PLACE,153,39,33,35
LONG BEACH,3850376A,1596,192,N,0,VBM PORTION,127,33,35,21
LONG BEACH,3850376A,1596,192,N,851,TOTAL,280,72,68,56
LONG BEACH,3850377A,1597,192,N,660,POLLING PLACE,79,12,21,22
LONG BEACH,3850377A,1597,192,N,0,VBM PORTION,65,16,17,16
LONG BEACH,3850377A,1597,192,N,660,TOTAL,144,28,38,38
LONG BEACH,3850378A,1598,192,N,964,POLLING PLACE,160,45,43,33
LONG BEACH,3850378A,1598,192,N,0,VBM PORTION,120,35,30,27
LONG BEACH,3850378A,1598,192,N,964,TOTAL,280,80,73,60
LONG BEACH,3850379A,1599,192,N,921,POLLING PLACE,50,19,12,8
LONG BEACH,3850379A,1599,192,N,0,VBM PORTION,43,16,13,8
LONG BEACH,3850379A,1599,192,N,921,TOTAL,93,35,25,16
LONG BEACH,3850380A,1600,189,N,430,POLLING PLACE,35,6,7,14
LONG BEACH,3850380A,1600,189,N,0,VBM PORTION,36,12,8,8
LONG BEACH,3850380A,1600,189,N,430,TOTAL,71,18,15,22
LONG BEACH,3850384A,1601,192,N,917,POLLING PLACE,60,19,17,15
LONG BEACH,3850384A,1601,192,N,0,VBM PORTION,67,22,17,15
LONG BEACH,3850384A,1601,192,N,917,TOTAL,127,41,34,30
LONG BEACH,3850386A,1602,178,N,1197,POLLING PLACE,150,45,34,34
LONG BEACH,3850386A,1602,178,N,0,VBM PORTION,79,38,14,13
LONG BEACH,3850386A,1602,178,N,1197,TOTAL,229,83,48,47
LONG BEACH,3850389A,6109,192,Y,1,POLLING PLACE,0,0,0,0
LONG BEACH,3850389A,6109,192,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850389A,6109,192,Y,1,TOTAL,0,0,0,0
LONG BEACH,3850390A,6110,192,Y,1,POLLING PLACE,0,0,0,0
LONG BEACH,3850390A,6110,192,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850390A,6110,192,Y,1,TOTAL,0,0,0,0
LONG BEACH,3850393A,1603,172,N,396,POLLING PLACE,36,15,6,9
LONG BEACH,3850393A,1603,172,N,0,VBM PORTION,17,11,2,2
LONG BEACH,3850393A,1603,172,N,396,TOTAL,53,26,8,11
LONG BEACH,3850395A,1604,172,N,460,POLLING PLACE,23,3,8,9
LONG BEACH,3850395A,1604,172,N,0,VBM PORTION,23,8,7,4
LONG BEACH,3850395A,1604,172,N,460,TOTAL,46,11,15,13
LONG BEACH,3850399A,1605,192,N,965,POLLING PLACE,168,36,45,39
LONG BEACH,3850399A,1605,192,N,0,VBM PORTION,141,31,38,29
LONG BEACH,3850399A,1605,192,N,965,TOTAL,309,67,83,68
LONG BEACH,3850400A,1606,192,N,973,POLLING PLACE,59,19,11,14
LONG BEACH,3850400A,1606,192,N,0,VBM PORTION,88,26,16,27
LONG BEACH,3850400A,1606,192,N,973,TOTAL,147,45,27,41
LONG BEACH,3850402A,1607,178,N,898,POLLING PLACE,90,27,28,16
LONG BEACH,3850402A,1607,178,N,0,VBM PORTION,57,13,13,18
LONG BEACH,3850402A,1607,178,N,898,TOTAL,147,40,41,34
LONG BEACH,3850415A,1608,172,N,1131,POLLING PLACE,48,18,13,9
LONG BEACH,3850415A,1608,172,N,0,VBM PORTION,59,17,15,16
LONG BEACH,3850415A,1608,172,N,1131,TOTAL,107,35,28,25
LONG BEACH,3850445A,1609,189,N,1310,POLLING PLACE,211,35,46,67
LONG BEACH,3850445A,1609,189,N,0,VBM PORTION,300,66,70,69
LONG BEACH,3850445A,1609,189,N,1310,TOTAL,511,101,116,136
LONG BEACH,3850447A,1610,189,N,1591,POLLING PLACE,326,58,75,87
LONG BEACH,3850447A,1610,189,N,0,VBM PORTION,302,74,63,89
LONG BEACH,3850447A,1610,189,N,1591,TOTAL,628,132,138,176
LONG BEACH,3850481A,1611,189,N,801,POLLING PLACE,115,12,15,46
LONG BEACH,3850481A,1611,189,N,0,VBM PORTION,144,41,33,36
LONG BEACH,3850481A,1611,189,N,801,TOTAL,259,53,48,82
LONG BEACH,3850517A,1612,192,N,833,POLLING PLACE,77,22,6,25
LONG BEACH,3850517A,1612,192,N,0,VBM PORTION,95,23,30,28
LONG BEACH,3850517A,1612,192,N,833,TOTAL,172,45,36,53
LONG BEACH,3850530A,1613,192,N,902,POLLING PLACE,86,21,21,22
LONG BEACH,3850530A,1613,192,N,0,VBM PORTION,92,24,21,22
LONG BEACH,3850530A,1613,192,N,902,TOTAL,178,45,42,44
LONG BEACH,3850533A,1614,192,N,925,POLLING PLACE,144,34,11,52
LONG BEACH,3850533A,1614,192,N,0,VBM PORTION,114,34,17,28
LONG BEACH,3850533A,1614,192,N,925,TOTAL,258,68,28,80
LONG BEACH,3850535A,1615,189,N,890,POLLING PLACE,157,30,42,49
LONG BEACH,3850535A,1615,189,N,0,VBM PORTION,129,28,36,36
LONG BEACH,3850535A,1615,189,N,890,TOTAL,286,58,78,85
LONG BEACH,3850539A,1616,189,N,919,POLLING PLACE,164,38,34,58
LONG BEACH,3850539A,1616,189,N,0,VBM PORTION,181,55,44,38
LONG BEACH,3850539A,1616,189,N,919,TOTAL,345,93,78,96
LONG BEACH,3850541A,1617,192,N,594,POLLING PLACE,78,20,19,18
LONG BEACH,3850541A,1617,192,N,0,VBM PORTION,81,24,23,17
LONG BEACH,3850541A,1617,192,N,594,TOTAL,159,44,42,35
LONG BEACH,3850545A,1618,192,N,709,POLLING PLACE,43,13,8,14
LONG BEACH,3850545A,1618,192,N,0,VBM PORTION,80,21,18,18
LONG BEACH,3850545A,1618,192,N,709,TOTAL,123,34,26,32
LONG BEACH,3850547A,1619,171,N,1749,POLLING PLACE,128,39,28,44
LONG BEACH,3850547A,1619,171,N,0,VBM PORTION,89,37,24,13
LONG BEACH,3850547A,1619,171,N,1749,TOTAL,217,76,52,57
LONG BEACH,3850549A,1620,192,N,1586,POLLING PLACE,164,41,23,52
LONG BEACH,3850549A,1620,192,N,0,VBM PORTION,255,60,66,57
LONG BEACH,3850549A,1620,192,N,1586,TOTAL,419,101,89,109
LONG BEACH,3850551B,1621,171,N,802,POLLING PLACE,51,16,10,13
LONG BEACH,3850551B,1621,171,N,0,VBM PORTION,42,22,7,7
LONG BEACH,3850551B,1621,171,N,802,TOTAL,93,38,17,20
LONG BEACH,3850552A,1622,171,N,695,POLLING PLACE,56,12,14,20
LONG BEACH,3850552A,1622,171,N,0,VBM PORTION,37,14,8,7
LONG BEACH,3850552A,1622,171,N,695,TOTAL,93,26,22,27
LONG BEACH,3850552B,1623,171,N,847,POLLING PLACE,71,19,16,17
LONG BEACH,3850552B,1623,171,N,0,VBM PORTION,43,10,13,8
LONG BEACH,3850552B,1623,171,N,847,TOTAL,114,29,29,25
LONG BEACH,3850553A,1624,171,N,1123,POLLING PLACE,67,22,4,16
LONG BEACH,3850553A,1624,171,N,0,VBM PORTION,70,22,22,13
LONG BEACH,3850553A,1624,171,N,1123,TOTAL,137,44,26,29
LONG BEACH,3850554A,1625,172,N,702,POLLING PLACE,35,7,6,14
LONG BEACH,3850554A,1625,172,N,0,VBM PORTION,50,20,14,10
LONG BEACH,3850554A,1625,172,N,702,TOTAL,85,27,20,24
LONG BEACH,3850558B,1626,192,N,926,POLLING PLACE,96,21,22,33
LONG BEACH,3850558B,1626,192,N,0,VBM PORTION,95,33,14,20
LONG BEACH,3850558B,1626,192,N,926,TOTAL,191,54,36,53
LONG BEACH,3850559A,1627,192,N,1378,POLLING PLACE,170,37,39,59
LONG BEACH,3850559A,1627,192,N,0,VBM PORTION,177,36,52,54
LONG BEACH,3850559A,1627,192,N,1378,TOTAL,347,73,91,113
LONG BEACH,3850562A,1628,192,N,1172,POLLING PLACE,282,55,46,99
LONG BEACH,3850562A,1628,192,N,0,VBM PORTION,248,55,51,83
LONG BEACH,3850562A,1628,192,N,1172,TOTAL,530,110,97,182
LONG BEACH,3850563A,1629,192,N,959,POLLING PLACE,138,31,28,34
LONG BEACH,3850563A,1629,192,N,0,VBM PORTION,127,31,31,28
LONG BEACH,3850563A,1629,192,N,959,TOTAL,265,62,59,62
LONG BEACH,3850564B,1630,192,N,921,POLLING PLACE,108,20,22,41
LONG BEACH,3850564B,1630,192,N,0,VBM PORTION,87,24,15,27
LONG BEACH,3850564B,1630,192,N,921,TOTAL,195,44,37,68
LONG BEACH,3850568A,1631,192,N,968,POLLING PLACE,126,29,33,36
LONG BEACH,3850568A,1631,192,N,0,VBM PORTION,99,22,24,32
LONG BEACH,3850568A,1631,192,N,968,TOTAL,225,51,57,68
LONG BEACH,3850572A,1632,192,N,1271,POLLING PLACE,101,28,16,40
LONG BEACH,3850572A,1632,192,N,0,VBM PORTION,125,32,19,38
LONG BEACH,3850572A,1632,192,N,1271,TOTAL,226,60,35,78
LONG BEACH,3850577A,1633,192,N,1466,POLLING PLACE,71,23,10,23
LONG BEACH,3850577A,1633,192,N,0,VBM PORTION,71,21,16,19
LONG BEACH,3850577A,1633,192,N,1466,TOTAL,142,44,26,42
LONG BEACH,3850591A,1634,192,N,1027,POLLING PLACE,71,20,9,26
LONG BEACH,3850591A,1634,192,N,0,VBM PORTION,56,14,8,20
LONG BEACH,3850591A,1634,192,N,1027,TOTAL,127,34,17,46
LONG BEACH,3850593A,1635,192,N,800,POLLING PLACE,47,13,8,16
LONG BEACH,3850593A,1635,192,N,0,VBM PORTION,21,7,3,3
LONG BEACH,3850593A,1635,192,N,800,TOTAL,68,20,11,19
LONG BEACH,3850594A,1636,192,N,1294,POLLING PLACE,85,22,12,31
LONG BEACH,3850594A,1636,192,N,0,VBM PORTION,84,25,16,21
LONG BEACH,3850594A,1636,192,N,1294,TOTAL,169,47,28,52
LONG BEACH,3850610A,1637,192,N,1074,POLLING PLACE,102,31,19,19
LONG BEACH,3850610A,1637,192,N,0,VBM PORTION,78,29,27,13
LONG BEACH,3850610A,1637,192,N,1074,TOTAL,180,60,46,32
LONG BEACH,3850611A,1638,192,N,1214,POLLING PLACE,69,17,16,20
LONG BEACH,3850611A,1638,192,N,0,VBM PORTION,72,31,15,15
LONG BEACH,3850611A,1638,192,N,1214,TOTAL,141,48,31,35
LONG BEACH,3850614A,1639,192,N,1044,POLLING PLACE,57,20,12,14
LONG BEACH,3850614A,1639,192,N,0,VBM PORTION,50,14,8,15
LONG BEACH,3850614A,1639,192,N,1044,TOTAL,107,34,20,29
LONG BEACH,3850616A,1640,192,N,1125,POLLING PLACE,80,14,11,32
LONG BEACH,3850616A,1640,192,N,0,VBM PORTION,95,31,22,23
LONG BEACH,3850616A,1640,192,N,1125,TOTAL,175,45,33,55
LONG BEACH,3850617A,1641,192,N,918,POLLING PLACE,79,17,14,24
LONG BEACH,3850617A,1641,192,N,0,VBM PORTION,100,29,20,17
LONG BEACH,3850617A,1641,192,N,918,TOTAL,179,46,34,41
LONG BEACH,3850618A,1642,192,N,943,POLLING PLACE,72,20,13,21
LONG BEACH,3850618A,1642,192,N,0,VBM PORTION,70,17,14,18
LONG BEACH,3850618A,1642,192,N,943,TOTAL,142,37,27,39
LONG BEACH,3850620A,1643,192,N,1134,POLLING PLACE,110,20,27,32
LONG BEACH,3850620A,1643,192,N,0,VBM PORTION,75,18,15,20
LONG BEACH,3850620A,1643,192,N,1134,TOTAL,185,38,42,52
LONG BEACH,3850621A,1644,192,N,835,POLLING PLACE,51,18,7,14
LONG BEACH,3850621A,1644,192,N,0,VBM PORTION,44,17,10,8
LONG BEACH,3850621A,1644,192,N,835,TOTAL,95,35,17,22
LONG BEACH,3850624A,1645,192,N,846,POLLING PLACE,42,7,11,15
LONG BEACH,3850624A,1645,192,N,0,VBM PORTION,65,19,23,14
LONG BEACH,3850624A,1645,192,N,846,TOTAL,107,26,34,29
LONG BEACH,3850625A,1646,192,N,1169,POLLING PLACE,70,13,6,31
LONG BEACH,3850625A,1646,192,N,0,VBM PORTION,101,31,21,25
LONG BEACH,3850625A,1646,192,N,1169,TOTAL,171,44,27,56
LONG BEACH,3850630C,1647,192,N,749,POLLING PLACE,132,33,28,34
LONG BEACH,3850630C,1647,192,N,0,VBM PORTION,109,22,32,28
LONG BEACH,3850630C,1647,192,N,749,TOTAL,241,55,60,62
LONG BEACH,3850632B,1648,192,N,837,POLLING PLACE,118,31,23,31
LONG BEACH,3850632B,1648,192,N,0,VBM PORTION,94,23,19,19
LONG BEACH,3850632B,1648,192,N,837,TOTAL,212,54,42,50
LONG BEACH,3850636A,1649,192,N,972,POLLING PLACE,149,28,29,43
LONG BEACH,3850636A,1649,192,N,0,VBM PORTION,143,34,39,30
LONG BEACH,3850636A,1649,192,N,972,TOTAL,292,62,68,73
LONG BEACH,3850637A,1650,189,N,847,POLLING PLACE,144,27,28,44
LONG BEACH,3850637A,1650,189,N,0,VBM PORTION,124,21,40,29
LONG BEACH,3850637A,1650,189,N,847,TOTAL,268,48,68,73
LONG BEACH,3850639A,1651,189,N,997,POLLING PLACE,196,37,36,46
LONG BEACH,3850639A,1651,189,N,0,VBM PORTION,128,32,35,28
LONG BEACH,3850639A,1651,189,N,997,TOTAL,324,69,71,74
LONG BEACH,3850645A,1652,189,N,852,POLLING PLACE,13,2,2,5
LONG BEACH,3850645A,1652,189,N,0,VBM PORTION,3,1,0,1
LONG BEACH,3850645A,1652,189,N,852,TOTAL,16,3,2,6
LONG BEACH,3850648A,1653,189,N,1506,POLLING PLACE,312,65,64,95
LONG BEACH,3850648A,1653,189,N,0,VBM PORTION,300,68,75,69
LONG BEACH,3850648A,1653,189,N,1506,TOTAL,612,133,139,164
LONG BEACH,3850649E,6111,189,Y,0,POLLING PLACE,0,0,0,0
LONG BEACH,3850649E,6111,189,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850649E,6111,189,Y,0,TOTAL,0,0,0,0
LONG BEACH,3850650A,1654,168,N,881,POLLING PLACE,106,22,24,29
LONG BEACH,3850650A,1654,168,N,0,VBM PORTION,105,24,29,24
LONG BEACH,3850650A,1654,168,N,881,TOTAL,211,46,53,53
LONG BEACH,3850660A,1655,190,N,1495,POLLING PLACE,68,26,13,18
LONG BEACH,3850660A,1655,190,N,0,VBM PORTION,71,22,17,20
LONG BEACH,3850660A,1655,190,N,1495,TOTAL,139,48,30,38
LONG BEACH,3850660B,6112,190,Y,0,POLLING PLACE,0,0,0,0
LONG BEACH,3850660B,6112,190,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850660B,6112,190,Y,0,TOTAL,0,0,0,0
LONG BEACH,3850671A,1656,192,N,1102,POLLING PLACE,64,14,13,22
LONG BEACH,3850671A,1656,192,N,0,VBM PORTION,60,21,16,18
LONG BEACH,3850671A,1656,192,N,1102,TOTAL,124,35,29,40
LONG BEACH,3850680A,1657,189,N,737,POLLING PLACE,97,23,18,32
LONG BEACH,3850680A,1657,189,N,0,VBM PORTION,125,37,36,19
LONG BEACH,3850680A,1657,189,N,737,TOTAL,222,60,54,51
LONG BEACH,3850686A,1658,171,N,1144,POLLING PLACE,26,8,3,7
LONG BEACH,3850686A,1658,171,N,0,VBM PORTION,25,4,9,4
LONG BEACH,3850686A,1658,171,N,1144,TOTAL,51,12,12,11
LONG BEACH,3850688A,1659,189,N,1088,POLLING PLACE,127,19,15,56
LONG BEACH,3850688A,1659,189,N,0,VBM PORTION,231,68,39,57
LONG BEACH,3850688A,1659,189,N,1088,TOTAL,358,87,54,113
LONG BEACH,3850701A,1660,192,N,825,POLLING PLACE,83,17,8,36
LONG BEACH,3850701A,1660,192,N,0,VBM PORTION,67,18,22,15
LONG BEACH,3850701A,1660,192,N,825,TOTAL,150,35,30,51
LONG BEACH,3850702A,1661,192,N,1440,POLLING PLACE,68,18,14,17
LONG BEACH,3850702A,1661,192,N,0,VBM PORTION,45,7,12,15
LONG BEACH,3850702A,1661,192,N,1440,TOTAL,113,25,26,32
LOS NIETOS,3900005A,1662,132,N,642,POLLING PLACE,60,23,18,13
