LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ANDREW M STEIN,TOM GRIEGO,
LOS ANGELES,9003922A,4373,216,N,773,POLLING PLACE,12,3,7,
LOS ANGELES,9003922A,4373,216,N,,VBM PORTION,11,5,6,
LOS ANGELES,9003922A,4373,216,N,773,TOTAL,23,8,13,
LOS ANGELES,9003922B,4374,216,N,360,POLLING PLACE,15,4,9,
LOS ANGELES,9003922B,4374,216,N,,VBM PORTION,13,2,7,
LOS ANGELES,9003922B,4374,216,N,360,TOTAL,28,6,16,
LOS ANGELES,9003937B,4375,200,N,993,POLLING PLACE,360,141,105,
LOS ANGELES,9003937B,4375,200,N,,VBM PORTION,73,28,23,
LOS ANGELES,9003937B,4375,200,N,993,TOTAL,433,169,128,
LOS ANGELES,9003951B,4376,216,N,810,POLLING PLACE,93,20,45,
LOS ANGELES,9003951B,4376,216,N,,VBM PORTION,49,8,24,
LOS ANGELES,9003951B,4376,216,N,810,TOTAL,142,28,69,
LOS ANGELES,9003952A,4377,214,N,884,POLLING PLACE,123,29,68,
LOS ANGELES,9003952A,4377,214,N,,VBM PORTION,45,13,26,
LOS ANGELES,9003952A,4377,214,N,884,TOTAL,168,42,94,
LOS ANGELES,9003958A,4378,186,N,1136,POLLING PLACE,256,93,76,
LOS ANGELES,9003958A,4378,186,N,,VBM PORTION,88,40,21,
LOS ANGELES,9003958A,4378,186,N,1136,TOTAL,344,133,97,
LOS ANGELES,9003969C,4379,228,N,1109,POLLING PLACE,199,79,81,
LOS ANGELES,9003969C,4379,228,N,,VBM PORTION,33,11,16,
LOS ANGELES,9003969C,4379,228,N,1109,TOTAL,232,90,97,
LOS ANGELES,9003988A,4380,198,N,848,POLLING PLACE,212,85,63,
LOS ANGELES,9003988A,4380,198,N,,VBM PORTION,39,8,15,
LOS ANGELES,9003988A,4380,198,N,848,TOTAL,251,93,78,
LOS ANGELES,9003998D,4381,59,N,394,POLLING PLACE,60,11,33,
LOS ANGELES,9003998D,4381,59,N,,VBM PORTION,18,6,11,
LOS ANGELES,9003998D,4381,59,N,394,TOTAL,78,17,44,
LOS ANGELES,9004090A,4382,200,N,841,POLLING PLACE,128,54,49,
LOS ANGELES,9004090A,4382,200,N,,VBM PORTION,21,4,16,
LOS ANGELES,9004090A,4382,200,N,841,TOTAL,149,58,65,
LOS ANGELES,9004116A,4383,327,N,894,POLLING PLACE,162,47,65,
LOS ANGELES,9004116A,4383,327,N,,VBM PORTION,59,21,20,
LOS ANGELES,9004116A,4383,327,N,894,TOTAL,221,68,85,
LOS ANGELES,9004120B,4384,214,N,486,POLLING PLACE,62,17,27,
LOS ANGELES,9004120B,4384,214,N,,VBM PORTION,6,2,4,
LOS ANGELES,9004120B,4384,214,N,486,TOTAL,68,19,31,
LOS ANGELES,9004201A,4385,121,N,869,POLLING PLACE,107,30,48,
LOS ANGELES,9004201A,4385,121,N,,VBM PORTION,54,11,30,
LOS ANGELES,9004201A,4385,121,N,869,TOTAL,161,41,78,
LOS ANGELES,9004204A,4386,121,N,1058,POLLING PLACE,112,21,65,
LOS ANGELES,9004204A,4386,121,N,,VBM PORTION,50,17,21,
LOS ANGELES,9004204A,4386,121,N,1058,TOTAL,162,38,86,
LOS ANGELES,9004210A,4387,112,N,910,POLLING PLACE,165,68,52,
LOS ANGELES,9004210A,4387,112,N,,VBM PORTION,79,19,23,
LOS ANGELES,9004210A,4387,112,N,910,TOTAL,244,87,75,
LOS ANGELES,9004212B,4388,55,N,465,POLLING PLACE,149,41,61,
LOS ANGELES,9004212B,4388,55,N,,VBM PORTION,63,7,25,
LOS ANGELES,9004212B,4388,55,N,465,TOTAL,212,48,86,
LOS ANGELES,9004215A,4389,389,N,888,POLLING PLACE,187,60,64,
LOS ANGELES,9004215A,4389,389,N,,VBM PORTION,95,23,38,
LOS ANGELES,9004215A,4389,389,N,888,TOTAL,282,83,102,
LOS ANGELES,9004216A,4390,179,N,773,POLLING PLACE,95,37,35,
LOS ANGELES,9004216A,4390,179,N,,VBM PORTION,27,3,6,
LOS ANGELES,9004216A,4390,179,N,773,TOTAL,122,40,41,
LOS ANGELES,9004217A,4391,116,N,1091,POLLING PLACE,331,114,106,
LOS ANGELES,9004217A,4391,116,N,,VBM PORTION,105,31,25,
LOS ANGELES,9004217A,4391,116,N,1091,TOTAL,436,145,131,
LOS ANGELES,9004218A,4392,226,N,699,POLLING PLACE,104,44,21,
LOS ANGELES,9004218A,4392,226,N,,VBM PORTION,59,18,18,
LOS ANGELES,9004218A,4392,226,N,699,TOTAL,163,62,39,
LOS ANGELES,9004226A,4393,55,N,1082,POLLING PLACE,156,48,74,
LOS ANGELES,9004226A,4393,55,N,,VBM PORTION,50,14,29,
LOS ANGELES,9004226A,4393,55,N,1082,TOTAL,206,62,103,
LOS ANGELES,9004229A,4394,179,N,922,POLLING PLACE,183,71,53,
LOS ANGELES,9004229A,4394,179,N,,VBM PORTION,44,20,14,
LOS ANGELES,9004229A,4394,179,N,922,TOTAL,227,91,67,
LOS ANGELES,9004230A,4395,212,N,722,POLLING PLACE,191,72,57,
LOS ANGELES,9004230A,4395,212,N,,VBM PORTION,64,12,27,
LOS ANGELES,9004230A,4395,212,N,722,TOTAL,255,84,84,
LOS ANGELES,9004232A,4396,384,N,1414,POLLING PLACE,141,39,63,
LOS ANGELES,9004232A,4396,384,N,,VBM PORTION,74,24,31,
LOS ANGELES,9004232A,4396,384,N,1414,TOTAL,215,63,94,
LOS ANGELES,9004233B,4397,393,N,1099,POLLING PLACE,125,35,71,
LOS ANGELES,9004233B,4397,393,N,,VBM PORTION,21,10,8,
LOS ANGELES,9004233B,4397,393,N,1099,TOTAL,146,45,79,
LOS ANGELES,9004234A,4398,54,N,1170,POLLING PLACE,173,34,95,
LOS ANGELES,9004234A,4398,54,N,,VBM PORTION,125,19,51,
LOS ANGELES,9004234A,4398,54,N,1170,TOTAL,298,53,146,
LOS ANGELES,9004237A,4399,99,N,1111,POLLING PLACE,316,134,76,
LOS ANGELES,9004237A,4399,99,N,,VBM PORTION,106,43,27,
LOS ANGELES,9004237A,4399,99,N,1111,TOTAL,422,177,103,
LOS ANGELES,9004239A,4400,98,N,1112,POLLING PLACE,263,93,70,
LOS ANGELES,9004239A,4400,98,N,,VBM PORTION,85,26,24,
LOS ANGELES,9004239A,4400,98,N,1112,TOTAL,348,119,94,
LOS ANGELES,9004240A,4401,115,N,1404,POLLING PLACE,209,66,85,
LOS ANGELES,9004240A,4401,115,N,,VBM PORTION,110,36,33,
LOS ANGELES,9004240A,4401,115,N,1404,TOTAL,319,102,118,
LOS ANGELES,9004245A,4402,53,N,1116,POLLING PLACE,223,62,91,
LOS ANGELES,9004245A,4402,53,N,,VBM PORTION,114,20,49,
LOS ANGELES,9004245A,4402,53,N,1116,TOTAL,337,82,140,
LOS ANGELES,9005003A,4403,214,N,815,POLLING PLACE,80,23,28,
LOS ANGELES,9005003A,4403,214,N,,VBM PORTION,96,12,31,
LOS ANGELES,9005003A,4403,214,N,815,TOTAL,176,35,59,
LOS ANGELES,9005006A,4404,214,N,1007,POLLING PLACE,208,54,73,
LOS ANGELES,9005006A,4404,214,N,,VBM PORTION,87,15,46,
LOS ANGELES,9005006A,4404,214,N,1007,TOTAL,295,69,119,
LOS ANGELES,9005007B,4405,214,N,1038,POLLING PLACE,161,45,83,
LOS ANGELES,9005007B,4405,214,N,,VBM PORTION,52,16,26,
LOS ANGELES,9005007B,4405,214,N,1038,TOTAL,213,61,109,
LOS ANGELES,9005012A,4406,214,N,1023,POLLING PLACE,121,34,58,
LOS ANGELES,9005012A,4406,214,N,,VBM PORTION,81,28,25,
LOS ANGELES,9005012A,4406,214,N,1023,TOTAL,202,62,83,
LOS ANGELES,9005014A,4407,214,N,1169,POLLING PLACE,163,51,71,
LOS ANGELES,9005014A,4407,214,N,,VBM PORTION,69,13,35,
LOS ANGELES,9005014A,4407,214,N,1169,TOTAL,232,64,106,
LOS ANGELES,9005016A,4408,214,N,1271,POLLING PLACE,139,38,67,
LOS ANGELES,9005016A,4408,214,N,,VBM PORTION,118,28,44,
LOS ANGELES,9005016A,4408,214,N,1271,TOTAL,257,66,111,
LOS ANGELES,9005022A,4409,216,N,1298,POLLING PLACE,207,70,83,
LOS ANGELES,9005022A,4409,216,N,,VBM PORTION,123,38,38,
LOS ANGELES,9005022A,4409,216,N,1298,TOTAL,330,108,121,
LOS ANGELES,9005045A,4410,385,N,1549,POLLING PLACE,127,36,71,
LOS ANGELES,9005045A,4410,385,N,,VBM PORTION,67,24,32,
LOS ANGELES,9005045A,4410,385,N,1549,TOTAL,194,60,103,
LOS ANGELES,9005105B,6337,200,Y,210,POLLING PLACE,,,,
LOS ANGELES,9005105B,6337,200,Y,,VBM PORTION,20,4,9,
LOS ANGELES,9005105B,6337,200,Y,210,TOTAL,20,4,9,
LOS ANGELES,9005107A,4411,121,N,717,POLLING PLACE,116,39,55,
LOS ANGELES,9005107A,4411,121,N,,VBM PORTION,47,8,13,
LOS ANGELES,9005107A,4411,121,N,717,TOTAL,163,47,68,
LOS ANGELES,9005113B,6338,102,Y,2,POLLING PLACE,,,,
LOS ANGELES,9005113B,6338,102,Y,,VBM PORTION,,,,
LOS ANGELES,9005113B,6338,102,Y,2,TOTAL,,,,
LOS ANGELES,9005117A,4412,102,N,1236,POLLING PLACE,243,101,50,
LOS ANGELES,9005117A,4412,102,N,,VBM PORTION,91,42,28,
LOS ANGELES,9005117A,4412,102,N,1236,TOTAL,334,143,78,
LOS ANGELES,9005118A,4413,98,N,590,POLLING PLACE,87,35,26,
LOS ANGELES,9005118A,4413,98,N,,VBM PORTION,40,16,12,
LOS ANGELES,9005118A,4413,98,N,590,TOTAL,127,51,38,
LOS ANGELES,9005124B,4414,98,N,1074,POLLING PLACE,239,109,65,
LOS ANGELES,9005124B,4414,98,N,,VBM PORTION,46,13,19,
LOS ANGELES,9005124B,4414,98,N,1074,TOTAL,285,122,84,
LOS ANGELES,9005136A,4415,125,N,822,POLLING PLACE,158,44,64,
LOS ANGELES,9005136A,4415,125,N,,VBM PORTION,52,22,16,
LOS ANGELES,9005136A,4415,125,N,822,TOTAL,210,66,80,
LOS ANGELES,9005139A,4416,125,N,1191,POLLING PLACE,248,92,96,
LOS ANGELES,9005139A,4416,125,N,,VBM PORTION,68,23,26,
LOS ANGELES,9005139A,4416,125,N,1191,TOTAL,316,115,122,
LOS ANGELES,9005140A,4417,124,N,1084,POLLING PLACE,273,107,88,
LOS ANGELES,9005140A,4417,124,N,,VBM PORTION,57,14,23,
LOS ANGELES,9005140A,4417,124,N,1084,TOTAL,330,121,111,
LOS ANGELES,9005142A,4418,125,N,1180,POLLING PLACE,351,145,104,
LOS ANGELES,9005142A,4418,125,N,,VBM PORTION,94,30,25,
LOS ANGELES,9005142A,4418,125,N,1180,TOTAL,445,175,129,
LOS ANGELES,9005145A,4419,125,N,1092,POLLING PLACE,229,94,81,
LOS ANGELES,9005145A,4419,125,N,,VBM PORTION,101,30,40,
LOS ANGELES,9005145A,4419,125,N,1092,TOTAL,330,124,121,
LOS ANGELES,9005147A,4420,124,N,883,POLLING PLACE,148,47,71,
LOS ANGELES,9005147A,4420,124,N,,VBM PORTION,39,12,17,
LOS ANGELES,9005147A,4420,124,N,883,TOTAL,187,59,88,
LOS ANGELES,9005151B,4421,124,N,775,POLLING PLACE,227,74,94,
LOS ANGELES,9005151B,4421,124,N,,VBM PORTION,51,15,20,
LOS ANGELES,9005151B,4421,124,N,775,TOTAL,278,89,114,
LOS ANGELES,9005152A,4422,125,N,1115,POLLING PLACE,216,78,85,
LOS ANGELES,9005152A,4422,125,N,,VBM PORTION,94,21,42,
LOS ANGELES,9005152A,4422,125,N,1115,TOTAL,310,99,127,
LOS ANGELES,9005155A,4423,125,N,1259,POLLING PLACE,270,102,89,
LOS ANGELES,9005155A,4423,125,N,,VBM PORTION,86,25,38,
LOS ANGELES,9005155A,4423,125,N,1259,TOTAL,356,127,127,
LOS ANGELES,9005159A,4424,125,N,1222,POLLING PLACE,292,102,92,
LOS ANGELES,9005159A,4424,125,N,,VBM PORTION,116,28,47,
LOS ANGELES,9005159A,4424,125,N,1222,TOTAL,408,130,139,
LOS ANGELES,9005187A,4425,124,N,1063,POLLING PLACE,227,108,66,
LOS ANGELES,9005187A,4425,124,N,,VBM PORTION,80,15,32,
LOS ANGELES,9005187A,4425,124,N,1063,TOTAL,307,123,98,
LOS ANGELES,9005188A,4426,121,N,1104,POLLING PLACE,203,65,77,
LOS ANGELES,9005188A,4426,121,N,,VBM PORTION,30,9,16,
LOS ANGELES,9005188A,4426,121,N,1104,TOTAL,233,74,93,
LOS ANGELES,9005189A,4427,121,N,1032,POLLING PLACE,135,40,71,
LOS ANGELES,9005189A,4427,121,N,,VBM PORTION,31,12,12,
LOS ANGELES,9005189A,4427,121,N,1032,TOTAL,166,52,83,
LOS ANGELES,9005196A,4428,125,N,1054,POLLING PLACE,265,94,91,
LOS ANGELES,9005196A,4428,125,N,,VBM PORTION,83,22,22,
LOS ANGELES,9005196A,4428,125,N,1054,TOTAL,348,116,113,
LOS ANGELES,9005199A,4429,125,N,900,POLLING PLACE,191,69,58,
LOS ANGELES,9005199A,4429,125,N,,VBM PORTION,100,23,37,
LOS ANGELES,9005199A,4429,125,N,900,TOTAL,291,92,95,
LOS ANGELES,9005204A,4430,330,N,868,POLLING PLACE,148,39,58,
LOS ANGELES,9005204A,4430,330,N,,VBM PORTION,42,6,27,
LOS ANGELES,9005204A,4430,330,N,868,TOTAL,190,45,85,
LOS ANGELES,9005205B,4431,330,N,677,POLLING PLACE,80,34,33,
LOS ANGELES,9005205B,4431,330,N,,VBM PORTION,15,6,5,
LOS ANGELES,9005205B,4431,330,N,677,TOTAL,95,40,38,
LOS ANGELES,9005217B,4432,311,N,954,POLLING PLACE,96,30,44,
LOS ANGELES,9005217B,4432,311,N,,VBM PORTION,17,5,7,
LOS ANGELES,9005217B,4432,311,N,954,TOTAL,113,35,51,
LOS ANGELES,9005284A,4433,360,N,702,POLLING PLACE,141,39,61,
LOS ANGELES,9005284A,4433,360,N,,VBM PORTION,64,15,32,
LOS ANGELES,9005284A,4433,360,N,702,TOTAL,205,54,93,
LOS ANGELES,9005291B,4434,228,N,790,POLLING PLACE,145,59,38,
LOS ANGELES,9005291B,4434,228,N,,VBM PORTION,54,10,22,
LOS ANGELES,9005291B,4434,228,N,790,TOTAL,199,69,60,
LOS ANGELES,9005293A,4435,228,N,1176,POLLING PLACE,236,82,75,
LOS ANGELES,9005293A,4435,228,N,,VBM PORTION,62,17,21,
LOS ANGELES,9005293A,4435,228,N,1176,TOTAL,298,99,96,
LOS ANGELES,9005300A,4436,186,N,1051,POLLING PLACE,220,96,73,
LOS ANGELES,9005300A,4436,186,N,,VBM PORTION,70,20,21,
LOS ANGELES,9005300A,4436,186,N,1051,TOTAL,290,116,94,
LOS ANGELES,9005303A,4437,228,N,1032,POLLING PLACE,186,72,65,
LOS ANGELES,9005303A,4437,228,N,,VBM PORTION,55,25,22,
LOS ANGELES,9005303A,4437,228,N,1032,TOTAL,241,97,87,
LOS ANGELES,9005305A,4438,186,N,716,POLLING PLACE,170,61,50,
LOS ANGELES,9005305A,4438,186,N,,VBM PORTION,68,26,20,
LOS ANGELES,9005305A,4438,186,N,716,TOTAL,238,87,70,
LOS ANGELES,9005310A,4439,183,N,1051,POLLING PLACE,197,84,47,
LOS ANGELES,9005310A,4439,183,N,,VBM PORTION,58,20,13,
LOS ANGELES,9005310A,4439,183,N,1051,TOTAL,255,104,60,
LOS ANGELES,9005312C,4440,183,N,853,POLLING PLACE,151,56,47,
LOS ANGELES,9005312C,4440,183,N,,VBM PORTION,43,18,11,
LOS ANGELES,9005312C,4440,183,N,853,TOTAL,194,74,58,
LOS ANGELES,9005313A,4441,187,N,1115,POLLING PLACE,280,124,75,
LOS ANGELES,9005313A,4441,187,N,,VBM PORTION,53,19,17,
LOS ANGELES,9005313A,4441,187,N,1115,TOTAL,333,143,92,
LOS ANGELES,9005315A,4442,187,N,1038,POLLING PLACE,233,89,68,
LOS ANGELES,9005315A,4442,187,N,,VBM PORTION,94,32,29,
LOS ANGELES,9005315A,4442,187,N,1038,TOTAL,327,121,97,
LOS ANGELES,9005316A,4443,228,N,902,POLLING PLACE,141,47,56,
LOS ANGELES,9005316A,4443,228,N,,VBM PORTION,44,20,18,
LOS ANGELES,9005316A,4443,228,N,902,TOTAL,185,67,74,
LOS ANGELES,9005317A,4444,228,N,1148,POLLING PLACE,243,91,73,
LOS ANGELES,9005317A,4444,228,N,,VBM PORTION,80,25,29,
LOS ANGELES,9005317A,4444,228,N,1148,TOTAL,323,116,102,
LOS ANGELES,9005319A,4445,228,N,1239,POLLING PLACE,284,102,82,
LOS ANGELES,9005319A,4445,228,N,,VBM PORTION,86,27,31,
LOS ANGELES,9005319A,4445,228,N,1239,TOTAL,370,129,113,
LOS ANGELES,9005321A,4446,228,N,1145,POLLING PLACE,229,95,70,
LOS ANGELES,9005321A,4446,228,N,,VBM PORTION,57,14,15,
LOS ANGELES,9005321A,4446,228,N,1145,TOTAL,286,109,85,
LOS ANGELES,9005322A,4447,228,N,1005,POLLING PLACE,174,62,57,
LOS ANGELES,9005322A,4447,228,N,,VBM PORTION,40,20,6,
LOS ANGELES,9005322A,4447,228,N,1005,TOTAL,214,82,63,
LOS ANGELES,9005386A,4448,320,N,864,POLLING PLACE,177,73,58,
LOS ANGELES,9005386A,4448,320,N,,VBM PORTION,43,15,7,
LOS ANGELES,9005386A,4448,320,N,864,TOTAL,220,88,65,
LOS ANGELES,9005389A,4449,183,N,656,POLLING PLACE,148,70,31,
LOS ANGELES,9005389A,4449,183,N,,VBM PORTION,48,13,14,
LOS ANGELES,9005389A,4449,183,N,656,TOTAL,196,83,45,
LOS ANGELES,9005400A,4450,214,N,1218,POLLING PLACE,194,50,101,
LOS ANGELES,9005400A,4450,214,N,,VBM PORTION,64,17,30,
LOS ANGELES,9005400A,4450,214,N,1218,TOTAL,258,67,131,
LOS ANGELES,9005401A,4451,214,N,1025,POLLING PLACE,136,35,63,
LOS ANGELES,9005401A,4451,214,N,,VBM PORTION,42,8,23,
LOS ANGELES,9005401A,4451,214,N,1025,TOTAL,178,43,86,
LOS ANGELES,9005405A,4452,214,N,507,POLLING PLACE,94,37,32,
LOS ANGELES,9005405A,4452,214,N,,VBM PORTION,22,8,12,
LOS ANGELES,9005405A,4452,214,N,507,TOTAL,116,45,44,
LOS ANGELES,9005414A,4453,309,N,886,POLLING PLACE,182,44,111,
LOS ANGELES,9005414A,4453,309,N,,VBM PORTION,37,10,20,
LOS ANGELES,9005414A,4453,309,N,886,TOTAL,219,54,131,
LOS ANGELES,9005424A,4454,228,N,1145,POLLING PLACE,226,92,56,
LOS ANGELES,9005424A,4454,228,N,,VBM PORTION,60,23,13,
LOS ANGELES,9005424A,4454,228,N,1145,TOTAL,286,115,69,
LOS ANGELES,9005428A,4455,183,N,778,POLLING PLACE,222,100,39,
LOS ANGELES,9005428A,4455,183,N,,VBM PORTION,82,34,25,
LOS ANGELES,9005428A,4455,183,N,778,TOTAL,304,134,64,
LOS ANGELES,9005484A,4456,309,N,931,POLLING PLACE,85,17,57,
LOS ANGELES,9005484A,4456,309,N,,VBM PORTION,23,10,11,
LOS ANGELES,9005484A,4456,309,N,931,TOTAL,108,27,68,
LOS ANGELES,9005494B,4457,228,N,1028,POLLING PLACE,115,33,48,
LOS ANGELES,9005494B,4457,228,N,,VBM PORTION,25,11,8,
LOS ANGELES,9005494B,4457,228,N,1028,TOTAL,140,44,56,
LOS ANGELES,9005504C,4458,228,N,1220,POLLING PLACE,237,104,64,
LOS ANGELES,9005504C,4458,228,N,,VBM PORTION,97,34,25,
LOS ANGELES,9005504C,4458,228,N,1220,TOTAL,334,138,89,
LOS ANGELES,9005520A,4459,115,N,949,POLLING PLACE,219,70,68,
LOS ANGELES,9005520A,4459,115,N,,VBM PORTION,97,27,35,
LOS ANGELES,9005520A,4459,115,N,949,TOTAL,316,97,103,
LOS ANGELES,9005530A,4460,124,N,1199,POLLING PLACE,194,70,73,
LOS ANGELES,9005530A,4460,124,N,,VBM PORTION,102,31,25,
LOS ANGELES,9005530A,4460,124,N,1199,TOTAL,296,101,98,
LOS ANGELES,9005537A,4461,200,N,1173,POLLING PLACE,250,89,107,
LOS ANGELES,9005537A,4461,200,N,,VBM PORTION,55,12,19,
LOS ANGELES,9005537A,4461,200,N,1173,TOTAL,305,101,126,
LOS ANGELES,9005538A,4462,200,N,966,POLLING PLACE,194,59,104,
LOS ANGELES,9005538A,4462,200,N,,VBM PORTION,15,2,11,
LOS ANGELES,9005538A,4462,200,N,966,TOTAL,209,61,115,
LOS ANGELES,9005541A,4463,198,N,1158,POLLING PLACE,267,112,68,
LOS ANGELES,9005541A,4463,198,N,,VBM PORTION,55,15,18,
LOS ANGELES,9005541A,4463,198,N,1158,TOTAL,322,127,86,
LOS ANGELES,9005543C,4464,200,N,1081,POLLING PLACE,138,36,58,
LOS ANGELES,9005543C,4464,200,N,,VBM PORTION,64,15,29,
LOS ANGELES,9005543C,4464,200,N,1081,TOTAL,202,51,87,
LOS ANGELES,9005549B,4465,125,N,1309,POLLING PLACE,263,101,80,
LOS ANGELES,9005549B,4465,125,N,,VBM PORTION,86,11,29,
LOS ANGELES,9005549B,4465,125,N,1309,TOTAL,349,112,109,
LOS ANGELES,9005635A,4466,59,N,768,POLLING PLACE,130,39,59,
LOS ANGELES,9005635A,4466,59,N,,VBM PORTION,43,17,22,
LOS ANGELES,9005635A,4466,59,N,768,TOTAL,173,56,81,
LOS ANGELES,9005638A,4467,59,N,1097,POLLING PLACE,136,35,73,
LOS ANGELES,9005638A,4467,59,N,,VBM PORTION,70,14,37,
LOS ANGELES,9005638A,4467,59,N,1097,TOTAL,206,49,110,
LOS ANGELES,9005645A,4468,71,N,687,POLLING PLACE,158,50,63,
LOS ANGELES,9005645A,4468,71,N,,VBM PORTION,43,12,23,
LOS ANGELES,9005645A,4468,71,N,687,TOTAL,201,62,86,
LOS ANGELES,9005651A,4469,71,N,1061,POLLING PLACE,180,44,81,
LOS ANGELES,9005651A,4469,71,N,,VBM PORTION,58,12,25,
LOS ANGELES,9005651A,4469,71,N,1061,TOTAL,238,56,106,
LOS ANGELES,9005656A,4470,71,N,702,POLLING PLACE,186,49,79,
LOS ANGELES,9005656A,4470,71,N,,VBM PORTION,65,12,26,
LOS ANGELES,9005656A,4470,71,N,702,TOTAL,251,61,105,
LOS ANGELES,9005662A,4471,60,N,984,POLLING PLACE,180,58,81,
LOS ANGELES,9005662A,4471,60,N,,VBM PORTION,31,3,20,
LOS ANGELES,9005662A,4471,60,N,984,TOTAL,211,61,101,
LOS ANGELES,9005663A,4472,60,N,1095,POLLING PLACE,175,41,99,
LOS ANGELES,9005663A,4472,60,N,,VBM PORTION,63,13,29,
LOS ANGELES,9005663A,4472,60,N,1095,TOTAL,238,54,128,
LOS ANGELES,9005666A,4473,55,N,1082,POLLING PLACE,171,53,73,
LOS ANGELES,9005666A,4473,55,N,,VBM PORTION,18,8,9,
LOS ANGELES,9005666A,4473,55,N,1082,TOTAL,189,61,82,
LOS ANGELES,9005667A,4474,71,N,1010,POLLING PLACE,197,60,73,
LOS ANGELES,9005667A,4474,71,N,,VBM PORTION,75,30,29,
LOS ANGELES,9005667A,4474,71,N,1010,TOTAL,272,90,102,
LOS ANGELES,9005669A,4475,55,N,1151,POLLING PLACE,200,64,96,
LOS ANGELES,9005669A,4475,55,N,,VBM PORTION,55,13,25,
LOS ANGELES,9005669A,4475,55,N,1151,TOTAL,255,77,121,
LOS ANGELES,9005769B,4476,214,N,1131,POLLING PLACE,138,43,65,
LOS ANGELES,9005769B,4476,214,N,,VBM PORTION,69,19,37,
LOS ANGELES,9005769B,4476,214,N,1131,TOTAL,207,62,102,
LOS ANGELES,9005816A,4477,185,N,1194,POLLING PLACE,180,59,68,
LOS ANGELES,9005816A,4477,185,N,,VBM PORTION,83,28,25,
LOS ANGELES,9005816A,4477,185,N,1194,TOTAL,263,87,93,
LOS ANGELES,9005818A,4478,185,N,1083,POLLING PLACE,220,93,52,
LOS ANGELES,9005818A,4478,185,N,,VBM PORTION,70,25,24,
LOS ANGELES,9005818A,4478,185,N,1083,TOTAL,290,118,76,
LOS ANGELES,9005821A,4479,185,N,1244,POLLING PLACE,259,111,74,
LOS ANGELES,9005821A,4479,185,N,,VBM PORTION,80,27,22,
LOS ANGELES,9005821A,4479,185,N,1244,TOTAL,339,138,96,
LOS ANGELES,9005826A,4480,183,N,1278,POLLING PLACE,285,126,70,
LOS ANGELES,9005826A,4480,183,N,,VBM PORTION,144,58,35,
LOS ANGELES,9005826A,4480,183,N,1278,TOTAL,429,184,105,
LOS ANGELES,9005827A,4481,183,N,1122,POLLING PLACE,171,73,55,
LOS ANGELES,9005827A,4481,183,N,,VBM PORTION,72,24,24,
LOS ANGELES,9005827A,4481,183,N,1122,TOTAL,243,97,79,
LOS ANGELES,9005833A,4482,183,N,1098,POLLING PLACE,205,79,60,
LOS ANGELES,9005833A,4482,183,N,,VBM PORTION,82,20,19,
LOS ANGELES,9005833A,4482,183,N,1098,TOTAL,287,99,79,
LOS ANGELES,9005837A,4483,226,N,1360,POLLING PLACE,303,139,87,
LOS ANGELES,9005837A,4483,226,N,,VBM PORTION,111,34,47,
LOS ANGELES,9005837A,4483,226,N,1360,TOTAL,414,173,134,
LOS ANGELES,9005916B,4484,183,N,748,POLLING PLACE,228,94,58,
LOS ANGELES,9005916B,4484,183,N,,VBM PORTION,85,29,25,
LOS ANGELES,9005916B,4484,183,N,748,TOTAL,313,123,83,
LOS ANGELES,9005919A,4485,183,N,763,POLLING PLACE,220,74,64,
LOS ANGELES,9005919A,4485,183,N,,VBM PORTION,99,18,32,
LOS ANGELES,9005919A,4485,183,N,763,TOTAL,319,92,96,
LOS ANGELES,9005920A,4486,183,N,788,POLLING PLACE,219,88,50,
LOS ANGELES,9005920A,4486,183,N,,VBM PORTION,79,28,17,
LOS ANGELES,9005920A,4486,183,N,788,TOTAL,298,116,67,
LOS ANGELES,9005921A,4487,183,N,712,POLLING PLACE,176,71,41,
LOS ANGELES,9005921A,4487,183,N,,VBM PORTION,97,38,25,
LOS ANGELES,9005921A,4487,183,N,712,TOTAL,273,109,66,
LOS ANGELES,9005923A,4488,183,N,1071,POLLING PLACE,261,102,63,
LOS ANGELES,9005923A,4488,183,N,,VBM PORTION,157,54,57,
LOS ANGELES,9005923A,4488,183,N,1071,TOTAL,418,156,120,
LOS ANGELES,9005924A,4489,183,N,1111,POLLING PLACE,279,110,82,
LOS ANGELES,9005924A,4489,183,N,,VBM PORTION,150,53,31,
LOS ANGELES,9005924A,4489,183,N,1111,TOTAL,429,163,113,
LOS ANGELES,9005925A,4490,183,N,1063,POLLING PLACE,276,99,89,
LOS ANGELES,9005925A,4490,183,N,,VBM PORTION,125,37,31,
LOS ANGELES,9005925A,4490,183,N,1063,TOTAL,401,136,120,
LOS ANGELES,9005928C,4491,183,N,1112,POLLING PLACE,276,115,70,
LOS ANGELES,9005928C,4491,183,N,,VBM PORTION,140,58,31,
LOS ANGELES,9005928C,4491,183,N,1112,TOTAL,416,173,101,
LOS ANGELES,9005931A,4492,183,N,969,POLLING PLACE,280,125,60,
LOS ANGELES,9005931A,4492,183,N,,VBM PORTION,126,45,29,
LOS ANGELES,9005931A,4492,183,N,969,TOTAL,406,170,89,
LOS ANGELES,9005934A,4493,325,N,1031,POLLING PLACE,195,76,50,
LOS ANGELES,9005934A,4493,325,N,,VBM PORTION,69,21,18,
