LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ASHLEY SWEARENGIN,BETTY T YEE,
LOS ANGELES,9002329B,4114,228,N,1129,POLLING PLACE,147,12,127,
LOS ANGELES,9002329B,4114,228,N,,VBM PORTION,54,6,45,
LOS ANGELES,9002329B,4114,228,N,1129,TOTAL,201,18,172,
LOS ANGELES,9002330A,4115,228,N,1168,POLLING PLACE,248,29,198,
LOS ANGELES,9002330A,4115,228,N,,VBM PORTION,62,4,49,
LOS ANGELES,9002330A,4115,228,N,1168,TOTAL,310,33,247,
LOS ANGELES,9002332A,4116,385,N,745,POLLING PLACE,139,74,57,
LOS ANGELES,9002332A,4116,385,N,,VBM PORTION,74,32,35,
LOS ANGELES,9002332A,4116,385,N,745,TOTAL,213,106,92,
LOS ANGELES,9002333B,6293,233,Y,1,POLLING PLACE,,,,
LOS ANGELES,9002333B,6293,233,Y,,VBM PORTION,,,,
LOS ANGELES,9002333B,6293,233,Y,1,TOTAL,,,,
LOS ANGELES,9002333C,4117,228,N,783,POLLING PLACE,212,15,188,
LOS ANGELES,9002333C,4117,228,N,,VBM PORTION,55,5,45,
LOS ANGELES,9002333C,4117,228,N,783,TOTAL,267,20,233,
LOS ANGELES,9002334A,4118,228,N,1146,POLLING PLACE,369,33,314,
LOS ANGELES,9002334A,4118,228,N,,VBM PORTION,71,12,51,
LOS ANGELES,9002334A,4118,228,N,1146,TOTAL,440,45,365,
LOS ANGELES,9002334B,6294,233,Y,87,POLLING PLACE,,,,
LOS ANGELES,9002334B,6294,233,Y,,VBM PORTION,14,1,10,
LOS ANGELES,9002334B,6294,233,Y,87,TOTAL,14,1,10,
LOS ANGELES,9002337A,4119,228,N,1144,POLLING PLACE,146,19,118,
LOS ANGELES,9002337A,4119,228,N,,VBM PORTION,93,11,75,
LOS ANGELES,9002337A,4119,228,N,1144,TOTAL,239,30,193,
LOS ANGELES,9002338A,4120,368,N,886,POLLING PLACE,117,30,72,
LOS ANGELES,9002338A,4120,368,N,,VBM PORTION,37,8,28,
LOS ANGELES,9002338A,4120,368,N,886,TOTAL,154,38,100,
LOS ANGELES,9002339B,4121,228,N,1216,POLLING PLACE,198,28,160,
LOS ANGELES,9002339B,4121,228,N,,VBM PORTION,64,3,57,
LOS ANGELES,9002339B,4121,228,N,1216,TOTAL,262,31,217,
LOS ANGELES,9002341A,4122,329,N,983,POLLING PLACE,151,47,98,
LOS ANGELES,9002341A,4122,329,N,,VBM PORTION,90,42,38,
LOS ANGELES,9002341A,4122,329,N,983,TOTAL,241,89,136,
LOS ANGELES,9002342B,4123,228,N,979,POLLING PLACE,153,12,128,
LOS ANGELES,9002342B,4123,228,N,,VBM PORTION,55,6,43,
LOS ANGELES,9002342B,4123,228,N,979,TOTAL,208,18,171,
LOS ANGELES,9002343A,4124,228,N,1175,POLLING PLACE,140,14,110,
LOS ANGELES,9002343A,4124,228,N,,VBM PORTION,58,8,41,
LOS ANGELES,9002343A,4124,228,N,1175,TOTAL,198,22,151,
LOS ANGELES,9002344A,4125,311,N,1016,POLLING PLACE,125,17,94,
LOS ANGELES,9002344A,4125,311,N,,VBM PORTION,12,2,9,
LOS ANGELES,9002344A,4125,311,N,1016,TOTAL,137,19,103,
LOS ANGELES,9002345A,4126,228,N,1142,POLLING PLACE,94,15,69,
LOS ANGELES,9002345A,4126,228,N,,VBM PORTION,39,4,33,
LOS ANGELES,9002345A,4126,228,N,1142,TOTAL,133,19,102,
LOS ANGELES,9002348A,4127,228,N,534,POLLING PLACE,64,8,52,
LOS ANGELES,9002348A,4127,228,N,,VBM PORTION,19,4,14,
LOS ANGELES,9002348A,4127,228,N,534,TOTAL,83,12,66,
LOS ANGELES,9002349A,4128,200,N,1113,POLLING PLACE,172,37,128,
LOS ANGELES,9002349A,4128,200,N,,VBM PORTION,46,7,37,
LOS ANGELES,9002349A,4128,200,N,1113,TOTAL,218,44,165,
LOS ANGELES,9002350A,4129,315,N,457,POLLING PLACE,55,9,40,
LOS ANGELES,9002350A,4129,315,N,,VBM PORTION,6,,5,
LOS ANGELES,9002350A,4129,315,N,457,TOTAL,61,9,45,
LOS ANGELES,9002353B,4130,200,N,1148,POLLING PLACE,205,46,137,
LOS ANGELES,9002353B,4130,200,N,,VBM PORTION,43,13,30,
LOS ANGELES,9002353B,4130,200,N,1148,TOTAL,248,59,167,
LOS ANGELES,9002356A,4131,228,N,769,POLLING PLACE,256,31,219,
LOS ANGELES,9002356A,4131,228,N,,VBM PORTION,72,7,56,
LOS ANGELES,9002356A,4131,228,N,769,TOTAL,328,38,275,
LOS ANGELES,9002357B,4132,228,N,1146,POLLING PLACE,150,19,109,
LOS ANGELES,9002357B,4132,228,N,,VBM PORTION,46,3,36,
LOS ANGELES,9002357B,4132,228,N,1146,TOTAL,196,22,145,
LOS ANGELES,9002358A,4133,228,N,1368,POLLING PLACE,329,109,193,
LOS ANGELES,9002358A,4133,228,N,,VBM PORTION,182,71,89,
LOS ANGELES,9002358A,4133,228,N,1368,TOTAL,511,180,282,
LOS ANGELES,9002362C,4134,228,N,1156,POLLING PLACE,261,48,197,
LOS ANGELES,9002362C,4134,228,N,,VBM PORTION,83,26,51,
LOS ANGELES,9002362C,4134,228,N,1156,TOTAL,344,74,248,
LOS ANGELES,9002364A,4135,216,N,660,POLLING PLACE,88,8,72,
LOS ANGELES,9002364A,4135,216,N,,VBM PORTION,9,4,5,
LOS ANGELES,9002364A,4135,216,N,660,TOTAL,97,12,77,
LOS ANGELES,9002368A,4136,228,N,1144,POLLING PLACE,192,39,139,
LOS ANGELES,9002368A,4136,228,N,,VBM PORTION,68,14,50,
LOS ANGELES,9002368A,4136,228,N,1144,TOTAL,260,53,189,
LOS ANGELES,9002370A,4137,228,N,966,POLLING PLACE,247,65,172,
LOS ANGELES,9002370A,4137,228,N,,VBM PORTION,46,12,28,
LOS ANGELES,9002370A,4137,228,N,966,TOTAL,293,77,200,
LOS ANGELES,9002373A,4138,228,N,875,POLLING PLACE,187,34,138,
LOS ANGELES,9002373A,4138,228,N,,VBM PORTION,34,6,25,
LOS ANGELES,9002373A,4138,228,N,875,TOTAL,221,40,163,
LOS ANGELES,9002375A,4139,228,N,779,POLLING PLACE,113,16,91,
LOS ANGELES,9002375A,4139,228,N,,VBM PORTION,29,6,21,
LOS ANGELES,9002375A,4139,228,N,779,TOTAL,142,22,112,
LOS ANGELES,9002377A,4140,228,N,1135,POLLING PLACE,201,45,136,
LOS ANGELES,9002377A,4140,228,N,,VBM PORTION,73,18,53,
LOS ANGELES,9002377A,4140,228,N,1135,TOTAL,274,63,189,
LOS ANGELES,9002381A,4141,53,N,538,POLLING PLACE,119,64,46,
LOS ANGELES,9002381A,4141,53,N,,VBM PORTION,59,31,24,
LOS ANGELES,9002381A,4141,53,N,538,TOTAL,178,95,70,
LOS ANGELES,9002388A,4142,320,N,777,POLLING PLACE,128,26,93,
LOS ANGELES,9002388A,4142,320,N,,VBM PORTION,25,6,15,
LOS ANGELES,9002388A,4142,320,N,777,TOTAL,153,32,108,
LOS ANGELES,9002389A,4143,320,N,688,POLLING PLACE,179,42,130,
LOS ANGELES,9002389A,4143,320,N,,VBM PORTION,54,24,26,
LOS ANGELES,9002389A,4143,320,N,688,TOTAL,233,66,156,
LOS ANGELES,9002392A,4144,322,N,806,POLLING PLACE,164,57,99,
LOS ANGELES,9002392A,4144,322,N,,VBM PORTION,58,14,39,
LOS ANGELES,9002392A,4144,322,N,806,TOTAL,222,71,138,
LOS ANGELES,9002393A,4145,320,N,706,POLLING PLACE,206,58,136,
LOS ANGELES,9002393A,4145,320,N,,VBM PORTION,63,18,42,
LOS ANGELES,9002393A,4145,320,N,706,TOTAL,269,76,178,
LOS ANGELES,9002394A,4146,224,N,1425,POLLING PLACE,250,57,178,
LOS ANGELES,9002394A,4146,224,N,,VBM PORTION,104,24,75,
LOS ANGELES,9002394A,4146,224,N,1425,TOTAL,354,81,253,
LOS ANGELES,9002395A,4147,224,N,705,POLLING PLACE,245,67,165,
LOS ANGELES,9002395A,4147,224,N,,VBM PORTION,39,15,21,
LOS ANGELES,9002395A,4147,224,N,705,TOTAL,284,82,186,
LOS ANGELES,9002397A,4148,325,N,981,POLLING PLACE,217,57,151,
LOS ANGELES,9002397A,4148,325,N,,VBM PORTION,101,36,56,
LOS ANGELES,9002397A,4148,325,N,981,TOTAL,318,93,207,
LOS ANGELES,9002398A,4149,59,N,874,POLLING PLACE,115,21,79,
LOS ANGELES,9002398A,4149,59,N,,VBM PORTION,41,9,28,
LOS ANGELES,9002398A,4149,59,N,874,TOTAL,156,30,107,
LOS ANGELES,9002401B,4150,325,N,1075,POLLING PLACE,250,51,186,
LOS ANGELES,9002401B,4150,325,N,,VBM PORTION,51,18,28,
LOS ANGELES,9002401B,4150,325,N,1075,TOTAL,301,69,214,
LOS ANGELES,9002404B,6295,326,Y,49,POLLING PLACE,,,,
LOS ANGELES,9002404B,6295,326,Y,,VBM PORTION,4,,3,
LOS ANGELES,9002404B,6295,326,Y,49,TOTAL,4,,3,
LOS ANGELES,9002405A,4151,224,N,669,POLLING PLACE,164,57,97,
LOS ANGELES,9002405A,4151,224,N,,VBM PORTION,36,14,20,
LOS ANGELES,9002405A,4151,224,N,669,TOTAL,200,71,117,
LOS ANGELES,9002409A,4152,325,N,941,POLLING PLACE,229,77,127,
LOS ANGELES,9002409A,4152,325,N,,VBM PORTION,67,25,38,
LOS ANGELES,9002409A,4152,325,N,941,TOTAL,296,102,165,
LOS ANGELES,9002414A,4153,115,N,1086,POLLING PLACE,158,45,108,
LOS ANGELES,9002414A,4153,115,N,,VBM PORTION,34,16,16,
LOS ANGELES,9002414A,4153,115,N,1086,TOTAL,192,61,124,
LOS ANGELES,9002415A,4154,322,N,738,POLLING PLACE,154,81,67,
LOS ANGELES,9002415A,4154,322,N,,VBM PORTION,63,27,31,
LOS ANGELES,9002415A,4154,322,N,738,TOTAL,217,108,98,
LOS ANGELES,9002417A,4155,327,N,748,POLLING PLACE,198,107,83,
LOS ANGELES,9002417A,4155,327,N,,VBM PORTION,77,35,31,
LOS ANGELES,9002417A,4155,327,N,748,TOTAL,275,142,114,
LOS ANGELES,9002418A,4156,327,N,920,POLLING PLACE,239,117,102,
LOS ANGELES,9002418A,4156,327,N,,VBM PORTION,91,47,36,
LOS ANGELES,9002418A,4156,327,N,920,TOTAL,330,164,138,
LOS ANGELES,9002421A,4157,327,N,1212,POLLING PLACE,255,108,134,
LOS ANGELES,9002421A,4157,327,N,,VBM PORTION,104,39,50,
LOS ANGELES,9002421A,4157,327,N,1212,TOTAL,359,147,184,
LOS ANGELES,9002424A,4158,327,N,842,POLLING PLACE,159,56,92,
LOS ANGELES,9002424A,4158,327,N,,VBM PORTION,64,18,41,
LOS ANGELES,9002424A,4158,327,N,842,TOTAL,223,74,133,
LOS ANGELES,9002425A,4159,385,N,1409,POLLING PLACE,156,62,86,
LOS ANGELES,9002425A,4159,385,N,,VBM PORTION,86,34,48,
LOS ANGELES,9002425A,4159,385,N,1409,TOTAL,242,96,134,
LOS ANGELES,9002429A,4160,327,N,1113,POLLING PLACE,298,147,143,
LOS ANGELES,9002429A,4160,327,N,,VBM PORTION,106,48,47,
LOS ANGELES,9002429A,4160,327,N,1113,TOTAL,404,195,190,
LOS ANGELES,9002430A,4161,327,N,985,POLLING PLACE,32,7,21,
LOS ANGELES,9002430A,4161,327,N,,VBM PORTION,22,9,13,
LOS ANGELES,9002430A,4161,327,N,985,TOTAL,54,16,34,
LOS ANGELES,9002432A,4162,327,N,887,POLLING PLACE,327,158,150,
LOS ANGELES,9002432A,4162,327,N,,VBM PORTION,49,27,18,
LOS ANGELES,9002432A,4162,327,N,887,TOTAL,376,185,168,
LOS ANGELES,9002433A,4163,327,N,1094,POLLING PLACE,315,141,153,
LOS ANGELES,9002433A,4163,327,N,,VBM PORTION,108,49,42,
LOS ANGELES,9002433A,4163,327,N,1094,TOTAL,423,190,195,
LOS ANGELES,9002438C,4164,327,N,915,POLLING PLACE,264,129,111,
LOS ANGELES,9002438C,4164,327,N,,VBM PORTION,104,49,41,
LOS ANGELES,9002438C,4164,327,N,915,TOTAL,368,178,152,
LOS ANGELES,9002444A,4165,327,N,907,POLLING PLACE,299,123,150,
LOS ANGELES,9002444A,4165,327,N,,VBM PORTION,73,31,37,
LOS ANGELES,9002444A,4165,327,N,907,TOTAL,372,154,187,
LOS ANGELES,9002449A,6296,312,Y,20,POLLING PLACE,,,,
LOS ANGELES,9002449A,6296,312,Y,,VBM PORTION,1,,1,
LOS ANGELES,9002449A,6296,312,Y,20,TOTAL,1,,1,
LOS ANGELES,9002451A,4166,308,N,998,POLLING PLACE,113,21,82,
LOS ANGELES,9002451A,4166,308,N,,VBM PORTION,44,4,38,
LOS ANGELES,9002451A,4166,308,N,998,TOTAL,157,25,120,
LOS ANGELES,9002452A,6297,379,Y,,POLLING PLACE,,,,
LOS ANGELES,9002452A,6297,379,Y,,VBM PORTION,,,,
LOS ANGELES,9002452A,6297,379,Y,,TOTAL,,,,
LOS ANGELES,9002454A,4167,308,N,1087,POLLING PLACE,152,17,116,
LOS ANGELES,9002454A,4167,308,N,,VBM PORTION,28,2,24,
LOS ANGELES,9002454A,4167,308,N,1087,TOTAL,180,19,140,
LOS ANGELES,9002456A,4168,309,N,820,POLLING PLACE,110,14,88,
LOS ANGELES,9002456A,4168,309,N,,VBM PORTION,25,3,19,
LOS ANGELES,9002456A,4168,309,N,820,TOTAL,135,17,107,
LOS ANGELES,9002459A,4169,309,N,1073,POLLING PLACE,154,17,124,
LOS ANGELES,9002459A,4169,309,N,,VBM PORTION,38,6,26,
LOS ANGELES,9002459A,4169,309,N,1073,TOTAL,192,23,150,
LOS ANGELES,9002461A,4170,309,N,861,POLLING PLACE,147,11,126,
LOS ANGELES,9002461A,4170,309,N,,VBM PORTION,26,2,22,
LOS ANGELES,9002461A,4170,309,N,861,TOTAL,173,13,148,
LOS ANGELES,9002464A,6298,197,Y,,POLLING PLACE,,,,
LOS ANGELES,9002464A,6298,197,Y,,VBM PORTION,,,,
LOS ANGELES,9002464A,6298,197,Y,,TOTAL,,,,
LOS ANGELES,9002465A,4171,309,N,1119,POLLING PLACE,137,11,114,
LOS ANGELES,9002465A,4171,309,N,,VBM PORTION,41,4,34,
LOS ANGELES,9002465A,4171,309,N,1119,TOTAL,178,15,148,
LOS ANGELES,9002466A,4172,309,N,822,POLLING PLACE,78,11,58,
LOS ANGELES,9002466A,4172,309,N,,VBM PORTION,30,1,27,
LOS ANGELES,9002466A,4172,309,N,822,TOTAL,108,12,85,
LOS ANGELES,9002471A,4173,309,N,1025,POLLING PLACE,79,14,55,
LOS ANGELES,9002471A,4173,309,N,,VBM PORTION,32,,30,
LOS ANGELES,9002471A,4173,309,N,1025,TOTAL,111,14,85,
LOS ANGELES,9002472B,4174,309,N,636,POLLING PLACE,63,5,54,
LOS ANGELES,9002472B,4174,309,N,,VBM PORTION,22,1,19,
LOS ANGELES,9002472B,4174,309,N,636,TOTAL,85,6,73,
LOS ANGELES,9002473A,4175,113,N,165,POLLING PLACE,41,19,20,
LOS ANGELES,9002473A,4175,113,N,,VBM PORTION,10,3,7,
LOS ANGELES,9002473A,4175,113,N,165,TOTAL,51,22,27,
LOS ANGELES,9002474A,4176,358,N,498,POLLING PLACE,45,2,36,
LOS ANGELES,9002474A,4176,358,N,,VBM PORTION,14,1,12,
LOS ANGELES,9002474A,4176,358,N,498,TOTAL,59,3,48,
LOS ANGELES,9002475A,6299,99,Y,234,POLLING PLACE,,,,
LOS ANGELES,9002475A,6299,99,Y,,VBM PORTION,37,4,29,
LOS ANGELES,9002475A,6299,99,Y,234,TOTAL,37,4,29,
LOS ANGELES,9002476A,4177,99,N,340,POLLING PLACE,111,19,72,
LOS ANGELES,9002476A,4177,99,N,,VBM PORTION,14,3,11,
LOS ANGELES,9002476A,4177,99,N,340,TOTAL,125,22,83,
LOS ANGELES,9002477A,4178,309,N,1106,POLLING PLACE,219,20,171,
LOS ANGELES,9002477A,4178,309,N,,VBM PORTION,34,3,28,
LOS ANGELES,9002477A,4178,309,N,1106,TOTAL,253,23,199,
LOS ANGELES,9002481A,4179,309,N,1004,POLLING PLACE,180,18,151,
LOS ANGELES,9002481A,4179,309,N,,VBM PORTION,15,1,13,
LOS ANGELES,9002481A,4179,309,N,1004,TOTAL,195,19,164,
LOS ANGELES,9002482A,4180,309,N,829,POLLING PLACE,135,19,110,
LOS ANGELES,9002482A,4180,309,N,,VBM PORTION,30,3,23,
LOS ANGELES,9002482A,4180,309,N,829,TOTAL,165,22,133,
LOS ANGELES,9002484B,4181,309,N,819,POLLING PLACE,152,13,131,
LOS ANGELES,9002484B,4181,309,N,,VBM PORTION,27,5,20,
LOS ANGELES,9002484B,4181,309,N,819,TOTAL,179,18,151,
LOS ANGELES,9002485A,4182,309,N,751,POLLING PLACE,118,15,92,
LOS ANGELES,9002485A,4182,309,N,,VBM PORTION,14,1,12,
LOS ANGELES,9002485A,4182,309,N,751,TOTAL,132,16,104,
LOS ANGELES,9002489A,4183,309,N,863,POLLING PLACE,163,9,136,
LOS ANGELES,9002489A,4183,309,N,,VBM PORTION,34,2,30,
LOS ANGELES,9002489A,4183,309,N,863,TOTAL,197,11,166,
LOS ANGELES,9002490A,6300,103,Y,14,POLLING PLACE,,,,
LOS ANGELES,9002490A,6300,103,Y,,VBM PORTION,,,,
LOS ANGELES,9002490A,6300,103,Y,14,TOTAL,,,,
LOS ANGELES,9002491A,4184,312,N,686,POLLING PLACE,56,9,46,
LOS ANGELES,9002491A,4184,312,N,,VBM PORTION,7,3,3,
LOS ANGELES,9002491A,4184,312,N,686,TOTAL,63,12,49,
LOS ANGELES,9002492A,4185,309,N,1064,POLLING PLACE,225,18,192,
LOS ANGELES,9002492A,4185,309,N,,VBM PORTION,35,3,26,
LOS ANGELES,9002492A,4185,309,N,1064,TOTAL,260,21,218,
LOS ANGELES,9002494A,4186,358,N,1040,POLLING PLACE,136,7,109,
LOS ANGELES,9002494A,4186,358,N,,VBM PORTION,26,2,24,
LOS ANGELES,9002494A,4186,358,N,1040,TOTAL,162,9,133,
LOS ANGELES,9002496A,4187,358,N,999,POLLING PLACE,151,19,110,
LOS ANGELES,9002496A,4187,358,N,,VBM PORTION,56,3,52,
LOS ANGELES,9002496A,4187,358,N,999,TOTAL,207,22,162,
LOS ANGELES,9002496B,4188,358,N,897,POLLING PLACE,122,12,104,
LOS ANGELES,9002496B,4188,358,N,,VBM PORTION,29,2,26,
LOS ANGELES,9002496B,4188,358,N,897,TOTAL,151,14,130,
LOS ANGELES,9002497A,4189,312,N,664,POLLING PLACE,155,14,131,
LOS ANGELES,9002497A,4189,312,N,,VBM PORTION,51,5,45,
LOS ANGELES,9002497A,4189,312,N,664,TOTAL,206,19,176,
LOS ANGELES,9002499A,4190,312,N,1019,POLLING PLACE,233,18,194,
LOS ANGELES,9002499A,4190,312,N,,VBM PORTION,61,7,47,
LOS ANGELES,9002499A,4190,312,N,1019,TOTAL,294,25,241,
LOS ANGELES,9002500A,4191,312,N,841,POLLING PLACE,206,18,173,
LOS ANGELES,9002500A,4191,312,N,,VBM PORTION,54,6,41,
LOS ANGELES,9002500A,4191,312,N,841,TOTAL,260,24,214,
LOS ANGELES,9002502A,4192,332,N,1061,POLLING PLACE,245,17,209,
LOS ANGELES,9002502A,4192,332,N,,VBM PORTION,37,3,31,
LOS ANGELES,9002502A,4192,332,N,1061,TOTAL,282,20,240,
LOS ANGELES,9002503A,4193,312,N,982,POLLING PLACE,165,12,147,
LOS ANGELES,9002503A,4193,312,N,,VBM PORTION,46,5,35,
LOS ANGELES,9002503A,4193,312,N,982,TOTAL,211,17,182,
LOS ANGELES,9002504A,4194,332,N,1104,POLLING PLACE,249,20,210,
LOS ANGELES,9002504A,4194,332,N,,VBM PORTION,42,2,32,
LOS ANGELES,9002504A,4194,332,N,1104,TOTAL,291,22,242,
LOS ANGELES,9002507A,4195,332,N,853,POLLING PLACE,203,8,187,
LOS ANGELES,9002507A,4195,332,N,,VBM PORTION,34,3,28,
LOS ANGELES,9002507A,4195,332,N,853,TOTAL,237,11,215,
LOS ANGELES,9002509A,4196,33,N,816,POLLING PLACE,147,61,77,
LOS ANGELES,9002509A,4196,33,N,,VBM PORTION,69,33,28,
LOS ANGELES,9002509A,4196,33,N,816,TOTAL,216,94,105,
LOS ANGELES,9002510A,4197,358,N,1129,POLLING PLACE,210,24,165,
LOS ANGELES,9002510A,4197,358,N,,VBM PORTION,52,2,46,
LOS ANGELES,9002510A,4197,358,N,1129,TOTAL,262,26,211,
LOS ANGELES,9002520A,4198,358,N,983,POLLING PLACE,135,15,108,
LOS ANGELES,9002520A,4198,358,N,,VBM PORTION,26,3,20,
LOS ANGELES,9002520A,4198,358,N,983,TOTAL,161,18,128,
LOS ANGELES,9002521A,4199,312,N,1040,POLLING PLACE,134,13,105,
LOS ANGELES,9002521A,4199,312,N,,VBM PORTION,30,3,22,
LOS ANGELES,9002521A,4199,312,N,1040,TOTAL,164,16,127,
LOS ANGELES,9002523A,4200,312,N,931,POLLING PLACE,136,16,109,
LOS ANGELES,9002523A,4200,312,N,,VBM PORTION,27,1,24,
LOS ANGELES,9002523A,4200,312,N,931,TOTAL,163,17,133,
LOS ANGELES,9002525A,4201,312,N,1004,POLLING PLACE,166,18,141,
LOS ANGELES,9002525A,4201,312,N,,VBM PORTION,26,1,22,
LOS ANGELES,9002525A,4201,312,N,1004,TOTAL,192,19,163,
LOS ANGELES,9002527A,6301,124,Y,85,POLLING PLACE,,,,
LOS ANGELES,9002527A,6301,124,Y,,VBM PORTION,8,2,6,
LOS ANGELES,9002527A,6301,124,Y,85,TOTAL,8,2,6,
LOS ANGELES,9002529A,4202,358,N,976,POLLING PLACE,156,9,132,
LOS ANGELES,9002529A,4202,358,N,,VBM PORTION,25,1,23,
LOS ANGELES,9002529A,4202,358,N,976,TOTAL,181,10,155,
LOS ANGELES,9002531A,4203,358,N,944,POLLING PLACE,86,12,69,
LOS ANGELES,9002531A,4203,358,N,,VBM PORTION,25,,22,
LOS ANGELES,9002531A,4203,358,N,944,TOTAL,111,12,91,
LOS ANGELES,9002533A,4204,100,N,939,POLLING PLACE,158,47,109,
LOS ANGELES,9002533A,4204,100,N,,VBM PORTION,74,18,49,
LOS ANGELES,9002533A,4204,100,N,939,TOTAL,232,65,158,
LOS ANGELES,9002534A,4205,369,N,1141,POLLING PLACE,111,6,93,
LOS ANGELES,9002534A,4205,369,N,,VBM PORTION,19,3,15,
LOS ANGELES,9002534A,4205,369,N,1141,TOTAL,130,9,108,
LOS ANGELES,9002534C,4206,369,N,1141,POLLING PLACE,95,8,80,
LOS ANGELES,9002534C,4206,369,N,,VBM PORTION,20,2,16,
LOS ANGELES,9002534C,4206,369,N,1141,TOTAL,115,10,96,
LOS ANGELES,9002536A,6302,32,Y,,POLLING PLACE,,,,
LOS ANGELES,9002536A,6302,32,Y,,VBM PORTION,,,,
LOS ANGELES,9002536A,6302,32,Y,,TOTAL,,,,
LOS ANGELES,9002537A,4207,369,N,1045,POLLING PLACE,99,16,71,
LOS ANGELES,9002537A,4207,369,N,,VBM PORTION,31,4,22,
LOS ANGELES,9002537A,4207,369,N,1045,TOTAL,130,20,93,
LOS ANGELES,9002539A,6303,56,Y,,POLLING PLACE,,,,
LOS ANGELES,9002539A,6303,56,Y,,VBM PORTION,,,,
LOS ANGELES,9002539A,6303,56,Y,,TOTAL,,,,
LOS ANGELES,9002540A,4208,369,N,1205,POLLING PLACE,95,10,76,
LOS ANGELES,9002540A,4208,369,N,,VBM PORTION,17,2,13,
LOS ANGELES,9002540A,4208,369,N,1205,TOTAL,112,12,89,
LOS ANGELES,9002540B,4209,369,N,935,POLLING PLACE,66,16,45,
LOS ANGELES,9002540B,4209,369,N,,VBM PORTION,12,2,9,
LOS ANGELES,9002540B,4209,369,N,935,TOTAL,78,18,54,
LOS ANGELES,9002541A,6304,56,Y,,POLLING PLACE,,,,
LOS ANGELES,9002541A,6304,56,Y,,VBM PORTION,,,,
LOS ANGELES,9002541A,6304,56,Y,,TOTAL,,,,
LOS ANGELES,9002543A,6305,217,Y,,POLLING PLACE,,,,
LOS ANGELES,9002543A,6305,217,Y,,VBM PORTION,,,,
LOS ANGELES,9002543A,6305,217,Y,,TOTAL,,,,
LOS ANGELES,9002544B,4210,369,N,975,POLLING PLACE,118,4,106,
LOS ANGELES,9002544B,4210,369,N,,VBM PORTION,27,,25,
LOS ANGELES,9002544B,4210,369,N,975,TOTAL,145,4,131,
LOS ANGELES,9002545A,4211,216,N,496,POLLING PLACE,85,21,49,
LOS ANGELES,9002545A,4211,216,N,,VBM PORTION,8,4,3,
LOS ANGELES,9002545A,4211,216,N,496,TOTAL,93,25,52,
LOS ANGELES,9002547A,4212,216,N,1153,POLLING PLACE,240,45,138,
LOS ANGELES,9002547A,4212,216,N,,VBM PORTION,209,64,114,
LOS ANGELES,9002547A,4212,216,N,1153,TOTAL,449,109,252,
LOS ANGELES,9002548A,4213,369,N,1035,POLLING PLACE,90,10,75,
LOS ANGELES,9002548A,4213,369,N,,VBM PORTION,24,1,19,
LOS ANGELES,9002548A,4213,369,N,1035,TOTAL,114,11,94,
LOS ANGELES,9002549A,4214,369,N,590,POLLING PLACE,73,6,56,
LOS ANGELES,9002549A,4214,369,N,,VBM PORTION,16,2,13,
LOS ANGELES,9002549A,4214,369,N,590,TOTAL,89,8,69,
LOS ANGELES,9002551A,4215,369,N,999,POLLING PLACE,51,9,37,
LOS ANGELES,9002551A,4215,369,N,,VBM PORTION,13,,13,
LOS ANGELES,9002551A,4215,369,N,999,TOTAL,64,9,50,
LOS ANGELES,9002553B,4216,369,N,569,POLLING PLACE,17,1,15,
LOS ANGELES,9002553B,4216,369,N,,VBM PORTION,6,,6,
LOS ANGELES,9002553B,4216,369,N,569,TOTAL,23,1,21,
LOS ANGELES,9002555B,4217,369,N,1035,POLLING PLACE,125,14,95,
LOS ANGELES,9002555B,4217,369,N,,VBM PORTION,16,1,13,
LOS ANGELES,9002555B,4217,369,N,1035,TOTAL,141,15,108,
LOS ANGELES,9002556A,4218,229,N,1163,POLLING PLACE,248,27,203,
LOS ANGELES,9002556A,4218,229,N,,VBM PORTION,92,13,70,
LOS ANGELES,9002556A,4218,229,N,1163,TOTAL,340,40,273,
LOS ANGELES,9002557A,6306,217,Y,8,POLLING PLACE,,,,
LOS ANGELES,9002557A,6306,217,Y,,VBM PORTION,1,1,,
LOS ANGELES,9002557A,6306,217,Y,8,TOTAL,1,1,,
LOS ANGELES,9002558A,4219,358,N,714,POLLING PLACE,70,7,60,
LOS ANGELES,9002558A,4219,358,N,,VBM PORTION,17,,17,
LOS ANGELES,9002558A,4219,358,N,714,TOTAL,87,7,77,
LOS ANGELES,9002559A,6307,228,Y,,POLLING PLACE,,,,
LOS ANGELES,9002559A,6307,228,Y,,VBM PORTION,,,,
LOS ANGELES,9002559A,6307,228,Y,,TOTAL,,,,
LOS ANGELES,9002560A,6308,98,Y,,POLLING PLACE,,,,
LOS ANGELES,9002560A,6308,98,Y,,VBM PORTION,,,,
LOS ANGELES,9002560A,6308,98,Y,,TOTAL,,,,
LOS ANGELES,9002561A,6309,65,Y,,POLLING PLACE,,,,
LOS ANGELES,9002561A,6309,65,Y,,VBM PORTION,,,,
LOS ANGELES,9002561A,6309,65,Y,,TOTAL,,,,
LOS ANGELES,9002562A,4220,327,N,958,POLLING PLACE,339,158,163,
LOS ANGELES,9002562A,4220,327,N,,VBM PORTION,73,47,24,
LOS ANGELES,9002562A,4220,327,N,958,TOTAL,412,205,187,
