LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TONY STRICKLAND,STEVE KNIGHT,
BALLOT GROUP 47,9990047A,8047,47,N,,POLLING PLACE,,,,
BALLOT GROUP 47,9990047A,8047,47,N,,VBM PORTION,,,,
BALLOT GROUP 47,9990047A,8047,47,N,,TOTAL,,,,
BALLOT GROUP 48,9990048A,8048,48,N,,POLLING PLACE,,,,
BALLOT GROUP 48,9990048A,8048,48,N,,VBM PORTION,,,,
BALLOT GROUP 48,9990048A,8048,48,N,,TOTAL,,,,
BALLOT GROUP 49,9990049A,8049,49,N,,POLLING PLACE,,,,
BALLOT GROUP 49,9990049A,8049,49,N,,VBM PORTION,,,,
BALLOT GROUP 49,9990049A,8049,49,N,,TOTAL,,,,
BALLOT GROUP 53,9990053A,8053,53,N,,POLLING PLACE,,,,
BALLOT GROUP 53,9990053A,8053,53,N,,VBM PORTION,,,,
BALLOT GROUP 53,9990053A,8053,53,N,,TOTAL,,,,
BALLOT GROUP 61,9990061A,8061,61,N,,POLLING PLACE,,,,
BALLOT GROUP 61,9990061A,8061,61,N,,VBM PORTION,,,,
BALLOT GROUP 61,9990061A,8061,61,N,,TOTAL,,,,
BALLOT GROUP 62,9990062A,8062,62,N,,POLLING PLACE,,,,
BALLOT GROUP 62,9990062A,8062,62,N,,VBM PORTION,,,,
BALLOT GROUP 62,9990062A,8062,62,N,,TOTAL,,,,
BALLOT GROUP 63,9990063A,8063,63,N,,POLLING PLACE,,,,
BALLOT GROUP 63,9990063A,8063,63,N,,VBM PORTION,,,,
BALLOT GROUP 63,9990063A,8063,63,N,,TOTAL,,,,
BALLOT GROUP 114,9990114A,8114,114,N,,POLLING PLACE,,,,
BALLOT GROUP 114,9990114A,8114,114,N,,VBM PORTION,,,,
BALLOT GROUP 114,9990114A,8114,114,N,,TOTAL,,,,
