LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ISIDRO ARMENTA,HOLLY J MITCHELL,
LOS ANGELES,9002502A,4192,332,N,,VBM PORTION,37,6,29,
LOS ANGELES,9002502A,4192,332,N,1061,TOTAL,282,38,229,
LOS ANGELES,9002503A,4193,312,N,982,POLLING PLACE,165,39,120,
LOS ANGELES,9002503A,4193,312,N,,VBM PORTION,46,13,30,
LOS ANGELES,9002503A,4193,312,N,982,TOTAL,211,52,150,
LOS ANGELES,9002504A,4194,332,N,1104,POLLING PLACE,249,38,199,
LOS ANGELES,9002504A,4194,332,N,,VBM PORTION,42,4,30,
LOS ANGELES,9002504A,4194,332,N,1104,TOTAL,291,42,229,
LOS ANGELES,9002507A,4195,332,N,853,POLLING PLACE,203,22,175,
LOS ANGELES,9002507A,4195,332,N,,VBM PORTION,34,4,27,
LOS ANGELES,9002507A,4195,332,N,853,TOTAL,237,26,202,
LOS ANGELES,9002510A,4197,358,N,1129,POLLING PLACE,210,60,135,
LOS ANGELES,9002510A,4197,358,N,,VBM PORTION,52,16,30,
LOS ANGELES,9002510A,4197,358,N,1129,TOTAL,262,76,165,
LOS ANGELES,9002520A,4198,358,N,983,POLLING PLACE,135,35,91,
LOS ANGELES,9002520A,4198,358,N,,VBM PORTION,26,10,15,
LOS ANGELES,9002520A,4198,358,N,983,TOTAL,161,45,106,
LOS ANGELES,9002521A,4199,312,N,1040,POLLING PLACE,134,53,75,
LOS ANGELES,9002521A,4199,312,N,,VBM PORTION,30,12,13,
LOS ANGELES,9002521A,4199,312,N,1040,TOTAL,164,65,88,
LOS ANGELES,9002523A,4200,312,N,931,POLLING PLACE,136,43,84,
LOS ANGELES,9002523A,4200,312,N,,VBM PORTION,27,11,14,
LOS ANGELES,9002523A,4200,312,N,931,TOTAL,163,54,98,
LOS ANGELES,9002525A,4201,312,N,1004,POLLING PLACE,166,44,115,
LOS ANGELES,9002525A,4201,312,N,,VBM PORTION,26,8,16,
LOS ANGELES,9002525A,4201,312,N,1004,TOTAL,192,52,131,
LOS ANGELES,9002529A,4202,358,N,976,POLLING PLACE,156,60,84,
LOS ANGELES,9002529A,4202,358,N,,VBM PORTION,25,8,16,
LOS ANGELES,9002529A,4202,358,N,976,TOTAL,181,68,100,
LOS ANGELES,9002531A,4203,358,N,944,POLLING PLACE,86,28,54,
LOS ANGELES,9002531A,4203,358,N,,VBM PORTION,25,12,9,
LOS ANGELES,9002531A,4203,358,N,944,TOTAL,111,40,63,
LOS ANGELES,9002543A,6305,217,Y,,POLLING PLACE,,,,
LOS ANGELES,9002543A,6305,217,Y,,VBM PORTION,,,,
LOS ANGELES,9002543A,6305,217,Y,,TOTAL,,,,
LOS ANGELES,9002545A,4211,216,N,496,POLLING PLACE,85,39,35,
LOS ANGELES,9002545A,4211,216,N,,VBM PORTION,8,2,4,
LOS ANGELES,9002545A,4211,216,N,496,TOTAL,93,41,39,
LOS ANGELES,9002547A,4212,216,N,1153,POLLING PLACE,240,58,108,
LOS ANGELES,9002547A,4212,216,N,,VBM PORTION,209,50,94,
LOS ANGELES,9002547A,4212,216,N,1153,TOTAL,449,108,202,
LOS ANGELES,9002556A,4218,229,N,1163,POLLING PLACE,248,67,164,
LOS ANGELES,9002556A,4218,229,N,,VBM PORTION,92,10,75,
LOS ANGELES,9002556A,4218,229,N,1163,TOTAL,340,77,239,
LOS ANGELES,9002557A,6306,217,Y,8,POLLING PLACE,,,,
LOS ANGELES,9002557A,6306,217,Y,,VBM PORTION,1,,1,
LOS ANGELES,9002557A,6306,217,Y,8,TOTAL,1,,1,
LOS ANGELES,9002558A,4219,358,N,714,POLLING PLACE,70,27,37,
LOS ANGELES,9002558A,4219,358,N,,VBM PORTION,17,4,12,
LOS ANGELES,9002558A,4219,358,N,714,TOTAL,87,31,49,
LOS ANGELES,9002559A,6307,228,Y,,POLLING PLACE,,,,
LOS ANGELES,9002559A,6307,228,Y,,VBM PORTION,,,,
LOS ANGELES,9002559A,6307,228,Y,,TOTAL,,,,
LOS ANGELES,9002563A,4221,358,N,953,POLLING PLACE,107,33,69,
LOS ANGELES,9002563A,4221,358,N,,VBM PORTION,13,8,4,
LOS ANGELES,9002563A,4221,358,N,953,TOTAL,120,41,73,
LOS ANGELES,9002566A,4222,358,N,922,POLLING PLACE,89,31,46,
LOS ANGELES,9002566A,4222,358,N,,VBM PORTION,20,7,9,
LOS ANGELES,9002566A,4222,358,N,922,TOTAL,109,38,55,
LOS ANGELES,9002568A,4223,358,N,814,POLLING PLACE,101,28,65,
LOS ANGELES,9002568A,4223,358,N,,VBM PORTION,25,10,15,
LOS ANGELES,9002568A,4223,358,N,814,TOTAL,126,38,80,
LOS ANGELES,9002572A,4224,358,N,1133,POLLING PLACE,136,34,91,
LOS ANGELES,9002572A,4224,358,N,,VBM PORTION,43,10,30,
LOS ANGELES,9002572A,4224,358,N,1133,TOTAL,179,44,121,
LOS ANGELES,9002583A,4227,358,N,1101,POLLING PLACE,160,66,81,
LOS ANGELES,9002583A,4227,358,N,,VBM PORTION,29,15,13,
LOS ANGELES,9002583A,4227,358,N,1101,TOTAL,189,81,94,
LOS ANGELES,9002584A,4228,358,N,1214,POLLING PLACE,155,53,98,
LOS ANGELES,9002584A,4228,358,N,,VBM PORTION,39,15,21,
LOS ANGELES,9002584A,4228,358,N,1214,TOTAL,194,68,119,
LOS ANGELES,9002587A,4229,359,N,1171,POLLING PLACE,143,51,68,
LOS ANGELES,9002587A,4229,359,N,,VBM PORTION,33,5,26,
LOS ANGELES,9002587A,4229,359,N,1171,TOTAL,176,56,94,
LOS ANGELES,9002588B,4230,359,N,836,POLLING PLACE,100,34,56,
LOS ANGELES,9002588B,4230,359,N,,VBM PORTION,30,4,21,
LOS ANGELES,9002588B,4230,359,N,836,TOTAL,130,38,77,
LOS ANGELES,9002624A,6315,307,Y,5,POLLING PLACE,,,,
LOS ANGELES,9002624A,6315,307,Y,,VBM PORTION,,,,
LOS ANGELES,9002624A,6315,307,Y,5,TOTAL,,,,
LOS ANGELES,9002625A,6316,217,Y,,POLLING PLACE,,,,
LOS ANGELES,9002625A,6316,217,Y,,VBM PORTION,,,,
LOS ANGELES,9002625A,6316,217,Y,,TOTAL,,,,
LOS ANGELES,9002673C,4250,312,N,852,POLLING PLACE,132,44,80,
LOS ANGELES,9002673C,4250,312,N,,VBM PORTION,24,4,14,
LOS ANGELES,9002673C,4250,312,N,852,TOTAL,156,48,94,
LOS ANGELES,9002706A,4259,309,N,639,POLLING PLACE,61,14,40,
LOS ANGELES,9002706A,4259,309,N,,VBM PORTION,11,2,5,
LOS ANGELES,9002706A,4259,309,N,639,TOTAL,72,16,45,
LOS ANGELES,9002739A,6323,225,Y,,POLLING PLACE,,,,
LOS ANGELES,9002739A,6323,225,Y,,VBM PORTION,,,,
LOS ANGELES,9002739A,6323,225,Y,,TOTAL,,,,
LOS ANGELES,9002767A,6325,307,Y,,POLLING PLACE,,,,
LOS ANGELES,9002767A,6325,307,Y,,VBM PORTION,,,,
LOS ANGELES,9002767A,6325,307,Y,,TOTAL,,,,
LOS ANGELES,9002768A,4268,308,N,108,POLLING PLACE,12,5,5,
LOS ANGELES,9002768A,4268,308,N,,VBM PORTION,,,,
LOS ANGELES,9002768A,4268,308,N,108,TOTAL,12,5,5,
LOS ANGELES,9002787A,4272,308,N,321,POLLING PLACE,27,10,14,
LOS ANGELES,9002787A,4272,308,N,,VBM PORTION,16,1,10,
LOS ANGELES,9002787A,4272,308,N,321,TOTAL,43,11,24,
LOS ANGELES,9002788A,4273,309,N,734,POLLING PLACE,70,18,41,
LOS ANGELES,9002788A,4273,309,N,,VBM PORTION,20,7,10,
LOS ANGELES,9002788A,4273,309,N,734,TOTAL,90,25,51,
LOS ANGELES,9002789A,6326,308,Y,3,POLLING PLACE,,,,
LOS ANGELES,9002789A,6326,308,Y,,VBM PORTION,,,,
LOS ANGELES,9002789A,6326,308,Y,3,TOTAL,,,,
LOS ANGELES,9002821A,4280,310,N,475,POLLING PLACE,61,33,16,
LOS ANGELES,9002821A,4280,310,N,,VBM PORTION,8,3,4,
LOS ANGELES,9002821A,4280,310,N,475,TOTAL,69,36,20,
LOS ANGELES,9002822A,6328,307,Y,,POLLING PLACE,,,,
LOS ANGELES,9002822A,6328,307,Y,,VBM PORTION,,,,
LOS ANGELES,9002822A,6328,307,Y,,TOTAL,,,,
LOS ANGELES,9002829A,6329,216,Y,42,POLLING PLACE,,,,
LOS ANGELES,9002829A,6329,216,Y,,VBM PORTION,3,,,
LOS ANGELES,9002829A,6329,216,Y,42,TOTAL,3,,,
LOS ANGELES,9002889A,4290,228,N,745,POLLING PLACE,188,56,101,
LOS ANGELES,9002889A,4290,228,N,,VBM PORTION,40,9,27,
LOS ANGELES,9002889A,4290,228,N,745,TOTAL,228,65,128,
LOS ANGELES,9002890A,4291,228,N,1176,POLLING PLACE,194,66,95,
LOS ANGELES,9002890A,4291,228,N,,VBM PORTION,80,13,53,
LOS ANGELES,9002890A,4291,228,N,1176,TOTAL,274,79,148,
LOS ANGELES,9002893A,4293,228,N,1201,POLLING PLACE,222,53,137,
LOS ANGELES,9002893A,4293,228,N,,VBM PORTION,77,17,47,
LOS ANGELES,9002893A,4293,228,N,1201,TOTAL,299,70,184,
LOS ANGELES,9002900A,4295,226,N,1433,POLLING PLACE,186,34,96,
LOS ANGELES,9002900A,4295,226,N,,VBM PORTION,368,73,205,
LOS ANGELES,9002900A,4295,226,N,1433,TOTAL,554,107,301,
LOS ANGELES,9002908A,4298,309,N,1178,POLLING PLACE,155,21,126,
LOS ANGELES,9002908A,4298,309,N,,VBM PORTION,46,13,28,
LOS ANGELES,9002908A,4298,309,N,1178,TOTAL,201,34,154,
LOS ANGELES,9002913A,4300,228,N,1149,POLLING PLACE,235,80,122,
LOS ANGELES,9002913A,4300,228,N,,VBM PORTION,59,14,34,
LOS ANGELES,9002913A,4300,228,N,1149,TOTAL,294,94,156,
LOS ANGELES,9002917A,4301,228,N,695,POLLING PLACE,167,48,90,
LOS ANGELES,9002917A,4301,228,N,,VBM PORTION,67,8,36,
LOS ANGELES,9002917A,4301,228,N,695,TOTAL,234,56,126,
LOS ANGELES,9002917D,4302,228,N,725,POLLING PLACE,214,65,113,
LOS ANGELES,9002917D,4302,228,N,,VBM PORTION,65,16,35,
LOS ANGELES,9002917D,4302,228,N,725,TOTAL,279,81,148,
LOS ANGELES,9002927A,4304,309,N,918,POLLING PLACE,146,48,85,
LOS ANGELES,9002927A,4304,309,N,,VBM PORTION,29,7,16,
LOS ANGELES,9002927A,4304,309,N,918,TOTAL,175,55,101,
LOS ANGELES,9002954A,4307,228,N,1122,POLLING PLACE,193,52,102,
LOS ANGELES,9002954A,4307,228,N,,VBM PORTION,105,20,63,
LOS ANGELES,9002954A,4307,228,N,1122,TOTAL,298,72,165,
LOS ANGELES,9003029C,4310,358,N,1014,POLLING PLACE,110,36,64,
LOS ANGELES,9003029C,4310,358,N,,VBM PORTION,39,10,24,
LOS ANGELES,9003029C,4310,358,N,1014,TOTAL,149,46,88,
LOS ANGELES,9003036A,4311,228,N,827,POLLING PLACE,217,56,117,
LOS ANGELES,9003036A,4311,228,N,,VBM PORTION,57,19,27,
LOS ANGELES,9003036A,4311,228,N,827,TOTAL,274,75,144,
LOS ANGELES,9003050A,4312,228,N,750,POLLING PLACE,220,48,158,
LOS ANGELES,9003050A,4312,228,N,,VBM PORTION,41,10,25,
LOS ANGELES,9003050A,4312,228,N,750,TOTAL,261,58,183,
LOS ANGELES,9003210A,4330,308,N,505,POLLING PLACE,16,4,9,
LOS ANGELES,9003210A,4330,308,N,,VBM PORTION,3,,3,
LOS ANGELES,9003210A,4330,308,N,505,TOTAL,19,4,12,
LOS ANGELES,9003220A,4332,358,N,586,POLLING PLACE,91,37,48,
LOS ANGELES,9003220A,4332,358,N,,VBM PORTION,24,4,19,
LOS ANGELES,9003220A,4332,358,N,586,TOTAL,115,41,67,
LOS ANGELES,9003229A,4334,228,N,1083,POLLING PLACE,198,45,124,
LOS ANGELES,9003229A,4334,228,N,,VBM PORTION,70,11,54,
LOS ANGELES,9003229A,4334,228,N,1083,TOTAL,268,56,178,
LOS ANGELES,9003240A,4337,309,N,859,POLLING PLACE,169,49,101,
LOS ANGELES,9003240A,4337,309,N,,VBM PORTION,26,7,16,
LOS ANGELES,9003240A,4337,309,N,859,TOTAL,195,56,117,
LOS ANGELES,9003674E,4362,228,N,873,POLLING PLACE,114,45,57,
LOS ANGELES,9003674E,4362,228,N,,VBM PORTION,32,15,13,
LOS ANGELES,9003674E,4362,228,N,873,TOTAL,146,60,70,
LOS ANGELES,9003866A,4368,358,N,997,POLLING PLACE,160,48,101,
LOS ANGELES,9003866A,4368,358,N,,VBM PORTION,37,12,23,
LOS ANGELES,9003866A,4368,358,N,997,TOTAL,197,60,124,
LOS ANGELES,9003886A,4369,216,N,547,POLLING PLACE,33,14,17,
LOS ANGELES,9003886A,4369,216,N,,VBM PORTION,30,10,19,
LOS ANGELES,9003886A,4369,216,N,547,TOTAL,63,24,36,
LOS ANGELES,9003922A,4373,216,N,773,POLLING PLACE,12,1,10,
LOS ANGELES,9003922A,4373,216,N,,VBM PORTION,11,5,6,
LOS ANGELES,9003922A,4373,216,N,773,TOTAL,23,6,16,
LOS ANGELES,9003922B,4374,216,N,360,POLLING PLACE,15,5,6,
LOS ANGELES,9003922B,4374,216,N,,VBM PORTION,13,2,10,
LOS ANGELES,9003922B,4374,216,N,360,TOTAL,28,7,16,
LOS ANGELES,9003951B,4376,216,N,810,POLLING PLACE,93,38,44,
LOS ANGELES,9003951B,4376,216,N,,VBM PORTION,49,13,23,
LOS ANGELES,9003951B,4376,216,N,810,TOTAL,142,51,67,
LOS ANGELES,9003969C,4379,228,N,1109,POLLING PLACE,199,99,86,
LOS ANGELES,9003969C,4379,228,N,,VBM PORTION,33,9,21,
LOS ANGELES,9003969C,4379,228,N,1109,TOTAL,232,108,107,
LOS ANGELES,9004218A,4392,226,N,699,POLLING PLACE,104,23,52,
LOS ANGELES,9004218A,4392,226,N,,VBM PORTION,59,13,30,
LOS ANGELES,9004218A,4392,226,N,699,TOTAL,163,36,82,
LOS ANGELES,9005022A,4409,216,N,1298,POLLING PLACE,207,56,118,
LOS ANGELES,9005022A,4409,216,N,,VBM PORTION,123,34,64,
LOS ANGELES,9005022A,4409,216,N,1298,TOTAL,330,90,182,
LOS ANGELES,9005204A,4430,330,N,868,POLLING PLACE,148,46,94,
LOS ANGELES,9005204A,4430,330,N,,VBM PORTION,42,9,27,
LOS ANGELES,9005204A,4430,330,N,868,TOTAL,190,55,121,
LOS ANGELES,9005205B,4431,330,N,677,POLLING PLACE,80,27,49,
LOS ANGELES,9005205B,4431,330,N,,VBM PORTION,15,3,10,
LOS ANGELES,9005205B,4431,330,N,677,TOTAL,95,30,59,
LOS ANGELES,9005217B,4432,311,N,954,POLLING PLACE,96,44,37,
LOS ANGELES,9005217B,4432,311,N,,VBM PORTION,17,3,13,
LOS ANGELES,9005217B,4432,311,N,954,TOTAL,113,47,50,
LOS ANGELES,9005291B,4434,228,N,790,POLLING PLACE,145,38,81,
LOS ANGELES,9005291B,4434,228,N,,VBM PORTION,54,13,29,
LOS ANGELES,9005291B,4434,228,N,790,TOTAL,199,51,110,
LOS ANGELES,9005293A,4435,228,N,1176,POLLING PLACE,236,65,132,
LOS ANGELES,9005293A,4435,228,N,,VBM PORTION,62,15,41,
LOS ANGELES,9005293A,4435,228,N,1176,TOTAL,298,80,173,
LOS ANGELES,9005303A,4437,228,N,1032,POLLING PLACE,186,73,83,
LOS ANGELES,9005303A,4437,228,N,,VBM PORTION,55,17,31,
LOS ANGELES,9005303A,4437,228,N,1032,TOTAL,241,90,114,
LOS ANGELES,9005313A,4441,187,N,1115,POLLING PLACE,280,70,181,
LOS ANGELES,9005313A,4441,187,N,,VBM PORTION,53,13,31,
LOS ANGELES,9005313A,4441,187,N,1115,TOTAL,333,83,212,
LOS ANGELES,9005315A,4442,187,N,1038,POLLING PLACE,233,69,139,
LOS ANGELES,9005315A,4442,187,N,,VBM PORTION,94,14,63,
LOS ANGELES,9005315A,4442,187,N,1038,TOTAL,327,83,202,
LOS ANGELES,9005316A,4443,228,N,902,POLLING PLACE,141,65,65,
LOS ANGELES,9005316A,4443,228,N,,VBM PORTION,44,17,24,
LOS ANGELES,9005316A,4443,228,N,902,TOTAL,185,82,89,
LOS ANGELES,9005317A,4444,228,N,1148,POLLING PLACE,243,61,157,
LOS ANGELES,9005317A,4444,228,N,,VBM PORTION,80,16,54,
LOS ANGELES,9005317A,4444,228,N,1148,TOTAL,323,77,211,
LOS ANGELES,9005319A,4445,228,N,1239,POLLING PLACE,284,69,195,
LOS ANGELES,9005319A,4445,228,N,,VBM PORTION,86,14,62,
LOS ANGELES,9005319A,4445,228,N,1239,TOTAL,370,83,257,
LOS ANGELES,9005321A,4446,228,N,1145,POLLING PLACE,229,58,137,
LOS ANGELES,9005321A,4446,228,N,,VBM PORTION,57,14,37,
LOS ANGELES,9005321A,4446,228,N,1145,TOTAL,286,72,174,
LOS ANGELES,9005322A,4447,228,N,1005,POLLING PLACE,174,54,110,
LOS ANGELES,9005322A,4447,228,N,,VBM PORTION,40,8,30,
LOS ANGELES,9005322A,4447,228,N,1005,TOTAL,214,62,140,
LOS ANGELES,9005414A,4453,309,N,886,POLLING PLACE,182,27,144,
LOS ANGELES,9005414A,4453,309,N,,VBM PORTION,37,9,25,
LOS ANGELES,9005414A,4453,309,N,886,TOTAL,219,36,169,
LOS ANGELES,9005424A,4454,228,N,1145,POLLING PLACE,226,67,127,
LOS ANGELES,9005424A,4454,228,N,,VBM PORTION,60,12,41,
LOS ANGELES,9005424A,4454,228,N,1145,TOTAL,286,79,168,
LOS ANGELES,9005484A,4456,309,N,931,POLLING PLACE,85,29,50,
LOS ANGELES,9005484A,4456,309,N,,VBM PORTION,23,6,12,
LOS ANGELES,9005484A,4456,309,N,931,TOTAL,108,35,62,
LOS ANGELES,9005494B,4457,228,N,1028,POLLING PLACE,115,39,58,
LOS ANGELES,9005494B,4457,228,N,,VBM PORTION,25,2,22,
LOS ANGELES,9005494B,4457,228,N,1028,TOTAL,140,41,80,
LOS ANGELES,9005504C,4458,228,N,1220,POLLING PLACE,237,70,142,
LOS ANGELES,9005504C,4458,228,N,,VBM PORTION,97,23,52,
LOS ANGELES,9005504C,4458,228,N,1220,TOTAL,334,93,194,
LOS ANGELES,9005837A,4483,226,N,1360,POLLING PLACE,303,74,191,
LOS ANGELES,9005837A,4483,226,N,,VBM PORTION,111,19,69,
LOS ANGELES,9005837A,4483,226,N,1360,TOTAL,414,93,260,
LOS ANGELES,9007015A,4610,216,N,893,POLLING PLACE,86,22,54,
LOS ANGELES,9007015A,4610,216,N,,VBM PORTION,34,10,20,
LOS ANGELES,9007015A,4610,216,N,893,TOTAL,120,32,74,
LOS ANGELES,9007166B,4618,229,N,1041,POLLING PLACE,120,40,68,
LOS ANGELES,9007166B,4618,229,N,,VBM PORTION,39,8,28,
LOS ANGELES,9007166B,4618,229,N,1041,TOTAL,159,48,96,
LOS ANGELES,9007168B,4619,229,N,1130,POLLING PLACE,83,34,42,
LOS ANGELES,9007168B,4619,229,N,,VBM PORTION,47,7,37,
LOS ANGELES,9007168B,4619,229,N,1130,TOTAL,130,41,79,
LOS ANGELES,9007211A,4620,228,N,789,POLLING PLACE,135,43,82,
LOS ANGELES,9007211A,4620,228,N,,VBM PORTION,55,11,36,
LOS ANGELES,9007211A,4620,228,N,789,TOTAL,190,54,118,
LOS ANGELES,9007226A,4622,228,N,839,POLLING PLACE,121,44,65,
LOS ANGELES,9007226A,4622,228,N,,VBM PORTION,40,5,26,
LOS ANGELES,9007226A,4622,228,N,839,TOTAL,161,49,91,
LOS ANGELES,9007229B,4624,228,N,903,POLLING PLACE,163,46,115,
LOS ANGELES,9007229B,4624,228,N,,VBM PORTION,49,8,38,
LOS ANGELES,9007229B,4624,228,N,903,TOTAL,212,54,153,
LOS ANGELES,9007349A,4634,228,N,860,POLLING PLACE,186,44,123,
LOS ANGELES,9007349A,4634,228,N,,VBM PORTION,54,16,31,
LOS ANGELES,9007349A,4634,228,N,860,TOTAL,240,60,154,
LOS ANGELES,9007349C,6343,233,Y,,POLLING PLACE,,,,
LOS ANGELES,9007349C,6343,233,Y,,VBM PORTION,,,,
LOS ANGELES,9007349C,6343,233,Y,,TOTAL,,,,
BALLOT GROUP 187,9990187A,8187,187,N,,POLLING PLACE,,,,
BALLOT GROUP 187,9990187A,8187,187,N,,VBM PORTION,,,,
BALLOT GROUP 187,9990187A,8187,187,N,,TOTAL,,,,
BALLOT GROUP 216,9990216A,8216,216,N,,POLLING PLACE,,,,
BALLOT GROUP 216,9990216A,8216,216,N,,VBM PORTION,,,,
BALLOT GROUP 216,9990216A,8216,216,N,,TOTAL,,,,
BALLOT GROUP 217,9990217A,8217,217,N,,POLLING PLACE,,,,
BALLOT GROUP 217,9990217A,8217,217,N,,VBM PORTION,,,,
BALLOT GROUP 217,9990217A,8217,217,N,,TOTAL,,,,
BALLOT GROUP 225,9990225A,8225,225,N,,POLLING PLACE,,,,
BALLOT GROUP 225,9990225A,8225,225,N,,VBM PORTION,,,,
BALLOT GROUP 225,9990225A,8225,225,N,,TOTAL,,,,
BALLOT GROUP 226,9990226A,8226,226,N,,POLLING PLACE,,,,
BALLOT GROUP 226,9990226A,8226,226,N,,VBM PORTION,,,,
BALLOT GROUP 226,9990226A,8226,226,N,,TOTAL,,,,
BALLOT GROUP 227,9990227A,8227,227,N,,POLLING PLACE,,,,
BALLOT GROUP 227,9990227A,8227,227,N,,VBM PORTION,,,,
BALLOT GROUP 227,9990227A,8227,227,N,,TOTAL,,,,
BALLOT GROUP 228,9990228A,8228,228,N,,POLLING PLACE,,,,
BALLOT GROUP 228,9990228A,8228,228,N,,VBM PORTION,,,,
BALLOT GROUP 228,9990228A,8228,228,N,,TOTAL,,,,
BALLOT GROUP 229,9990229A,8229,229,N,,POLLING PLACE,,,,
BALLOT GROUP 229,9990229A,8229,229,N,,VBM PORTION,,,,
BALLOT GROUP 229,9990229A,8229,229,N,,TOTAL,,,,
BALLOT GROUP 230,9990230A,8230,230,N,,POLLING PLACE,,,,
BALLOT GROUP 230,9990230A,8230,230,N,,VBM PORTION,,,,
BALLOT GROUP 230,9990230A,8230,230,N,,TOTAL,,,,
BALLOT GROUP 231,9990231A,8231,231,N,,POLLING PLACE,,,,
BALLOT GROUP 231,9990231A,8231,231,N,,VBM PORTION,,,,
BALLOT GROUP 231,9990231A,8231,231,N,,TOTAL,,,,
BALLOT GROUP 232,9990232A,8232,232,N,,POLLING PLACE,,,,
BALLOT GROUP 232,9990232A,8232,232,N,,VBM PORTION,,,,
BALLOT GROUP 232,9990232A,8232,232,N,,TOTAL,,,,
BALLOT GROUP 233,9990233A,8233,233,N,,POLLING PLACE,,,,
BALLOT GROUP 233,9990233A,8233,233,N,,VBM PORTION,,,,
BALLOT GROUP 233,9990233A,8233,233,N,,TOTAL,,,,
BALLOT GROUP 234,9990234A,8234,234,N,,POLLING PLACE,,,,
BALLOT GROUP 234,9990234A,8234,234,N,,VBM PORTION,,,,
BALLOT GROUP 234,9990234A,8234,234,N,,TOTAL,,,,
BALLOT GROUP 307,9990307A,8307,307,N,,POLLING PLACE,,,,
BALLOT GROUP 307,9990307A,8307,307,N,,VBM PORTION,,,,
BALLOT GROUP 307,9990307A,8307,307,N,,TOTAL,,,,
BALLOT GROUP 308,9990308A,8308,308,N,,POLLING PLACE,,,,
BALLOT GROUP 308,9990308A,8308,308,N,,VBM PORTION,,,,
BALLOT GROUP 308,9990308A,8308,308,N,,TOTAL,,,,
BALLOT GROUP 309,9990309A,8309,309,N,,POLLING PLACE,,,,
BALLOT GROUP 309,9990309A,8309,309,N,,VBM PORTION,,,,
BALLOT GROUP 309,9990309A,8309,309,N,,TOTAL,,,,
BALLOT GROUP 310,9990310A,8310,310,N,,POLLING PLACE,,,,
BALLOT GROUP 310,9990310A,8310,310,N,,VBM PORTION,,,,
BALLOT GROUP 310,9990310A,8310,310,N,,TOTAL,,,,
BALLOT GROUP 311,9990311A,8311,311,N,,POLLING PLACE,,,,
BALLOT GROUP 311,9990311A,8311,311,N,,VBM PORTION,,,,
BALLOT GROUP 311,9990311A,8311,311,N,,TOTAL,,,,
BALLOT GROUP 312,9990312A,8312,312,N,,POLLING PLACE,,,,
BALLOT GROUP 312,9990312A,8312,312,N,,VBM PORTION,,,,
BALLOT GROUP 312,9990312A,8312,312,N,,TOTAL,,,,
BALLOT GROUP 313,9990313A,8313,313,N,,POLLING PLACE,,,,
BALLOT GROUP 313,9990313A,8313,313,N,,VBM PORTION,,,,
BALLOT GROUP 313,9990313A,8313,313,N,,TOTAL,,,,
BALLOT GROUP 330,9990330A,8330,330,N,,POLLING PLACE,,,,
BALLOT GROUP 330,9990330A,8330,330,N,,VBM PORTION,,,,
BALLOT GROUP 330,9990330A,8330,330,N,,TOTAL,,,,
BALLOT GROUP 331,9990331A,8331,331,N,,POLLING PLACE,,,,
BALLOT GROUP 331,9990331A,8331,331,N,,VBM PORTION,,,,
BALLOT GROUP 331,9990331A,8331,331,N,,TOTAL,,,,
BALLOT GROUP 332,9990332A,8332,332,N,,POLLING PLACE,,,,
BALLOT GROUP 332,9990332A,8332,332,N,,VBM PORTION,,,,
BALLOT GROUP 332,9990332A,8332,332,N,,TOTAL,,,,
BALLOT GROUP 333,9990333A,8333,333,N,,POLLING PLACE,,,,
BALLOT GROUP 333,9990333A,8333,333,N,,VBM PORTION,,,,
BALLOT GROUP 333,9990333A,8333,333,N,,TOTAL,,,,
BALLOT GROUP 358,9990358A,8358,358,N,,POLLING PLACE,,,,
BALLOT GROUP 358,9990358A,8358,358,N,,VBM PORTION,,,,
BALLOT GROUP 358,9990358A,8358,358,N,,TOTAL,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,POLLING PLACE,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,VBM PORTION,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,TOTAL,,,,
