LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEFFREY PRANG,JOHN MORRIS,
ARCADIA,0350043C,109,162,N,1085,POLLING PLACE,150,39,64,
ARCADIA,0350043C,109,162,N,,VBM PORTION,85,18,37,
ARCADIA,0350043C,109,162,N,1085,TOTAL,235,57,101,
ARCADIA,0350045B,110,162,N,1254,POLLING PLACE,155,42,59,
ARCADIA,0350045B,110,162,N,,VBM PORTION,129,41,57,
ARCADIA,0350045B,110,162,N,1254,TOTAL,284,83,116,
ARCADIA,0350048A,111,162,N,1007,POLLING PLACE,183,52,74,
ARCADIA,0350048A,111,162,N,,VBM PORTION,77,15,29,
ARCADIA,0350048A,111,162,N,1007,TOTAL,260,67,103,
ARCADIA,0350054A,112,162,N,1197,POLLING PLACE,240,58,115,
ARCADIA,0350054A,112,162,N,,VBM PORTION,120,35,39,
ARCADIA,0350054A,112,162,N,1197,TOTAL,360,93,154,
ARCADIA,0350058A,113,162,N,1193,POLLING PLACE,191,55,85,
ARCADIA,0350058A,113,162,N,,VBM PORTION,107,33,36,
ARCADIA,0350058A,113,162,N,1193,TOTAL,298,88,121,
ARCADIA,0350058B,6023,157,Y,47,POLLING PLACE,,,,
ARCADIA,0350058B,6023,157,Y,,VBM PORTION,8,1,4,
ARCADIA,0350058B,6023,157,Y,47,TOTAL,8,1,4,
ARCADIA,0350062B,114,162,N,1129,POLLING PLACE,192,44,91,
ARCADIA,0350062B,114,162,N,,VBM PORTION,110,23,51,
ARCADIA,0350062B,114,162,N,1129,TOTAL,302,67,142,
ARCADIA,0350079A,115,162,N,1174,POLLING PLACE,181,44,86,
ARCADIA,0350079A,115,162,N,,VBM PORTION,115,29,42,
ARCADIA,0350079A,115,162,N,1174,TOTAL,296,73,128,
ARCADIA,0350101A,6024,158,Y,6,POLLING PLACE,,,,
ARCADIA,0350101A,6024,158,Y,,VBM PORTION,1,,,
ARCADIA,0350101A,6024,158,Y,6,TOTAL,1,,,
ARCADIA,0350104A,116,162,N,1235,POLLING PLACE,218,63,105,
ARCADIA,0350104A,116,162,N,,VBM PORTION,120,28,53,
ARCADIA,0350104A,116,162,N,1235,TOTAL,338,91,158,
ARTESIA,0400001A,117,277,N,779,POLLING PLACE,162,65,70,
ARTESIA,0400001A,117,277,N,,VBM PORTION,23,12,8,
ARTESIA,0400001A,117,277,N,779,TOTAL,185,77,78,
ARTESIA,0400002A,118,274,N,1116,POLLING PLACE,180,63,81,
ARTESIA,0400002A,118,274,N,,VBM PORTION,137,68,37,
ARTESIA,0400002A,118,274,N,1116,TOTAL,317,131,118,
ARTESIA,0400004A,119,274,N,911,POLLING PLACE,202,50,85,
ARTESIA,0400004A,119,274,N,,VBM PORTION,69,32,28,
ARTESIA,0400004A,119,274,N,911,TOTAL,271,82,113,
ARTESIA,0400006A,120,274,N,988,POLLING PLACE,188,70,66,
ARTESIA,0400006A,120,274,N,,VBM PORTION,63,24,19,
ARTESIA,0400006A,120,274,N,988,TOTAL,251,94,85,
ARTESIA,0400007A,121,274,N,993,POLLING PLACE,188,74,61,
ARTESIA,0400007A,121,274,N,,VBM PORTION,87,34,30,
ARTESIA,0400007A,121,274,N,993,TOTAL,275,108,91,
ARTESIA,0400008A,122,274,N,1005,POLLING PLACE,173,44,81,
ARTESIA,0400008A,122,274,N,,VBM PORTION,95,34,37,
ARTESIA,0400008A,122,274,N,1005,TOTAL,268,78,118,
ARTESIA,0400010C,123,274,N,1027,POLLING PLACE,139,43,59,
ARTESIA,0400010C,123,274,N,,VBM PORTION,109,51,28,
ARTESIA,0400010C,123,274,N,1027,TOTAL,248,94,87,
ATHENS,0450001A,124,371,N,1168,POLLING PLACE,179,75,73,
ATHENS,0450001A,124,371,N,,VBM PORTION,44,18,18,
ATHENS,0450001A,124,371,N,1168,TOTAL,223,93,91,
ATHENS,0450002B,125,371,N,1203,POLLING PLACE,248,114,102,
ATHENS,0450002B,125,371,N,,VBM PORTION,39,16,14,
ATHENS,0450002B,125,371,N,1203,TOTAL,287,130,116,
ATHENS,0450004A,126,366,N,1286,POLLING PLACE,177,76,71,
ATHENS,0450004A,126,366,N,,VBM PORTION,73,30,31,
ATHENS,0450004A,126,366,N,1286,TOTAL,250,106,102,
ATHENS,0450007A,127,371,N,996,POLLING PLACE,208,81,93,
ATHENS,0450007A,127,371,N,,VBM PORTION,61,33,17,
ATHENS,0450007A,127,371,N,996,TOTAL,269,114,110,
ATHENS,0450008A,128,371,N,582,POLLING PLACE,151,82,43,
ATHENS,0450008A,128,371,N,,VBM PORTION,37,9,14,
ATHENS,0450008A,128,371,N,582,TOTAL,188,91,57,
AVALON,0500001A,129,388,N,460,POLLING PLACE,102,24,53,
AVALON,0500001A,129,388,N,,VBM PORTION,56,21,15,
AVALON,0500001A,129,388,N,460,TOTAL,158,45,68,
AVALON,0500003A,130,388,N,1161,POLLING PLACE,249,97,86,
AVALON,0500003A,130,388,N,,VBM PORTION,135,40,48,
AVALON,0500003A,130,388,N,1161,TOTAL,384,137,134,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,POLLING PLACE,198,92,72,
AVOCADO HEIGHTS,0520001A,131,240,N,,VBM PORTION,75,37,23,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,TOTAL,273,129,95,
AVOCADO HEIGHTS,0520002A,132,239,N,679,POLLING PLACE,132,66,51,
AVOCADO HEIGHTS,0520002A,132,239,N,,VBM PORTION,21,8,9,
AVOCADO HEIGHTS,0520002A,132,239,N,679,TOTAL,153,74,60,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,TOTAL,,,,
AVOCADO HEIGHTS,0520004A,133,242,N,762,POLLING PLACE,150,64,60,
AVOCADO HEIGHTS,0520004A,133,242,N,,VBM PORTION,63,20,28,
AVOCADO HEIGHTS,0520004A,133,242,N,762,TOTAL,213,84,88,
AVOCADO HEIGHTS,0520005B,134,239,N,982,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,,VBM PORTION,28,13,13,
AVOCADO HEIGHTS,0520005B,134,239,N,982,TOTAL,28,13,13,
AVOCADO HEIGHTS,0520007A,135,242,N,498,POLLING PLACE,49,19,27,
AVOCADO HEIGHTS,0520007A,135,242,N,,VBM PORTION,12,6,5,
AVOCADO HEIGHTS,0520007A,135,242,N,498,TOTAL,61,25,32,
AVOCADO HEIGHTS,0520008B,136,240,N,117,POLLING PLACE,14,6,5,
AVOCADO HEIGHTS,0520008B,136,240,N,,VBM PORTION,1,,1,
AVOCADO HEIGHTS,0520008B,136,240,N,117,TOTAL,15,6,6,
AVOCADO HEIGHTS,0520009A,137,240,N,726,POLLING PLACE,144,63,55,
AVOCADO HEIGHTS,0520009A,137,240,N,,VBM PORTION,54,27,11,
AVOCADO HEIGHTS,0520009A,137,240,N,726,TOTAL,198,90,66,
AVOCADO HEIGHTS,0520009B,138,240,N,448,POLLING PLACE,82,30,34,
AVOCADO HEIGHTS,0520009B,138,240,N,,VBM PORTION,12,7,2,
AVOCADO HEIGHTS,0520009B,138,240,N,448,TOTAL,94,37,36,
AVOCADO HEIGHTS,0520010A,139,239,N,711,POLLING PLACE,114,49,49,
AVOCADO HEIGHTS,0520010A,139,239,N,,VBM PORTION,39,17,15,
AVOCADO HEIGHTS,0520010A,139,239,N,711,TOTAL,153,66,64,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,TOTAL,,,,
AVOCADO HEIGHTS,0520012A,140,240,N,474,POLLING PLACE,97,47,36,
AVOCADO HEIGHTS,0520012A,140,240,N,,VBM PORTION,26,13,5,
AVOCADO HEIGHTS,0520012A,140,240,N,474,TOTAL,123,60,41,
AVOCADO HEIGHTS,0520017A,141,239,N,557,POLLING PLACE,64,17,31,
AVOCADO HEIGHTS,0520017A,141,239,N,,VBM PORTION,20,5,9,
AVOCADO HEIGHTS,0520017A,141,239,N,557,TOTAL,84,22,40,
AZUSA,0550001A,142,133,N,108,POLLING PLACE,9,3,3,
AZUSA,0550001A,142,133,N,,VBM PORTION,4,1,1,
AZUSA,0550001A,142,133,N,108,TOTAL,13,4,4,
AZUSA,0550001B,6027,128,Y,76,POLLING PLACE,,,,
AZUSA,0550001B,6027,128,Y,,VBM PORTION,5,2,3,
AZUSA,0550001B,6027,128,Y,76,TOTAL,5,2,3,
AZUSA,0550002A,143,129,N,763,POLLING PLACE,152,51,66,
AZUSA,0550002A,143,129,N,,VBM PORTION,18,6,8,
AZUSA,0550002A,143,129,N,763,TOTAL,170,57,74,
AZUSA,0550008A,144,129,N,1035,POLLING PLACE,205,93,80,
AZUSA,0550008A,144,129,N,,VBM PORTION,36,17,17,
AZUSA,0550008A,144,129,N,1035,TOTAL,241,110,97,
AZUSA,0550009A,145,129,N,1156,POLLING PLACE,195,100,65,
AZUSA,0550009A,145,129,N,,VBM PORTION,55,29,15,
AZUSA,0550009A,145,129,N,1156,TOTAL,250,129,80,
AZUSA,0550010A,146,129,N,1139,POLLING PLACE,195,72,95,
AZUSA,0550010A,146,129,N,,VBM PORTION,50,28,19,
AZUSA,0550010A,146,129,N,1139,TOTAL,245,100,114,
AZUSA,0550010B,147,129,N,518,POLLING PLACE,66,17,32,
AZUSA,0550010B,147,129,N,,VBM PORTION,17,3,7,
AZUSA,0550010B,147,129,N,518,TOTAL,83,20,39,
AZUSA,0550010E,6028,128,Y,279,POLLING PLACE,,,,
AZUSA,0550010E,6028,128,Y,,VBM PORTION,24,9,14,
AZUSA,0550010E,6028,128,Y,279,TOTAL,24,9,14,
AZUSA,0550011A,148,129,N,627,POLLING PLACE,108,36,47,
AZUSA,0550011A,148,129,N,,VBM PORTION,73,39,18,
AZUSA,0550011A,148,129,N,627,TOTAL,181,75,65,
AZUSA,0550012A,149,129,N,599,POLLING PLACE,84,30,39,
AZUSA,0550012A,149,129,N,,VBM PORTION,18,8,6,
AZUSA,0550012A,149,129,N,599,TOTAL,102,38,45,
AZUSA,0550012E,150,129,N,738,POLLING PLACE,87,36,33,
AZUSA,0550012E,150,129,N,,VBM PORTION,45,27,14,
AZUSA,0550012E,150,129,N,738,TOTAL,132,63,47,
AZUSA,0550023B,151,128,N,915,POLLING PLACE,136,77,45,
AZUSA,0550023B,151,128,N,,VBM PORTION,48,20,20,
AZUSA,0550023B,151,128,N,915,TOTAL,184,97,65,
AZUSA,0550025B,152,129,N,488,POLLING PLACE,87,23,48,
AZUSA,0550025B,152,129,N,,VBM PORTION,20,9,10,
AZUSA,0550025B,152,129,N,488,TOTAL,107,32,58,
AZUSA,0550073A,153,129,N,830,POLLING PLACE,146,52,54,
AZUSA,0550073A,153,129,N,,VBM PORTION,63,34,24,
AZUSA,0550073A,153,129,N,830,TOTAL,209,86,78,
AZUSA,0550074A,154,129,N,1124,POLLING PLACE,197,65,89,
AZUSA,0550074A,154,129,N,,VBM PORTION,62,24,26,
AZUSA,0550074A,154,129,N,1124,TOTAL,259,89,115,
AZUSA,0550076A,155,128,N,561,POLLING PLACE,80,24,41,
AZUSA,0550076A,155,128,N,,VBM PORTION,24,14,5,
AZUSA,0550076A,155,128,N,561,TOTAL,104,38,46,
AZUSA,0550078A,156,129,N,1177,POLLING PLACE,175,68,76,
AZUSA,0550078A,156,129,N,,VBM PORTION,57,21,25,
AZUSA,0550078A,156,129,N,1177,TOTAL,232,89,101,
AZUSA,0550079A,157,128,N,940,POLLING PLACE,195,73,76,
AZUSA,0550079A,157,128,N,,VBM PORTION,174,60,61,
AZUSA,0550079A,157,128,N,940,TOTAL,369,133,137,
AZUSA,0550080A,158,129,N,1155,POLLING PLACE,224,90,73,
AZUSA,0550080A,158,129,N,,VBM PORTION,78,34,33,
AZUSA,0550080A,158,129,N,1155,TOTAL,302,124,106,
AZUSA,0550081A,159,129,N,569,POLLING PLACE,117,43,46,
AZUSA,0550081A,159,129,N,,VBM PORTION,54,29,15,
AZUSA,0550081A,159,129,N,569,TOTAL,171,72,61,
AZUSA,0550084B,160,129,N,868,POLLING PLACE,185,64,64,
AZUSA,0550084B,160,129,N,,VBM PORTION,72,31,21,
AZUSA,0550084B,160,129,N,868,TOTAL,257,95,85,
AZUSA,0550085A,161,129,N,922,POLLING PLACE,186,65,76,
AZUSA,0550085A,161,129,N,,VBM PORTION,70,33,28,
AZUSA,0550085A,161,129,N,922,TOTAL,256,98,104,
AZUSA,0550085C,6029,136,Y,,POLLING PLACE,,,,
AZUSA,0550085C,6029,136,Y,,VBM PORTION,,,,
AZUSA,0550085C,6029,136,Y,,TOTAL,,,,
AZUSA,0550085F,6030,137,Y,,POLLING PLACE,,,,
AZUSA,0550085F,6030,137,Y,,VBM PORTION,,,,
AZUSA,0550085F,6030,137,Y,,TOTAL,,,,
AZUSA,0550086A,162,130,N,759,POLLING PLACE,189,58,77,
AZUSA,0550086A,162,130,N,,VBM PORTION,63,26,21,
AZUSA,0550086A,162,130,N,759,TOTAL,252,84,98,
BALDWIN PARK,0600001A,163,138,N,999,POLLING PLACE,151,63,67,
BALDWIN PARK,0600001A,163,138,N,,VBM PORTION,33,21,7,
BALDWIN PARK,0600001A,163,138,N,999,TOTAL,184,84,74,
BALDWIN PARK,0600002A,164,138,N,1070,POLLING PLACE,130,56,65,
BALDWIN PARK,0600002A,164,138,N,,VBM PORTION,54,33,14,
BALDWIN PARK,0600002A,164,138,N,1070,TOTAL,184,89,79,
BALDWIN PARK,0600006A,165,138,N,1045,POLLING PLACE,189,82,80,
BALDWIN PARK,0600006A,165,138,N,,VBM PORTION,26,10,11,
BALDWIN PARK,0600006A,165,138,N,1045,TOTAL,215,92,91,
BALDWIN PARK,0600007A,166,138,N,852,POLLING PLACE,154,63,64,
BALDWIN PARK,0600007A,166,138,N,,VBM PORTION,45,21,6,
BALDWIN PARK,0600007A,166,138,N,852,TOTAL,199,84,70,
BALDWIN PARK,0600008A,167,138,N,1004,POLLING PLACE,167,65,64,
BALDWIN PARK,0600008A,167,138,N,,VBM PORTION,55,32,13,
BALDWIN PARK,0600008A,167,138,N,1004,TOTAL,222,97,77,
BALDWIN PARK,0600009A,168,138,N,1111,POLLING PLACE,149,55,68,
BALDWIN PARK,0600009A,168,138,N,,VBM PORTION,45,25,9,
BALDWIN PARK,0600009A,168,138,N,1111,TOTAL,194,80,77,
BALDWIN PARK,0600010A,169,138,N,950,POLLING PLACE,121,54,42,
BALDWIN PARK,0600010A,169,138,N,,VBM PORTION,51,30,11,
BALDWIN PARK,0600010A,169,138,N,950,TOTAL,172,84,53,
BALDWIN PARK,0600012A,170,138,N,1146,POLLING PLACE,151,72,56,
BALDWIN PARK,0600012A,170,138,N,,VBM PORTION,50,22,21,
BALDWIN PARK,0600012A,170,138,N,1146,TOTAL,201,94,77,
BALDWIN PARK,0600013A,171,138,N,1145,POLLING PLACE,168,72,60,
BALDWIN PARK,0600013A,171,138,N,,VBM PORTION,75,37,27,
BALDWIN PARK,0600013A,171,138,N,1145,TOTAL,243,109,87,
BALDWIN PARK,0600014A,172,138,N,1161,POLLING PLACE,168,77,69,
BALDWIN PARK,0600014A,172,138,N,,VBM PORTION,85,45,28,
BALDWIN PARK,0600014A,172,138,N,1161,TOTAL,253,122,97,
BALDWIN PARK,0600016A,173,138,N,1037,POLLING PLACE,151,66,61,
BALDWIN PARK,0600016A,173,138,N,,VBM PORTION,66,34,23,
BALDWIN PARK,0600016A,173,138,N,1037,TOTAL,217,100,84,
BALDWIN PARK,0600017A,174,133,N,464,POLLING PLACE,73,31,26,
BALDWIN PARK,0600017A,174,133,N,,VBM PORTION,28,7,14,
BALDWIN PARK,0600017A,174,133,N,464,TOTAL,101,38,40,
BALDWIN PARK,0600019A,175,138,N,1179,POLLING PLACE,198,92,71,
BALDWIN PARK,0600019A,175,138,N,,VBM PORTION,56,30,18,
BALDWIN PARK,0600019A,175,138,N,1179,TOTAL,254,122,89,
BALDWIN PARK,0600020A,176,138,N,1123,POLLING PLACE,174,77,65,
BALDWIN PARK,0600020A,176,138,N,,VBM PORTION,49,26,8,
BALDWIN PARK,0600020A,176,138,N,1123,TOTAL,223,103,73,
BALDWIN PARK,0600021B,177,138,N,788,POLLING PLACE,94,46,36,
BALDWIN PARK,0600021B,177,138,N,,VBM PORTION,38,14,13,
BALDWIN PARK,0600021B,177,138,N,788,TOTAL,132,60,49,
BALDWIN PARK,0600024E,178,138,N,1176,POLLING PLACE,172,80,72,
BALDWIN PARK,0600024E,178,138,N,,VBM PORTION,72,33,27,
BALDWIN PARK,0600024E,178,138,N,1176,TOTAL,244,113,99,
BALDWIN PARK,0600025A,179,138,N,704,POLLING PLACE,96,38,45,
BALDWIN PARK,0600025A,179,138,N,,VBM PORTION,33,18,8,
BALDWIN PARK,0600025A,179,138,N,704,TOTAL,129,56,53,
BALDWIN PARK,0600026A,180,138,N,909,POLLING PLACE,166,74,77,
BALDWIN PARK,0600026A,180,138,N,,VBM PORTION,34,15,9,
BALDWIN PARK,0600026A,180,138,N,909,TOTAL,200,89,86,
BALDWIN PARK,0600027A,181,138,N,1115,POLLING PLACE,161,77,68,
BALDWIN PARK,0600027A,181,138,N,,VBM PORTION,57,36,13,
BALDWIN PARK,0600027A,181,138,N,1115,TOTAL,218,113,81,
BALDWIN PARK,0600028A,182,138,N,942,POLLING PLACE,109,42,46,
BALDWIN PARK,0600028A,182,138,N,,VBM PORTION,48,24,17,
BALDWIN PARK,0600028A,182,138,N,942,TOTAL,157,66,63,
BALDWIN PARK,0600029A,183,138,N,1033,POLLING PLACE,103,39,44,
BALDWIN PARK,0600029A,183,138,N,,VBM PORTION,41,17,18,
BALDWIN PARK,0600029A,183,138,N,1033,TOTAL,144,56,62,
BALDWIN PARK,0600030A,184,138,N,644,POLLING PLACE,77,32,35,
BALDWIN PARK,0600030A,184,138,N,,VBM PORTION,30,13,13,
BALDWIN PARK,0600030A,184,138,N,644,TOTAL,107,45,48,
BALDWIN PARK,0600030F,6031,132,Y,127,POLLING PLACE,,,,
BALDWIN PARK,0600030F,6031,132,Y,,VBM PORTION,10,6,4,
BALDWIN PARK,0600030F,6031,132,Y,127,TOTAL,10,6,4,
BALDWIN PARK,0600034A,185,138,N,961,POLLING PLACE,115,32,63,
BALDWIN PARK,0600034A,185,138,N,,VBM PORTION,29,14,11,
BALDWIN PARK,0600034A,185,138,N,961,TOTAL,144,46,74,
BALDWIN PARK,0600035A,186,138,N,1052,POLLING PLACE,162,69,61,
BALDWIN PARK,0600035A,186,138,N,,VBM PORTION,40,21,13,
BALDWIN PARK,0600035A,186,138,N,1052,TOTAL,202,90,74,
BALDWIN PARK,0600036A,187,138,N,899,POLLING PLACE,161,76,60,
BALDWIN PARK,0600036A,187,138,N,,VBM PORTION,57,23,23,
BALDWIN PARK,0600036A,187,138,N,899,TOTAL,218,99,83,
BALDWIN PARK,0600037A,188,138,N,1082,POLLING PLACE,152,71,58,
BALDWIN PARK,0600037A,188,138,N,,VBM PORTION,40,16,19,
BALDWIN PARK,0600037A,188,138,N,1082,TOTAL,192,87,77,
BALDWIN PARK,0600041B,189,138,N,952,POLLING PLACE,178,73,65,
BALDWIN PARK,0600041B,189,138,N,,VBM PORTION,39,19,16,
BALDWIN PARK,0600041B,189,138,N,952,TOTAL,217,92,81,
BALDWIN PARK,0600052C,190,138,N,1016,POLLING PLACE,168,83,61,
BALDWIN PARK,0600052C,190,138,N,,VBM PORTION,25,11,11,
BALDWIN PARK,0600052C,190,138,N,1016,TOTAL,193,94,72,
BASSETT,0670005A,191,131,N,746,POLLING PLACE,113,63,38,
BASSETT,0670005A,191,131,N,,VBM PORTION,28,10,12,
BASSETT,0670005A,191,131,N,746,TOTAL,141,73,50,
BASSETT,0670006A,192,131,N,1027,POLLING PLACE,166,75,69,
BASSETT,0670006A,192,131,N,,VBM PORTION,44,26,12,
BASSETT,0670006A,192,131,N,1027,TOTAL,210,101,81,
BASSETT,0670010A,193,131,N,709,POLLING PLACE,104,43,39,
BASSETT,0670010A,193,131,N,,VBM PORTION,28,11,15,
BASSETT,0670010A,193,131,N,709,TOTAL,132,54,54,
BASSETT,0670141A,194,131,N,1113,POLLING PLACE,182,80,76,
BASSETT,0670141A,194,131,N,,VBM PORTION,43,19,18,
BASSETT,0670141A,194,131,N,1113,TOTAL,225,99,94,
BASSETT,0670142A,195,131,N,593,POLLING PLACE,103,38,44,
BASSETT,0670142A,195,131,N,,VBM PORTION,24,15,8,
BASSETT,0670142A,195,131,N,593,TOTAL,127,53,52,
BASSETT,0670143A,196,131,N,977,POLLING PLACE,171,80,75,
BASSETT,0670143A,196,131,N,,VBM PORTION,35,12,18,
BASSETT,0670143A,196,131,N,977,TOTAL,206,92,93,
BASSETT,0670144A,197,131,N,947,POLLING PLACE,167,75,69,
BASSETT,0670144A,197,131,N,,VBM PORTION,39,16,11,
BASSETT,0670144A,197,131,N,947,TOTAL,206,91,80,
BELL,0700001A,198,347,N,957,POLLING PLACE,136,63,57,
BELL,0700001A,198,347,N,,VBM PORTION,26,12,10,
BELL,0700001A,198,347,N,957,TOTAL,162,75,67,
BELL,0700002A,199,347,N,967,POLLING PLACE,154,69,59,
BELL,0700002A,199,347,N,,VBM PORTION,17,7,9,
BELL,0700002A,199,347,N,967,TOTAL,171,76,68,
BELL,0700005A,200,347,N,1135,POLLING PLACE,122,58,51,
BELL,0700005A,200,347,N,,VBM PORTION,41,22,7,
BELL,0700005A,200,347,N,1135,TOTAL,163,80,58,
BELL,0700007B,201,347,N,1146,POLLING PLACE,165,89,54,
BELL,0700007B,201,347,N,,VBM PORTION,38,13,20,
BELL,0700007B,201,347,N,1146,TOTAL,203,102,74,
BELL,0700008A,202,347,N,1081,POLLING PLACE,179,75,77,
BELL,0700008A,202,347,N,,VBM PORTION,27,9,16,
BELL,0700008A,202,347,N,1081,TOTAL,206,84,93,
BELL,0700010A,203,347,N,1170,POLLING PLACE,152,78,51,
BELL,0700010A,203,347,N,,VBM PORTION,51,23,22,
BELL,0700010A,203,347,N,1170,TOTAL,203,101,73,
BELL,0700011A,204,347,N,1142,POLLING PLACE,201,104,71,
BELL,0700011A,204,347,N,,VBM PORTION,37,22,12,
BELL,0700011A,204,347,N,1142,TOTAL,238,126,83,
BELL,0700013A,205,347,N,1002,POLLING PLACE,160,78,58,
BELL,0700013A,205,347,N,,VBM PORTION,48,18,20,
BELL,0700013A,205,347,N,1002,TOTAL,208,96,78,
BELL,0700017A,206,347,N,887,POLLING PLACE,147,73,54,
BELL,0700017A,206,347,N,,VBM PORTION,29,10,14,
BELL,0700017A,206,347,N,887,TOTAL,176,83,68,
BELL,0700018A,207,347,N,1047,POLLING PLACE,189,90,74,
BELL,0700018A,207,347,N,,VBM PORTION,17,12,4,
BELL,0700018A,207,347,N,1047,TOTAL,206,102,78,
BELLFLOWER,0750006A,208,302,N,825,POLLING PLACE,140,53,60,
BELLFLOWER,0750006A,208,302,N,,VBM PORTION,62,22,25,
BELLFLOWER,0750006A,208,302,N,825,TOTAL,202,75,85,
BELLFLOWER,0750009A,209,301,N,1074,POLLING PLACE,196,70,91,
BELLFLOWER,0750009A,209,301,N,,VBM PORTION,68,22,27,
BELLFLOWER,0750009A,209,301,N,1074,TOTAL,264,92,118,
BELLFLOWER,0750010A,210,301,N,1000,POLLING PLACE,120,52,53,
BELLFLOWER,0750010A,210,301,N,,VBM PORTION,51,20,19,
BELLFLOWER,0750010A,210,301,N,1000,TOTAL,171,72,72,
BELLFLOWER,0750011A,211,292,N,1111,POLLING PLACE,219,71,95,
BELLFLOWER,0750011A,211,292,N,,VBM PORTION,57,15,25,
BELLFLOWER,0750011A,211,292,N,1111,TOTAL,276,86,120,
BELLFLOWER,0750012A,212,284,N,571,POLLING PLACE,62,28,27,
BELLFLOWER,0750012A,212,284,N,,VBM PORTION,23,10,8,
BELLFLOWER,0750012A,212,284,N,571,TOTAL,85,38,35,
BELLFLOWER,0750012D,213,286,N,873,POLLING PLACE,74,19,35,
BELLFLOWER,0750012D,213,286,N,,VBM PORTION,19,5,12,
BELLFLOWER,0750012D,213,286,N,873,TOTAL,93,24,47,
BELLFLOWER,0750013A,214,300,N,140,POLLING PLACE,9,5,4,
BELLFLOWER,0750013A,214,300,N,,VBM PORTION,7,2,5,
BELLFLOWER,0750013A,214,300,N,140,TOTAL,16,7,9,
BELLFLOWER,0750014A,215,292,N,955,POLLING PLACE,134,53,52,
BELLFLOWER,0750014A,215,292,N,,VBM PORTION,46,22,15,
BELLFLOWER,0750014A,215,292,N,955,TOTAL,180,75,67,
BELLFLOWER,0750016A,216,292,N,1146,POLLING PLACE,141,59,61,
BELLFLOWER,0750016A,216,292,N,,VBM PORTION,70,31,21,
BELLFLOWER,0750016A,216,292,N,1146,TOTAL,211,90,82,
BELLFLOWER,0750017B,217,292,N,1153,POLLING PLACE,100,48,38,
BELLFLOWER,0750017B,217,292,N,,VBM PORTION,42,14,16,
BELLFLOWER,0750017B,217,292,N,1153,TOTAL,142,62,54,
BELLFLOWER,0750019A,218,292,N,1077,POLLING PLACE,137,51,57,
BELLFLOWER,0750019A,218,292,N,,VBM PORTION,51,24,19,
BELLFLOWER,0750019A,218,292,N,1077,TOTAL,188,75,76,
BELLFLOWER,0750021A,219,301,N,829,POLLING PLACE,135,46,70,
BELLFLOWER,0750021A,219,301,N,,VBM PORTION,66,33,15,
BELLFLOWER,0750021A,219,301,N,829,TOTAL,201,79,85,
BELLFLOWER,0750022A,220,284,N,1011,POLLING PLACE,204,68,86,
BELLFLOWER,0750022A,220,284,N,,VBM PORTION,66,11,37,
BELLFLOWER,0750022A,220,284,N,1011,TOTAL,270,79,123,
BELLFLOWER,0750024A,221,293,N,1039,POLLING PLACE,167,56,74,
BELLFLOWER,0750024A,221,293,N,,VBM PORTION,54,20,24,
BELLFLOWER,0750024A,221,293,N,1039,TOTAL,221,76,98,
BELLFLOWER,0750025A,222,301,N,565,POLLING PLACE,96,39,47,
BELLFLOWER,0750025A,222,301,N,,VBM PORTION,50,22,13,
BELLFLOWER,0750025A,222,301,N,565,TOTAL,146,61,60,
BELLFLOWER,0750027A,223,284,N,1026,POLLING PLACE,121,45,53,
BELLFLOWER,0750027A,223,284,N,,VBM PORTION,58,26,17,
BELLFLOWER,0750027A,223,284,N,1026,TOTAL,179,71,70,
BELLFLOWER,0750028A,224,292,N,1021,POLLING PLACE,165,48,73,
BELLFLOWER,0750028A,224,292,N,,VBM PORTION,60,33,16,
BELLFLOWER,0750028A,224,292,N,1021,TOTAL,225,81,89,
BELLFLOWER,0750029C,225,285,N,823,POLLING PLACE,98,39,47,
BELLFLOWER,0750029C,225,285,N,,VBM PORTION,31,17,8,
BELLFLOWER,0750029C,225,285,N,823,TOTAL,129,56,55,
BELLFLOWER,0750030A,226,284,N,1060,POLLING PLACE,192,59,75,
BELLFLOWER,0750030A,226,284,N,,VBM PORTION,72,21,32,
BELLFLOWER,0750030A,226,284,N,1060,TOTAL,264,80,107,
BELLFLOWER,0750031C,227,285,N,907,POLLING PLACE,99,40,37,
BELLFLOWER,0750031C,227,285,N,,VBM PORTION,44,26,16,
BELLFLOWER,0750031C,227,285,N,907,TOTAL,143,66,53,
BELLFLOWER,0750032A,228,284,N,827,POLLING PLACE,112,51,50,
BELLFLOWER,0750032A,228,284,N,,VBM PORTION,30,14,13,
BELLFLOWER,0750032A,228,284,N,827,TOTAL,142,65,63,
BELLFLOWER,0750032C,229,284,N,693,POLLING PLACE,100,37,43,
