LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ADAM B SCHIFF,STEVE STOKES,
LOS ANGELES,9006305A,4533,99,N,799,TOTAL,202,156,31,
LOS ANGELES,9006306C,4534,99,N,771,POLLING PLACE,132,104,20,
LOS ANGELES,9006306C,4534,99,N,,VBM PORTION,61,44,13,
LOS ANGELES,9006306C,4534,99,N,771,TOTAL,193,148,33,
LOS ANGELES,9006307A,6339,198,Y,18,POLLING PLACE,,,,
LOS ANGELES,9006307A,6339,198,Y,,VBM PORTION,,,,
LOS ANGELES,9006307A,6339,198,Y,18,TOTAL,,,,
LOS ANGELES,9007307A,4626,71,N,707,POLLING PLACE,194,92,91,
LOS ANGELES,9007307A,4626,71,N,,VBM PORTION,37,22,11,
LOS ANGELES,9007307A,4626,71,N,707,TOTAL,231,114,102,
LOS ANGELES,9007311A,4627,71,N,1084,POLLING PLACE,290,169,107,
LOS ANGELES,9007311A,4627,71,N,,VBM PORTION,90,49,28,
LOS ANGELES,9007311A,4627,71,N,1084,TOTAL,380,218,135,
LOS ANGELES,9007313A,4628,71,N,959,POLLING PLACE,197,127,59,
LOS ANGELES,9007313A,4628,71,N,,VBM PORTION,96,47,36,
LOS ANGELES,9007313A,4628,71,N,959,TOTAL,293,174,95,
LOS ANGELES,9007321A,4629,71,N,689,POLLING PLACE,169,85,71,
LOS ANGELES,9007321A,4629,71,N,,VBM PORTION,80,36,31,
LOS ANGELES,9007321A,4629,71,N,689,TOTAL,249,121,102,
LOS ANGELES,9007323A,4630,71,N,848,POLLING PLACE,194,75,103,
LOS ANGELES,9007323A,4630,71,N,,VBM PORTION,63,27,29,
LOS ANGELES,9007323A,4630,71,N,848,TOTAL,257,102,132,
LOS ANGELES,9007333A,4631,71,N,828,POLLING PLACE,167,95,61,
LOS ANGELES,9007333A,4631,71,N,,VBM PORTION,54,22,27,
LOS ANGELES,9007333A,4631,71,N,828,TOTAL,221,117,88,
LOS ANGELES,9007346A,4633,103,N,203,POLLING PLACE,36,26,8,
LOS ANGELES,9007346A,4633,103,N,,VBM PORTION,7,4,2,
LOS ANGELES,9007346A,4633,103,N,203,TOTAL,43,30,10,
LOS ANGELES,9007367A,4635,179,N,1160,POLLING PLACE,226,197,20,
LOS ANGELES,9007367A,4635,179,N,,VBM PORTION,106,75,15,
LOS ANGELES,9007367A,4635,179,N,1160,TOTAL,332,272,35,
LOS ANGELES,9007434A,4640,198,N,1025,POLLING PLACE,203,160,30,
LOS ANGELES,9007434A,4640,198,N,,VBM PORTION,24,14,9,
LOS ANGELES,9007434A,4640,198,N,1025,TOTAL,227,174,39,
BALLOT GROUP 29,9990029A,8029,29,N,,POLLING PLACE,,,,
BALLOT GROUP 29,9990029A,8029,29,N,,VBM PORTION,,,,
BALLOT GROUP 29,9990029A,8029,29,N,,TOTAL,,,,
BALLOT GROUP 50,9990050A,8050,50,N,,POLLING PLACE,,,,
BALLOT GROUP 50,9990050A,8050,50,N,,VBM PORTION,,,,
BALLOT GROUP 50,9990050A,8050,50,N,,TOTAL,,,,
BALLOT GROUP 51,9990051A,8051,51,N,,POLLING PLACE,,,,
BALLOT GROUP 51,9990051A,8051,51,N,,VBM PORTION,,,,
BALLOT GROUP 51,9990051A,8051,51,N,,TOTAL,,,,
BALLOT GROUP 64,9990064A,8064,64,N,,POLLING PLACE,,,,
BALLOT GROUP 64,9990064A,8064,64,N,,VBM PORTION,,,,
BALLOT GROUP 64,9990064A,8064,64,N,,TOTAL,,,,
BALLOT GROUP 65,9990065A,8065,65,N,,POLLING PLACE,,,,
BALLOT GROUP 65,9990065A,8065,65,N,,VBM PORTION,,,,
BALLOT GROUP 65,9990065A,8065,65,N,,TOTAL,,,,
BALLOT GROUP 70,9990070A,8070,70,N,,POLLING PLACE,,,,
BALLOT GROUP 70,9990070A,8070,70,N,,VBM PORTION,,,,
BALLOT GROUP 70,9990070A,8070,70,N,,TOTAL,,,,
BALLOT GROUP 71,9990071A,8071,71,N,,POLLING PLACE,,,,
BALLOT GROUP 71,9990071A,8071,71,N,,VBM PORTION,,,,
BALLOT GROUP 71,9990071A,8071,71,N,,TOTAL,,,,
BALLOT GROUP 90,9990090A,8090,90,N,,POLLING PLACE,,,,
BALLOT GROUP 90,9990090A,8090,90,N,,VBM PORTION,,,,
BALLOT GROUP 90,9990090A,8090,90,N,,TOTAL,,,,
BALLOT GROUP 94,9990094A,8094,94,N,,POLLING PLACE,,,,
BALLOT GROUP 94,9990094A,8094,94,N,,VBM PORTION,,,,
BALLOT GROUP 94,9990094A,8094,94,N,,TOTAL,,,,
BALLOT GROUP 97,9990097A,8097,97,N,,POLLING PLACE,,,,
BALLOT GROUP 97,9990097A,8097,97,N,,VBM PORTION,,,,
BALLOT GROUP 97,9990097A,8097,97,N,,TOTAL,,,,
BALLOT GROUP 98,9990098A,8098,98,N,,POLLING PLACE,,,,
BALLOT GROUP 98,9990098A,8098,98,N,,VBM PORTION,,,,
BALLOT GROUP 98,9990098A,8098,98,N,,TOTAL,,,,
BALLOT GROUP 99,9990099A,8099,99,N,,POLLING PLACE,,,,
BALLOT GROUP 99,9990099A,8099,99,N,,VBM PORTION,,,,
BALLOT GROUP 99,9990099A,8099,99,N,,TOTAL,,,,
BALLOT GROUP 100,9990100A,8100,100,N,,POLLING PLACE,,,,
BALLOT GROUP 100,9990100A,8100,100,N,,VBM PORTION,,,,
BALLOT GROUP 100,9990100A,8100,100,N,,TOTAL,,,,
BALLOT GROUP 102,9990102A,8102,102,N,,POLLING PLACE,,,,
BALLOT GROUP 102,9990102A,8102,102,N,,VBM PORTION,,,,
BALLOT GROUP 102,9990102A,8102,102,N,,TOTAL,,,,
BALLOT GROUP 103,9990103A,8103,103,N,,POLLING PLACE,,,,
BALLOT GROUP 103,9990103A,8103,103,N,,VBM PORTION,,,,
BALLOT GROUP 103,9990103A,8103,103,N,,TOTAL,,,,
BALLOT GROUP 104,9990104A,8104,104,N,,POLLING PLACE,,,,
BALLOT GROUP 104,9990104A,8104,104,N,,VBM PORTION,,,,
BALLOT GROUP 104,9990104A,8104,104,N,,TOTAL,,,,
BALLOT GROUP 105,9990105A,8105,105,N,,POLLING PLACE,,,,
BALLOT GROUP 105,9990105A,8105,105,N,,VBM PORTION,,,,
BALLOT GROUP 105,9990105A,8105,105,N,,TOTAL,,,,
BALLOT GROUP 127,9990127A,8127,127,N,,POLLING PLACE,,,,
BALLOT GROUP 127,9990127A,8127,127,N,,VBM PORTION,,,,
BALLOT GROUP 127,9990127A,8127,127,N,,TOTAL,,,,
BALLOT GROUP 177,9990177A,8177,177,N,,POLLING PLACE,,,,
BALLOT GROUP 177,9990177A,8177,177,N,,VBM PORTION,,,,
BALLOT GROUP 177,9990177A,8177,177,N,,TOTAL,,,,
BALLOT GROUP 179,9990179A,8179,179,N,,POLLING PLACE,,,,
BALLOT GROUP 179,9990179A,8179,179,N,,VBM PORTION,,,,
BALLOT GROUP 179,9990179A,8179,179,N,,TOTAL,,,,
BALLOT GROUP 180,9990180A,8180,180,N,,POLLING PLACE,,,,
BALLOT GROUP 180,9990180A,8180,180,N,,VBM PORTION,,,,
BALLOT GROUP 180,9990180A,8180,180,N,,TOTAL,,,,
BALLOT GROUP 197,9990197A,8197,197,N,,POLLING PLACE,,,,
BALLOT GROUP 197,9990197A,8197,197,N,,VBM PORTION,,,,
BALLOT GROUP 197,9990197A,8197,197,N,,TOTAL,,,,
BALLOT GROUP 198,9990198A,8198,198,N,,POLLING PLACE,,,,
BALLOT GROUP 198,9990198A,8198,198,N,,VBM PORTION,,,,
BALLOT GROUP 198,9990198A,8198,198,N,,TOTAL,,,,
BALLOT GROUP 210,9990210A,8210,210,N,,POLLING PLACE,,,,
BALLOT GROUP 210,9990210A,8210,210,N,,VBM PORTION,,,,
BALLOT GROUP 210,9990210A,8210,210,N,,TOTAL,,,,
BALLOT GROUP 211,9990211A,8211,211,N,,POLLING PLACE,,,,
BALLOT GROUP 211,9990211A,8211,211,N,,VBM PORTION,,,,
BALLOT GROUP 211,9990211A,8211,211,N,,TOTAL,,,,
