LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOHNNIE ROBERTS JR,JAMES T LAW,DANIELA CALDERON,W H MURRAY JR,MERVIN EVANS,
LOS ANGELES,9002702A,6321,369,Y,14,TOTAL,,,,,,,
LOS ANGELES,9002706A,4259,309,N,639,POLLING PLACE,61,3,3,15,31,1,
LOS ANGELES,9002706A,4259,309,N,,VBM PORTION,11,1,2,3,2,,
LOS ANGELES,9002706A,4259,309,N,639,TOTAL,72,4,5,18,33,1,
LOS ANGELES,9002788A,4273,309,N,734,POLLING PLACE,70,6,3,13,39,1,
LOS ANGELES,9002788A,4273,309,N,,VBM PORTION,20,3,4,1,7,,
LOS ANGELES,9002788A,4273,309,N,734,TOTAL,90,9,7,14,46,1,
LOS ANGELES,9002879A,6334,235,Y,,POLLING PLACE,,,,,,,
LOS ANGELES,9002879A,6334,235,Y,,VBM PORTION,,,,,,,
LOS ANGELES,9002879A,6334,235,Y,,TOTAL,,,,,,,
LOS ANGELES,9002908A,4298,309,N,1178,POLLING PLACE,155,11,8,19,94,1,
LOS ANGELES,9002908A,4298,309,N,,VBM PORTION,46,5,6,8,17,,
LOS ANGELES,9002908A,4298,309,N,1178,TOTAL,201,16,14,27,111,1,
LOS ANGELES,9002927A,4304,309,N,918,POLLING PLACE,146,17,7,26,67,7,
LOS ANGELES,9002927A,4304,309,N,,VBM PORTION,29,4,2,1,10,3,
LOS ANGELES,9002927A,4304,309,N,918,TOTAL,175,21,9,27,77,10,
LOS ANGELES,9002929A,4305,316,N,710,POLLING PLACE,89,10,6,28,26,1,
LOS ANGELES,9002929A,4305,316,N,,VBM PORTION,12,3,,4,,1,
LOS ANGELES,9002929A,4305,316,N,710,TOTAL,101,13,6,32,26,2,
LOS ANGELES,9003029C,4310,358,N,1014,POLLING PLACE,110,6,6,23,56,5,
LOS ANGELES,9003029C,4310,358,N,,VBM PORTION,39,1,5,8,11,2,
LOS ANGELES,9003029C,4310,358,N,1014,TOTAL,149,7,11,31,67,7,
LOS ANGELES,9003220A,4332,358,N,586,POLLING PLACE,91,5,5,23,51,2,
LOS ANGELES,9003220A,4332,358,N,,VBM PORTION,24,2,3,3,10,1,
LOS ANGELES,9003220A,4332,358,N,586,TOTAL,115,7,8,26,61,3,
LOS ANGELES,9003240A,4337,309,N,859,POLLING PLACE,169,7,17,20,86,7,
LOS ANGELES,9003240A,4337,309,N,,VBM PORTION,26,1,3,6,10,,
LOS ANGELES,9003240A,4337,309,N,859,TOTAL,195,8,20,26,96,7,
LOS ANGELES,9003866A,4368,358,N,997,POLLING PLACE,160,12,14,21,90,4,
LOS ANGELES,9003866A,4368,358,N,,VBM PORTION,37,7,2,2,17,3,
LOS ANGELES,9003866A,4368,358,N,997,TOTAL,197,19,16,23,107,7,
LOS ANGELES,9005204A,4430,330,N,868,POLLING PLACE,148,14,15,26,57,6,
LOS ANGELES,9005204A,4430,330,N,,VBM PORTION,42,8,5,3,15,,
LOS ANGELES,9005204A,4430,330,N,868,TOTAL,190,22,20,29,72,6,
LOS ANGELES,9005205B,4431,330,N,677,POLLING PLACE,80,6,10,20,31,3,
LOS ANGELES,9005205B,4431,330,N,,VBM PORTION,15,,2,7,3,,
LOS ANGELES,9005205B,4431,330,N,677,TOTAL,95,6,12,27,34,3,
LOS ANGELES,9005217B,4432,311,N,954,POLLING PLACE,96,4,17,32,20,4,
LOS ANGELES,9005217B,4432,311,N,,VBM PORTION,17,2,2,1,10,,
LOS ANGELES,9005217B,4432,311,N,954,TOTAL,113,6,19,33,30,4,
LOS ANGELES,9005414A,4453,309,N,886,POLLING PLACE,182,10,11,16,122,5,
LOS ANGELES,9005414A,4453,309,N,,VBM PORTION,37,,6,2,19,2,
LOS ANGELES,9005414A,4453,309,N,886,TOTAL,219,10,17,18,141,7,
LOS ANGELES,9005484A,4456,309,N,931,POLLING PLACE,85,5,5,18,43,4,
LOS ANGELES,9005484A,4456,309,N,,VBM PORTION,23,4,3,9,5,,
LOS ANGELES,9005484A,4456,309,N,931,TOTAL,108,9,8,27,48,4,
LOS ANGELES,9007166B,4618,229,N,1041,POLLING PLACE,120,16,13,21,43,6,
LOS ANGELES,9007166B,4618,229,N,,VBM PORTION,39,6,7,2,13,1,
LOS ANGELES,9007166B,4618,229,N,1041,TOTAL,159,22,20,23,56,7,
LOS ANGELES,9007168B,4619,229,N,1130,POLLING PLACE,83,11,10,14,23,9,
LOS ANGELES,9007168B,4619,229,N,,VBM PORTION,47,5,5,5,23,,
LOS ANGELES,9007168B,4619,229,N,1130,TOTAL,130,16,15,19,46,9,
BALLOT GROUP 227,9990227A,8227,227,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 227,9990227A,8227,227,N,,VBM PORTION,,,,,,,
BALLOT GROUP 227,9990227A,8227,227,N,,TOTAL,,,,,,,
BALLOT GROUP 229,9990229A,8229,229,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 229,9990229A,8229,229,N,,VBM PORTION,,,,,,,
BALLOT GROUP 229,9990229A,8229,229,N,,TOTAL,,,,,,,
BALLOT GROUP 230,9990230A,8230,230,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 230,9990230A,8230,230,N,,VBM PORTION,,,,,,,
BALLOT GROUP 230,9990230A,8230,230,N,,TOTAL,,,,,,,
BALLOT GROUP 231,9990231A,8231,231,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 231,9990231A,8231,231,N,,VBM PORTION,,,,,,,
BALLOT GROUP 231,9990231A,8231,231,N,,TOTAL,,,,,,,
BALLOT GROUP 234,9990234A,8234,234,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 234,9990234A,8234,234,N,,VBM PORTION,,,,,,,
BALLOT GROUP 234,9990234A,8234,234,N,,TOTAL,,,,,,,
BALLOT GROUP 235,9990235A,8235,235,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 235,9990235A,8235,235,N,,VBM PORTION,,,,,,,
BALLOT GROUP 235,9990235A,8235,235,N,,TOTAL,,,,,,,
BALLOT GROUP 309,9990309A,8309,309,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 309,9990309A,8309,309,N,,VBM PORTION,,,,,,,
BALLOT GROUP 309,9990309A,8309,309,N,,TOTAL,,,,,,,
BALLOT GROUP 311,9990311A,8311,311,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 311,9990311A,8311,311,N,,VBM PORTION,,,,,,,
BALLOT GROUP 311,9990311A,8311,311,N,,TOTAL,,,,,,,
BALLOT GROUP 312,9990312A,8312,312,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 312,9990312A,8312,312,N,,VBM PORTION,,,,,,,
BALLOT GROUP 312,9990312A,8312,312,N,,TOTAL,,,,,,,
BALLOT GROUP 313,9990313A,8313,313,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 313,9990313A,8313,313,N,,VBM PORTION,,,,,,,
BALLOT GROUP 313,9990313A,8313,313,N,,TOTAL,,,,,,,
BALLOT GROUP 316,9990316A,8316,316,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 316,9990316A,8316,316,N,,VBM PORTION,,,,,,,
BALLOT GROUP 316,9990316A,8316,316,N,,TOTAL,,,,,,,
BALLOT GROUP 328,9990328A,8328,328,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 328,9990328A,8328,328,N,,VBM PORTION,,,,,,,
BALLOT GROUP 328,9990328A,8328,328,N,,TOTAL,,,,,,,
BALLOT GROUP 330,9990330A,8330,330,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 330,9990330A,8330,330,N,,VBM PORTION,,,,,,,
BALLOT GROUP 330,9990330A,8330,330,N,,TOTAL,,,,,,,
BALLOT GROUP 331,9990331A,8331,331,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 331,9990331A,8331,331,N,,VBM PORTION,,,,,,,
BALLOT GROUP 331,9990331A,8331,331,N,,TOTAL,,,,,,,
BALLOT GROUP 332,9990332A,8332,332,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 332,9990332A,8332,332,N,,VBM PORTION,,,,,,,
BALLOT GROUP 332,9990332A,8332,332,N,,TOTAL,,,,,,,
BALLOT GROUP 333,9990333A,8333,333,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 333,9990333A,8333,333,N,,VBM PORTION,,,,,,,
BALLOT GROUP 333,9990333A,8333,333,N,,TOTAL,,,,,,,
BALLOT GROUP 334,9990334A,8334,334,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 334,9990334A,8334,334,N,,VBM PORTION,,,,,,,
BALLOT GROUP 334,9990334A,8334,334,N,,TOTAL,,,,,,,
BALLOT GROUP 336,9990336A,8336,336,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 336,9990336A,8336,336,N,,VBM PORTION,,,,,,,
BALLOT GROUP 336,9990336A,8336,336,N,,TOTAL,,,,,,,
BALLOT GROUP 337,9990337A,8337,337,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 337,9990337A,8337,337,N,,VBM PORTION,,,,,,,
BALLOT GROUP 337,9990337A,8337,337,N,,TOTAL,,,,,,,
BALLOT GROUP 338,9990338A,8338,338,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 338,9990338A,8338,338,N,,VBM PORTION,,,,,,,
BALLOT GROUP 338,9990338A,8338,338,N,,TOTAL,,,,,,,
BALLOT GROUP 358,9990358A,8358,358,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 358,9990358A,8358,358,N,,VBM PORTION,,,,,,,
BALLOT GROUP 358,9990358A,8358,358,N,,TOTAL,,,,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,VBM PORTION,,,,,,,
BALLOT GROUP 359,9990359A,8359,359,N,,TOTAL,,,,,,,
BALLOT GROUP 361,9990361A,8361,361,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 361,9990361A,8361,361,N,,VBM PORTION,,,,,,,
BALLOT GROUP 361,9990361A,8361,361,N,,TOTAL,,,,,,,
BALLOT GROUP 364,9990364A,8364,364,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 364,9990364A,8364,364,N,,VBM PORTION,,,,,,,
BALLOT GROUP 364,9990364A,8364,364,N,,TOTAL,,,,,,,
BALLOT GROUP 369,9990369A,8369,369,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 369,9990369A,8369,369,N,,VBM PORTION,,,,,,,
BALLOT GROUP 369,9990369A,8369,369,N,,TOTAL,,,,,,,
