LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACQUELINE H LEWIS,DAYAN MATHAI,
ARCADIA,0350043C,109,162,N,1085,POLLING PLACE,150,46,56,
ARCADIA,0350043C,109,162,N,,VBM PORTION,85,26,28,
ARCADIA,0350043C,109,162,N,1085,TOTAL,235,72,84,
ARCADIA,0350045B,110,162,N,1254,POLLING PLACE,155,43,47,
ARCADIA,0350045B,110,162,N,,VBM PORTION,129,48,45,
ARCADIA,0350045B,110,162,N,1254,TOTAL,284,91,92,
ARCADIA,0350048A,111,162,N,1007,POLLING PLACE,183,47,68,
ARCADIA,0350048A,111,162,N,,VBM PORTION,77,31,15,
ARCADIA,0350048A,111,162,N,1007,TOTAL,260,78,83,
ARCADIA,0350054A,112,162,N,1197,POLLING PLACE,240,82,82,
ARCADIA,0350054A,112,162,N,,VBM PORTION,120,30,42,
ARCADIA,0350054A,112,162,N,1197,TOTAL,360,112,124,
ARCADIA,0350058A,113,162,N,1193,POLLING PLACE,191,66,68,
ARCADIA,0350058A,113,162,N,,VBM PORTION,107,36,32,
ARCADIA,0350058A,113,162,N,1193,TOTAL,298,102,100,
ARCADIA,0350058B,6023,157,Y,47,POLLING PLACE,,,,
ARCADIA,0350058B,6023,157,Y,,VBM PORTION,8,2,4,
ARCADIA,0350058B,6023,157,Y,47,TOTAL,8,2,4,
ARCADIA,0350062B,114,162,N,1129,POLLING PLACE,192,66,67,
ARCADIA,0350062B,114,162,N,,VBM PORTION,110,26,40,
ARCADIA,0350062B,114,162,N,1129,TOTAL,302,92,107,
ARCADIA,0350079A,115,162,N,1174,POLLING PLACE,181,60,59,
ARCADIA,0350079A,115,162,N,,VBM PORTION,115,34,35,
ARCADIA,0350079A,115,162,N,1174,TOTAL,296,94,94,
ARCADIA,0350101A,6024,158,Y,6,POLLING PLACE,,,,
ARCADIA,0350101A,6024,158,Y,,VBM PORTION,1,,1,
ARCADIA,0350101A,6024,158,Y,6,TOTAL,1,,1,
ARCADIA,0350104A,116,162,N,1235,POLLING PLACE,218,76,85,
ARCADIA,0350104A,116,162,N,,VBM PORTION,120,40,42,
ARCADIA,0350104A,116,162,N,1235,TOTAL,338,116,127,
ARTESIA,0400001A,117,277,N,779,POLLING PLACE,162,76,61,
ARTESIA,0400001A,117,277,N,,VBM PORTION,23,8,12,
ARTESIA,0400001A,117,277,N,779,TOTAL,185,84,73,
ARTESIA,0400002A,118,274,N,1116,POLLING PLACE,180,63,74,
ARTESIA,0400002A,118,274,N,,VBM PORTION,137,44,49,
ARTESIA,0400002A,118,274,N,1116,TOTAL,317,107,123,
ARTESIA,0400004A,119,274,N,911,POLLING PLACE,202,54,75,
ARTESIA,0400004A,119,274,N,,VBM PORTION,69,28,31,
ARTESIA,0400004A,119,274,N,911,TOTAL,271,82,106,
ARTESIA,0400006A,120,274,N,988,POLLING PLACE,188,75,61,
ARTESIA,0400006A,120,274,N,,VBM PORTION,63,16,27,
ARTESIA,0400006A,120,274,N,988,TOTAL,251,91,88,
ARTESIA,0400007A,121,274,N,993,POLLING PLACE,188,61,67,
ARTESIA,0400007A,121,274,N,,VBM PORTION,87,18,41,
ARTESIA,0400007A,121,274,N,993,TOTAL,275,79,108,
ARTESIA,0400008A,122,274,N,1005,POLLING PLACE,173,61,69,
ARTESIA,0400008A,122,274,N,,VBM PORTION,95,47,27,
ARTESIA,0400008A,122,274,N,1005,TOTAL,268,108,96,
ARTESIA,0400010C,123,274,N,1027,POLLING PLACE,139,44,58,
ARTESIA,0400010C,123,274,N,,VBM PORTION,109,22,54,
ARTESIA,0400010C,123,274,N,1027,TOTAL,248,66,112,
ATHENS,0450001A,124,371,N,1168,POLLING PLACE,179,103,43,
ATHENS,0450001A,124,371,N,,VBM PORTION,44,25,11,
ATHENS,0450001A,124,371,N,1168,TOTAL,223,128,54,
ATHENS,0450002B,125,371,N,1203,POLLING PLACE,248,140,72,
ATHENS,0450002B,125,371,N,,VBM PORTION,39,20,11,
ATHENS,0450002B,125,371,N,1203,TOTAL,287,160,83,
ATHENS,0450004A,126,366,N,1286,POLLING PLACE,177,100,48,
ATHENS,0450004A,126,366,N,,VBM PORTION,73,38,20,
ATHENS,0450004A,126,366,N,1286,TOTAL,250,138,68,
ATHENS,0450007A,127,371,N,996,POLLING PLACE,208,119,59,
ATHENS,0450007A,127,371,N,,VBM PORTION,61,33,16,
ATHENS,0450007A,127,371,N,996,TOTAL,269,152,75,
ATHENS,0450008A,128,371,N,582,POLLING PLACE,151,105,25,
ATHENS,0450008A,128,371,N,,VBM PORTION,37,15,9,
ATHENS,0450008A,128,371,N,582,TOTAL,188,120,34,
AVALON,0500001A,129,388,N,460,POLLING PLACE,102,35,36,
AVALON,0500001A,129,388,N,,VBM PORTION,56,7,28,
AVALON,0500001A,129,388,N,460,TOTAL,158,42,64,
AVALON,0500003A,130,388,N,1161,POLLING PLACE,249,64,108,
AVALON,0500003A,130,388,N,,VBM PORTION,135,29,58,
AVALON,0500003A,130,388,N,1161,TOTAL,384,93,166,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,POLLING PLACE,198,88,77,
AVOCADO HEIGHTS,0520001A,131,240,N,,VBM PORTION,75,30,27,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,TOTAL,273,118,104,
AVOCADO HEIGHTS,0520002A,132,239,N,679,POLLING PLACE,132,58,56,
AVOCADO HEIGHTS,0520002A,132,239,N,,VBM PORTION,21,7,10,
AVOCADO HEIGHTS,0520002A,132,239,N,679,TOTAL,153,65,66,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,TOTAL,,,,
AVOCADO HEIGHTS,0520004A,133,242,N,762,POLLING PLACE,150,64,57,
AVOCADO HEIGHTS,0520004A,133,242,N,,VBM PORTION,63,18,24,
AVOCADO HEIGHTS,0520004A,133,242,N,762,TOTAL,213,82,81,
AVOCADO HEIGHTS,0520005B,134,239,N,982,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,,VBM PORTION,28,17,7,
AVOCADO HEIGHTS,0520005B,134,239,N,982,TOTAL,28,17,7,
AVOCADO HEIGHTS,0520007A,135,242,N,498,POLLING PLACE,49,29,15,
AVOCADO HEIGHTS,0520007A,135,242,N,,VBM PORTION,12,6,5,
AVOCADO HEIGHTS,0520007A,135,242,N,498,TOTAL,61,35,20,
AVOCADO HEIGHTS,0520008B,136,240,N,117,POLLING PLACE,14,7,3,
AVOCADO HEIGHTS,0520008B,136,240,N,,VBM PORTION,1,1,,
AVOCADO HEIGHTS,0520008B,136,240,N,117,TOTAL,15,8,3,
AVOCADO HEIGHTS,0520009A,137,240,N,726,POLLING PLACE,144,63,60,
AVOCADO HEIGHTS,0520009A,137,240,N,,VBM PORTION,54,19,18,
AVOCADO HEIGHTS,0520009A,137,240,N,726,TOTAL,198,82,78,
AVOCADO HEIGHTS,0520009B,138,240,N,448,POLLING PLACE,82,31,38,
AVOCADO HEIGHTS,0520009B,138,240,N,,VBM PORTION,12,5,4,
AVOCADO HEIGHTS,0520009B,138,240,N,448,TOTAL,94,36,42,
AVOCADO HEIGHTS,0520010A,139,239,N,711,POLLING PLACE,114,59,37,
AVOCADO HEIGHTS,0520010A,139,239,N,,VBM PORTION,39,22,10,
AVOCADO HEIGHTS,0520010A,139,239,N,711,TOTAL,153,81,47,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,TOTAL,,,,
AVOCADO HEIGHTS,0520012A,140,240,N,474,POLLING PLACE,97,41,34,
AVOCADO HEIGHTS,0520012A,140,240,N,,VBM PORTION,26,6,12,
AVOCADO HEIGHTS,0520012A,140,240,N,474,TOTAL,123,47,46,
AVOCADO HEIGHTS,0520017A,141,239,N,557,POLLING PLACE,64,26,22,
AVOCADO HEIGHTS,0520017A,141,239,N,,VBM PORTION,20,4,10,
AVOCADO HEIGHTS,0520017A,141,239,N,557,TOTAL,84,30,32,
AZUSA,0550001A,142,133,N,108,POLLING PLACE,9,1,5,
AZUSA,0550001A,142,133,N,,VBM PORTION,4,1,2,
AZUSA,0550001A,142,133,N,108,TOTAL,13,2,7,
AZUSA,0550001B,6027,128,Y,76,POLLING PLACE,,,,
AZUSA,0550001B,6027,128,Y,,VBM PORTION,5,1,3,
AZUSA,0550001B,6027,128,Y,76,TOTAL,5,1,3,
AZUSA,0550002A,143,129,N,763,POLLING PLACE,152,56,58,
AZUSA,0550002A,143,129,N,,VBM PORTION,18,7,6,
AZUSA,0550002A,143,129,N,763,TOTAL,170,63,64,
AZUSA,0550008A,144,129,N,1035,POLLING PLACE,205,89,75,
AZUSA,0550008A,144,129,N,,VBM PORTION,36,22,12,
AZUSA,0550008A,144,129,N,1035,TOTAL,241,111,87,
AZUSA,0550009A,145,129,N,1156,POLLING PLACE,195,85,72,
AZUSA,0550009A,145,129,N,,VBM PORTION,55,16,30,
AZUSA,0550009A,145,129,N,1156,TOTAL,250,101,102,
AZUSA,0550010A,146,129,N,1139,POLLING PLACE,195,89,70,
AZUSA,0550010A,146,129,N,,VBM PORTION,50,22,22,
AZUSA,0550010A,146,129,N,1139,TOTAL,245,111,92,
AZUSA,0550010B,147,129,N,518,POLLING PLACE,66,22,24,
AZUSA,0550010B,147,129,N,,VBM PORTION,17,3,8,
AZUSA,0550010B,147,129,N,518,TOTAL,83,25,32,
AZUSA,0550010E,6028,128,Y,279,POLLING PLACE,,,,
AZUSA,0550010E,6028,128,Y,,VBM PORTION,24,13,11,
AZUSA,0550010E,6028,128,Y,279,TOTAL,24,13,11,
AZUSA,0550011A,148,129,N,627,POLLING PLACE,108,40,34,
AZUSA,0550011A,148,129,N,,VBM PORTION,73,19,32,
AZUSA,0550011A,148,129,N,627,TOTAL,181,59,66,
AZUSA,0550012A,149,129,N,599,POLLING PLACE,84,42,26,
AZUSA,0550012A,149,129,N,,VBM PORTION,18,6,7,
AZUSA,0550012A,149,129,N,599,TOTAL,102,48,33,
AZUSA,0550012E,150,129,N,738,POLLING PLACE,87,37,32,
AZUSA,0550012E,150,129,N,,VBM PORTION,45,27,13,
AZUSA,0550012E,150,129,N,738,TOTAL,132,64,45,
AZUSA,0550023B,151,128,N,915,POLLING PLACE,136,75,40,
AZUSA,0550023B,151,128,N,,VBM PORTION,48,23,15,
AZUSA,0550023B,151,128,N,915,TOTAL,184,98,55,
AZUSA,0550025B,152,129,N,488,POLLING PLACE,87,38,32,
AZUSA,0550025B,152,129,N,,VBM PORTION,20,14,4,
AZUSA,0550025B,152,129,N,488,TOTAL,107,52,36,
AZUSA,0550073A,153,129,N,830,POLLING PLACE,146,56,54,
AZUSA,0550073A,153,129,N,,VBM PORTION,63,26,29,
AZUSA,0550073A,153,129,N,830,TOTAL,209,82,83,
AZUSA,0550074A,154,129,N,1124,POLLING PLACE,197,75,79,
AZUSA,0550074A,154,129,N,,VBM PORTION,62,23,18,
AZUSA,0550074A,154,129,N,1124,TOTAL,259,98,97,
AZUSA,0550076A,155,128,N,561,POLLING PLACE,80,37,28,
AZUSA,0550076A,155,128,N,,VBM PORTION,24,8,9,
AZUSA,0550076A,155,128,N,561,TOTAL,104,45,37,
AZUSA,0550078A,156,129,N,1177,POLLING PLACE,175,82,65,
AZUSA,0550078A,156,129,N,,VBM PORTION,57,28,17,
AZUSA,0550078A,156,129,N,1177,TOTAL,232,110,82,
AZUSA,0550079A,157,128,N,940,POLLING PLACE,195,86,59,
AZUSA,0550079A,157,128,N,,VBM PORTION,174,52,64,
AZUSA,0550079A,157,128,N,940,TOTAL,369,138,123,
AZUSA,0550080A,158,129,N,1155,POLLING PLACE,224,101,62,
AZUSA,0550080A,158,129,N,,VBM PORTION,78,34,30,
AZUSA,0550080A,158,129,N,1155,TOTAL,302,135,92,
AZUSA,0550081A,159,129,N,569,POLLING PLACE,117,31,59,
AZUSA,0550081A,159,129,N,,VBM PORTION,54,20,22,
AZUSA,0550081A,159,129,N,569,TOTAL,171,51,81,
AZUSA,0550084B,160,129,N,868,POLLING PLACE,185,62,62,
AZUSA,0550084B,160,129,N,,VBM PORTION,72,25,27,
AZUSA,0550084B,160,129,N,868,TOTAL,257,87,89,
AZUSA,0550085A,161,129,N,922,POLLING PLACE,186,69,70,
AZUSA,0550085A,161,129,N,,VBM PORTION,70,27,28,
AZUSA,0550085A,161,129,N,922,TOTAL,256,96,98,
AZUSA,0550085C,6029,136,Y,,POLLING PLACE,,,,
AZUSA,0550085C,6029,136,Y,,VBM PORTION,,,,
AZUSA,0550085C,6029,136,Y,,TOTAL,,,,
AZUSA,0550085F,6030,137,Y,,POLLING PLACE,,,,
AZUSA,0550085F,6030,137,Y,,VBM PORTION,,,,
AZUSA,0550085F,6030,137,Y,,TOTAL,,,,
AZUSA,0550086A,162,130,N,759,POLLING PLACE,189,54,75,
AZUSA,0550086A,162,130,N,,VBM PORTION,63,11,24,
AZUSA,0550086A,162,130,N,759,TOTAL,252,65,99,
BALDWIN PARK,0600001A,163,138,N,999,POLLING PLACE,151,81,51,
BALDWIN PARK,0600001A,163,138,N,,VBM PORTION,33,19,9,
BALDWIN PARK,0600001A,163,138,N,999,TOTAL,184,100,60,
BALDWIN PARK,0600002A,164,138,N,1070,POLLING PLACE,130,74,46,
BALDWIN PARK,0600002A,164,138,N,,VBM PORTION,54,26,23,
BALDWIN PARK,0600002A,164,138,N,1070,TOTAL,184,100,69,
BALDWIN PARK,0600006A,165,138,N,1045,POLLING PLACE,189,88,70,
BALDWIN PARK,0600006A,165,138,N,,VBM PORTION,26,7,9,
BALDWIN PARK,0600006A,165,138,N,1045,TOTAL,215,95,79,
BALDWIN PARK,0600007A,166,138,N,852,POLLING PLACE,154,82,40,
BALDWIN PARK,0600007A,166,138,N,,VBM PORTION,45,22,6,
BALDWIN PARK,0600007A,166,138,N,852,TOTAL,199,104,46,
BALDWIN PARK,0600008A,167,138,N,1004,POLLING PLACE,167,73,62,
BALDWIN PARK,0600008A,167,138,N,,VBM PORTION,55,21,20,
BALDWIN PARK,0600008A,167,138,N,1004,TOTAL,222,94,82,
BALDWIN PARK,0600009A,168,138,N,1111,POLLING PLACE,149,76,45,
BALDWIN PARK,0600009A,168,138,N,,VBM PORTION,45,19,13,
BALDWIN PARK,0600009A,168,138,N,1111,TOTAL,194,95,58,
BALDWIN PARK,0600010A,169,138,N,950,POLLING PLACE,121,64,30,
BALDWIN PARK,0600010A,169,138,N,,VBM PORTION,51,28,14,
BALDWIN PARK,0600010A,169,138,N,950,TOTAL,172,92,44,
BALDWIN PARK,0600012A,170,138,N,1146,POLLING PLACE,151,73,58,
BALDWIN PARK,0600012A,170,138,N,,VBM PORTION,50,20,21,
BALDWIN PARK,0600012A,170,138,N,1146,TOTAL,201,93,79,
BALDWIN PARK,0600013A,171,138,N,1145,POLLING PLACE,168,85,61,
BALDWIN PARK,0600013A,171,138,N,,VBM PORTION,75,34,30,
BALDWIN PARK,0600013A,171,138,N,1145,TOTAL,243,119,91,
BALDWIN PARK,0600014A,172,138,N,1161,POLLING PLACE,168,85,64,
BALDWIN PARK,0600014A,172,138,N,,VBM PORTION,85,41,26,
BALDWIN PARK,0600014A,172,138,N,1161,TOTAL,253,126,90,
BALDWIN PARK,0600016A,173,138,N,1037,POLLING PLACE,151,77,45,
BALDWIN PARK,0600016A,173,138,N,,VBM PORTION,66,37,17,
BALDWIN PARK,0600016A,173,138,N,1037,TOTAL,217,114,62,
BALDWIN PARK,0600017A,174,133,N,464,POLLING PLACE,73,35,22,
BALDWIN PARK,0600017A,174,133,N,,VBM PORTION,28,12,8,
BALDWIN PARK,0600017A,174,133,N,464,TOTAL,101,47,30,
BALDWIN PARK,0600019A,175,138,N,1179,POLLING PLACE,198,87,78,
BALDWIN PARK,0600019A,175,138,N,,VBM PORTION,56,28,17,
BALDWIN PARK,0600019A,175,138,N,1179,TOTAL,254,115,95,
BALDWIN PARK,0600020A,176,138,N,1123,POLLING PLACE,174,81,58,
BALDWIN PARK,0600020A,176,138,N,,VBM PORTION,49,22,13,
BALDWIN PARK,0600020A,176,138,N,1123,TOTAL,223,103,71,
BALDWIN PARK,0600021B,177,138,N,788,POLLING PLACE,94,49,33,
BALDWIN PARK,0600021B,177,138,N,,VBM PORTION,38,18,11,
BALDWIN PARK,0600021B,177,138,N,788,TOTAL,132,67,44,
BALDWIN PARK,0600024E,178,138,N,1176,POLLING PLACE,172,91,58,
BALDWIN PARK,0600024E,178,138,N,,VBM PORTION,72,35,25,
BALDWIN PARK,0600024E,178,138,N,1176,TOTAL,244,126,83,
BALDWIN PARK,0600025A,179,138,N,704,POLLING PLACE,96,44,37,
BALDWIN PARK,0600025A,179,138,N,,VBM PORTION,33,13,11,
BALDWIN PARK,0600025A,179,138,N,704,TOTAL,129,57,48,
BALDWIN PARK,0600026A,180,138,N,909,POLLING PLACE,166,92,53,
BALDWIN PARK,0600026A,180,138,N,,VBM PORTION,34,13,13,
BALDWIN PARK,0600026A,180,138,N,909,TOTAL,200,105,66,
BALDWIN PARK,0600027A,181,138,N,1115,POLLING PLACE,161,95,49,
BALDWIN PARK,0600027A,181,138,N,,VBM PORTION,57,25,22,
BALDWIN PARK,0600027A,181,138,N,1115,TOTAL,218,120,71,
BALDWIN PARK,0600028A,182,138,N,942,POLLING PLACE,109,51,40,
BALDWIN PARK,0600028A,182,138,N,,VBM PORTION,48,18,21,
BALDWIN PARK,0600028A,182,138,N,942,TOTAL,157,69,61,
BALDWIN PARK,0600029A,183,138,N,1033,POLLING PLACE,103,45,40,
BALDWIN PARK,0600029A,183,138,N,,VBM PORTION,41,25,9,
BALDWIN PARK,0600029A,183,138,N,1033,TOTAL,144,70,49,
BALDWIN PARK,0600030A,184,138,N,644,POLLING PLACE,77,34,31,
BALDWIN PARK,0600030A,184,138,N,,VBM PORTION,30,13,13,
BALDWIN PARK,0600030A,184,138,N,644,TOTAL,107,47,44,
BALDWIN PARK,0600030F,6031,132,Y,127,POLLING PLACE,,,,
BALDWIN PARK,0600030F,6031,132,Y,,VBM PORTION,10,7,3,
BALDWIN PARK,0600030F,6031,132,Y,127,TOTAL,10,7,3,
BALDWIN PARK,0600034A,185,138,N,961,POLLING PLACE,115,56,40,
BALDWIN PARK,0600034A,185,138,N,,VBM PORTION,29,18,5,
BALDWIN PARK,0600034A,185,138,N,961,TOTAL,144,74,45,
BALDWIN PARK,0600035A,186,138,N,1052,POLLING PLACE,162,97,38,
BALDWIN PARK,0600035A,186,138,N,,VBM PORTION,40,17,19,
BALDWIN PARK,0600035A,186,138,N,1052,TOTAL,202,114,57,
BALDWIN PARK,0600036A,187,138,N,899,POLLING PLACE,161,91,53,
BALDWIN PARK,0600036A,187,138,N,,VBM PORTION,57,26,17,
BALDWIN PARK,0600036A,187,138,N,899,TOTAL,218,117,70,
BALDWIN PARK,0600037A,188,138,N,1082,POLLING PLACE,152,76,52,
BALDWIN PARK,0600037A,188,138,N,,VBM PORTION,40,20,15,
BALDWIN PARK,0600037A,188,138,N,1082,TOTAL,192,96,67,
BALDWIN PARK,0600041B,189,138,N,952,POLLING PLACE,178,77,54,
BALDWIN PARK,0600041B,189,138,N,,VBM PORTION,39,20,13,
BALDWIN PARK,0600041B,189,138,N,952,TOTAL,217,97,67,
BALDWIN PARK,0600052C,190,138,N,1016,POLLING PLACE,168,69,72,
BALDWIN PARK,0600052C,190,138,N,,VBM PORTION,25,15,7,
BALDWIN PARK,0600052C,190,138,N,1016,TOTAL,193,84,79,
BASSETT,0670005A,191,131,N,746,POLLING PLACE,113,49,51,
BASSETT,0670005A,191,131,N,,VBM PORTION,28,12,9,
BASSETT,0670005A,191,131,N,746,TOTAL,141,61,60,
BASSETT,0670006A,192,131,N,1027,POLLING PLACE,166,79,60,
BASSETT,0670006A,192,131,N,,VBM PORTION,44,19,17,
BASSETT,0670006A,192,131,N,1027,TOTAL,210,98,77,
BASSETT,0670010A,193,131,N,709,POLLING PLACE,104,55,30,
BASSETT,0670010A,193,131,N,,VBM PORTION,28,14,12,
BASSETT,0670010A,193,131,N,709,TOTAL,132,69,42,
BASSETT,0670141A,194,131,N,1113,POLLING PLACE,182,85,60,
BASSETT,0670141A,194,131,N,,VBM PORTION,43,16,19,
BASSETT,0670141A,194,131,N,1113,TOTAL,225,101,79,
BASSETT,0670142A,195,131,N,593,POLLING PLACE,103,47,36,
BASSETT,0670142A,195,131,N,,VBM PORTION,24,18,6,
BASSETT,0670142A,195,131,N,593,TOTAL,127,65,42,
BASSETT,0670143A,196,131,N,977,POLLING PLACE,171,103,43,
BASSETT,0670143A,196,131,N,,VBM PORTION,35,19,13,
BASSETT,0670143A,196,131,N,977,TOTAL,206,122,56,
BASSETT,0670144A,197,131,N,947,POLLING PLACE,167,88,55,
BASSETT,0670144A,197,131,N,,VBM PORTION,39,14,13,
BASSETT,0670144A,197,131,N,947,TOTAL,206,102,68,
BELL,0700001A,198,347,N,957,POLLING PLACE,136,71,51,
BELL,0700001A,198,347,N,,VBM PORTION,26,11,12,
BELL,0700001A,198,347,N,957,TOTAL,162,82,63,
BELL,0700002A,199,347,N,967,POLLING PLACE,154,70,59,
BELL,0700002A,199,347,N,,VBM PORTION,17,7,8,
BELL,0700002A,199,347,N,967,TOTAL,171,77,67,
BELL,0700005A,200,347,N,1135,POLLING PLACE,122,54,50,
BELL,0700005A,200,347,N,,VBM PORTION,41,15,14,
BELL,0700005A,200,347,N,1135,TOTAL,163,69,64,
BELL,0700007B,201,347,N,1146,POLLING PLACE,165,85,56,
BELL,0700007B,201,347,N,,VBM PORTION,38,19,14,
BELL,0700007B,201,347,N,1146,TOTAL,203,104,70,
BELL,0700008A,202,347,N,1081,POLLING PLACE,179,80,69,
BELL,0700008A,202,347,N,,VBM PORTION,27,9,16,
BELL,0700008A,202,347,N,1081,TOTAL,206,89,85,
BELL,0700010A,203,347,N,1170,POLLING PLACE,152,74,54,
BELL,0700010A,203,347,N,,VBM PORTION,51,15,25,
BELL,0700010A,203,347,N,1170,TOTAL,203,89,79,
BELL,0700011A,204,347,N,1142,POLLING PLACE,201,104,72,
BELL,0700011A,204,347,N,,VBM PORTION,37,17,16,
BELL,0700011A,204,347,N,1142,TOTAL,238,121,88,
BELL,0700013A,205,347,N,1002,POLLING PLACE,160,96,42,
BELL,0700013A,205,347,N,,VBM PORTION,48,22,14,
BELL,0700013A,205,347,N,1002,TOTAL,208,118,56,
BELL,0700017A,206,347,N,887,POLLING PLACE,147,65,60,
BELL,0700017A,206,347,N,,VBM PORTION,29,6,16,
BELL,0700017A,206,347,N,887,TOTAL,176,71,76,
BELL,0700018A,207,347,N,1047,POLLING PLACE,189,103,61,
BELL,0700018A,207,347,N,,VBM PORTION,17,7,9,
BELL,0700018A,207,347,N,1047,TOTAL,206,110,70,
BELLFLOWER,0750006A,208,302,N,825,POLLING PLACE,140,58,48,
BELLFLOWER,0750006A,208,302,N,,VBM PORTION,62,25,23,
BELLFLOWER,0750006A,208,302,N,825,TOTAL,202,83,71,
BELLFLOWER,0750009A,209,301,N,1074,POLLING PLACE,196,76,87,
BELLFLOWER,0750009A,209,301,N,,VBM PORTION,68,14,29,
BELLFLOWER,0750009A,209,301,N,1074,TOTAL,264,90,116,
BELLFLOWER,0750010A,210,301,N,1000,POLLING PLACE,120,53,50,
BELLFLOWER,0750010A,210,301,N,,VBM PORTION,51,22,17,
BELLFLOWER,0750010A,210,301,N,1000,TOTAL,171,75,67,
BELLFLOWER,0750011A,211,292,N,1111,POLLING PLACE,219,72,98,
BELLFLOWER,0750011A,211,292,N,,VBM PORTION,57,16,26,
BELLFLOWER,0750011A,211,292,N,1111,TOTAL,276,88,124,
BELLFLOWER,0750012A,212,284,N,571,POLLING PLACE,62,32,21,
BELLFLOWER,0750012A,212,284,N,,VBM PORTION,23,7,9,
BELLFLOWER,0750012A,212,284,N,571,TOTAL,85,39,30,
BELLFLOWER,0750012D,213,286,N,873,POLLING PLACE,74,28,22,
BELLFLOWER,0750012D,213,286,N,,VBM PORTION,19,8,9,
BELLFLOWER,0750012D,213,286,N,873,TOTAL,93,36,31,
BELLFLOWER,0750013A,214,300,N,140,POLLING PLACE,9,5,4,
BELLFLOWER,0750013A,214,300,N,,VBM PORTION,7,6,1,
BELLFLOWER,0750013A,214,300,N,140,TOTAL,16,11,5,
BELLFLOWER,0750014A,215,292,N,955,POLLING PLACE,134,66,38,
BELLFLOWER,0750014A,215,292,N,,VBM PORTION,46,20,16,
BELLFLOWER,0750014A,215,292,N,955,TOTAL,180,86,54,
BELLFLOWER,0750016A,216,292,N,1146,POLLING PLACE,141,60,56,
BELLFLOWER,0750016A,216,292,N,,VBM PORTION,70,23,27,
BELLFLOWER,0750016A,216,292,N,1146,TOTAL,211,83,83,
BELLFLOWER,0750017B,217,292,N,1153,POLLING PLACE,100,33,45,
BELLFLOWER,0750017B,217,292,N,,VBM PORTION,42,18,10,
BELLFLOWER,0750017B,217,292,N,1153,TOTAL,142,51,55,
BELLFLOWER,0750019A,218,292,N,1077,POLLING PLACE,137,47,63,
BELLFLOWER,0750019A,218,292,N,,VBM PORTION,51,19,23,
BELLFLOWER,0750019A,218,292,N,1077,TOTAL,188,66,86,
BELLFLOWER,0750021A,219,301,N,829,POLLING PLACE,135,57,54,
BELLFLOWER,0750021A,219,301,N,,VBM PORTION,66,32,13,
BELLFLOWER,0750021A,219,301,N,829,TOTAL,201,89,67,
BELLFLOWER,0750022A,220,284,N,1011,POLLING PLACE,204,72,95,
BELLFLOWER,0750022A,220,284,N,,VBM PORTION,66,25,21,
BELLFLOWER,0750022A,220,284,N,1011,TOTAL,270,97,116,
BELLFLOWER,0750024A,221,293,N,1039,POLLING PLACE,167,60,66,
BELLFLOWER,0750024A,221,293,N,,VBM PORTION,54,23,18,
BELLFLOWER,0750024A,221,293,N,1039,TOTAL,221,83,84,
BELLFLOWER,0750025A,222,301,N,565,POLLING PLACE,96,34,42,
BELLFLOWER,0750025A,222,301,N,,VBM PORTION,50,14,18,
BELLFLOWER,0750025A,222,301,N,565,TOTAL,146,48,60,
BELLFLOWER,0750027A,223,284,N,1026,POLLING PLACE,121,58,43,
BELLFLOWER,0750027A,223,284,N,,VBM PORTION,58,23,18,
BELLFLOWER,0750027A,223,284,N,1026,TOTAL,179,81,61,
BELLFLOWER,0750028A,224,292,N,1021,POLLING PLACE,165,56,72,
BELLFLOWER,0750028A,224,292,N,,VBM PORTION,60,28,12,
BELLFLOWER,0750028A,224,292,N,1021,TOTAL,225,84,84,
BELLFLOWER,0750029C,225,285,N,823,POLLING PLACE,98,52,36,
BELLFLOWER,0750029C,225,285,N,,VBM PORTION,31,16,10,
BELLFLOWER,0750029C,225,285,N,823,TOTAL,129,68,46,
BELLFLOWER,0750030A,226,284,N,1060,POLLING PLACE,192,67,75,
BELLFLOWER,0750030A,226,284,N,,VBM PORTION,72,25,27,
BELLFLOWER,0750030A,226,284,N,1060,TOTAL,264,92,102,
BELLFLOWER,0750031C,227,285,N,907,POLLING PLACE,99,43,37,
BELLFLOWER,0750031C,227,285,N,,VBM PORTION,44,21,22,
BELLFLOWER,0750031C,227,285,N,907,TOTAL,143,64,59,
BELLFLOWER,0750032A,228,284,N,827,POLLING PLACE,112,52,47,
BELLFLOWER,0750032A,228,284,N,,VBM PORTION,30,16,9,
BELLFLOWER,0750032A,228,284,N,827,TOTAL,142,68,56,
BELLFLOWER,0750032C,229,284,N,693,POLLING PLACE,100,46,35,
