LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,MARIO A GUERRA,TONY MENDOZA,
PICO RIVERA,5230038A,2082,286,N,1015,POLLING PLACE,159,42,105,
PICO RIVERA,5230038A,2082,286,N,,VBM PORTION,42,13,27,
PICO RIVERA,5230038A,2082,286,N,1015,TOTAL,201,55,132,
PICO RIVERA,5230039A,2083,286,N,1070,POLLING PLACE,167,51,106,
PICO RIVERA,5230039A,2083,286,N,,VBM PORTION,50,15,29,
PICO RIVERA,5230039A,2083,286,N,1070,TOTAL,217,66,135,
PICO RIVERA,5230041A,2084,286,N,853,POLLING PLACE,139,32,96,
PICO RIVERA,5230041A,2084,286,N,,VBM PORTION,29,8,19,
PICO RIVERA,5230041A,2084,286,N,853,TOTAL,168,40,115,
PICO RIVERA,5230043A,2085,286,N,984,POLLING PLACE,136,35,94,
PICO RIVERA,5230043A,2085,286,N,,VBM PORTION,52,20,31,
PICO RIVERA,5230043A,2085,286,N,984,TOTAL,188,55,125,
PICO RIVERA,5230044A,2086,286,N,946,POLLING PLACE,126,30,83,
PICO RIVERA,5230044A,2086,286,N,,VBM PORTION,40,13,24,
PICO RIVERA,5230044A,2086,286,N,946,TOTAL,166,43,107,
PICO RIVERA,5230045A,2087,286,N,1048,POLLING PLACE,116,29,79,
PICO RIVERA,5230045A,2087,286,N,,VBM PORTION,27,15,9,
PICO RIVERA,5230045A,2087,286,N,1048,TOTAL,143,44,88,
PICO RIVERA,5230049A,2088,286,N,967,POLLING PLACE,144,34,108,
PICO RIVERA,5230049A,2088,286,N,,VBM PORTION,38,10,24,
PICO RIVERA,5230049A,2088,286,N,967,TOTAL,182,44,132,
PICO RIVERA,5230068A,2089,286,N,860,POLLING PLACE,141,34,88,
PICO RIVERA,5230068A,2089,286,N,,VBM PORTION,23,6,11,
PICO RIVERA,5230068A,2089,286,N,860,TOTAL,164,40,99,
PICO RIVERA,5230080A,2090,286,N,1101,POLLING PLACE,154,53,93,
PICO RIVERA,5230080A,2090,286,N,,VBM PORTION,61,22,34,
PICO RIVERA,5230080A,2090,286,N,1101,TOTAL,215,75,127,
PICO RIVERA,5230081A,2091,286,N,934,POLLING PLACE,130,38,83,
PICO RIVERA,5230081A,2091,286,N,,VBM PORTION,57,15,36,
PICO RIVERA,5230081A,2091,286,N,934,TOTAL,187,53,119,
PIONEER,5240020A,6190,275,Y,188,POLLING PLACE,,,,
PIONEER,5240020A,6190,275,Y,,VBM PORTION,21,4,15,
PIONEER,5240020A,6190,275,Y,188,TOTAL,21,4,15,
RIO HONDO,5600011A,6196,261,Y,1,POLLING PLACE,,,,
RIO HONDO,5600011A,6196,261,Y,,VBM PORTION,,,,
RIO HONDO,5600011A,6196,261,Y,1,TOTAL,,,,
SANTA FE SPRINGS,6230001A,2446,255,N,1043,POLLING PLACE,167,66,88,
SANTA FE SPRINGS,6230001A,2446,255,N,,VBM PORTION,61,34,24,
SANTA FE SPRINGS,6230001A,2446,255,N,1043,TOTAL,228,100,112,
SANTA FE SPRINGS,6230004A,2447,255,N,970,POLLING PLACE,178,68,105,
SANTA FE SPRINGS,6230004A,2447,255,N,,VBM PORTION,46,30,12,
SANTA FE SPRINGS,6230004A,2447,255,N,970,TOTAL,224,98,117,
SANTA FE SPRINGS,6230006A,2448,255,N,1150,POLLING PLACE,191,71,108,
SANTA FE SPRINGS,6230006A,2448,255,N,,VBM PORTION,49,25,19,
SANTA FE SPRINGS,6230006A,2448,255,N,1150,TOTAL,240,96,127,
SANTA FE SPRINGS,6230008A,2449,255,N,788,POLLING PLACE,125,64,58,
SANTA FE SPRINGS,6230008A,2449,255,N,,VBM PORTION,50,22,28,
SANTA FE SPRINGS,6230008A,2449,255,N,788,TOTAL,175,86,86,
SANTA FE SPRINGS,6230009A,2450,255,N,919,POLLING PLACE,157,54,91,
SANTA FE SPRINGS,6230009A,2450,255,N,,VBM PORTION,70,34,32,
SANTA FE SPRINGS,6230009A,2450,255,N,919,TOTAL,227,88,123,
SANTA FE SPRINGS,6230010A,2451,258,N,999,POLLING PLACE,169,48,113,
SANTA FE SPRINGS,6230010A,2451,258,N,,VBM PORTION,30,12,18,
SANTA FE SPRINGS,6230010A,2451,258,N,999,TOTAL,199,60,131,
SANTA FE SPRINGS,6230011A,2452,258,N,1191,POLLING PLACE,150,39,104,
SANTA FE SPRINGS,6230011A,2452,258,N,,VBM PORTION,52,17,30,
SANTA FE SPRINGS,6230011A,2452,258,N,1191,TOTAL,202,56,134,
SANTA FE SPRINGS,6230011H,6220,255,Y,1,POLLING PLACE,,,,
SANTA FE SPRINGS,6230011H,6220,255,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230011H,6220,255,Y,1,TOTAL,,,,
SANTA FE SPRINGS,6230018A,2453,255,N,897,POLLING PLACE,155,58,85,
SANTA FE SPRINGS,6230018A,2453,255,N,,VBM PORTION,42,24,15,
SANTA FE SPRINGS,6230018A,2453,255,N,897,TOTAL,197,82,100,
SANTA FE SPRINGS,6230051A,2454,255,N,1067,POLLING PLACE,147,45,90,
SANTA FE SPRINGS,6230051A,2454,255,N,,VBM PORTION,42,19,18,
SANTA FE SPRINGS,6230051A,2454,255,N,1067,TOTAL,189,64,108,
SANTA FE SPRINGS,6230052B,6221,255,Y,179,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052B,6221,255,Y,,VBM PORTION,12,6,3,
SANTA FE SPRINGS,6230052B,6221,255,Y,179,TOTAL,12,6,3,
SANTA FE SPRINGS,6230052L,6222,251,Y,20,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052L,6222,251,Y,,VBM PORTION,2,2,,
SANTA FE SPRINGS,6230052L,6222,251,Y,20,TOTAL,2,2,,
SANTA FE SPRINGS,6230052M,6223,247,Y,1,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052M,6223,247,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230052M,6223,247,Y,1,TOTAL,,,,
SANTA FE SPRINGS,6230052N,6224,259,Y,,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052N,6224,259,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230052N,6224,259,Y,,TOTAL,,,,
SANTA FE SPRINGS,6230052Q,6225,246,Y,2,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052Q,6225,246,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230052Q,6225,246,Y,2,TOTAL,,,,
SOUTH WHITTIER,6700001A,2596,260,N,770,POLLING PLACE,141,67,64,
SOUTH WHITTIER,6700001A,2596,260,N,,VBM PORTION,42,23,16,
SOUTH WHITTIER,6700001A,2596,260,N,770,TOTAL,183,90,80,
SOUTH WHITTIER,6700002A,2597,260,N,1209,POLLING PLACE,212,102,101,
SOUTH WHITTIER,6700002A,2597,260,N,,VBM PORTION,59,33,20,
SOUTH WHITTIER,6700002A,2597,260,N,1209,TOTAL,271,135,121,
SOUTH WHITTIER,6700003A,2598,260,N,882,POLLING PLACE,120,46,69,
SOUTH WHITTIER,6700003A,2598,260,N,,VBM PORTION,26,14,10,
SOUTH WHITTIER,6700003A,2598,260,N,882,TOTAL,146,60,79,
SOUTH WHITTIER,6700004B,2599,255,N,1074,POLLING PLACE,189,73,97,
SOUTH WHITTIER,6700004B,2599,255,N,,VBM PORTION,49,22,24,
SOUTH WHITTIER,6700004B,2599,255,N,1074,TOTAL,238,95,121,
SOUTH WHITTIER,6700007A,2600,252,N,756,POLLING PLACE,133,59,65,
SOUTH WHITTIER,6700007A,2600,252,N,,VBM PORTION,33,16,12,
SOUTH WHITTIER,6700007A,2600,252,N,756,TOTAL,166,75,77,
SOUTH WHITTIER,6700008A,2601,260,N,1163,POLLING PLACE,199,126,66,
SOUTH WHITTIER,6700008A,2601,260,N,,VBM PORTION,71,46,22,
SOUTH WHITTIER,6700008A,2601,260,N,1163,TOTAL,270,172,88,
SOUTH WHITTIER,6700009B,2602,255,N,661,POLLING PLACE,127,49,63,
SOUTH WHITTIER,6700009B,2602,255,N,,VBM PORTION,23,10,11,
SOUTH WHITTIER,6700009B,2602,255,N,661,TOTAL,150,59,74,
SOUTH WHITTIER,6700010A,2603,260,N,947,POLLING PLACE,168,80,82,
SOUTH WHITTIER,6700010A,2603,260,N,,VBM PORTION,59,26,31,
SOUTH WHITTIER,6700010A,2603,260,N,947,TOTAL,227,106,113,
SOUTH WHITTIER,6700011B,2604,260,N,1245,POLLING PLACE,235,116,112,
SOUTH WHITTIER,6700011B,2604,260,N,,VBM PORTION,79,43,27,
SOUTH WHITTIER,6700011B,2604,260,N,1245,TOTAL,314,159,139,
SOUTH WHITTIER,6700012A,2605,260,N,1300,POLLING PLACE,226,123,92,
SOUTH WHITTIER,6700012A,2605,260,N,,VBM PORTION,70,41,24,
SOUTH WHITTIER,6700012A,2605,260,N,1300,TOTAL,296,164,116,
SOUTH WHITTIER,6700014B,2606,257,N,736,POLLING PLACE,122,67,47,
SOUTH WHITTIER,6700014B,2606,257,N,,VBM PORTION,48,27,19,
SOUTH WHITTIER,6700014B,2606,257,N,736,TOTAL,170,94,66,
SOUTH WHITTIER,6700015A,2607,260,N,711,POLLING PLACE,97,33,58,
SOUTH WHITTIER,6700015A,2607,260,N,,VBM PORTION,25,10,14,
SOUTH WHITTIER,6700015A,2607,260,N,711,TOTAL,122,43,72,
SOUTH WHITTIER,6700016A,2608,257,N,1041,POLLING PLACE,235,133,90,
SOUTH WHITTIER,6700016A,2608,257,N,,VBM PORTION,76,50,24,
SOUTH WHITTIER,6700016A,2608,257,N,1041,TOTAL,311,183,114,
SOUTH WHITTIER,6700017A,2609,257,N,1247,POLLING PLACE,237,114,95,
SOUTH WHITTIER,6700017A,2609,257,N,,VBM PORTION,80,57,19,
SOUTH WHITTIER,6700017A,2609,257,N,1247,TOTAL,317,171,114,
SOUTH WHITTIER,6700019A,2610,260,N,1035,POLLING PLACE,138,34,99,
SOUTH WHITTIER,6700019A,2610,260,N,,VBM PORTION,22,11,11,
SOUTH WHITTIER,6700019A,2610,260,N,1035,TOTAL,160,45,110,
SOUTH WHITTIER,6700021A,2611,257,N,1211,POLLING PLACE,288,182,93,
SOUTH WHITTIER,6700021A,2611,257,N,,VBM PORTION,82,53,24,
SOUTH WHITTIER,6700021A,2611,257,N,1211,TOTAL,370,235,117,
SOUTH WHITTIER,6700023A,2612,260,N,852,POLLING PLACE,145,76,66,
SOUTH WHITTIER,6700023A,2612,260,N,,VBM PORTION,57,32,24,
SOUTH WHITTIER,6700023A,2612,260,N,852,TOTAL,202,108,90,
SOUTH WHITTIER,6700025A,2613,255,N,618,POLLING PLACE,80,30,49,
SOUTH WHITTIER,6700025A,2613,255,N,,VBM PORTION,16,3,10,
SOUTH WHITTIER,6700025A,2613,255,N,618,TOTAL,96,33,59,
SOUTH WHITTIER,6700052A,2614,255,N,988,POLLING PLACE,177,72,101,
SOUTH WHITTIER,6700052A,2614,255,N,,VBM PORTION,33,23,9,
SOUTH WHITTIER,6700052A,2614,255,N,988,TOTAL,210,95,110,
SOUTH WHITTIER,6700053A,2615,260,N,1024,POLLING PLACE,146,59,83,
SOUTH WHITTIER,6700053A,2615,260,N,,VBM PORTION,46,22,19,
SOUTH WHITTIER,6700053A,2615,260,N,1024,TOTAL,192,81,102,
SOUTH WHITTIER,6700054B,2616,260,N,1162,POLLING PLACE,151,59,84,
SOUTH WHITTIER,6700054B,2616,260,N,,VBM PORTION,35,15,17,
SOUTH WHITTIER,6700054B,2616,260,N,1162,TOTAL,186,74,101,
SOUTH WHITTIER,6700055A,2617,260,N,982,POLLING PLACE,129,39,81,
SOUTH WHITTIER,6700055A,2617,260,N,,VBM PORTION,32,12,17,
SOUTH WHITTIER,6700055A,2617,260,N,982,TOTAL,161,51,98,
SOUTH WHITTIER,6700056A,2618,260,N,1151,POLLING PLACE,127,35,83,
SOUTH WHITTIER,6700056A,2618,260,N,,VBM PORTION,34,11,19,
SOUTH WHITTIER,6700056A,2618,260,N,1151,TOTAL,161,46,102,
SOUTH WHITTIER,6700057A,2619,260,N,1201,POLLING PLACE,236,130,102,
SOUTH WHITTIER,6700057A,2619,260,N,,VBM PORTION,91,48,43,
SOUTH WHITTIER,6700057A,2619,260,N,1201,TOTAL,327,178,145,
SOUTH WHITTIER,6700059A,2620,260,N,919,POLLING PLACE,181,61,114,
SOUTH WHITTIER,6700059A,2620,260,N,,VBM PORTION,61,29,30,
SOUTH WHITTIER,6700059A,2620,260,N,919,TOTAL,242,90,144,
SOUTH WHITTIER,6700062A,2621,255,N,1116,POLLING PLACE,200,68,122,
SOUTH WHITTIER,6700062A,2621,255,N,,VBM PORTION,42,21,20,
SOUTH WHITTIER,6700062A,2621,255,N,1116,TOTAL,242,89,142,
SOUTH WHITTIER,6700064A,2622,255,N,896,POLLING PLACE,161,46,105,
SOUTH WHITTIER,6700064A,2622,255,N,,VBM PORTION,29,9,18,
SOUTH WHITTIER,6700064A,2622,255,N,896,TOTAL,190,55,123,
SOUTH WHITTIER,6700065A,2623,255,N,736,POLLING PLACE,126,66,56,
SOUTH WHITTIER,6700065A,2623,255,N,,VBM PORTION,39,21,18,
SOUTH WHITTIER,6700065A,2623,255,N,736,TOTAL,165,87,74,
SOUTH WHITTIER,6700068A,2624,255,N,808,POLLING PLACE,147,58,79,
SOUTH WHITTIER,6700068A,2624,255,N,,VBM PORTION,33,10,20,
SOUTH WHITTIER,6700068A,2624,255,N,808,TOTAL,180,68,99,
SOUTH WHITTIER,6700070A,2625,260,N,632,POLLING PLACE,98,54,41,
SOUTH WHITTIER,6700070A,2625,260,N,,VBM PORTION,35,16,18,
SOUTH WHITTIER,6700070A,2625,260,N,632,TOTAL,133,70,59,
SOUTH WHITTIER,6700070B,2626,260,N,672,POLLING PLACE,112,34,73,
SOUTH WHITTIER,6700070B,2626,260,N,,VBM PORTION,21,13,6,
SOUTH WHITTIER,6700070B,2626,260,N,672,TOTAL,133,47,79,
SOUTH WHITTIER,6700071C,2627,260,N,1104,POLLING PLACE,155,42,110,
SOUTH WHITTIER,6700071C,2627,260,N,,VBM PORTION,35,17,17,
SOUTH WHITTIER,6700071C,2627,260,N,1104,TOTAL,190,59,127,
WHITTIER,7800001A,2919,255,N,1057,POLLING PLACE,199,115,72,
WHITTIER,7800001A,2919,255,N,,VBM PORTION,105,73,29,
WHITTIER,7800001A,2919,255,N,1057,TOTAL,304,188,101,
WHITTIER,7800001B,6265,261,Y,,POLLING PLACE,,,,
WHITTIER,7800001B,6265,261,Y,,VBM PORTION,,,,
WHITTIER,7800001B,6265,261,Y,,TOTAL,,,,
WHITTIER,7800002C,2920,255,N,938,POLLING PLACE,177,77,88,
WHITTIER,7800002C,2920,255,N,,VBM PORTION,52,32,18,
WHITTIER,7800002C,2920,255,N,938,TOTAL,229,109,106,
WHITTIER,7800004A,2921,255,N,944,POLLING PLACE,260,133,115,
WHITTIER,7800004A,2921,255,N,,VBM PORTION,82,44,30,
WHITTIER,7800004A,2921,255,N,944,TOTAL,342,177,145,
WHITTIER,7800006A,2922,255,N,558,POLLING PLACE,133,49,72,
WHITTIER,7800006A,2922,255,N,,VBM PORTION,42,27,11,
WHITTIER,7800006A,2922,255,N,558,TOTAL,175,76,83,
WHITTIER,7800008A,2923,255,N,1060,POLLING PLACE,212,83,111,
WHITTIER,7800008A,2923,255,N,,VBM PORTION,59,24,31,
WHITTIER,7800008A,2923,255,N,1060,TOTAL,271,107,142,
WHITTIER,7800010A,2924,255,N,1026,POLLING PLACE,188,105,72,
WHITTIER,7800010A,2924,255,N,,VBM PORTION,49,18,26,
WHITTIER,7800010A,2924,255,N,1026,TOTAL,237,123,98,
WHITTIER,7800012A,2925,255,N,739,POLLING PLACE,196,92,96,
WHITTIER,7800012A,2925,255,N,,VBM PORTION,59,41,16,
WHITTIER,7800012A,2925,255,N,739,TOTAL,255,133,112,
WHITTIER,7800014A,2926,255,N,1203,POLLING PLACE,202,71,126,
WHITTIER,7800014A,2926,255,N,,VBM PORTION,58,32,22,
WHITTIER,7800014A,2926,255,N,1203,TOTAL,260,103,148,
WHITTIER,7800015D,2927,255,N,1089,POLLING PLACE,231,94,125,
WHITTIER,7800015D,2927,255,N,,VBM PORTION,61,36,21,
WHITTIER,7800015D,2927,255,N,1089,TOTAL,292,130,146,
WHITTIER,7800016A,2928,255,N,1041,POLLING PLACE,125,53,66,
WHITTIER,7800016A,2928,255,N,,VBM PORTION,37,12,23,
WHITTIER,7800016A,2928,255,N,1041,TOTAL,162,65,89,
WHITTIER,7800017B,2929,255,N,802,POLLING PLACE,146,66,66,
WHITTIER,7800017B,2929,255,N,,VBM PORTION,41,20,15,
WHITTIER,7800017B,2929,255,N,802,TOTAL,187,86,81,
WHITTIER,7800022B,2930,255,N,805,POLLING PLACE,241,120,99,
WHITTIER,7800022B,2930,255,N,,VBM PORTION,85,59,18,
WHITTIER,7800022B,2930,255,N,805,TOTAL,326,179,117,
WHITTIER,7800025A,2931,255,N,416,POLLING PLACE,102,39,53,
WHITTIER,7800025A,2931,255,N,,VBM PORTION,33,13,17,
WHITTIER,7800025A,2931,255,N,416,TOTAL,135,52,70,
WHITTIER,7800031A,2932,255,N,862,POLLING PLACE,154,90,54,
WHITTIER,7800031A,2932,255,N,,VBM PORTION,44,26,17,
WHITTIER,7800031A,2932,255,N,862,TOTAL,198,116,71,
WHITTIER,7800032A,6266,261,Y,,POLLING PLACE,,,,
WHITTIER,7800032A,6266,261,Y,,VBM PORTION,,,,
WHITTIER,7800032A,6266,261,Y,,TOTAL,,,,
WHITTIER,7800035A,2933,255,N,973,POLLING PLACE,189,80,98,
WHITTIER,7800035A,2933,255,N,,VBM PORTION,37,21,15,
WHITTIER,7800035A,2933,255,N,973,TOTAL,226,101,113,
WHITTIER,7800038E,2934,255,N,642,POLLING PLACE,129,66,54,
WHITTIER,7800038E,2934,255,N,,VBM PORTION,24,9,14,
WHITTIER,7800038E,2934,255,N,642,TOTAL,153,75,68,
WHITTIER,7800042A,2935,255,N,753,POLLING PLACE,147,61,75,
WHITTIER,7800042A,2935,255,N,,VBM PORTION,81,37,43,
WHITTIER,7800042A,2935,255,N,753,TOTAL,228,98,118,
WHITTIER,7800043A,2936,255,N,498,POLLING PLACE,111,57,51,
WHITTIER,7800043A,2936,255,N,,VBM PORTION,53,37,15,
WHITTIER,7800043A,2936,255,N,498,TOTAL,164,94,66,
WHITTIER,7800044A,2937,255,N,1078,POLLING PLACE,225,112,107,
WHITTIER,7800044A,2937,255,N,,VBM PORTION,69,43,23,
WHITTIER,7800044A,2937,255,N,1078,TOTAL,294,155,130,
WHITTIER,7800048A,2938,255,N,1058,POLLING PLACE,104,26,73,
WHITTIER,7800048A,2938,255,N,,VBM PORTION,29,14,14,
WHITTIER,7800048A,2938,255,N,1058,TOTAL,133,40,87,
WHITTIER,7800049A,2939,255,N,759,POLLING PLACE,147,55,78,
WHITTIER,7800049A,2939,255,N,,VBM PORTION,25,12,11,
WHITTIER,7800049A,2939,255,N,759,TOTAL,172,67,89,
WHITTIER,7800051A,2940,255,N,1245,POLLING PLACE,345,153,170,
WHITTIER,7800051A,2940,255,N,,VBM PORTION,70,40,27,
WHITTIER,7800051A,2940,255,N,1245,TOTAL,415,193,197,
WHITTIER,7800053A,2941,255,N,1006,POLLING PLACE,205,97,99,
WHITTIER,7800053A,2941,255,N,,VBM PORTION,55,34,21,
WHITTIER,7800053A,2941,255,N,1006,TOTAL,260,131,120,
WHITTIER,7800054A,2942,256,N,824,POLLING PLACE,148,90,53,
WHITTIER,7800054A,2942,256,N,,VBM PORTION,54,37,13,
WHITTIER,7800054A,2942,256,N,824,TOTAL,202,127,66,
WHITTIER,7800057A,2943,255,N,948,POLLING PLACE,219,137,73,
WHITTIER,7800057A,2943,255,N,,VBM PORTION,86,53,28,
WHITTIER,7800057A,2943,255,N,948,TOTAL,305,190,101,
WHITTIER,7800059A,2944,255,N,1134,POLLING PLACE,170,62,98,
WHITTIER,7800059A,2944,255,N,,VBM PORTION,37,20,16,
WHITTIER,7800059A,2944,255,N,1134,TOTAL,207,82,114,
WHITTIER,7800064A,2945,255,N,960,POLLING PLACE,174,73,90,
WHITTIER,7800064A,2945,255,N,,VBM PORTION,62,25,35,
WHITTIER,7800064A,2945,255,N,960,TOTAL,236,98,125,
WHITTIER,7800066C,2946,255,N,863,POLLING PLACE,195,131,53,
WHITTIER,7800066C,2946,255,N,,VBM PORTION,106,72,26,
WHITTIER,7800066C,2946,255,N,863,TOTAL,301,203,79,
WHITTIER,7800068A,2947,255,N,1161,POLLING PLACE,261,133,108,
WHITTIER,7800068A,2947,255,N,,VBM PORTION,69,42,22,
WHITTIER,7800068A,2947,255,N,1161,TOTAL,330,175,130,
WHITTIER,7800072B,2948,255,N,1233,POLLING PLACE,258,144,98,
WHITTIER,7800072B,2948,255,N,,VBM PORTION,100,51,47,
WHITTIER,7800072B,2948,255,N,1233,TOTAL,358,195,145,
WHITTIER,7800075A,2949,255,N,1337,POLLING PLACE,225,119,96,
WHITTIER,7800075A,2949,255,N,,VBM PORTION,109,70,31,
WHITTIER,7800075A,2949,255,N,1337,TOTAL,334,189,127,
WHITTIER,7800075C,2950,255,N,462,POLLING PLACE,82,45,30,
WHITTIER,7800075C,2950,255,N,,VBM PORTION,45,24,18,
WHITTIER,7800075C,2950,255,N,462,TOTAL,127,69,48,
WHITTIER,7800079A,2951,256,N,1064,POLLING PLACE,262,155,84,
WHITTIER,7800079A,2951,256,N,,VBM PORTION,66,31,29,
WHITTIER,7800079A,2951,256,N,1064,TOTAL,328,186,113,
WHITTIER,7800082A,2952,256,N,1120,POLLING PLACE,276,167,93,
WHITTIER,7800082A,2952,256,N,,VBM PORTION,104,67,33,
WHITTIER,7800082A,2952,256,N,1120,TOTAL,380,234,126,
WHITTIER,7800083A,2953,256,N,571,POLLING PLACE,145,96,43,
WHITTIER,7800083A,2953,256,N,,VBM PORTION,54,30,17,
WHITTIER,7800083A,2953,256,N,571,TOTAL,199,126,60,
WHITTIER,7800087A,2954,255,N,1187,POLLING PLACE,306,197,88,
WHITTIER,7800087A,2954,255,N,,VBM PORTION,145,108,29,
WHITTIER,7800087A,2954,255,N,1187,TOTAL,451,305,117,
WHITTIER,7800095A,6267,261,Y,,POLLING PLACE,,,,
WHITTIER,7800095A,6267,261,Y,,VBM PORTION,,,,
WHITTIER,7800095A,6267,261,Y,,TOTAL,,,,
WHITTIER,7800144A,2955,255,N,1218,POLLING PLACE,247,101,130,
WHITTIER,7800144A,2955,255,N,,VBM PORTION,73,27,41,
WHITTIER,7800144A,2955,255,N,1218,TOTAL,320,128,171,
WHITTIER,7800148A,2956,255,N,808,POLLING PLACE,98,27,66,
WHITTIER,7800148A,2956,255,N,,VBM PORTION,36,17,19,
WHITTIER,7800148A,2956,255,N,808,TOTAL,134,44,85,
WHITTIER,7800149A,2957,255,N,948,POLLING PLACE,135,49,73,
WHITTIER,7800149A,2957,255,N,,VBM PORTION,54,22,30,
WHITTIER,7800149A,2957,255,N,948,TOTAL,189,71,103,
WHITTIER,7800165D,2958,255,N,1119,POLLING PLACE,200,72,119,
WHITTIER,7800165D,2958,255,N,,VBM PORTION,56,27,24,
WHITTIER,7800165D,2958,255,N,1119,TOTAL,256,99,143,
WHITTIER,7800167B,2959,255,N,1166,POLLING PLACE,118,38,72,
WHITTIER,7800167B,2959,255,N,,VBM PORTION,36,18,14,
WHITTIER,7800167B,2959,255,N,1166,TOTAL,154,56,86,
WHITTIER,7800170B,2960,255,N,949,POLLING PLACE,118,29,82,
WHITTIER,7800170B,2960,255,N,,VBM PORTION,22,7,13,
WHITTIER,7800170B,2960,255,N,949,TOTAL,140,36,95,
WHITTIER,7800171B,2961,255,N,1144,POLLING PLACE,218,87,124,
WHITTIER,7800171B,2961,255,N,,VBM PORTION,44,18,24,
WHITTIER,7800171B,2961,255,N,1144,TOTAL,262,105,148,
WHITTIER,7800172A,2962,255,N,403,POLLING PLACE,37,22,13,
WHITTIER,7800172A,2962,255,N,,VBM PORTION,9,6,2,
WHITTIER,7800172A,2962,255,N,403,TOTAL,46,28,15,
WHITTIER,7800172C,2963,258,N,258,POLLING PLACE,46,17,27,
WHITTIER,7800172C,2963,258,N,,VBM PORTION,21,12,7,
WHITTIER,7800172C,2963,258,N,258,TOTAL,67,29,34,
WHITTIER,7800176A,2964,255,N,1135,POLLING PLACE,149,38,102,
WHITTIER,7800176A,2964,255,N,,VBM PORTION,20,11,8,
WHITTIER,7800176A,2964,255,N,1135,TOTAL,169,49,110,
WHITTIER,7800185A,2965,255,N,1270,POLLING PLACE,354,180,159,
WHITTIER,7800185A,2965,255,N,,VBM PORTION,109,81,23,
WHITTIER,7800185A,2965,255,N,1270,TOTAL,463,261,182,
BALLOT GROUP 175,9990175A,8175,175,N,,POLLING PLACE,,,,
BALLOT GROUP 175,9990175A,8175,175,N,,VBM PORTION,,,,
BALLOT GROUP 175,9990175A,8175,175,N,,TOTAL,,,,
BALLOT GROUP 176,9990176A,8176,176,N,,POLLING PLACE,,,,
BALLOT GROUP 176,9990176A,8176,176,N,,VBM PORTION,,,,
BALLOT GROUP 176,9990176A,8176,176,N,,TOTAL,,,,
BALLOT GROUP 245,9990245A,8245,245,N,,POLLING PLACE,,,,
BALLOT GROUP 245,9990245A,8245,245,N,,VBM PORTION,,,,
BALLOT GROUP 245,9990245A,8245,245,N,,TOTAL,,,,
BALLOT GROUP 246,9990246A,8246,246,N,,POLLING PLACE,,,,
BALLOT GROUP 246,9990246A,8246,246,N,,VBM PORTION,,,,
BALLOT GROUP 246,9990246A,8246,246,N,,TOTAL,,,,
BALLOT GROUP 247,9990247A,8247,247,N,,POLLING PLACE,,,,
BALLOT GROUP 247,9990247A,8247,247,N,,VBM PORTION,,,,
BALLOT GROUP 247,9990247A,8247,247,N,,TOTAL,,,,
BALLOT GROUP 248,9990248A,8248,248,N,,POLLING PLACE,,,,
BALLOT GROUP 248,9990248A,8248,248,N,,VBM PORTION,,,,
BALLOT GROUP 248,9990248A,8248,248,N,,TOTAL,,,,
BALLOT GROUP 249,9990249A,8249,249,N,,POLLING PLACE,,,,
BALLOT GROUP 249,9990249A,8249,249,N,,VBM PORTION,,,,
BALLOT GROUP 249,9990249A,8249,249,N,,TOTAL,,,,
BALLOT GROUP 250,9990250A,8250,250,N,,POLLING PLACE,,,,
BALLOT GROUP 250,9990250A,8250,250,N,,VBM PORTION,,,,
BALLOT GROUP 250,9990250A,8250,250,N,,TOTAL,,,,
BALLOT GROUP 251,9990251A,8251,251,N,,POLLING PLACE,,,,
BALLOT GROUP 251,9990251A,8251,251,N,,VBM PORTION,,,,
BALLOT GROUP 251,9990251A,8251,251,N,,TOTAL,,,,
BALLOT GROUP 252,9990252A,8252,252,N,,POLLING PLACE,,,,
BALLOT GROUP 252,9990252A,8252,252,N,,VBM PORTION,,,,
BALLOT GROUP 252,9990252A,8252,252,N,,TOTAL,,,,
BALLOT GROUP 253,9990253A,8253,253,N,,POLLING PLACE,,,,
BALLOT GROUP 253,9990253A,8253,253,N,,VBM PORTION,,,,
BALLOT GROUP 253,9990253A,8253,253,N,,TOTAL,,,,
BALLOT GROUP 254,9990254A,8254,254,N,,POLLING PLACE,,,,
BALLOT GROUP 254,9990254A,8254,254,N,,VBM PORTION,,,,
BALLOT GROUP 254,9990254A,8254,254,N,,TOTAL,,,,
BALLOT GROUP 255,9990255A,8255,255,N,,POLLING PLACE,,,,
BALLOT GROUP 255,9990255A,8255,255,N,,VBM PORTION,,,,
BALLOT GROUP 255,9990255A,8255,255,N,,TOTAL,,,,
BALLOT GROUP 256,9990256A,8256,256,N,,POLLING PLACE,,,,
BALLOT GROUP 256,9990256A,8256,256,N,,VBM PORTION,,,,
