LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BEN ALLEN,SANDRA FLUKE,
LOS ANGELES,9001235A,3639,127,N,,VBM PORTION,77,41,18,
LOS ANGELES,9001235A,3639,127,N,617,TOTAL,180,89,61,
LOS ANGELES,9001243A,3640,320,N,755,POLLING PLACE,151,50,86,
LOS ANGELES,9001243A,3640,320,N,,VBM PORTION,36,12,20,
LOS ANGELES,9001243A,3640,320,N,755,TOTAL,187,62,106,
LOS ANGELES,9001244A,3641,320,N,758,POLLING PLACE,161,65,78,
LOS ANGELES,9001244A,3641,320,N,,VBM PORTION,44,17,16,
LOS ANGELES,9001244A,3641,320,N,758,TOTAL,205,82,94,
LOS ANGELES,9001262A,3648,220,N,1126,POLLING PLACE,184,101,49,
LOS ANGELES,9001262A,3648,220,N,,VBM PORTION,159,95,46,
LOS ANGELES,9001262A,3648,220,N,1126,TOTAL,343,196,95,
LOS ANGELES,9001271A,3649,222,N,1159,POLLING PLACE,150,88,47,
LOS ANGELES,9001271A,3649,222,N,,VBM PORTION,96,44,40,
LOS ANGELES,9001271A,3649,222,N,1159,TOTAL,246,132,87,
LOS ANGELES,9001274A,3651,222,N,1254,POLLING PLACE,229,105,89,
LOS ANGELES,9001274A,3651,222,N,,VBM PORTION,93,49,33,
LOS ANGELES,9001274A,3651,222,N,1254,TOTAL,322,154,122,
LOS ANGELES,9001278A,3652,222,N,1017,POLLING PLACE,240,124,87,
LOS ANGELES,9001278A,3652,222,N,,VBM PORTION,116,62,40,
LOS ANGELES,9001278A,3652,222,N,1017,TOTAL,356,186,127,
LOS ANGELES,9001279A,3653,222,N,1173,POLLING PLACE,222,112,76,
LOS ANGELES,9001279A,3653,222,N,,VBM PORTION,109,63,31,
LOS ANGELES,9001279A,3653,222,N,1173,TOTAL,331,175,107,
LOS ANGELES,9001281C,3654,222,N,1217,POLLING PLACE,215,91,96,
LOS ANGELES,9001281C,3654,222,N,,VBM PORTION,71,34,23,
LOS ANGELES,9001281C,3654,222,N,1217,TOTAL,286,125,119,
LOS ANGELES,9001283B,3655,222,N,1343,POLLING PLACE,236,110,107,
LOS ANGELES,9001283B,3655,222,N,,VBM PORTION,122,66,46,
LOS ANGELES,9001283B,3655,222,N,1343,TOTAL,358,176,153,
LOS ANGELES,9001283C,6281,223,Y,16,POLLING PLACE,,,,
LOS ANGELES,9001283C,6281,223,Y,,VBM PORTION,1,,1,
LOS ANGELES,9001283C,6281,223,Y,16,TOTAL,1,,1,
LOS ANGELES,9001284A,3656,222,N,1225,POLLING PLACE,222,99,105,
LOS ANGELES,9001284A,3656,222,N,,VBM PORTION,80,37,31,
LOS ANGELES,9001284A,3656,222,N,1225,TOTAL,302,136,136,
LOS ANGELES,9001296A,3660,185,N,1135,POLLING PLACE,195,99,78,
LOS ANGELES,9001296A,3660,185,N,,VBM PORTION,74,39,32,
LOS ANGELES,9001296A,3660,185,N,1135,TOTAL,269,138,110,
LOS ANGELES,9001299B,3661,185,N,1192,POLLING PLACE,195,81,94,
LOS ANGELES,9001299B,3661,185,N,,VBM PORTION,111,56,39,
LOS ANGELES,9001299B,3661,185,N,1192,TOTAL,306,137,133,
LOS ANGELES,9001303A,3662,185,N,1211,POLLING PLACE,217,105,87,
LOS ANGELES,9001303A,3662,185,N,,VBM PORTION,75,41,23,
LOS ANGELES,9001303A,3662,185,N,1211,TOTAL,292,146,110,
LOS ANGELES,9001304A,6282,323,Y,1,POLLING PLACE,,,,
LOS ANGELES,9001304A,6282,323,Y,,VBM PORTION,,,,
LOS ANGELES,9001304A,6282,323,Y,1,TOTAL,,,,
LOS ANGELES,9001306A,3663,183,N,1138,POLLING PLACE,312,180,86,
LOS ANGELES,9001306A,3663,183,N,,VBM PORTION,163,92,40,
LOS ANGELES,9001306A,3663,183,N,1138,TOTAL,475,272,126,
LOS ANGELES,9001307A,3664,183,N,1197,POLLING PLACE,279,157,78,
LOS ANGELES,9001307A,3664,183,N,,VBM PORTION,145,88,35,
LOS ANGELES,9001307A,3664,183,N,1197,TOTAL,424,245,113,
LOS ANGELES,9001310A,3666,183,N,1132,POLLING PLACE,242,105,98,
LOS ANGELES,9001310A,3666,183,N,,VBM PORTION,132,70,35,
LOS ANGELES,9001310A,3666,183,N,1132,TOTAL,374,175,133,
LOS ANGELES,9001312A,3667,183,N,779,POLLING PLACE,161,67,75,
LOS ANGELES,9001312A,3667,183,N,,VBM PORTION,53,26,24,
LOS ANGELES,9001312A,3667,183,N,779,TOTAL,214,93,99,
LOS ANGELES,9001316A,3669,183,N,1177,POLLING PLACE,239,106,99,
LOS ANGELES,9001316A,3669,183,N,,VBM PORTION,93,49,22,
LOS ANGELES,9001316A,3669,183,N,1177,TOTAL,332,155,121,
LOS ANGELES,9001318A,3670,183,N,1242,POLLING PLACE,197,97,75,
LOS ANGELES,9001318A,3670,183,N,,VBM PORTION,90,35,40,
LOS ANGELES,9001318A,3670,183,N,1242,TOTAL,287,132,115,
LOS ANGELES,9001326A,3674,183,N,1107,POLLING PLACE,141,57,68,
LOS ANGELES,9001326A,3674,183,N,,VBM PORTION,99,58,30,
LOS ANGELES,9001326A,3674,183,N,1107,TOTAL,240,115,98,
LOS ANGELES,9001329A,3675,220,N,1303,POLLING PLACE,310,193,85,
LOS ANGELES,9001329A,3675,220,N,,VBM PORTION,162,98,35,
LOS ANGELES,9001329A,3675,220,N,1303,TOTAL,472,291,120,
LOS ANGELES,9001330A,3676,220,N,697,POLLING PLACE,41,8,22,
LOS ANGELES,9001330A,3676,220,N,,VBM PORTION,,,,
LOS ANGELES,9001330A,3676,220,N,697,TOTAL,41,8,22,
LOS ANGELES,9001331A,3677,220,N,890,POLLING PLACE,185,104,46,
LOS ANGELES,9001331A,3677,220,N,,VBM PORTION,93,63,16,
LOS ANGELES,9001331A,3677,220,N,890,TOTAL,278,167,62,
LOS ANGELES,9001332A,3678,220,N,965,POLLING PLACE,230,153,45,
LOS ANGELES,9001332A,3678,220,N,,VBM PORTION,139,83,31,
LOS ANGELES,9001332A,3678,220,N,965,TOTAL,369,236,76,
LOS ANGELES,9001334A,3679,220,N,1419,POLLING PLACE,225,106,88,
LOS ANGELES,9001334A,3679,220,N,,VBM PORTION,230,152,46,
LOS ANGELES,9001334A,3679,220,N,1419,TOTAL,455,258,134,
LOS ANGELES,9001336A,3680,220,N,907,POLLING PLACE,39,18,19,
LOS ANGELES,9001336A,3680,220,N,,VBM PORTION,8,5,3,
LOS ANGELES,9001336A,3680,220,N,907,TOTAL,47,23,22,
LOS ANGELES,9001338A,3681,220,N,950,POLLING PLACE,91,41,41,
LOS ANGELES,9001338A,3681,220,N,,VBM PORTION,27,14,10,
LOS ANGELES,9001338A,3681,220,N,950,TOTAL,118,55,51,
LOS ANGELES,9001341A,3682,220,N,988,POLLING PLACE,138,65,56,
LOS ANGELES,9001341A,3682,220,N,,VBM PORTION,26,13,8,
LOS ANGELES,9001341A,3682,220,N,988,TOTAL,164,78,64,
LOS ANGELES,9001342A,3683,183,N,724,POLLING PLACE,225,105,87,
LOS ANGELES,9001342A,3683,183,N,,VBM PORTION,58,31,13,
LOS ANGELES,9001342A,3683,183,N,724,TOTAL,283,136,100,
LOS ANGELES,9001343A,3684,183,N,1434,POLLING PLACE,318,165,119,
LOS ANGELES,9001343A,3684,183,N,,VBM PORTION,186,114,42,
LOS ANGELES,9001343A,3684,183,N,1434,TOTAL,504,279,161,
LOS ANGELES,9001346A,3686,220,N,710,POLLING PLACE,20,5,11,
LOS ANGELES,9001346A,3686,220,N,,VBM PORTION,1,1,,
LOS ANGELES,9001346A,3686,220,N,710,TOTAL,21,6,11,
LOS ANGELES,9001350A,3688,183,N,1045,POLLING PLACE,194,103,76,
LOS ANGELES,9001350A,3688,183,N,,VBM PORTION,144,80,43,
LOS ANGELES,9001350A,3688,183,N,1045,TOTAL,338,183,119,
LOS ANGELES,9001352A,3689,183,N,1298,POLLING PLACE,274,158,68,
LOS ANGELES,9001352A,3689,183,N,,VBM PORTION,148,90,30,
LOS ANGELES,9001352A,3689,183,N,1298,TOTAL,422,248,98,
LOS ANGELES,9001354A,3691,183,N,460,POLLING PLACE,115,43,55,
LOS ANGELES,9001354A,3691,183,N,,VBM PORTION,76,57,12,
LOS ANGELES,9001354A,3691,183,N,460,TOTAL,191,100,67,
LOS ANGELES,9001355A,3692,183,N,574,POLLING PLACE,124,51,53,
LOS ANGELES,9001355A,3692,183,N,,VBM PORTION,87,54,26,
LOS ANGELES,9001355A,3692,183,N,574,TOTAL,211,105,79,
LOS ANGELES,9001357A,3693,183,N,972,POLLING PLACE,287,146,94,
LOS ANGELES,9001357A,3693,183,N,,VBM PORTION,136,81,44,
LOS ANGELES,9001357A,3693,183,N,972,TOTAL,423,227,138,
LOS ANGELES,9001358A,3694,183,N,846,POLLING PLACE,184,102,58,
LOS ANGELES,9001358A,3694,183,N,,VBM PORTION,141,91,29,
LOS ANGELES,9001358A,3694,183,N,846,TOTAL,325,193,87,
LOS ANGELES,9001361A,3695,183,N,875,POLLING PLACE,252,119,90,
LOS ANGELES,9001361A,3695,183,N,,VBM PORTION,89,53,20,
LOS ANGELES,9001361A,3695,183,N,875,TOTAL,341,172,110,
LOS ANGELES,9001364A,3696,183,N,745,POLLING PLACE,109,73,25,
LOS ANGELES,9001364A,3696,183,N,,VBM PORTION,150,87,44,
LOS ANGELES,9001364A,3696,183,N,745,TOTAL,259,160,69,
LOS ANGELES,9001366A,3697,183,N,829,POLLING PLACE,155,86,51,
LOS ANGELES,9001366A,3697,183,N,,VBM PORTION,125,78,32,
LOS ANGELES,9001366A,3697,183,N,829,TOTAL,280,164,83,
LOS ANGELES,9001374A,3700,183,N,1135,POLLING PLACE,356,202,122,
LOS ANGELES,9001374A,3700,183,N,,VBM PORTION,152,98,29,
LOS ANGELES,9001374A,3700,183,N,1135,TOTAL,508,300,151,
LOS ANGELES,9001382A,3702,183,N,1083,POLLING PLACE,311,184,96,
LOS ANGELES,9001382A,3702,183,N,,VBM PORTION,106,57,28,
LOS ANGELES,9001382A,3702,183,N,1083,TOTAL,417,241,124,
LOS ANGELES,9001389A,3704,322,N,677,POLLING PLACE,201,94,81,
LOS ANGELES,9001389A,3704,322,N,,VBM PORTION,50,27,19,
LOS ANGELES,9001389A,3704,322,N,677,TOTAL,251,121,100,
LOS ANGELES,9001390A,6283,327,Y,18,POLLING PLACE,,,,
LOS ANGELES,9001390A,6283,327,Y,,VBM PORTION,1,1,,
LOS ANGELES,9001390A,6283,327,Y,18,TOTAL,1,1,,
LOS ANGELES,9001391A,3705,183,N,1019,POLLING PLACE,203,103,73,
LOS ANGELES,9001391A,3705,183,N,,VBM PORTION,98,61,23,
LOS ANGELES,9001391A,3705,183,N,1019,TOTAL,301,164,96,
LOS ANGELES,9001395A,3706,327,N,1120,POLLING PLACE,234,120,84,
LOS ANGELES,9001395A,3706,327,N,,VBM PORTION,69,31,28,
LOS ANGELES,9001395A,3706,327,N,1120,TOTAL,303,151,112,
LOS ANGELES,9001402A,3707,183,N,755,POLLING PLACE,101,54,36,
LOS ANGELES,9001402A,3707,183,N,,VBM PORTION,125,83,20,
LOS ANGELES,9001402A,3707,183,N,755,TOTAL,226,137,56,
LOS ANGELES,9001408A,3710,183,N,628,POLLING PLACE,119,65,32,
LOS ANGELES,9001408A,3710,183,N,,VBM PORTION,78,37,26,
LOS ANGELES,9001408A,3710,183,N,628,TOTAL,197,102,58,
LOS ANGELES,9001413A,3712,183,N,1187,POLLING PLACE,198,94,84,
LOS ANGELES,9001413A,3712,183,N,,VBM PORTION,179,81,59,
LOS ANGELES,9001413A,3712,183,N,1187,TOTAL,377,175,143,
LOS ANGELES,9001418A,3713,183,N,938,POLLING PLACE,210,113,67,
LOS ANGELES,9001418A,3713,183,N,,VBM PORTION,117,75,26,
LOS ANGELES,9001418A,3713,183,N,938,TOTAL,327,188,93,
LOS ANGELES,9001418G,6284,183,Y,14,POLLING PLACE,,,,
LOS ANGELES,9001418G,6284,183,Y,,VBM PORTION,3,2,1,
LOS ANGELES,9001418G,6284,183,Y,14,TOTAL,3,2,1,
LOS ANGELES,9001421A,3715,179,N,1223,POLLING PLACE,230,104,109,
LOS ANGELES,9001421A,3715,179,N,,VBM PORTION,40,19,16,
LOS ANGELES,9001421A,3715,179,N,1223,TOTAL,270,123,125,
LOS ANGELES,9001426A,3717,179,N,1186,POLLING PLACE,182,82,85,
LOS ANGELES,9001426A,3717,179,N,,VBM PORTION,60,25,28,
LOS ANGELES,9001426A,3717,179,N,1186,TOTAL,242,107,113,
LOS ANGELES,9001428A,3718,179,N,1168,POLLING PLACE,234,95,110,
LOS ANGELES,9001428A,3718,179,N,,VBM PORTION,85,40,33,
LOS ANGELES,9001428A,3718,179,N,1168,TOTAL,319,135,143,
LOS ANGELES,9001429A,3719,179,N,1192,POLLING PLACE,260,133,102,
LOS ANGELES,9001429A,3719,179,N,,VBM PORTION,84,39,40,
LOS ANGELES,9001429A,3719,179,N,1192,TOTAL,344,172,142,
LOS ANGELES,9001433A,3720,179,N,1203,POLLING PLACE,219,86,112,
LOS ANGELES,9001433A,3720,179,N,,VBM PORTION,83,34,34,
