INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO_LOCATION,HANDLING UNIT ID,HANDLING UNIT NAME,APPROX_LATITUDE,APPROX_LONGITUDE
1000588,UNINTENTIONAL DISCHARGE INCIDENT,10/21/2015 11:00:00 PM,2100 S. ATLANTIC BOULEVARD,COMMERCE,CA,90040,0243,"2100 S. ATLANTIC BOULEVARD
COMMERCE, CA 90040
(34.007936, -118.160481)",ELA,EAST LA STN,,
1000374,HIT SHOOTING INCIDENT,01/05/2012 02:47:00 PM,8100 CENTURY BLVD,PARAMOUNT,CA,90723,1365,"8100 CENTURY BLVD
PARAMOUNT, CA 90723
(33.909396, -118.158242)",LKD,LAKEWOOD STN,33.909396,-118.158242
1000423,HIT SHOOTING INCIDENT,11/14/2012 07:43:00 PM,12800 COOKACRE AVENUE,COMPTON,CA,90221,2851,"12800 COOKACRE AVENUE
COMPTON, CA 90221
(33.906154, -118.194778)",COM,COMPTON STN,33.906154,-118.194778
1000169,ANIMAL SHOOTING INCIDENT,05/25/2010 11:40:00 AM,16100 S. ESSEY AVENUE,EAST RANCHO DOMINGUEZ,CA,90221,2853,"16100 S. ESSEY AVENUE
EAST RANCHO DOMINGUEZ, CA 90221
(33.887836, -118.204052)",COM,COMPTON STN,33.887836,-118.204052
1000091,ANIMAL SHOOTING INCIDENT,07/05/2012 01:30:00 PM,4900 SUNBURST DRIVE,PALMDALE,CA,93552,2611,"4900 SUNBURST DRIVE
PALMDALE, CA 93552
(34.55272, -118.042624)",OSS,OPERATION SAFE STREETS BUREAU,34.55272,-118.042624
1000277,UNINTENTIONAL DISCHARGE INCIDENT,05/23/2015 07:30:00 PM,5400 OLANDA STREET,LYNWOOD,CA,90262,2118,"5400 OLANDA STREET
LYNWOOD, CA 90262
(33.907568, -118.186475)",CEN,CENTURY STN,33.907568,-118.186475
1000143,ANIMAL SHOOTING INCIDENT,01/16/2014 08:20:00 AM,9500 BANTA ROAD,PICO RIVERA,CA,90660,1511,"9500 BANTA ROAD
PICO RIVERA, CA 90660
(34.013747, -118.071077)",OSS,OPERATION SAFE STREETS BUREAU,34.013747,-118.071077
1000102,ANIMAL SHOOTING INCIDENT,10/05/2012 05:50:00 PM,3100 MARBELLA LANE,PALMDALE,CA,93550,2608,"3100 MARBELLA LANE
PALMDALE, CA 93550
(34.570721, -118.073199)",PLM,PALMDALE STN,34.570721,-118.073199
1000424,HIT SHOOTING INCIDENT,11/16/2012 09:30:00 PM,81ST AND PARMALEE AVENUE,LOS ANGELES,CA,90001,2174,"81ST AND PARMALEE AVENUE
LOS ANGELES, CA 90001
(33.96580897884491831496, -118.24990302594981168384)",OSS,OPERATION SAFE STREETS BUREAU,33.965808978844918,-118.249903025949812
1000683,HIT SHOOTING INCIDENT,02/11/2016 06:42:00 PM,2800 LA VIDA DRIVE,LANCASTER,CA,93535,1137,"2800 LA VIDA DRIVE
LANCASTER, CA 93535
(34.682284, -118.079249)",LCS,LANCASTER STN,34.682284,-118.079249
1000245,UNINTENTIONAL DISCHARGE INCIDENT,04/26/2014 12:06:00 PM,12800 DAHLIA AVENUE,DOWNEY,CA,90242,8619,"12800 DAHLIA AVENUE
DOWNEY, CA 90242
(33.92382599039766107095, -118.15885171961882184996)",CSB,COUNTY SERVICES BUREAU,33.923825990397661,-118.158851719618822
1000042,ANIMAL SHOOTING INCIDENT,10/21/2010 11:20:00 AM,15300 S. BUTLER AVENUE,COMPTON,CA,90221,2852,"15300 S. BUTLER AVENUE
COMPTON, CA 90221
(33.894307, -118.197303)",COM,COMPTON STN,33.894307,-118.197303
1000156,ANIMAL SHOOTING INCIDENT,01/23/2015 11:47:00 AM,5400 N. PECK ROAD,ARCADIA,CA,91006,8339,"5400 N. PECK ROAD
ARCADIA, CA 91006
(34.100974, -118.009518)",PKB,PARKS BUREAU,34.100974,-118.009518
1000050,ANIMAL SHOOTING INCIDENT,10/30/2010 10:22:00 PM,1900 E. 71ST STREET,LOS ANGELES,CA,90001,2171,"1900 E. 71ST STREET
LOS ANGELES, CA 90001
(33.975504, -118.238793)",CEN,CENTURY STN,33.975504,-118.238793
1000400,HIT SHOOTING INCIDENT,05/12/2012 01:25:00 PM,HUDSON AVENUE AND STAFFORD AVENUE,CITY OF INDUSTRY,CA,91744,1462,"HUDSON AVENUE AND STAFFORD AVENUE
CITY OF INDUSTRY, CA 91744
(34.02503598860171436153, -117.95933102562561901379)",IDT,INDUSTRY STN,34.025035988601714,-117.959331025625619
1000164,OTHER SHOOTING INCIDENT,02/21/2014 08:00:00 AM,15400 KLAMATH STREET,L APUENTE,CA,91744,1432,"15400 KLAMATH STREET
L APUENTE, CA 91744
(34.038508, -117.949762)",IDT,INDUSTRY STN,34.038508,-117.949762
1000690,HIT SHOOTING INCIDENT,03/04/2016 03:21:00 PM,10000 HAWTHORNE BLVD.,INGLEWOOD,CA,90304,0399,"10000 HAWTHORNE BLVD.
INGLEWOOD, CA 90304
(33.944667, -118.352524)",SLA,SOUTH LOS ANGELES STATION,33.944667,-118.352524
1000349,HIT SHOOTING INCIDENT,04/05/2011 08:59:00 PM,800 E. 76TH PLACE,LOS ANGELES,CA,90001,2172,"800 E. 76TH PLACE
LOS ANGELES, CA 90001
(33.970271, -118.260616)",CEN,CENTURY STN,33.970271,-118.260616
1000525,HIT SHOOTING INCIDENT,05/13/2015 05:41:00 PM,100 NORTH LONG BEACH BOULEVARD,COMPTON,CA,90221,2824,"100 NORTH LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.896088, -118.207962)",COM,COMPTON STN,33.896088,-118.207962
1000589,ANIMAL SHOOTING INCIDENT,10/31/2015 12:30:00 AM,1000 E. 149TH ST.,COMPTON,CA,90220,,"1000 E. 149TH ST.
COMPTON, CA 90220
(33.897577, -118.256562)",COM,COMPTON STN,33.897577,-118.256562
1000171,ANIMAL SHOOTING INCIDENT,10/01/2010 12:47:00 PM,43200 18TH STREET W.,LANCASTER,CA,93534,1126,"43200 18TH STREET W.
LANCASTER, CA 93534
(34.66809, -118.163453)",LCS,LANCASTER STN,34.66809,-118.163453
1000085,ANIMAL SHOOTING INCIDENT,05/26/2012 03:30:00 PM,SAN FRANCISQUITO ROAD,GREEN VALLEY,CA,91390,2655,"SAN FRANCISQUITO ROAD
GREEN VALLEY, CA 91390
(34.626461, -118.408021)",PKB,PARKS BUREAU,34.626461,-118.408021
1000109,ANIMAL SHOOTING INCIDENT,11/28/2012 05:50:00 AM,3000 E. AVENUE K-4,LANCASTER,CA,93535,1137,"3000 E. AVENUE K-4
LANCASTER, CA 93535
(34.671598, -118.076813)",LCS,LANCASTER STN,34.671598,-118.076813
1000798,HIT SHOOTING INCIDENT,06/11/2016 02:30:00 PM,5200 CORONA AVENUE,MAYWOOD,CA,90270,0250,"5200 CORONA AVENUE
MAYWOOD, CA 90270
(33.994163, -118.193314)",ELA,EAST LA STN,33.994163,-118.193314
1000210,UNINTENTIONAL DISCHARGE INCIDENT,05/11/2012 10:50:00 AM,600 N. WHITNALL HIGHWAY,BURBANK,CA,91505,0399,"600 N. WHITNALL HIGHWAY
BURBANK, CA 91505
(34.162008, -118.341583)",SLA,SOUTH LOS ANGELES STATION,34.162008,-118.341583
1000128,ANIMAL SHOOTING INCIDENT,05/30/2013 05:00:00 AM,9400 HOLMES AVENUE,LOS ANGELES,CA,90002,2175,"9400 HOLMES AVENUE
LOS ANGELES, CA 90002
(33.95122, -118.240781)",OSS,OPERATION SAFE STREETS BUREAU,33.95122,-118.240781
1000457,HIT SHOOTING INCIDENT,09/14/2013 10:14:00 PM,"1400 
EAST GAGE AVENUE",LOS ANGELES,CA,90001,2170,"1400 EAST GAGE AVENUE
LOS ANGELES, CA 90001
(33.982041, -118.249885)",CEN,CENTURY STN,33.982041,-118.249885
1000405,NON-HIT SHOOTING INCIDENT,05/30/2012 10:50:00 PM,1100 SOUTH DWIGHT AVENUE,COMPTON,CA,90220,2833,"1100 SOUTH DWIGHT AVENUE
COMPTON, CA 90220
(33.885734, -118.240825)",COM,COMPTON STN,33.885734,-118.240825
1000014,ANIMAL SHOOTING INCIDENT,01/26/2011 06:15:00 AM,100 SANTA BELLA ROAD,ROLLING HILLS ESTATE,CA,90274,0384,"100 SANTA BELLA ROAD
ROLLING HILLS ESTATE, CA 90274
(33.782692, -118.358133)",LMT,LOMITA STN,33.782692,-118.358133
1000086,ANIMAL SHOOTING INCIDENT,06/01/2012 07:15:00 AM,4200 STEWART AVENUE,BALDWIN PARK,CA,91706,1510,"4200 STEWART AVENUE
BALDWIN PARK, CA 91706
(34.08862, -117.969192)",PRV,PICO RIVERA STN,34.08862,-117.969192
1000172,ANIMAL SHOOTING INCIDENT,12/01/2010 11:30:00 AM,200 E. 54TH STREET,LOS ANGELES,CA,90011,3621,"200 E. 54TH STREET
LOS ANGELES, CA 90011
(33.993341, -118.271393)",CEN,CENTURY STN,33.993341,-118.271393
1000419,HIT SHOOTING INCIDENT,09/28/2012 10:12:00 PM,4900 1ST STREET,EAST LOS ANGELES,CA,90022,0282,"4900 1ST STREET
EAST LOS ANGELES, CA 90022
(34.03694347384902778288, -118.16027149723664319205)",ELA,EAST LA STN,34.036943473849028,-118.160271497236643
1000452,HIT SHOOTING INCIDENT,08/04/2013 12:30:00 PM,ROSEMEAD BLVD AND SHENANDOAH AVE,PICO RIVERA,CA,90660,1513,"ROSEMEAD BLVD AND SHENANDOAH AVE
PICO RIVERA, CA 90660
(33.99861397860065710048, -118.08419000582316701903)",PRV,PICO RIVERA STN,33.998613978600657,-118.084190005823167
1000316,NON-HIT SHOOTING INCIDENT,08/20/2010 10:30:00 PM,25300 CHIQUELLA LANE,STEVENSON RANCH,CA,91381,0623,"25300 CHIQUELLA LANE
STEVENSON RANCH, CA 91381
(34.378042, -118.566563)",PDC-SOUTH,PITCHESS SOUTH FACILITY,34.378042,-118.566563
1000236,UNINTENTIONAL DISCHARGE INCIDENT,10/31/2013 11:30:00 PM,ATLANTIC AVENUE AND PIXLEY STREET,COMPTON,CA,90221,1399,"ATLANTIC AVENUE AND PIXLEY STREET
COMPTON, CA 90221
(33.90191099409165123733, -118.19387900646786123992)",LKD,LAKEWOOD STN,33.901910994091651,-118.193879006467861
1000336,HIT SHOOTING INCIDENT,01/08/2011 12:47:00 AM,8000 WADSWORTH AVENUE,LOS ANGELES,CA,90001,2199,"8000 WADSWORTH AVENUE
LOS ANGELES, CA 90001
(33.966244, -118.25858)",CEN,CENTURY STN,33.966244,-118.25858
1000496,HIT SHOOTING INCIDENT,08/18/2014 11:30:00 AM,8800 ARTESIA BOULEVARD,BELLFLOWER,CA,90706,1335,"8800 ARTESIA BOULEVARD
BELLFLOWER, CA 90706
(33.874752, -118.14454)",SEB,SPECIAL ENFORCEMENT BUR,33.874752,-118.14454
1000396,HIT SHOOTING INCIDENT,03/08/2012 03:30:00 PM,215TH STREET AND ELAINE AVENUE,HAWAIIAN GARDENS,CA,90716,3674,"215TH STREET AND ELAINE AVENUE
HAWAIIAN GARDENS, CA 90716
(33.83404302223222658427, -118.07651800736792045932)",LKD,LAKEWOOD STN,33.834043022232227,-118.07651800736792
1000412,HIT SHOOTING INCIDENT,08/16/2012 12:18:00 PM,1300 PALMER STREET,COMPTON,CA,90221,2824,"1300 PALMER STREET
COMPTON, CA 90221
(33.898364, -118.209512)",COM,COMPTON STN,33.898364,-118.209512
1000445,HIT SHOOTING INCIDENT,05/11/2013 10:02:00 PM,4100 WALNUT STREET,CUDAHY,CA,90201,0261,"4100 WALNUT STREET
CUDAHY, CA 90201
(33.969949, -118.195354)",ELA,EAST LA STN,33.969949,-118.195354
1000517,HIT SHOOTING INCIDENT,03/12/2015 06:36:00 PM,2400 FLOWER STREET,WALNUT PARK,CA,90255,2178,"2400 FLOWER STREET
WALNUT PARK, CA 90255
(33.971357, -118.230225)",CEN,CENTURY STN,33.971357,-118.230225
1000355,HIT SHOOTING INCIDENT,06/23/2011 06:47:00 PM,12800 PRAIRIE AVENUE,HAWTHORNE,CA,90250,0399,"12800 PRAIRIE AVENUE
HAWTHORNE, CA 90250
(33.916427, -118.343873)",SLA,SOUTH LOS ANGELES STATION,33.916427,-118.343873
1000144,ANIMAL SHOOTING INCIDENT,04/03/2014 02:31:00 PM,45000 15TH STREET WEST,LANCASTER,CA,93534,1125,"45000 15TH STREET WEST
LANCASTER, CA 93534
(34.701165, -118.15703)",LCS,LANCASTER STN,34.701165,-118.15703
1000045,ANIMAL SHOOTING INCIDENT,01/01/2010 02:57:00 AM,1300 94TH STREET,LOS ANGELES,CA,90044,0371,"1300 94TH STREET
LOS ANGELES, CA 90044
(33.950917, -118.298684)",LNX,LENNOX STATION,33.950917,-118.298684
1000375,NON-HIT SHOOTING INCIDENT,01/10/2012 03:11:00 AM,HOXIE AVENUE 105 FWY ENTRANCE,NORWALK,CA,90650,0453,"HOXIE AVENUE 105 FWY ENTRANCE
NORWALK, CA 90650
(33.914059, -118.102426)",NWK,NORWALK REGIONAL STN,33.914059,-118.102426
1000137,ANIMAL SHOOTING INCIDENT,10/12/2013 02:40:00 PM,EXPOSITION BOULEVARD AND NORMANDIE AVENUE,LOS ANGELES,CA,90062,6893,"EXPOSITION BOULEVARD AND NORMANDIE AVENUE
LOS ANGELES, CA 90062
(34.01837599628390529497, -118.30016699246895607616)",TSB,TRANSIT SERVICES BUREAU,34.018375996283905,-118.300166992468956
1000193,UNINTENTIONAL DISCHARGE INCIDENT,08/18/2010 05:50:00 AM,27600 AVENIDA DEL MESA,RANCHO PALOS VERDES,CA,90275,1747,"27600 AVENIDA DEL MESA
RANCHO PALOS VERDES, CA 90275
(33.770069, -118.316115)",LMT,LOMITA STN,33.770069,-118.316115
1000058,ANIMAL SHOOTING INCIDENT,06/13/2011 09:50:00 AM,1400 W. 154TH STREET,COMPTON,CA,90220,2832,"1400 W. 154TH STREET
COMPTON, CA 90220
(33.892868, -118.246119)",COM,COMPTON STN,33.892868,-118.246119
1000573,UNINTENTIONAL DISCHARGE INCIDENT,07/28/2015 10:10:00 PM,200 SUMMER AVENUE,AVALON,CA,90704,1811,"200 SUMMER AVENUE
AVALON, CA 90704
(33.34286192223441591466, -118.32684440561023516192)",AVA,AVALON STN,33.342861922234416,-118.326844405610235
1000059,ANIMAL SHOOTING INCIDENT,06/14/2011 05:45:00 PM,9800 GIOVANE STREET,EL MONTE,CA,91733,0560,"9800 GIOVANE STREET
EL MONTE, CA 91733
(34.061384, -118.055463)",TEM,TEMPLE CITY STN,34.061384,-118.055463
1000335,HIT SHOOTING INCIDENT,01/11/2011 07:17:00 PM,600 N. BRANNICK AVENUE,LOS ANGELES,CA,90063,0275,"600 N. BRANNICK AVENUE
LOS ANGELES, CA 90063
(34.04343, -118.177967)",ELA,EAST LA STN,34.04343,-118.177967
1000217,UNINTENTIONAL DISCHARGE INCIDENT,10/25/2012 05:00:00 AM,900 OLEANDER AVENUE,COMPTON,CA,90220,2813,"900 OLEANDER AVENUE
COMPTON, CA 90220
(33.902001, -118.229987)",OSS,OPERATION SAFE STREETS BUREAU,33.902001,-118.229987
1000518,HIT SHOOTING INCIDENT,03/13/2015 05:25:00 PM,900 WEST 43RD STREET,LOS ANGELES,CA,90037,0371,"900 WEST 43RD STREET
LOS ANGELES, CA 90037
(34.00549, -118.289087)",SLA,SOUTH LOS ANGELES STATION,34.00549,-118.289087
1000433,NON-HIT SHOOTING INCIDENT,03/14/2013 12:10:00 PM,1100 ORANGE GROVE BLVD,PASADENA,CA,91105,3199,"1100 ORANGE GROVE BLVD
PASADENA, CA 91105
(34.126946, -118.158199)",OSS,OPERATION SAFE STREETS BUREAU,34.126946,-118.158199
1000083,ANIMAL SHOOTING INCIDENT,05/05/2012 03:52:00 AM,1300 S. SUNOL DRIVE,EAST LOS ANGELES,CA,90022,0278,"1300 S. SUNOL DRIVE
EAST LOS ANGELES, CA 90022
(34.016555, -118.178948)",ELA,EAST LA STN,34.016555,-118.178948
1000119,ANIMAL SHOOTING INCIDENT,03/14/2013 08:00:00 PM,45000 LORIMER AVENUE,LANCASTER,CA,93534,1125,"45000 LORIMER AVENUE
LANCASTER, CA 93534
(34.700359, -118.160316)",LCS,LANCASTER STN,34.700359,-118.160316
1000238,UNINTENTIONAL DISCHARGE INCIDENT,12/08/2013 03:20:00 PM,400 N. HICKS AVENUE,LOS ANGELES,CA,90063,0275,"400 N. HICKS AVENUE
LOS ANGELES, CA 90063
(34.040821, -118.190338)",ELA,EAST LA STN,34.040821,-118.190338
1000408,HIT SHOOTING INCIDENT,07/01/2012 12:00:00 AM,500 SOUTH LONG BEACH BLVD,COMPTON,CA,90220,2846,"500 SOUTH LONG BEACH BLVD
COMPTON, CA 90220
(33.891935, -118.207681)",COM,COMPTON STN,33.891935,-118.207681
1000578,UNINTENTIONAL DISCHARGE INCIDENT,10/18/2015 01:00:00 AM,6 MILES WEST OF HIGHWAY 14,DOVE SPRINGS,CA,93283,3199,"6 MILES WEST OF HIGHWAY 14
DOVE SPRINGS, CA 93283
(34.452905, -118.100085)",PLM,PALMDALE STN,34.452905,-118.100085
1000410,NON-HIT SHOOTING INCIDENT,08/16/2012 01:40:00 AM,W. 127TH STREET AND NORMANDIE AVENUE,LOS ANGELES,CA,90047,0377,"W. 127TH STREET AND NORMANDIE AVENUE
LOS ANGELES, CA 90047
(33.917363, -118.300408)",SLA,SOUTH LOS ANGELES STATION,33.917363,-118.300408
1000142,ANIMAL SHOOTING INCIDENT,12/30/2013 09:15:00 PM,200 CALLE LUNA,WALNUT,CA,91789,2917,"200 CALLE LUNA
WALNUT, CA 91789
(34.014061, -117.875829)",WAL,WALNUT/SAN DIMAS STN,34.014061,-117.875829
1000386,HIT SHOOTING INCIDENT,02/26/2012 07:34:00 PM,16900 CEDARWOOD COURT,CERRITOS,CA,90703,1348,"16900 CEDARWOOD COURT
CERRITOS, CA 90703
(33.877673, -118.067065)",LKD,LAKEWOOD STN,33.877673,-118.067065
1000351,HIT SHOOTING INCIDENT,05/22/2011 06:30:00 AM,114TH STREET AND  COMPTON AVENUE,LOS ANGELES,CA,90059,2199,"114TH STREET AND COMPTON AVENUE
LOS ANGELES, CA 90059
(33.93113097976049179225, -118.24625802583880474168)",CEN,CENTURY STN,33.931130979760492,-118.246258025838805
1000463,HIT SHOOTING INCIDENT,10/12/2013 04:06:00 PM,FOSTER ROAD AND FAIRFORD AVENUE,NORWALK,CA,90650,0453,"FOSTER ROAD AND FAIRFORD AVENUE
NORWALK, CA 90650
(33.909747, -118.09492)",NWK,NORWALK REGIONAL STN,33.909747,-118.09492
1000516,HIT SHOOTING INCIDENT,03/03/2015 03:30:00 PM,12400 215TH STREET,LAKEWOOD,CA,90711,1328,"12400 215TH STREET
LAKEWOOD, CA 90711
(33.833696, -118.067747)",LKD,LAKEWOOD STN,33.833696,-118.067747
1000467,HIT SHOOTING INCIDENT,10/29/2013 12:01:00 AM,3900 WEST CENTURY BLVD,INGLEWOOD,CA,90303,0399,"3900 WEST CENTURY BLVD
INGLEWOOD, CA 90303
(33.945462, -118.342009)",SLA,SOUTH LOS ANGELES STATION,33.945462,-118.342009
1000801,UNINTENTIONAL DISCHARGE INCIDENT,06/29/2016 08:30:00 AM,300 S. PICKERING WAY,MONTEBELLO,CA,90640,0299,"300 S. PICKERING WAY
MONTEBELLO, CA 90640
(34.009429, -118.124302)",COP,COPS BUREAU,34.009429,-118.124302
1000371,HIT SHOOTING INCIDENT,12/28/2011 04:30:00 PM,8800 OAK STREET,BELLFLOWER,CA,90706,1335,"8800 OAK STREET
BELLFLOWER, CA 90706
(33.884696, -118.144659)",LKD,LAKEWOOD STN,33.884696,-118.144659
1000415,NON-HIT SHOOTING INCIDENT,09/02/2012 08:55:00 AM,1600 DURFEE AVENUE,SOUTH EL MONTE,CA,91733,0562,"1600 DURFEE AVENUE
SOUTH EL MONTE, CA 91733
(34.040611, -118.03605)",TEM,TEMPLE CITY STN,34.040611,-118.03605
1000451,HIT SHOOTING INCIDENT,07/24/2013 11:38:00 PM,1300 SOUTH LONG BEACH BLVD,COMPTON,CA,90221,2844,"1300 SOUTH LONG BEACH BLVD
COMPTON, CA 90221
(33.884753, -118.20588)",COM,COMPTON STN,33.884753,-118.20588
1000027,ANIMAL SHOOTING INCIDENT,06/08/2010 05:15:00 PM,9200 BEACH STREET,LOS ANGELES,CA,90002,2172,"9200 BEACH STREET
LOS ANGELES, CA 90002
(33.953272, -118.241913)",CEN,CENTURY STN,33.953272,-118.241913
1000591,UNINTENTIONAL DISCHARGE INCIDENT,11/01/2015 11:48:00 AM,500 SUZANNE ROAD,WALNUT,CA,91789,2915,"500 SUZANNE ROAD
WALNUT, CA 91789
(34.02459, -117.849248)",WAL,WALNUT/SAN DIMAS STN,34.02459,-117.849248
1000497,HIT SHOOTING INCIDENT,08/26/2014 01:04:00 PM,12200 SANTA FE AVENUE,COMPTON,CA,90222,2116,"12200 SANTA FE AVENUE
COMPTON, CA 90222
(33.916817, -118.217536)",CEN,CENTURY STN,33.916817,-118.217536
1000337,HIT SHOOTING INCIDENT,01/10/2011 08:20:00 PM,5400 N. PECK ROAD,ARCADIA,CA,91006,8339,"5400 N. PECK ROAD
ARCADIA, CA 91006
(34.100974, -118.009518)",PKB,PARKS BUREAU,34.100974,-118.009518
1000360,HIT SHOOTING INCIDENT,08/20/2011 08:30:00 PM,1400 SOUTH DOWNEY ROAD,LOS ANGELES,CA,90063,0278,"1400 SOUTH DOWNEY ROAD
LOS ANGELES, CA 90063
(34.014597, -118.180012)",ELA,EAST LA STN,34.014597,-118.180012
1000407,HIT SHOOTING INCIDENT,06/24/2012 12:34:00 PM,2100 N. LONG BEACH BOULEVARD,COMPTON,CA,90221,2117,"2100 N. LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.909965, -118.208887)",CEN,CENTURY STN,33.909965,-118.208887
1000485,HIT SHOOTING INCIDENT,04/25/2014 11:06:00 PM,3800 56TH STREET,MAYWOOD,CA,90270,0250,"3800 56TH STREET
MAYWOOD, CA 90270
(33.991214, -118.196155)",ELA,EAST LA STN,33.991214,-118.196155
1000489,HIT SHOOTING INCIDENT,06/24/2014 09:51:00 PM,POINSETTIA AVENUE AND PALMER STREET,COMPTON,CA,90221,2824,"POINSETTIA AVENUE AND PALMER STREET
COMPTON, CA 90221
(33.89835897549747376099, -118.20950001564279911949)",COM,COMPTON STN,33.898358975497474,-118.209500015642799
1000350,NON-HIT SHOOTING INCIDENT,04/11/2011 11:20:00 PM,1100 DOHENY DRIVE,WEST HOLLYWOOD,CA,90069,0978,"1100 DOHENY DRIVE
WEST HOLLYWOOD, CA 90069
(34.090586, -118.38975)",WHD,WEST HOLLYWOOD STN,34.090586,-118.38975
1000450,HIT SHOOTING INCIDENT,07/19/2013 11:43:00 AM,6800 DUCHESS DR,WHITTIER,CA,90606,1575,"6800 DUCHESS DR
WHITTIER, CA 90606
(33.982453, -118.062603)",PRV,PICO RIVERA STN,33.982453,-118.062603
1000431,HIT SHOOTING INCIDENT,01/10/2013 04:08:00 PM,HOLBROOK STREET AND  MORRILL AVENUE,WHITTIER,CA,90606,1575,"HOLBROOK STREET AND MORRILL AVENUE
WHITTIER, CA 90606
(33.98877699757225988157, -118.0665290074180462064)",PRV,PICO RIVERA STN,33.98877699757226,-118.066529007418046
1000678,HIT SHOOTING INCIDENT,01/12/2016 05:45:00 PM,1100 WEST AVENUE H-14,LANCASTER,CA,93534,1121,"1100 WEST AVENUE H-14
LANCASTER, CA 93534
(34.715187, -118.149901)",OSS,OPERATION SAFE STREETS BUREAU,34.715187,-118.149901
1000096,ANIMAL SHOOTING INCIDENT,08/15/2012 07:20:00 PM,2100 KNOPF STREET,COMPTON,CA,90222,2137,"2100 KNOPF STREET
COMPTON, CA 90222
(33.912364, -118.234115)",CEN,CENTURY STN,33.912364,-118.234115
1000108,ANIMAL SHOOTING INCIDENT,11/17/2012 11:02:00 AM,13500 RAMSEY DRIVE,LA MIRADA,CA,90638,0469,"13500 RAMSEY DRIVE
LA MIRADA, CA 90638
(33.908718, -118.037382)",NWK,NORWALK REGIONAL STN,33.908718,-118.037382
1000013,ANIMAL SHOOTING INCIDENT,04/10/2011 10:28:00 AM,KENNETH ROAD AND FREDERIC STREET,BURBANK,CA,91504,0399,"KENNETH ROAD AND FREDERIC STREET
BURBANK, CA 91504
(34.20647298144564074562, -118.338411999009781408)",CSB,COUNTY SERVICES BUREAU,34.206472981445641,-118.338411999009781
1000190,UNINTENTIONAL DISCHARGE INCIDENT,04/01/2010 05:20:00 PM,15000 RINALDI STREET,MISSION HILLS,CA,91346,5699,"15000 RINALDI STREET
MISSION HILLS, CA 91346
(34.279014, -118.45996)",NCCF,NORTH COUNTY CORRECTIONAL FACILITY,34.279014,-118.45996
1000184,ANIMAL SHOOTING INCIDENT,12/16/2010 12:00:00 PM,E. 87TH STREET AND HOOPER AVENUE,LOS ANGELES,CA,90002,2174,"E. 87TH STREET AND HOOPER AVENUE
LOS ANGELES, CA 90002
(33.95923998404848763258, -118.25396500187323683008)",CEN,CENTURY STN,33.959239984048488,-118.253965001873237
1000449,HIT SHOOTING INCIDENT,06/27/2013 07:05:00 AM,6600 117TH STREET EAST,LITTLE ROCK,CA,93543,2664,"6600 117TH STREET EAST
LITTLE ROCK, CA 93543
(34.557516, -117.919886)",PLM,PALMDALE STN,34.557516,-117.919886
1000656,HIT SHOOTING INCIDENT,12/01/2015 06:35:00 PM,12600 PIONEER BOULEVARD,NORWALK,CA,90650,0453,"12600 PIONEER BOULEVARD
NORWALK, CA 90650
(33.916487, -118.081872)",OSS,OPERATION SAFE STREETS BUREAU,33.916487,-118.081872
1000017,ANIMAL SHOOTING INCIDENT,01/20/2010 09:50:00 PM,24900 MAGIC MOUNTAIN PARKWAY,VALENCIA,CA,91355,0645,"24900 MAGIC MOUNTAIN PARKWAY
VALENCIA, CA 91355
(34.421183, -118.567047)",SCV,SANTA CLARITA VALLEY STN,34.421183,-118.567047
1000323,HIT SHOOTING INCIDENT,08/21/2010 10:48:00 PM,12000 CENTRAL AVENUE,LOS ANGELES,CA,90059,2140,"12000 CENTRAL AVENUE
LOS ANGELES, CA 90059
(33.923716, -118.254326)",CEN,CENTURY STN,33.923716,-118.254326
1000233,UNINTENTIONAL DISCHARGE INCIDENT,09/07/2013 08:30:00 PM,16400 VALLEY BOULEVARD,LA PUENTE,CA,91744,1434,"16400 VALLEY BOULEVARD
LA PUENTE, CA 91744
(34.014674, -117.943572)",CST,COURT SERVICES TRANSPORTATION,34.014674,-117.943572
1000055,ANIMAL SHOOTING INCIDENT,12/20/2010 11:45:00 AM,20TH STREET E. AND  E. AVENUE R,PALMDALE,CA,93550,2608,"20TH STREET E. AND E. AVENUE R
PALMDALE, CA 93550
(34.57270799786803724995, -118.0939590209064151166)",COP,COPS BUREAU,34.572707997868037,-118.093959020906415
1000519,NON-HIT SHOOTING INCIDENT,03/20/2015 12:44:00 PM,106TH STREET AND VERMONT AVENUE,LOS ANGELES,CA,90044,0375,"106TH STREET AND VERMONT AVENUE
LOS ANGELES, CA 90044
(33.94000699925598385067, -118.29183402516511975283)",SLA,SOUTH LOS ANGELES STATION,33.940006999255984,-118.29183402516512
1000181,ANIMAL SHOOTING INCIDENT,06/15/2011 08:45:00 AM,10100 BRADLEY AVENUE,PACOIMA,CA,91331,4332,"10100 BRADLEY AVENUE
PACOIMA, CA 91331
(34.253744, -118.402108)",CMU,CIVIL MANAGEMENT UNIT,34.253744,-118.402108
