LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOAN M CHROSTEK,EMMA CASTRO
LOS ANGELES,9000567A,3324,109,N,1296,POLLING PLACE,214,42,99
LOS ANGELES,9000567A,3324,109,N,0,VBM PORTION,137,43,45
LOS ANGELES,9000567A,3324,109,N,1296,TOTAL,351,85,144
LOS ANGELES,9000568A,3325,62,N,1216,POLLING PLACE,69,24,29
LOS ANGELES,9000568A,3325,62,N,0,VBM PORTION,118,38,41
LOS ANGELES,9000568A,3325,62,N,1216,TOTAL,187,62,70
LOS ANGELES,9000571A,3326,186,N,1388,POLLING PLACE,75,51,18
LOS ANGELES,9000571A,3326,186,N,0,VBM PORTION,112,58,38
LOS ANGELES,9000571A,3326,186,N,1388,TOTAL,187,109,56
LOS ANGELES,9000572A,3327,62,N,1310,POLLING PLACE,112,34,49
LOS ANGELES,9000572A,3327,62,N,0,VBM PORTION,111,40,40
LOS ANGELES,9000572A,3327,62,N,1310,TOTAL,223,74,89
LOS ANGELES,9000574A,3328,15,N,890,POLLING PLACE,71,18,41
LOS ANGELES,9000574A,3328,15,N,0,VBM PORTION,20,5,12
LOS ANGELES,9000574A,3328,15,N,890,TOTAL,91,23,53
LOS ANGELES,9000575A,3329,62,N,1446,POLLING PLACE,128,42,51
LOS ANGELES,9000575A,3329,62,N,0,VBM PORTION,161,56,68
LOS ANGELES,9000575A,3329,62,N,1446,TOTAL,289,98,119
LOS ANGELES,9000578A,3330,59,N,1308,POLLING PLACE,108,41,37
LOS ANGELES,9000578A,3330,59,N,0,VBM PORTION,92,37,36
LOS ANGELES,9000578A,3330,59,N,1308,TOTAL,200,78,73
LOS ANGELES,9000580A,3331,42,N,739,POLLING PLACE,40,11,18
LOS ANGELES,9000580A,3331,42,N,0,VBM PORTION,36,9,21
LOS ANGELES,9000580A,3331,42,N,739,TOTAL,76,20,39
LOS ANGELES,9000581A,3332,62,N,1519,POLLING PLACE,117,33,52
LOS ANGELES,9000581A,3332,62,N,0,VBM PORTION,104,31,46
LOS ANGELES,9000581A,3332,62,N,1519,TOTAL,221,64,98
LOS ANGELES,9000582A,3333,95,N,1106,POLLING PLACE,104,22,55
LOS ANGELES,9000582A,3333,95,N,0,VBM PORTION,45,14,22
LOS ANGELES,9000582A,3333,95,N,1106,TOTAL,149,36,77
LOS ANGELES,9000585A,3334,95,N,743,POLLING PLACE,57,12,33
LOS ANGELES,9000585A,3334,95,N,0,VBM PORTION,30,9,17
LOS ANGELES,9000585A,3334,95,N,743,TOTAL,87,21,50
LOS ANGELES,9000589A,3335,90,N,1189,POLLING PLACE,119,34,62
LOS ANGELES,9000589A,3335,90,N,0,VBM PORTION,98,38,40
LOS ANGELES,9000589A,3335,90,N,1189,TOTAL,217,72,102
LOS ANGELES,9000591A,3336,45,N,1057,POLLING PLACE,73,20,36
LOS ANGELES,9000591A,3336,45,N,0,VBM PORTION,68,23,24
LOS ANGELES,9000591A,3336,45,N,1057,TOTAL,141,43,60
LOS ANGELES,9000592A,3337,19,N,881,POLLING PLACE,63,24,19
LOS ANGELES,9000592A,3337,19,N,0,VBM PORTION,56,31,17
LOS ANGELES,9000592A,3337,19,N,881,TOTAL,119,55,36
LOS ANGELES,9000593A,3338,90,N,1222,POLLING PLACE,95,17,64
LOS ANGELES,9000593A,3338,90,N,0,VBM PORTION,48,12,21
LOS ANGELES,9000593A,3338,90,N,1222,TOTAL,143,29,85
LOS ANGELES,9000595A,3339,90,N,1270,POLLING PLACE,99,25,59
LOS ANGELES,9000595A,3339,90,N,0,VBM PORTION,71,17,39
LOS ANGELES,9000595A,3339,90,N,1270,TOTAL,170,42,98
LOS ANGELES,9000596A,3340,63,N,1057,POLLING PLACE,122,38,56
LOS ANGELES,9000596A,3340,63,N,0,VBM PORTION,124,40,38
LOS ANGELES,9000596A,3340,63,N,1057,TOTAL,246,78,94
LOS ANGELES,9000597A,3341,90,N,1216,POLLING PLACE,99,24,53
LOS ANGELES,9000597A,3341,90,N,0,VBM PORTION,46,17,23
LOS ANGELES,9000597A,3341,90,N,1216,TOTAL,145,41,76
LOS ANGELES,9000598A,3342,90,N,1076,POLLING PLACE,98,19,51
LOS ANGELES,9000598A,3342,90,N,0,VBM PORTION,56,10,36
LOS ANGELES,9000598A,3342,90,N,1076,TOTAL,154,29,87
LOS ANGELES,9000600A,3343,45,N,1246,POLLING PLACE,149,41,79
LOS ANGELES,9000600A,3343,45,N,0,VBM PORTION,97,18,49
LOS ANGELES,9000600A,3343,45,N,1246,TOTAL,246,59,128
LOS ANGELES,9000601A,3344,79,N,868,POLLING PLACE,54,18,23
LOS ANGELES,9000601A,3344,79,N,0,VBM PORTION,35,7,14
LOS ANGELES,9000601A,3344,79,N,868,TOTAL,89,25,37
LOS ANGELES,9000602B,3345,90,N,1005,POLLING PLACE,35,9,17
LOS ANGELES,9000602B,3345,90,N,0,VBM PORTION,37,13,14
LOS ANGELES,9000602B,3345,90,N,1005,TOTAL,72,22,31
LOS ANGELES,9000605A,3346,90,N,1285,POLLING PLACE,68,19,36
LOS ANGELES,9000605A,3346,90,N,0,VBM PORTION,81,25,35
LOS ANGELES,9000605A,3346,90,N,1285,TOTAL,149,44,71
LOS ANGELES,9000606A,3347,62,N,1048,POLLING PLACE,94,24,32
LOS ANGELES,9000606A,3347,62,N,0,VBM PORTION,75,26,25
LOS ANGELES,9000606A,3347,62,N,1048,TOTAL,169,50,57
LOS ANGELES,9000607C,3348,19,N,1353,POLLING PLACE,124,44,50
LOS ANGELES,9000607C,3348,19,N,0,VBM PORTION,97,34,36
LOS ANGELES,9000607C,3348,19,N,1353,TOTAL,221,78,86
LOS ANGELES,9000608A,3349,99,N,943,POLLING PLACE,77,27,25
LOS ANGELES,9000608A,3349,99,N,0,VBM PORTION,55,16,22
LOS ANGELES,9000608A,3349,99,N,943,TOTAL,132,43,47
LOS ANGELES,9000610A,3350,42,N,1215,POLLING PLACE,96,23,49
LOS ANGELES,9000610A,3350,42,N,0,VBM PORTION,53,12,28
LOS ANGELES,9000610A,3350,42,N,1215,TOTAL,149,35,77
LOS ANGELES,9000611B,3351,63,N,1314,POLLING PLACE,101,35,43
LOS ANGELES,9000611B,3351,63,N,0,VBM PORTION,136,64,34
LOS ANGELES,9000611B,3351,63,N,1314,TOTAL,237,99,77
LOS ANGELES,9000612A,3352,14,N,1179,POLLING PLACE,115,51,34
LOS ANGELES,9000612A,3352,14,N,0,VBM PORTION,138,61,38
LOS ANGELES,9000612A,3352,14,N,1179,TOTAL,253,112,72
LOS ANGELES,9000613B,3353,62,N,1385,POLLING PLACE,94,41,37
LOS ANGELES,9000613B,3353,62,N,0,VBM PORTION,161,50,65
LOS ANGELES,9000613B,3353,62,N,1385,TOTAL,255,91,102
LOS ANGELES,9000616A,3354,19,N,1236,POLLING PLACE,104,38,38
LOS ANGELES,9000616A,3354,19,N,0,VBM PORTION,50,15,25
LOS ANGELES,9000616A,3354,19,N,1236,TOTAL,154,53,63
LOS ANGELES,9000618A,3355,96,N,598,POLLING PLACE,57,13,31
LOS ANGELES,9000618A,3355,96,N,0,VBM PORTION,29,8,11
LOS ANGELES,9000618A,3355,96,N,598,TOTAL,86,21,42
LOS ANGELES,9000624A,3356,57,N,1193,POLLING PLACE,134,61,43
LOS ANGELES,9000624A,3356,57,N,0,VBM PORTION,120,60,33
LOS ANGELES,9000624A,3356,57,N,1193,TOTAL,254,121,76
LOS ANGELES,9000625A,3357,158,N,1319,POLLING PLACE,125,38,48
LOS ANGELES,9000625A,3357,158,N,0,VBM PORTION,128,47,42
LOS ANGELES,9000625A,3357,158,N,1319,TOTAL,253,85,90
LOS ANGELES,9000627A,6184,114,Y,41,POLLING PLACE,0,0,0
LOS ANGELES,9000627A,6184,114,Y,0,VBM PORTION,2,0,1
LOS ANGELES,9000627A,6184,114,Y,41,TOTAL,2,0,1
LOS ANGELES,9000632A,3358,26,N,1080,POLLING PLACE,98,49,31
LOS ANGELES,9000632A,3358,26,N,0,VBM PORTION,78,39,17
LOS ANGELES,9000632A,3358,26,N,1080,TOTAL,176,88,48
LOS ANGELES,9000633A,3359,26,N,632,POLLING PLACE,59,30,20
LOS ANGELES,9000633A,3359,26,N,0,VBM PORTION,61,26,18
LOS ANGELES,9000633A,3359,26,N,632,TOTAL,120,56,38
LOS ANGELES,9000634A,3360,26,N,1070,POLLING PLACE,74,32,32
LOS ANGELES,9000634A,3360,26,N,0,VBM PORTION,99,40,28
LOS ANGELES,9000634A,3360,26,N,1070,TOTAL,173,72,60
LOS ANGELES,9000636A,3361,26,N,1046,POLLING PLACE,78,36,21
LOS ANGELES,9000636A,3361,26,N,0,VBM PORTION,79,34,28
LOS ANGELES,9000636A,3361,26,N,1046,TOTAL,157,70,49
LOS ANGELES,9000637A,3362,26,N,1063,POLLING PLACE,118,69,30
LOS ANGELES,9000637A,3362,26,N,0,VBM PORTION,78,36,27
LOS ANGELES,9000637A,3362,26,N,1063,TOTAL,196,105,57
LOS ANGELES,9000639A,3363,26,N,1032,POLLING PLACE,88,41,27
LOS ANGELES,9000639A,3363,26,N,0,VBM PORTION,141,60,40
LOS ANGELES,9000639A,3363,26,N,1032,TOTAL,229,101,67
LOS ANGELES,9000640A,3364,26,N,879,POLLING PLACE,89,44,29
LOS ANGELES,9000640A,3364,26,N,0,VBM PORTION,115,60,28
LOS ANGELES,9000640A,3364,26,N,879,TOTAL,204,104,57
LOS ANGELES,9000641D,3365,26,N,1068,POLLING PLACE,88,40,33
LOS ANGELES,9000641D,3365,26,N,0,VBM PORTION,110,43,39
LOS ANGELES,9000641D,3365,26,N,1068,TOTAL,198,83,72
LOS ANGELES,9000642C,3366,81,N,987,POLLING PLACE,82,31,28
LOS ANGELES,9000642C,3366,81,N,0,VBM PORTION,51,21,23
LOS ANGELES,9000642C,3366,81,N,987,TOTAL,133,52,51
LOS ANGELES,9000645A,3367,26,N,866,POLLING PLACE,63,27,26
LOS ANGELES,9000645A,3367,26,N,0,VBM PORTION,75,32,22
LOS ANGELES,9000645A,3367,26,N,866,TOTAL,138,59,48
LOS ANGELES,9000646A,3368,26,N,1311,POLLING PLACE,117,54,43
LOS ANGELES,9000646A,3368,26,N,0,VBM PORTION,121,53,37
LOS ANGELES,9000646A,3368,26,N,1311,TOTAL,238,107,80
LOS ANGELES,9000650C,3369,116,N,1345,POLLING PLACE,84,29,36
LOS ANGELES,9000650C,3369,116,N,0,VBM PORTION,91,36,28
LOS ANGELES,9000650C,3369,116,N,1345,TOTAL,175,65,64
LOS ANGELES,9000654A,3370,26,N,672,POLLING PLACE,66,30,24
LOS ANGELES,9000654A,3370,26,N,0,VBM PORTION,77,40,24
LOS ANGELES,9000654A,3370,26,N,672,TOTAL,143,70,48
LOS ANGELES,9000655A,3371,26,N,1395,POLLING PLACE,61,23,23
LOS ANGELES,9000655A,3371,26,N,0,VBM PORTION,53,19,21
LOS ANGELES,9000655A,3371,26,N,1395,TOTAL,114,42,44
LOS ANGELES,9000659A,3372,41,N,684,POLLING PLACE,36,5,16
LOS ANGELES,9000659A,3372,41,N,0,VBM PORTION,61,13,20
LOS ANGELES,9000659A,3372,41,N,684,TOTAL,97,18,36
LOS ANGELES,9000662C,3373,41,N,312,POLLING PLACE,5,3,1
LOS ANGELES,9000662C,3373,41,N,0,VBM PORTION,4,1,3
LOS ANGELES,9000662C,3373,41,N,312,TOTAL,9,4,4
LOS ANGELES,9000664B,3374,81,N,1163,POLLING PLACE,66,18,23
LOS ANGELES,9000664B,3374,81,N,0,VBM PORTION,97,31,43
LOS ANGELES,9000664B,3374,81,N,1163,TOTAL,163,49,66
LOS ANGELES,9000668B,3375,59,N,870,POLLING PLACE,60,24,29
LOS ANGELES,9000668B,3375,59,N,0,VBM PORTION,65,16,36
LOS ANGELES,9000668B,3375,59,N,870,TOTAL,125,40,65
LOS ANGELES,9000672A,3376,26,N,1309,POLLING PLACE,129,60,47
LOS ANGELES,9000672A,3376,26,N,0,VBM PORTION,122,53,38
LOS ANGELES,9000672A,3376,26,N,1309,TOTAL,251,113,85
LOS ANGELES,9000679A,3377,89,N,1123,POLLING PLACE,93,23,51
LOS ANGELES,9000679A,3377,89,N,0,VBM PORTION,88,28,48
LOS ANGELES,9000679A,3377,89,N,1123,TOTAL,181,51,99
LOS ANGELES,9000679C,3378,89,N,1157,POLLING PLACE,109,29,60
LOS ANGELES,9000679C,3378,89,N,0,VBM PORTION,85,28,43
LOS ANGELES,9000679C,3378,89,N,1157,TOTAL,194,57,103
LOS ANGELES,9000684A,3379,45,N,798,POLLING PLACE,137,34,56
LOS ANGELES,9000684A,3379,45,N,0,VBM PORTION,110,26,44
LOS ANGELES,9000684A,3379,45,N,798,TOTAL,247,60,100
LOS ANGELES,9000686A,3380,19,N,1305,POLLING PLACE,77,22,36
LOS ANGELES,9000686A,3380,19,N,0,VBM PORTION,80,38,23
LOS ANGELES,9000686A,3380,19,N,1305,TOTAL,157,60,59
LOS ANGELES,9000687A,3381,45,N,984,POLLING PLACE,73,16,37
LOS ANGELES,9000687A,3381,45,N,0,VBM PORTION,65,15,31
LOS ANGELES,9000687A,3381,45,N,984,TOTAL,138,31,68
LOS ANGELES,9000689A,3382,56,N,1303,POLLING PLACE,98,40,25
LOS ANGELES,9000689A,3382,56,N,0,VBM PORTION,90,43,24
LOS ANGELES,9000689A,3382,56,N,1303,TOTAL,188,83,49
LOS ANGELES,9000690B,3383,45,N,756,POLLING PLACE,87,17,46
LOS ANGELES,9000690B,3383,45,N,0,VBM PORTION,82,32,30
LOS ANGELES,9000690B,3383,45,N,756,TOTAL,169,49,76
LOS ANGELES,9000691A,3384,45,N,1022,POLLING PLACE,140,34,71
LOS ANGELES,9000691A,3384,45,N,0,VBM PORTION,123,32,47
LOS ANGELES,9000691A,3384,45,N,1022,TOTAL,263,66,118
LOS ANGELES,9000692A,3385,19,N,936,POLLING PLACE,81,30,33
LOS ANGELES,9000692A,3385,19,N,0,VBM PORTION,76,33,31
LOS ANGELES,9000692A,3385,19,N,936,TOTAL,157,63,64
LOS ANGELES,9000694A,3386,41,N,1144,POLLING PLACE,98,24,43
LOS ANGELES,9000694A,3386,41,N,0,VBM PORTION,101,30,49
LOS ANGELES,9000694A,3386,41,N,1144,TOTAL,199,54,92
LOS ANGELES,9000695B,3387,26,N,840,POLLING PLACE,53,24,15
LOS ANGELES,9000695B,3387,26,N,0,VBM PORTION,60,17,21
LOS ANGELES,9000695B,3387,26,N,840,TOTAL,113,41,36
LOS ANGELES,9000699B,3388,41,N,706,POLLING PLACE,109,21,56
LOS ANGELES,9000699B,3388,41,N,0,VBM PORTION,55,16,27
LOS ANGELES,9000699B,3388,41,N,706,TOTAL,164,37,83
LOS ANGELES,9000700A,3389,45,N,651,POLLING PLACE,75,20,35
LOS ANGELES,9000700A,3389,45,N,0,VBM PORTION,107,33,45
LOS ANGELES,9000700A,3389,45,N,651,TOTAL,182,53,80
LOS ANGELES,9000700B,3390,45,N,1111,POLLING PLACE,156,42,75
LOS ANGELES,9000700B,3390,45,N,0,VBM PORTION,93,21,36
LOS ANGELES,9000700B,3390,45,N,1111,TOTAL,249,63,111
LOS ANGELES,9000711A,3391,54,N,1467,POLLING PLACE,90,38,30
LOS ANGELES,9000711A,3391,54,N,0,VBM PORTION,95,43,39
LOS ANGELES,9000711A,3391,54,N,1467,TOTAL,185,81,69
LOS ANGELES,9000712A,3392,45,N,1146,POLLING PLACE,169,39,83
LOS ANGELES,9000712A,3392,45,N,0,VBM PORTION,157,48,64
LOS ANGELES,9000712A,3392,45,N,1146,TOTAL,326,87,147
LOS ANGELES,9000713C,3393,56,N,1199,POLLING PLACE,67,29,27
LOS ANGELES,9000713C,3393,56,N,0,VBM PORTION,50,29,11
LOS ANGELES,9000713C,3393,56,N,1199,TOTAL,117,58,38
LOS ANGELES,9000715A,3394,43,N,718,POLLING PLACE,80,23,41
LOS ANGELES,9000715A,3394,43,N,0,VBM PORTION,39,15,17
LOS ANGELES,9000715A,3394,43,N,718,TOTAL,119,38,58
LOS ANGELES,9000718A,3395,19,N,1231,POLLING PLACE,59,20,28
LOS ANGELES,9000718A,3395,19,N,0,VBM PORTION,49,21,19
LOS ANGELES,9000718A,3395,19,N,1231,TOTAL,108,41,47
LOS ANGELES,9000720C,3396,149,N,1127,POLLING PLACE,53,14,26
LOS ANGELES,9000720C,3396,149,N,0,VBM PORTION,37,13,19
LOS ANGELES,9000720C,3396,149,N,1127,TOTAL,90,27,45
LOS ANGELES,9000723A,3397,41,N,1336,POLLING PLACE,75,21,38
LOS ANGELES,9000723A,3397,41,N,0,VBM PORTION,79,20,32
LOS ANGELES,9000723A,3397,41,N,1336,TOTAL,154,41,70
LOS ANGELES,9000725D,3398,81,N,1106,POLLING PLACE,55,13,28
LOS ANGELES,9000725D,3398,81,N,0,VBM PORTION,65,23,33
LOS ANGELES,9000725D,3398,81,N,1106,TOTAL,120,36,61
LOS ANGELES,9000727A,3399,59,N,1255,POLLING PLACE,81,30,36
LOS ANGELES,9000727A,3399,59,N,0,VBM PORTION,57,26,16
LOS ANGELES,9000727A,3399,59,N,1255,TOTAL,138,56,52
LOS ANGELES,9000731A,3400,103,N,1301,POLLING PLACE,77,23,35
LOS ANGELES,9000731A,3400,103,N,0,VBM PORTION,84,25,43
LOS ANGELES,9000731A,3400,103,N,1301,TOTAL,161,48,78
LOS ANGELES,9000732A,3401,19,N,1125,POLLING PLACE,72,27,31
LOS ANGELES,9000732A,3401,19,N,0,VBM PORTION,50,21,15
LOS ANGELES,9000732A,3401,19,N,1125,TOTAL,122,48,46
LOS ANGELES,9000734A,3402,41,N,1164,POLLING PLACE,56,17,29
LOS ANGELES,9000734A,3402,41,N,0,VBM PORTION,60,19,24
LOS ANGELES,9000734A,3402,41,N,1164,TOTAL,116,36,53
LOS ANGELES,9000737B,3403,59,N,1081,POLLING PLACE,75,28,31
LOS ANGELES,9000737B,3403,59,N,0,VBM PORTION,102,40,34
LOS ANGELES,9000737B,3403,59,N,1081,TOTAL,177,68,65
LOS ANGELES,9000742A,3404,56,N,1280,POLLING PLACE,124,40,49
LOS ANGELES,9000742A,3404,56,N,0,VBM PORTION,169,47,61
LOS ANGELES,9000742A,3404,56,N,1280,TOTAL,293,87,110
LOS ANGELES,9000745A,3405,63,N,1432,POLLING PLACE,128,40,57
LOS ANGELES,9000745A,3405,63,N,0,VBM PORTION,141,51,47
LOS ANGELES,9000745A,3405,63,N,1432,TOTAL,269,91,104
LOS ANGELES,9000750A,3406,41,N,969,POLLING PLACE,73,16,32
LOS ANGELES,9000750A,3406,41,N,0,VBM PORTION,65,25,18
LOS ANGELES,9000750A,3406,41,N,969,TOTAL,138,41,50
LOS ANGELES,9000751B,3407,62,N,1453,POLLING PLACE,114,39,48
LOS ANGELES,9000751B,3407,62,N,0,VBM PORTION,145,50,62
LOS ANGELES,9000751B,3407,62,N,1453,TOTAL,259,89,110
LOS ANGELES,9000752A,3408,41,N,919,POLLING PLACE,97,18,57
LOS ANGELES,9000752A,3408,41,N,0,VBM PORTION,108,25,56
LOS ANGELES,9000752A,3408,41,N,919,TOTAL,205,43,113
LOS ANGELES,9000753A,3409,41,N,1073,POLLING PLACE,110,20,53
LOS ANGELES,9000753A,3409,41,N,0,VBM PORTION,70,19,28
LOS ANGELES,9000753A,3409,41,N,1073,TOTAL,180,39,81
LOS ANGELES,9000755A,3410,56,N,1048,POLLING PLACE,56,27,16
LOS ANGELES,9000755A,3410,56,N,0,VBM PORTION,63,35,13
LOS ANGELES,9000755A,3410,56,N,1048,TOTAL,119,62,29
LOS ANGELES,9000758A,3411,45,N,1249,POLLING PLACE,126,31,58
LOS ANGELES,9000758A,3411,45,N,0,VBM PORTION,90,32,38
LOS ANGELES,9000758A,3411,45,N,1249,TOTAL,216,63,96
LOS ANGELES,9000760A,3412,90,N,1186,POLLING PLACE,130,36,65
LOS ANGELES,9000760A,3412,90,N,0,VBM PORTION,104,39,38
LOS ANGELES,9000760A,3412,90,N,1186,TOTAL,234,75,103
LOS ANGELES,9000766A,3413,90,N,1059,POLLING PLACE,83,30,37
LOS ANGELES,9000766A,3413,90,N,0,VBM PORTION,130,43,50
LOS ANGELES,9000766A,3413,90,N,1059,TOTAL,213,73,87
LOS ANGELES,9000773B,3414,62,N,1412,POLLING PLACE,134,39,64
LOS ANGELES,9000773B,3414,62,N,0,VBM PORTION,116,38,38
LOS ANGELES,9000773B,3414,62,N,1412,TOTAL,250,77,102
LOS ANGELES,9000774B,3415,90,N,1157,POLLING PLACE,123,30,63
LOS ANGELES,9000774B,3415,90,N,0,VBM PORTION,93,31,34
LOS ANGELES,9000774B,3415,90,N,1157,TOTAL,216,61,97
LOS ANGELES,9000777B,3416,64,N,1129,POLLING PLACE,128,56,47
LOS ANGELES,9000777B,3416,64,N,0,VBM PORTION,110,43,33
LOS ANGELES,9000777B,3416,64,N,1129,TOTAL,238,99,80
LOS ANGELES,9000779A,3417,90,N,1071,POLLING PLACE,112,28,51
LOS ANGELES,9000779A,3417,90,N,0,VBM PORTION,83,19,40
LOS ANGELES,9000779A,3417,90,N,1071,TOTAL,195,47,91
LOS ANGELES,9000780C,3418,54,N,1475,POLLING PLACE,104,34,45
LOS ANGELES,9000780C,3418,54,N,0,VBM PORTION,120,38,58
LOS ANGELES,9000780C,3418,54,N,1475,TOTAL,224,72,103
LOS ANGELES,9000782A,3419,81,N,1110,POLLING PLACE,41,9,21
LOS ANGELES,9000782A,3419,81,N,0,VBM PORTION,37,11,15
LOS ANGELES,9000782A,3419,81,N,1110,TOTAL,78,20,36
LOS ANGELES,9000784A,3420,41,N,1009,POLLING PLACE,51,12,22
LOS ANGELES,9000784A,3420,41,N,0,VBM PORTION,51,19,16
LOS ANGELES,9000784A,3420,41,N,1009,TOTAL,102,31,38
LOS ANGELES,9000785A,3421,90,N,949,POLLING PLACE,83,17,46
LOS ANGELES,9000785A,3421,90,N,0,VBM PORTION,50,8,22
LOS ANGELES,9000785A,3421,90,N,949,TOTAL,133,25,68
LOS ANGELES,9000785C,3422,90,N,584,POLLING PLACE,27,4,15
LOS ANGELES,9000785C,3422,90,N,0,VBM PORTION,15,5,10
LOS ANGELES,9000785C,3422,90,N,584,TOTAL,42,9,25
LOS ANGELES,9000788A,3423,90,N,1276,POLLING PLACE,144,37,76
LOS ANGELES,9000788A,3423,90,N,0,VBM PORTION,124,38,47
LOS ANGELES,9000788A,3423,90,N,1276,TOTAL,268,75,123
LOS ANGELES,9000795A,3424,89,N,1052,POLLING PLACE,94,33,36
LOS ANGELES,9000795A,3424,89,N,0,VBM PORTION,44,12,22
LOS ANGELES,9000795A,3424,89,N,1052,TOTAL,138,45,58
LOS ANGELES,9000799A,3425,63,N,1342,POLLING PLACE,133,33,58
LOS ANGELES,9000799A,3425,63,N,0,VBM PORTION,176,58,76
LOS ANGELES,9000799A,3425,63,N,1342,TOTAL,309,91,134
LOS ANGELES,9000800A,3426,90,N,1157,POLLING PLACE,124,41,60
LOS ANGELES,9000800A,3426,90,N,0,VBM PORTION,112,28,52
LOS ANGELES,9000800A,3426,90,N,1157,TOTAL,236,69,112
LOS ANGELES,9000801C,3427,56,N,476,POLLING PLACE,36,12,14
LOS ANGELES,9000801C,3427,56,N,0,VBM PORTION,46,17,13
LOS ANGELES,9000801C,3427,56,N,476,TOTAL,82,29,27
LOS ANGELES,9000802A,3428,99,N,742,POLLING PLACE,66,24,25
LOS ANGELES,9000802A,3428,99,N,0,VBM PORTION,49,13,19
LOS ANGELES,9000802A,3428,99,N,742,TOTAL,115,37,44
LOS ANGELES,9000803C,3429,90,N,861,POLLING PLACE,103,30,44
LOS ANGELES,9000803C,3429,90,N,0,VBM PORTION,89,32,39
LOS ANGELES,9000803C,3429,90,N,861,TOTAL,192,62,83
LOS ANGELES,9000804A,3430,56,N,1345,POLLING PLACE,104,37,26
LOS ANGELES,9000804A,3430,56,N,0,VBM PORTION,81,30,30
LOS ANGELES,9000804A,3430,56,N,1345,TOTAL,185,67,56
LOS ANGELES,9000805A,3431,59,N,1143,POLLING PLACE,94,22,36
LOS ANGELES,9000805A,3431,59,N,0,VBM PORTION,58,16,30
LOS ANGELES,9000805A,3431,59,N,1143,TOTAL,152,38,66
LOS ANGELES,9000810A,6185,88,Y,0,POLLING PLACE,0,0,0
LOS ANGELES,9000810A,6185,88,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9000810A,6185,88,Y,0,TOTAL,0,0,0
LOS ANGELES,9000815A,3432,90,N,982,POLLING PLACE,81,12,49
LOS ANGELES,9000815A,3432,90,N,0,VBM PORTION,51,17,18
LOS ANGELES,9000815A,3432,90,N,982,TOTAL,132,29,67
LOS ANGELES,9000816A,3433,90,N,1164,POLLING PLACE,74,21,41
LOS ANGELES,9000816A,3433,90,N,0,VBM PORTION,61,20,25
LOS ANGELES,9000816A,3433,90,N,1164,TOTAL,135,41,66
LOS ANGELES,9000817A,3434,90,N,1245,POLLING PLACE,145,40,64
LOS ANGELES,9000817A,3434,90,N,0,VBM PORTION,124,46,41
LOS ANGELES,9000817A,3434,90,N,1245,TOTAL,269,86,105
LOS ANGELES,9000819A,3435,40,N,1142,POLLING PLACE,58,24,22
LOS ANGELES,9000819A,3435,40,N,0,VBM PORTION,89,16,52
LOS ANGELES,9000819A,3435,40,N,1142,TOTAL,147,40,74
LOS ANGELES,9000821A,3436,90,N,1204,POLLING PLACE,73,25,30
LOS ANGELES,9000821A,3436,90,N,0,VBM PORTION,67,17,40
LOS ANGELES,9000821A,3436,90,N,1204,TOTAL,140,42,70
LOS ANGELES,9000824A,3437,148,N,782,POLLING PLACE,42,23,10
LOS ANGELES,9000824A,3437,148,N,0,VBM PORTION,12,5,3
LOS ANGELES,9000824A,3437,148,N,782,TOTAL,54,28,13
LOS ANGELES,9000826A,3438,40,N,1224,POLLING PLACE,140,32,80
LOS ANGELES,9000826A,3438,40,N,0,VBM PORTION,117,37,53
LOS ANGELES,9000826A,3438,40,N,1224,TOTAL,257,69,133
LOS ANGELES,9000829A,3439,90,N,1106,POLLING PLACE,99,21,65
LOS ANGELES,9000829A,3439,90,N,0,VBM PORTION,73,16,41
LOS ANGELES,9000829A,3439,90,N,1106,TOTAL,172,37,106
LOS ANGELES,9000831B,3440,56,N,572,POLLING PLACE,55,21,13
LOS ANGELES,9000831B,3440,56,N,0,VBM PORTION,39,17,4
LOS ANGELES,9000831B,3440,56,N,572,TOTAL,94,38,17
LOS ANGELES,9000833B,3441,90,N,1036,POLLING PLACE,77,21,46
LOS ANGELES,9000833B,3441,90,N,0,VBM PORTION,44,14,18
LOS ANGELES,9000833B,3441,90,N,1036,TOTAL,121,35,64
LOS ANGELES,9000834A,3442,152,N,1190,POLLING PLACE,59,20,25
LOS ANGELES,9000834A,3442,152,N,0,VBM PORTION,32,10,18
LOS ANGELES,9000834A,3442,152,N,1190,TOTAL,91,30,43
LOS ANGELES,9000835B,3443,90,N,1235,POLLING PLACE,168,26,97
LOS ANGELES,9000835B,3443,90,N,0,VBM PORTION,138,30,61
LOS ANGELES,9000835B,3443,90,N,1235,TOTAL,306,56,158
LOS ANGELES,9000837B,3444,50,N,1136,POLLING PLACE,56,28,21
LOS ANGELES,9000837B,3444,50,N,0,VBM PORTION,87,40,29
LOS ANGELES,9000837B,3444,50,N,1136,TOTAL,143,68,50
LOS ANGELES,9000838B,3445,81,N,924,POLLING PLACE,86,28,40
LOS ANGELES,9000838B,3445,81,N,0,VBM PORTION,63,20,23
LOS ANGELES,9000838B,3445,81,N,924,TOTAL,149,48,63
LOS ANGELES,9000841A,3446,63,N,734,POLLING PLACE,105,27,46
LOS ANGELES,9000841A,3446,63,N,0,VBM PORTION,69,9,30
