INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO_LOCATION,# OF PERSONS,PERSON RACE,DECEASED,WOUNDED,DEPUTY GENDER,DEPUTY RACE,DEPUTY AGE,YEARS OF SERVICE,DEPUTY ASSIGNED UNIT,DEPUTY ASSIGNED UNIT NAME,INVOLVED IN PREVIOUS SHOOTINGS,# OF PREVIOUS SHOOTINGS,DISTRICT ATTORNEY ACTION,TRAINING,WEAPON INVOLVED CATEGORY,WEAPON INVOLVED CATEGORY DESC,APPROX_LATITUDE,APPROX_LONGITUDE
1000649,HIT SHOOTING INCIDENT,07/29/2015 11:40:00 PM,12000 ROSE HEDGE DRIVE,PICO RIVERA,CA,90606,1577,"12000 ROSE HEDGE DRIVE
PICO RIVERA, CA 90606
(33.971424, -118.053384)",1,HISPANIC,Y,,M,HISPANIC,39,14,PRV,PICO RIVERA STN,N,,,,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.971424,-118.053384
1000529,NON-HIT SHOOTING INCIDENT,06/27/2015 10:20:00 PM,800 TAJAUTA AVENUE,COMPTON,CA,90220,2811,"800 TAJAUTA AVENUE
COMPTON, CA 90220
(33.901577, -118.246729)",1,BLACK,,,M,HISPANIC,29,8,COM,COMPTON STN,N,,,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.901577,-118.246729
1000407,HIT SHOOTING INCIDENT,06/24/2012 12:34:00 PM,2100 N. LONG BEACH BOULEVARD,COMPTON,CA,90221,2117,"2100 N. LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.909965, -118.208887)",1,HISPANIC,Y,,M,HISPANIC,34,11,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,Y,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.909965,-118.208887
1000446,HIT SHOOTING INCIDENT,06/21/2013 09:26:00 PM,1300 102ND STREET,LOS ANGELES,CA,90044,0372,"1300 102ND STREET
LOS ANGELES, CA 90044
(33.944089, -118.298492)",1,BLACK,,Y,M,HISPANIC,26,8,SLA,SOUTH LOS ANGELES STATION,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.944089,-118.298492
1000364,HIT SHOOTING INCIDENT,04/04/2011 09:00:00 AM,1300 92ND STREET AND ZAMORA AVENUE,LOS ANGELES,CA,90002,2176,"1300 92ND STREET AND ZAMORA AVENUE
LOS ANGELES, CA 90002
(33.95317990369353098323, -118.25156514081930052406)",1,BLACK,,Y,M,HISPANIC,33,11,CEN,CENTURY STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.953179903693531,-118.251565140819301
1000382,HIT SHOOTING INCIDENT,02/08/2012 08:14:00 AM,1400 NORTH PEARL STREET,COMPTON,CA,90221,2824,"1400 NORTH PEARL STREET
COMPTON, CA 90221
(33.905226, -118.214631)",1,HISPANIC,,Y,M,HISPANIC,55,23,MCB,MAJOR CRIMES BUREAU,Y,2,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.905226,-118.214631
1000474,NON-HIT SHOOTING INCIDENT,01/21/2014 02:40:00 PM,300 MARGNOLIA STREET,COMPTON,CA,90220,2814,"300 MARGNOLIA STREET
COMPTON, CA 90220
(33.896936, -118.226488)",1,HISPANIC,,,M,HISPANIC,36,9,COM,COMPTON STN,N,,,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896936,-118.226488
1000313,HIT SHOOTING INCIDENT,03/06/2010 03:30:00 AM,3800 FIRESTONE BLVD.,SOUTH GATE,CA,90280,2199,"3800 FIRESTONE BLVD.
SOUTH GATE, CA 90280
(33.953839, -118.202349)",2,"HISPANIC,HISPANIC",,Y,M,WHITE,28,12,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.953839,-118.202349
1000521,HIT SHOOTING INCIDENT,03/25/2015 12:00:00 AM,102ND STREET AND S. VERMONT AVE,LOS ANGELES,CA,90044,0577,"102ND STREET AND S. VERMONT AVE
LOS ANGELES, CA 90044
(33.94408299312416425025, -118.29182501144271153503)",1,HISPANIC,Y,,M,HISPANIC,33,8,SLA,SOUTH LOS ANGELES STATION,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.944082993124164,-118.291825011442712
1000478,HIT SHOOTING INCIDENT,03/16/2014 04:19:00 PM,43200 16TH STREET WEST,LANCASTER,CA,93534,1126,"43200 16TH STREET WEST
LANCASTER, CA 93534
(34.669063, -118.158656)",1,BLACK,,Y,M,HISPANIC,34,5,LCS,LANCASTER STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.669063,-118.158656
1000377,NON-HIT SHOOTING INCIDENT,01/25/2012 05:35:00 PM,400 WEST SPRUCE STREET,COMPTON,CA,90220,2814,"400 WEST SPRUCE STREET
COMPTON, CA 90220
(33.902653, -118.230139)",1,BLACK,,,M,HISPANIC,38,12,COM,COMPTON STN,Y,1,,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.902653,-118.230139
1000513,NON-HIT SHOOTING INCIDENT,02/05/2015 05:29:00 PM,1600 E. GLADWICK STREET,CARSON,CA,90746,1616,"1600 E. GLADWICK STREET
CARSON, CA 90746
(33.85268, -118.2417)",1,BLACK,,,M,WHITE,49,15,CSN,CARSON STN,N,,,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.85268,-118.2417
1000519,NON-HIT SHOOTING INCIDENT,03/20/2015 12:44:00 PM,106TH STREET AND VERMONT AVENUE,LOS ANGELES,CA,90044,0375,"106TH STREET AND VERMONT AVENUE
LOS ANGELES, CA 90044
(33.94000699925598385067, -118.29183402516511975283)",1,BLACK,,,M,WHITE,44,15,SLA,SOUTH LOS ANGELES STATION,Y,1,,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.940006999255984,-118.29183402516512
1000447,HIT SHOOTING INCIDENT,06/22/2013 09:44:00 PM,15600 LOUKELTON STREET,LA PUENTE,CA,91744,1432,"15600 LOUKELTON STREET
LA PUENTE, CA 91744
(34.034448, -117.94669)",1,HISPANIC,Y,,M,WHITE,39,15,OSS,OPERATION SAFE STREETS BUREAU,Y,2,LEGALLY JUSTIFIED,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.034448,-117.94669
1000648,HIT SHOOTING INCIDENT,09/10/2015 08:52:00 PM,9200 LAKEWOOD BLVD.,DOWNEY,CA,90240,3199,"9200 LAKEWOOD BLVD.
DOWNEY, CA 90240
(33.954779, -118.113381)",1,HISPANIC,Y,,M,HISPANIC,41,19,SEB,SPECIAL ENFORCEMENT BUR,Y,3,,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.954779,-118.113381
1000366,HIT SHOOTING INCIDENT,11/29/2011 03:36:00 AM,11700 ELMCROFT AVENUE,NORWALK,CA,90650,0451,"11700 ELMCROFT AVENUE
NORWALK, CA 90650
(33.925936, -118.095671)",1,HISPANIC,,Y,M,WHITE,41,16,NWK,NORWALK REGIONAL STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.925936,-118.095671
1000431,HIT SHOOTING INCIDENT,01/10/2013 04:08:00 PM,HOLBROOK STREET AND  MORRILL AVENUE,WHITTIER,CA,90606,1575,"HOLBROOK STREET AND MORRILL AVENUE
WHITTIER, CA 90606
(33.98877699757225988157, -118.0665290074180462064)",1,HISPANIC,Y,,F,HISPANIC,37,13,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,Y,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.98877699757226,-118.066529007418046
1000482,HIT SHOOTING INCIDENT,04/13/2014 04:05:00 PM,3400 MARTIN LUTHER KING JR. BOULEVARD,LYNWOOD,CA,90262,2112,"3400 MARTIN LUTHER KING JR. BOULEVARD
LYNWOOD, CA 90262
(33.936467, -118.209777)",1,HISPANIC,,Y,M,HISPANIC,39,16,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.936467,-118.209777
1000511,NON-HIT SHOOTING INCIDENT,01/18/2015 02:07:00 AM,PENNSYLVANIA AVENUE AND 246TH PLACE,LOMITA,CA,90717,1711,"PENNSYLVANIA AVENUE AND 246TH PLACE
LOMITA, CA 90717
(33.80162718333325718541, -118.32536386197713615702)",1,HISPANIC,,,F,HISPANIC,52,14,LMT,LOMITA STN,N,,,Y,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.801627183333257,-118.325363861977136
1000492,NON-HIT SHOOTING INCIDENT,08/15/2013 05:44:00 PM,4100 NAOMI AVENUE,LOS ANGELES,CA,90011,0399,"4100 NAOMI AVENUE
LOS ANGELES, CA 90011
(34.009238, -118.253793)",1,HISPANIC,,,M,WHITE,29,7,SLA,SOUTH LOS ANGELES STATION,N,,,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.009238,-118.253793
1000429,HIT SHOOTING INCIDENT,12/23/2012 07:01:00 AM,7700 NORWALK BLVD,WHITTIER,CA,90606,1278,"7700 NORWALK BLVD
WHITTIER, CA 90606
(33.975299, -118.075184)",1,WHITE,Y,,M,WHITE,36,12,SEB,SPECIAL ENFORCEMENT BUR,Y,1,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.975299,-118.075184
1000400,HIT SHOOTING INCIDENT,05/12/2012 01:25:00 PM,HUDSON AVENUE AND STAFFORD AVENUE,CITY OF INDUSTRY,CA,91744,1462,"HUDSON AVENUE AND STAFFORD AVENUE
CITY OF INDUSTRY, CA 91744
(34.02503598860171436153, -117.95933102562561901379)",1,HISPANIC,Y,,M,WHITE,39,5,IND,INDUSTRY STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.025035988601714,-117.959331025625619
1000313,HIT SHOOTING INCIDENT,03/06/2010 03:30:00 AM,3800 FIRESTONE BLVD.,SOUTH GATE,CA,90280,2199,"3800 FIRESTONE BLVD.
SOUTH GATE, CA 90280
(33.953839, -118.202349)",2,"HISPANIC,HISPANIC",,Y,M,WHITE,28,10,CEN,CENTURY STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.953839,-118.202349
1000522,HIT SHOOTING INCIDENT,04/10/2015 03:31:00 AM,8900 JUNIPER STREET,LOS ANGELES,CA,90002,2177,"8900 JUNIPER STREET
LOS ANGELES, CA 90002
(33.955608, -118.232838)",1,BLACK,,Y,M,HISPANIC,29,8,CEN,CENTURY STN,Y,1,PENDING,,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.955608,-118.232838
1000686,HIT SHOOTING INCIDENT,02/20/2016 09:25:00 PM,15100 GUNDRY AVENUE,PARAMOUNT,CA,90723,1366,"15100 GUNDRY AVENUE
PARAMOUNT, CA 90723
(33.894729, -118.175544)",3,"BLACK,BLACK,BLACK",,Y,M,WHITE,37,16,OSS,OPERATION SAFE STREETS BUREAU,Y,2,,,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.894729,-118.175544
1000367,HIT SHOOTING INCIDENT,12/01/2011 04:50:00 AM,11400 PIONEER BLVD,NORWALK,CA,90650,0451,"11400 PIONEER BLVD
NORWALK, CA 90650
(33.928331, -118.081753)",1,HISPANIC,Y,,M,HISPANIC,38,17,SEB,SPECIAL ENFORCEMENT BUR,Y,3,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.928331,-118.081753
1000419,HIT SHOOTING INCIDENT,09/28/2012 10:12:00 PM,4900 1ST STREET,EAST LOS ANGELES,CA,90022,0282,"4900 1ST STREET
EAST LOS ANGELES, CA 90022
(34.03694347384902778288, -118.16027149723664319205)",1,HISPANIC,,Y,M,HISPANIC,42,18,ELA,EAST LA STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.036943473849028,-118.160271497236643
1000469,HIT SHOOTING INCIDENT,11/05/2013 10:10:00 AM,200 EAST SUNSET STREET,LONG BEACH,CA,90805,5199,"200 EAST SUNSET STREET
LONG BEACH, CA 90805
(33.849207, -118.191563)",1,HISPANIC,,Y,F,HISPANIC,38,12,IRC,INMATE RECEPTION CENTER,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.849207,-118.191563
1000323,HIT SHOOTING INCIDENT,08/21/2010 10:48:00 PM,12000 CENTRAL AVENUE,LOS ANGELES,CA,90059,2140,"12000 CENTRAL AVENUE
LOS ANGELES, CA 90059
(33.923716, -118.254326)",1,BLACK,,Y,M,WHITE,36,14,CEN,CENTURY STN,Y,2,LEGALLY JUSTIFIED,N,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.923716,-118.254326
1000679,HIT SHOOTING INCIDENT,01/14/2016 07:45:00 PM,NATHAN HILL DRIVE AND SHANGRI-LA DRIVE,CANYON COUNTRY,CA,91351,0612,"NATHAN HILL DRIVE AND SHANGRI-LA DRIVE
CANYON COUNTRY, CA 91351
(34.419699, -118.46001)",1,HISPANIC,Y,,M,WHITE,37,10,SCV,SANTA CLARITA VALLEY STN,N,,,,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.419699,-118.46001
1000328,HIT SHOOTING INCIDENT,11/08/2010 10:17:00 PM,1600 E. 123RD STREET,LOS ANGELES,CA,90059,2134,"1600 E. 123RD STREET
LOS ANGELES, CA 90059
(33.920875, -118.245665)",1,BLACK,Y,,M,HISPANIC,26,7,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.920875,-118.245665
1000314,HIT SHOOTING INCIDENT,10/01/2010 12:45:00 PM,43200 18TH STREET WEST,LANCASTER,CA,93534,1126,"43200 18TH STREET WEST
LANCASTER, CA 93534
(34.66809, -118.163453)",2,"HISPANIC,HISPANIC",,Y,M,WHITE,25,4,COP,COPS BUREAU,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.66809,-118.163453
1000380,NON-HIT SHOOTING INCIDENT,02/03/2012 07:10:00 PM,100 EAST CEDAR STREET,COMPTON,CA,90220,2822,"100 EAST CEDAR STREET
COMPTON, CA 90220
(33.901344, -118.224241)",1,HISPANIC,,,M,HISPANIC,29,6,COM,COMPTON STN,N,,,Y,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.901344,-118.224241
1000341,HIT SHOOTING INCIDENT,02/18/2011 11:27:00 PM,900 E NEW YORK DRIVE,ALTADENA,CA,91001,0774,"900 E NEW YORK DRIVE
ALTADENA, CA 91001
(34.178443, -118.131826)",1,BLACK,Y,,M,WHITE,45,11,ALD,ALTADENA STN,N,,LEGALLY JUSTIFIED,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.178443,-118.131826
1000400,HIT SHOOTING INCIDENT,05/12/2012 01:25:00 PM,HUDSON AVENUE AND STAFFORD AVENUE,CITY OF INDUSTRY,CA,91744,1462,"HUDSON AVENUE AND STAFFORD AVENUE
CITY OF INDUSTRY, CA 91744
(34.02503598860171436153, -117.95933102562561901379)",1,HISPANIC,Y,,M,BLACK,41,18,OSS,OPERATION SAFE STREETS BUREAU,Y,2,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.025035988601714,-117.959331025625619
1000366,HIT SHOOTING INCIDENT,11/29/2011 03:36:00 AM,11700 ELMCROFT AVENUE,NORWALK,CA,90650,0451,"11700 ELMCROFT AVENUE
NORWALK, CA 90650
(33.925936, -118.095671)",1,HISPANIC,,Y,M,WHITE,42,21,NWK,NORWALK REGIONAL STN,Y,1,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.925936,-118.095671
1000314,HIT SHOOTING INCIDENT,10/01/2010 12:45:00 PM,43200 18TH STREET WEST,LANCASTER,CA,93534,1126,"43200 18TH STREET WEST
LANCASTER, CA 93534
(34.66809, -118.163453)",2,"HISPANIC,HISPANIC",,Y,F,WHITE,32,12,COP,COPS BUREAU,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.66809,-118.163453
1000678,HIT SHOOTING INCIDENT,01/12/2016 05:45:00 PM,1100 WEST AVENUE H-14,LANCASTER,CA,93534,1121,"1100 WEST AVENUE H-14
LANCASTER, CA 93534
(34.715187, -118.149901)",1,BLACK,,Y,M,WHITE,38,10,OSS,OPERATION SAFE STREETS BUREAU,Y,2,,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.715187,-118.149901
1000464,HIT SHOOTING INCIDENT,08/29/2012 05:33:00 PM,SANTA FE AVENUE AND ANAHEIM STREET,LONG BEACH,CA,90813,1699,"SANTA FE AVENUE AND ANAHEIM STREET
LONG BEACH, CA 90813
(33.78273600103987143088, -118.21548000742128050492)",1,HISPANIC,,Y,F,WHITE,33,7,CSN,CARSON STN,N,,LEGALLY JUSTIFIED,Y,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,33.782736001039871,-118.215480007421281
1000343,NON-HIT SHOOTING INCIDENT,03/01/2011 12:50:00 PM,CITRUS AVENUE AND VALLEY BLVD,FONTANA,CA,92335,3499,"CITRUS AVENUE AND VALLEY BLVD
FONTANA, CA 92335
(34.070328, -117.453668)",1,HISPANIC,,,M,HISPANIC,47,24,ELA,EAST LA STN,Y,1,,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.070328,-117.453668
1000650,NON-HIT SHOOTING INCIDENT,09/24/2015 02:45:00 PM,10100 FOSTER ROAD,BELLFLOWER,CA,90706,1331,"10100 FOSTER ROAD
BELLFLOWER, CA 90706
(33.909787, -118.115353)",1,HISPANIC,,,M,HISPANIC,46,21,OSS,OPERATION SAFE STREETS BUREAU,Y,1,,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.909787,-118.115353
1000455,HIT SHOOTING INCIDENT,02/01/2013 08:00:00 AM,300 N LEMON AVENUE,WALNUT,CA,91789,2914,"300 N LEMON AVENUE
WALNUT, CA 91789
(34.018718, -117.865087)",1,HISPANIC,,Y,M,ASIAN-PACIFIC-ISL,31,8,WAL,WALNUT/SAN DIMAS STN,N,,LEGALLY JUSTIFIED,Y,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.018718,-117.865087
1000460,HIT SHOOTING INCIDENT,09/25/2013 02:50:00 PM,1700 BURNSIDE AVENUE,LOS ANGELES,CA,90019,3499,"1700 BURNSIDE AVENUE
LOS ANGELES, CA 90019
(34.043173, -118.356797)",1,BLACK,,Y,M,HISPANIC,49,24,MCB,MAJOR CRIMES BUREAU,Y,4,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.043173,-118.356797
1000421,HIT SHOOTING INCIDENT,10/24/2012 06:18:00 PM,1600 E SAN LUIS STREET,COMPTON,CA,90221,2826,"1600 E SAN LUIS STREET
COMPTON, CA 90221
(33.896898, -118.205425)",2,"BLACK,BLACK",,Y,M,HISPANIC,30,7,COM,COMPTON STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896898,-118.205425
1000439,HIT SHOOTING INCIDENT,04/29/2013 10:20:00 AM,500 FAIR VIEW AVENUE,LOS ANGELES,CA,90022,0286,"500 FAIR VIEW AVENUE
LOS ANGELES, CA 90022
(34.053313, -118.220551)",1,HISPANIC,Y,,M,WHITE,42,22,SEB,SPECIAL ENFORCEMENT BUR,Y,2,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.053313,-118.220551
1000509,NON-HIT SHOOTING INCIDENT,12/23/2014 06:16:00 PM,10800 WHITTIER BLVD,WHITTIER,CA,90606,1575,"10800 WHITTIER BLVD
WHITTIER, CA 90606
(33.989917, -118.064027)",1,HISPANIC,,,M,WHITE,44,14,PRV,PICO RIVERA STN,N,,PENDING,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.989917,-118.064027
1000355,HIT SHOOTING INCIDENT,06/23/2011 06:47:00 PM,12800 PRAIRIE AVENUE,HAWTHORNE,CA,90250,0399,"12800 PRAIRIE AVENUE
HAWTHORNE, CA 90250
(33.916427, -118.343873)",1,HISPANIC,Y,,M,HISPANIC,32,6,SLA,SOUTH LOS ANGELES STATION,N,,LEGALLY JUSTIFIED,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.916427,-118.343873
1000445,HIT SHOOTING INCIDENT,05/11/2013 10:02:00 PM,4100 WALNUT STREET,CUDAHY,CA,90201,0261,"4100 WALNUT STREET
CUDAHY, CA 90201
(33.969949, -118.195354)",1,HISPANIC,Y,,M,HISPANIC,28,7,ELA,EAST LA STN,N,,LEGALLY JUSTIFIED,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.969949,-118.195354
1000379,HIT SHOOTING INCIDENT,01/21/2012 11:03:00 PM,44200 W. 10TH STREET,LANCASTER,CA,93534,1126,"44200 W. 10TH STREET
LANCASTER, CA 93534
(34.685839, -118.147972)",1,HISPANIC,Y,,M,HISPANIC,27,5,LCS,LANCASTER STN,N,,LEGALLY JUSTIFIED,Y,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.685839,-118.147972
1000521,HIT SHOOTING INCIDENT,03/25/2015 12:00:00 AM,102ND STREET AND S. VERMONT AVE,LOS ANGELES,CA,90044,0577,"102ND STREET AND S. VERMONT AVE
LOS ANGELES, CA 90044
(33.94408299312416425025, -118.29182501144271153503)",1,HISPANIC,Y,,M,HISPANIC,36,15,SLA,SOUTH LOS ANGELES STATION,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.944082993124164,-118.291825011442712
1000298,NON-HIT SHOOTING INCIDENT,05/10/2010 04:42:00 AM,5800 LAKEWOOD BOULEVARD,LAKEWOOD,CA,90712,1322,"5800 LAKEWOOD BOULEVARD
LAKEWOOD, CA 90712
(33.860311, -118.142409)",2,"BLACK,HISPANIC",,,M,BLACK,36,11,CSN,CARSON STN,N,,,N,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.860311,-118.142409
1000489,HIT SHOOTING INCIDENT,06/24/2014 09:51:00 PM,POINSETTIA AVENUE AND PALMER STREET,COMPTON,CA,90221,2824,"POINSETTIA AVENUE AND PALMER STREET
COMPTON, CA 90221
(33.89835897549747376099, -118.20950001564279911949)",2,"BLACK,BLACK",Y,Y,M,WHITE,43,14,COM,COMPTON STN,N,,PENDING,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.898358975497474,-118.209500015642799
1000352,HIT SHOOTING INCIDENT,05/24/2011 06:44:00 AM,2000 EAST 76TH STREET,LOS ANGELES,CA,90001,2173,"2000 EAST 76TH STREET
LOS ANGELES, CA 90001
(33.971921, -118.236815)",2,"HISPANIC,HISPANIC",,Y,M,HISPANIC,40,11,CEN,CENTURY STN,Y,2,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.971921,-118.236815
1000422,HIT SHOOTING INCIDENT,10/20/2012 03:00:00 PM,11900 162ND STREET,NORWALK,CA,90650,0458,"11900 162ND STREET
NORWALK, CA 90650
(33.884327, -118.07976)",1,HISPANIC,,Y,M,WHITE,31,12,NWK,NORWALK REGIONAL STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.884327,-118.07976
1000490,HIT SHOOTING INCIDENT,06/25/2014 05:05:00 PM,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",1,HISPANIC,Y,,M,BLACK,41,18,MCB,MAJOR CRIMES BUREAU,N,,LEGALLY JUSTIFIED,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.471554,-117.172646
1000405,NON-HIT SHOOTING INCIDENT,05/30/2012 10:50:00 PM,1100 SOUTH DWIGHT AVENUE,COMPTON,CA,90220,2833,"1100 SOUTH DWIGHT AVENUE
COMPTON, CA 90220
(33.885734, -118.240825)",1,BLACK,,,M,HISPANIC,41,10,COM,COMPTON STN,Y,1,,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.885734,-118.240825
1000318,HIT SHOOTING INCIDENT,10/10/2010 12:23:00 AM,LONG BEACH BLVD. AND JOSEPHINE STREET,LYNWOOD,CA,90262,2117,"LONG BEACH BLVD. AND JOSEPHINE STREET
LYNWOOD, CA 90262
(33.92126399268968097549, -118.20953801765011560508)",1,HISPANIC,Y,,M,HISPANIC,37,10,CEN,CENTURY STN,Y,2,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.921263992689681,-118.209538017650116
1000500,HIT SHOOTING INCIDENT,10/08/2014 12:58:00 AM,OLYMPIC BLVD AND  FRASER AVENUE,EAST LOS ANGELES,CA,90022,0284,"OLYMPIC BLVD AND FRASER AVENUE
EAST LOS ANGELES, CA 90022
(34.01721798307304797605, -118.16292001415274344634)",1,HISPANIC,,Y,F,HISPANIC,27,7,ELA,EAST LA STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.017217983073048,-118.162920014152743
1000376,HIT SHOOTING INCIDENT,12/27/2011 06:43:00 PM,29300 GOLDEN MEADOW DR,RANCHO PALOS VERDES,CA,90275,1735,"29300 GOLDEN MEADOW DR
RANCHO PALOS VERDES, CA 90275
(33.76871, -118.403184)",1,WHITE,Y,,M,HISPANIC,42,17,LMT,LOMITA STN,Y,1,LEGALLY JUSTIFIED,Y,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.76871,-118.403184
1000334,HIT SHOOTING INCIDENT,12/21/2010 05:50:00 PM,6800 AGAVE STREET,LANCASTER,CA,93536,1181,"6800 AGAVE STREET
LANCASTER, CA 93536
(34.647256, -118.25124)",1,WHITE,Y,,M,WHITE,29,5,LCS,LANCASTER STN,N,,LEGALLY JUSTIFIED,N,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.647256,-118.25124
1000483,HIT SHOOTING INCIDENT,04/07/2014 09:29:00 PM,900 PALM AVENUE,WEST HOLLYWOOD,CA,90069,0977,"900 PALM AVENUE
WEST HOLLYWOOD, CA 90069
(34.087659, -118.382901)",2,"WHITE,WHITE",Y,Y,M,BLACK,38,16,WHD,WEST HOLLYWOOD STN,N,,LEGALLY JUSTIFIED,Y,B-4,"WEAPON - OTHER:  Perception shooting, Suspect actions and/or info suggest suspect was armed, Weapon not seen/not recovered",34.087659,-118.382901
1000524,HIT SHOOTING INCIDENT,05/07/2015 04:30:00 PM,13200 PALM PLACE,CERRITOS,CA,90703,2318,"13200 PALM PLACE
CERRITOS, CA 90703
(33.875823, -118.050441)",1,BLACK,Y,,M,WHITE,49,26,CER,CERRITOS STN,Y,1,PENDING,,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.875823,-118.050441
