LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOHN CHIANG,GREG CONLON,
ARCADIA,0350043C,109,162,N,1085,POLLING PLACE,150,99,40,
ARCADIA,0350043C,109,162,N,,VBM PORTION,85,49,30,
ARCADIA,0350043C,109,162,N,1085,TOTAL,235,148,70,
ARCADIA,0350045B,110,162,N,1254,POLLING PLACE,155,86,54,
ARCADIA,0350045B,110,162,N,,VBM PORTION,129,64,61,
ARCADIA,0350045B,110,162,N,1254,TOTAL,284,150,115,
ARCADIA,0350048A,111,162,N,1007,POLLING PLACE,183,90,80,
ARCADIA,0350048A,111,162,N,,VBM PORTION,77,43,31,
ARCADIA,0350048A,111,162,N,1007,TOTAL,260,133,111,
ARCADIA,0350054A,112,162,N,1197,POLLING PLACE,240,129,95,
ARCADIA,0350054A,112,162,N,,VBM PORTION,120,50,58,
ARCADIA,0350054A,112,162,N,1197,TOTAL,360,179,153,
ARCADIA,0350058A,113,162,N,1193,POLLING PLACE,191,103,79,
ARCADIA,0350058A,113,162,N,,VBM PORTION,107,48,48,
ARCADIA,0350058A,113,162,N,1193,TOTAL,298,151,127,
ARCADIA,0350058B,6023,157,Y,47,POLLING PLACE,,,,
ARCADIA,0350058B,6023,157,Y,,VBM PORTION,8,3,5,
ARCADIA,0350058B,6023,157,Y,47,TOTAL,8,3,5,
ARCADIA,0350062B,114,162,N,1129,POLLING PLACE,192,92,81,
ARCADIA,0350062B,114,162,N,,VBM PORTION,110,57,45,
ARCADIA,0350062B,114,162,N,1129,TOTAL,302,149,126,
ARCADIA,0350079A,115,162,N,1174,POLLING PLACE,181,89,80,
ARCADIA,0350079A,115,162,N,,VBM PORTION,115,63,49,
ARCADIA,0350079A,115,162,N,1174,TOTAL,296,152,129,
ARCADIA,0350101A,6024,158,Y,6,POLLING PLACE,,,,
ARCADIA,0350101A,6024,158,Y,,VBM PORTION,1,,1,
ARCADIA,0350101A,6024,158,Y,6,TOTAL,1,,1,
ARCADIA,0350104A,116,162,N,1235,POLLING PLACE,218,118,92,
ARCADIA,0350104A,116,162,N,,VBM PORTION,120,46,65,
ARCADIA,0350104A,116,162,N,1235,TOTAL,338,164,157,
ARTESIA,0400001A,117,277,N,779,POLLING PLACE,162,123,22,
ARTESIA,0400001A,117,277,N,,VBM PORTION,23,18,5,
ARTESIA,0400001A,117,277,N,779,TOTAL,185,141,27,
ARTESIA,0400002A,118,274,N,1116,POLLING PLACE,180,80,85,
ARTESIA,0400002A,118,274,N,,VBM PORTION,137,66,57,
ARTESIA,0400002A,118,274,N,1116,TOTAL,317,146,142,
ARTESIA,0400004A,119,274,N,911,POLLING PLACE,202,105,65,
ARTESIA,0400004A,119,274,N,,VBM PORTION,69,37,28,
ARTESIA,0400004A,119,274,N,911,TOTAL,271,142,93,
ARTESIA,0400006A,120,274,N,988,POLLING PLACE,188,102,54,
ARTESIA,0400006A,120,274,N,,VBM PORTION,63,34,24,
ARTESIA,0400006A,120,274,N,988,TOTAL,251,136,78,
ARTESIA,0400007A,121,274,N,993,POLLING PLACE,188,89,82,
ARTESIA,0400007A,121,274,N,,VBM PORTION,87,42,35,
ARTESIA,0400007A,121,274,N,993,TOTAL,275,131,117,
ARTESIA,0400008A,122,274,N,1005,POLLING PLACE,173,96,62,
ARTESIA,0400008A,122,274,N,,VBM PORTION,95,51,24,
ARTESIA,0400008A,122,274,N,1005,TOTAL,268,147,86,
ARTESIA,0400010C,123,274,N,1027,POLLING PLACE,139,70,55,
ARTESIA,0400010C,123,274,N,,VBM PORTION,109,43,58,
ARTESIA,0400010C,123,274,N,1027,TOTAL,248,113,113,
ATHENS,0450001A,124,371,N,1168,POLLING PLACE,179,157,15,
ATHENS,0450001A,124,371,N,,VBM PORTION,44,37,3,
ATHENS,0450001A,124,371,N,1168,TOTAL,223,194,18,
ATHENS,0450002B,125,371,N,1203,POLLING PLACE,248,211,14,
ATHENS,0450002B,125,371,N,,VBM PORTION,39,32,5,
ATHENS,0450002B,125,371,N,1203,TOTAL,287,243,19,
ATHENS,0450004A,126,366,N,1286,POLLING PLACE,177,158,6,
ATHENS,0450004A,126,366,N,,VBM PORTION,73,66,3,
ATHENS,0450004A,126,366,N,1286,TOTAL,250,224,9,
ATHENS,0450007A,127,371,N,996,POLLING PLACE,208,174,5,
ATHENS,0450007A,127,371,N,,VBM PORTION,61,53,7,
ATHENS,0450007A,127,371,N,996,TOTAL,269,227,12,
ATHENS,0450008A,128,371,N,582,POLLING PLACE,151,137,8,
ATHENS,0450008A,128,371,N,,VBM PORTION,37,34,1,
ATHENS,0450008A,128,371,N,582,TOTAL,188,171,9,
AVALON,0500001A,129,388,N,460,POLLING PLACE,102,45,40,
AVALON,0500001A,129,388,N,,VBM PORTION,56,22,30,
AVALON,0500001A,129,388,N,460,TOTAL,158,67,70,
AVALON,0500003A,130,388,N,1161,POLLING PLACE,249,131,95,
AVALON,0500003A,130,388,N,,VBM PORTION,135,46,80,
AVALON,0500003A,130,388,N,1161,TOTAL,384,177,175,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,POLLING PLACE,198,134,40,
AVOCADO HEIGHTS,0520001A,131,240,N,,VBM PORTION,75,46,24,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,TOTAL,273,180,64,
AVOCADO HEIGHTS,0520002A,132,239,N,679,POLLING PLACE,132,95,32,
AVOCADO HEIGHTS,0520002A,132,239,N,,VBM PORTION,21,17,3,
AVOCADO HEIGHTS,0520002A,132,239,N,679,TOTAL,153,112,35,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,TOTAL,,,,
AVOCADO HEIGHTS,0520004A,133,242,N,762,POLLING PLACE,150,93,44,
AVOCADO HEIGHTS,0520004A,133,242,N,,VBM PORTION,63,34,23,
AVOCADO HEIGHTS,0520004A,133,242,N,762,TOTAL,213,127,67,
AVOCADO HEIGHTS,0520005B,134,239,N,982,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,,VBM PORTION,28,14,11,
AVOCADO HEIGHTS,0520005B,134,239,N,982,TOTAL,28,14,11,
AVOCADO HEIGHTS,0520007A,135,242,N,498,POLLING PLACE,49,29,17,
AVOCADO HEIGHTS,0520007A,135,242,N,,VBM PORTION,12,9,2,
AVOCADO HEIGHTS,0520007A,135,242,N,498,TOTAL,61,38,19,
AVOCADO HEIGHTS,0520008B,136,240,N,117,POLLING PLACE,14,12,2,
AVOCADO HEIGHTS,0520008B,136,240,N,,VBM PORTION,1,,1,
AVOCADO HEIGHTS,0520008B,136,240,N,117,TOTAL,15,12,3,
AVOCADO HEIGHTS,0520009A,137,240,N,726,POLLING PLACE,144,88,53,
AVOCADO HEIGHTS,0520009A,137,240,N,,VBM PORTION,54,38,13,
AVOCADO HEIGHTS,0520009A,137,240,N,726,TOTAL,198,126,66,
AVOCADO HEIGHTS,0520009B,138,240,N,448,POLLING PLACE,82,56,22,
AVOCADO HEIGHTS,0520009B,138,240,N,,VBM PORTION,12,6,5,
AVOCADO HEIGHTS,0520009B,138,240,N,448,TOTAL,94,62,27,
AVOCADO HEIGHTS,0520010A,139,239,N,711,POLLING PLACE,114,80,27,
AVOCADO HEIGHTS,0520010A,139,239,N,,VBM PORTION,39,27,8,
AVOCADO HEIGHTS,0520010A,139,239,N,711,TOTAL,153,107,35,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,TOTAL,,,,
AVOCADO HEIGHTS,0520012A,140,240,N,474,POLLING PLACE,97,62,33,
AVOCADO HEIGHTS,0520012A,140,240,N,,VBM PORTION,26,10,12,
AVOCADO HEIGHTS,0520012A,140,240,N,474,TOTAL,123,72,45,
AVOCADO HEIGHTS,0520017A,141,239,N,557,POLLING PLACE,64,42,16,
AVOCADO HEIGHTS,0520017A,141,239,N,,VBM PORTION,20,9,10,
AVOCADO HEIGHTS,0520017A,141,239,N,557,TOTAL,84,51,26,
AZUSA,0550001A,142,133,N,108,POLLING PLACE,9,5,4,
AZUSA,0550001A,142,133,N,,VBM PORTION,4,1,2,
AZUSA,0550001A,142,133,N,108,TOTAL,13,6,6,
AZUSA,0550001B,6027,128,Y,76,POLLING PLACE,,,,
AZUSA,0550001B,6027,128,Y,,VBM PORTION,5,5,,
AZUSA,0550001B,6027,128,Y,76,TOTAL,5,5,,
AZUSA,0550002A,143,129,N,763,POLLING PLACE,152,84,62,
AZUSA,0550002A,143,129,N,,VBM PORTION,18,10,7,
AZUSA,0550002A,143,129,N,763,TOTAL,170,94,69,
AZUSA,0550008A,144,129,N,1035,POLLING PLACE,205,133,56,
AZUSA,0550008A,144,129,N,,VBM PORTION,36,20,15,
AZUSA,0550008A,144,129,N,1035,TOTAL,241,153,71,
AZUSA,0550009A,145,129,N,1156,POLLING PLACE,195,131,52,
AZUSA,0550009A,145,129,N,,VBM PORTION,55,33,19,
AZUSA,0550009A,145,129,N,1156,TOTAL,250,164,71,
AZUSA,0550010A,146,129,N,1139,POLLING PLACE,195,119,62,
AZUSA,0550010A,146,129,N,,VBM PORTION,50,37,10,
AZUSA,0550010A,146,129,N,1139,TOTAL,245,156,72,
AZUSA,0550010B,147,129,N,518,POLLING PLACE,66,39,19,
AZUSA,0550010B,147,129,N,,VBM PORTION,17,12,5,
AZUSA,0550010B,147,129,N,518,TOTAL,83,51,24,
AZUSA,0550010E,6028,128,Y,279,POLLING PLACE,,,,
AZUSA,0550010E,6028,128,Y,,VBM PORTION,24,19,5,
AZUSA,0550010E,6028,128,Y,279,TOTAL,24,19,5,
AZUSA,0550011A,148,129,N,627,POLLING PLACE,108,46,48,
AZUSA,0550011A,148,129,N,,VBM PORTION,73,37,33,
AZUSA,0550011A,148,129,N,627,TOTAL,181,83,81,
AZUSA,0550012A,149,129,N,599,POLLING PLACE,84,56,24,
AZUSA,0550012A,149,129,N,,VBM PORTION,18,8,7,
AZUSA,0550012A,149,129,N,599,TOTAL,102,64,31,
AZUSA,0550012E,150,129,N,738,POLLING PLACE,87,54,27,
AZUSA,0550012E,150,129,N,,VBM PORTION,45,26,15,
AZUSA,0550012E,150,129,N,738,TOTAL,132,80,42,
AZUSA,0550023B,151,128,N,915,POLLING PLACE,136,87,41,
AZUSA,0550023B,151,128,N,,VBM PORTION,48,33,13,
AZUSA,0550023B,151,128,N,915,TOTAL,184,120,54,
AZUSA,0550025B,152,129,N,488,POLLING PLACE,87,53,26,
AZUSA,0550025B,152,129,N,,VBM PORTION,20,12,7,
AZUSA,0550025B,152,129,N,488,TOTAL,107,65,33,
AZUSA,0550073A,153,129,N,830,POLLING PLACE,146,93,38,
AZUSA,0550073A,153,129,N,,VBM PORTION,63,36,26,
AZUSA,0550073A,153,129,N,830,TOTAL,209,129,64,
AZUSA,0550074A,154,129,N,1124,POLLING PLACE,197,99,67,
AZUSA,0550074A,154,129,N,,VBM PORTION,62,34,22,
AZUSA,0550074A,154,129,N,1124,TOTAL,259,133,89,
AZUSA,0550076A,155,128,N,561,POLLING PLACE,80,52,23,
AZUSA,0550076A,155,128,N,,VBM PORTION,24,12,10,
AZUSA,0550076A,155,128,N,561,TOTAL,104,64,33,
AZUSA,0550078A,156,129,N,1177,POLLING PLACE,175,124,40,
AZUSA,0550078A,156,129,N,,VBM PORTION,57,38,15,
AZUSA,0550078A,156,129,N,1177,TOTAL,232,162,55,
AZUSA,0550079A,157,128,N,940,POLLING PLACE,195,92,91,
AZUSA,0550079A,157,128,N,,VBM PORTION,174,76,75,
AZUSA,0550079A,157,128,N,940,TOTAL,369,168,166,
AZUSA,0550080A,158,129,N,1155,POLLING PLACE,224,125,79,
AZUSA,0550080A,158,129,N,,VBM PORTION,78,41,31,
AZUSA,0550080A,158,129,N,1155,TOTAL,302,166,110,
AZUSA,0550081A,159,129,N,569,POLLING PLACE,117,48,58,
AZUSA,0550081A,159,129,N,,VBM PORTION,54,26,27,
AZUSA,0550081A,159,129,N,569,TOTAL,171,74,85,
AZUSA,0550084B,160,129,N,868,POLLING PLACE,185,104,53,
AZUSA,0550084B,160,129,N,,VBM PORTION,72,24,41,
AZUSA,0550084B,160,129,N,868,TOTAL,257,128,94,
AZUSA,0550085A,161,129,N,922,POLLING PLACE,186,91,83,
AZUSA,0550085A,161,129,N,,VBM PORTION,70,41,25,
AZUSA,0550085A,161,129,N,922,TOTAL,256,132,108,
AZUSA,0550085C,6029,136,Y,,POLLING PLACE,,,,
AZUSA,0550085C,6029,136,Y,,VBM PORTION,,,,
AZUSA,0550085C,6029,136,Y,,TOTAL,,,,
AZUSA,0550085F,6030,137,Y,,POLLING PLACE,,,,
AZUSA,0550085F,6030,137,Y,,VBM PORTION,,,,
AZUSA,0550085F,6030,137,Y,,TOTAL,,,,
AZUSA,0550086A,162,130,N,759,POLLING PLACE,189,87,90,
AZUSA,0550086A,162,130,N,,VBM PORTION,63,33,29,
AZUSA,0550086A,162,130,N,759,TOTAL,252,120,119,
BALDWIN PARK,0600001A,163,138,N,999,POLLING PLACE,151,110,38,
BALDWIN PARK,0600001A,163,138,N,,VBM PORTION,33,26,7,
BALDWIN PARK,0600001A,163,138,N,999,TOTAL,184,136,45,
BALDWIN PARK,0600002A,164,138,N,1070,POLLING PLACE,130,107,20,
BALDWIN PARK,0600002A,164,138,N,,VBM PORTION,54,40,12,
BALDWIN PARK,0600002A,164,138,N,1070,TOTAL,184,147,32,
BALDWIN PARK,0600006A,165,138,N,1045,POLLING PLACE,189,135,45,
BALDWIN PARK,0600006A,165,138,N,,VBM PORTION,26,14,12,
BALDWIN PARK,0600006A,165,138,N,1045,TOTAL,215,149,57,
BALDWIN PARK,0600007A,166,138,N,852,POLLING PLACE,154,115,29,
BALDWIN PARK,0600007A,166,138,N,,VBM PORTION,45,31,9,
BALDWIN PARK,0600007A,166,138,N,852,TOTAL,199,146,38,
BALDWIN PARK,0600008A,167,138,N,1004,POLLING PLACE,167,115,32,
BALDWIN PARK,0600008A,167,138,N,,VBM PORTION,55,43,11,
BALDWIN PARK,0600008A,167,138,N,1004,TOTAL,222,158,43,
BALDWIN PARK,0600009A,168,138,N,1111,POLLING PLACE,149,105,39,
BALDWIN PARK,0600009A,168,138,N,,VBM PORTION,45,33,8,
BALDWIN PARK,0600009A,168,138,N,1111,TOTAL,194,138,47,
BALDWIN PARK,0600010A,169,138,N,950,POLLING PLACE,121,91,21,
BALDWIN PARK,0600010A,169,138,N,,VBM PORTION,51,39,8,
BALDWIN PARK,0600010A,169,138,N,950,TOTAL,172,130,29,
BALDWIN PARK,0600012A,170,138,N,1146,POLLING PLACE,151,112,28,
BALDWIN PARK,0600012A,170,138,N,,VBM PORTION,50,34,12,
BALDWIN PARK,0600012A,170,138,N,1146,TOTAL,201,146,40,
BALDWIN PARK,0600013A,171,138,N,1145,POLLING PLACE,168,119,38,
BALDWIN PARK,0600013A,171,138,N,,VBM PORTION,75,40,34,
BALDWIN PARK,0600013A,171,138,N,1145,TOTAL,243,159,72,
BALDWIN PARK,0600014A,172,138,N,1161,POLLING PLACE,168,119,39,
BALDWIN PARK,0600014A,172,138,N,,VBM PORTION,85,67,15,
BALDWIN PARK,0600014A,172,138,N,1161,TOTAL,253,186,54,
BALDWIN PARK,0600016A,173,138,N,1037,POLLING PLACE,151,107,33,
BALDWIN PARK,0600016A,173,138,N,,VBM PORTION,66,53,11,
BALDWIN PARK,0600016A,173,138,N,1037,TOTAL,217,160,44,
BALDWIN PARK,0600017A,174,133,N,464,POLLING PLACE,73,47,17,
BALDWIN PARK,0600017A,174,133,N,,VBM PORTION,28,22,5,
BALDWIN PARK,0600017A,174,133,N,464,TOTAL,101,69,22,
BALDWIN PARK,0600019A,175,138,N,1179,POLLING PLACE,198,130,49,
BALDWIN PARK,0600019A,175,138,N,,VBM PORTION,56,37,11,
BALDWIN PARK,0600019A,175,138,N,1179,TOTAL,254,167,60,
BALDWIN PARK,0600020A,176,138,N,1123,POLLING PLACE,174,114,50,
BALDWIN PARK,0600020A,176,138,N,,VBM PORTION,49,32,16,
BALDWIN PARK,0600020A,176,138,N,1123,TOTAL,223,146,66,
BALDWIN PARK,0600021B,177,138,N,788,POLLING PLACE,94,72,15,
BALDWIN PARK,0600021B,177,138,N,,VBM PORTION,38,22,14,
BALDWIN PARK,0600021B,177,138,N,788,TOTAL,132,94,29,
BALDWIN PARK,0600024E,178,138,N,1176,POLLING PLACE,172,118,47,
BALDWIN PARK,0600024E,178,138,N,,VBM PORTION,72,41,29,
BALDWIN PARK,0600024E,178,138,N,1176,TOTAL,244,159,76,
BALDWIN PARK,0600025A,179,138,N,704,POLLING PLACE,96,64,23,
BALDWIN PARK,0600025A,179,138,N,,VBM PORTION,33,20,10,
BALDWIN PARK,0600025A,179,138,N,704,TOTAL,129,84,33,
BALDWIN PARK,0600026A,180,138,N,909,POLLING PLACE,166,118,38,
BALDWIN PARK,0600026A,180,138,N,,VBM PORTION,34,16,15,
BALDWIN PARK,0600026A,180,138,N,909,TOTAL,200,134,53,
BALDWIN PARK,0600027A,181,138,N,1115,POLLING PLACE,161,115,32,
BALDWIN PARK,0600027A,181,138,N,,VBM PORTION,57,45,12,
BALDWIN PARK,0600027A,181,138,N,1115,TOTAL,218,160,44,
BALDWIN PARK,0600028A,182,138,N,942,POLLING PLACE,109,75,26,
BALDWIN PARK,0600028A,182,138,N,,VBM PORTION,48,36,9,
BALDWIN PARK,0600028A,182,138,N,942,TOTAL,157,111,35,
BALDWIN PARK,0600029A,183,138,N,1033,POLLING PLACE,103,72,18,
BALDWIN PARK,0600029A,183,138,N,,VBM PORTION,41,33,4,
BALDWIN PARK,0600029A,183,138,N,1033,TOTAL,144,105,22,
BALDWIN PARK,0600030A,184,138,N,644,POLLING PLACE,77,54,17,
BALDWIN PARK,0600030A,184,138,N,,VBM PORTION,30,21,8,
BALDWIN PARK,0600030A,184,138,N,644,TOTAL,107,75,25,
BALDWIN PARK,0600030F,6031,132,Y,127,POLLING PLACE,,,,
BALDWIN PARK,0600030F,6031,132,Y,,VBM PORTION,10,8,1,
BALDWIN PARK,0600030F,6031,132,Y,127,TOTAL,10,8,1,
BALDWIN PARK,0600034A,185,138,N,961,POLLING PLACE,115,76,28,
BALDWIN PARK,0600034A,185,138,N,,VBM PORTION,29,23,5,
BALDWIN PARK,0600034A,185,138,N,961,TOTAL,144,99,33,
BALDWIN PARK,0600035A,186,138,N,1052,POLLING PLACE,162,119,29,
BALDWIN PARK,0600035A,186,138,N,,VBM PORTION,40,32,8,
BALDWIN PARK,0600035A,186,138,N,1052,TOTAL,202,151,37,
BALDWIN PARK,0600036A,187,138,N,899,POLLING PLACE,161,111,45,
BALDWIN PARK,0600036A,187,138,N,,VBM PORTION,57,38,16,
BALDWIN PARK,0600036A,187,138,N,899,TOTAL,218,149,61,
BALDWIN PARK,0600037A,188,138,N,1082,POLLING PLACE,152,115,29,
BALDWIN PARK,0600037A,188,138,N,,VBM PORTION,40,29,11,
BALDWIN PARK,0600037A,188,138,N,1082,TOTAL,192,144,40,
BALDWIN PARK,0600041B,189,138,N,952,POLLING PLACE,178,124,38,
BALDWIN PARK,0600041B,189,138,N,,VBM PORTION,39,22,13,
BALDWIN PARK,0600041B,189,138,N,952,TOTAL,217,146,51,
BALDWIN PARK,0600052C,190,138,N,1016,POLLING PLACE,168,127,31,
BALDWIN PARK,0600052C,190,138,N,,VBM PORTION,25,17,7,
BALDWIN PARK,0600052C,190,138,N,1016,TOTAL,193,144,38,
BASSETT,0670005A,191,131,N,746,POLLING PLACE,113,90,18,
BASSETT,0670005A,191,131,N,,VBM PORTION,28,21,4,
BASSETT,0670005A,191,131,N,746,TOTAL,141,111,22,
BASSETT,0670006A,192,131,N,1027,POLLING PLACE,166,115,37,
BASSETT,0670006A,192,131,N,,VBM PORTION,44,36,5,
BASSETT,0670006A,192,131,N,1027,TOTAL,210,151,42,
BASSETT,0670010A,193,131,N,709,POLLING PLACE,104,73,23,
BASSETT,0670010A,193,131,N,,VBM PORTION,28,21,6,
BASSETT,0670010A,193,131,N,709,TOTAL,132,94,29,
BASSETT,0670141A,194,131,N,1113,POLLING PLACE,182,120,44,
BASSETT,0670141A,194,131,N,,VBM PORTION,43,29,11,
BASSETT,0670141A,194,131,N,1113,TOTAL,225,149,55,
BASSETT,0670142A,195,131,N,593,POLLING PLACE,103,68,29,
BASSETT,0670142A,195,131,N,,VBM PORTION,24,14,10,
BASSETT,0670142A,195,131,N,593,TOTAL,127,82,39,
BASSETT,0670143A,196,131,N,977,POLLING PLACE,171,123,36,
BASSETT,0670143A,196,131,N,,VBM PORTION,35,25,10,
BASSETT,0670143A,196,131,N,977,TOTAL,206,148,46,
BASSETT,0670144A,197,131,N,947,POLLING PLACE,167,132,28,
BASSETT,0670144A,197,131,N,,VBM PORTION,39,29,9,
BASSETT,0670144A,197,131,N,947,TOTAL,206,161,37,
BELL,0700001A,198,347,N,957,POLLING PLACE,136,110,20,
BELL,0700001A,198,347,N,,VBM PORTION,26,24,2,
BELL,0700001A,198,347,N,957,TOTAL,162,134,22,
BELL,0700002A,199,347,N,967,POLLING PLACE,154,110,23,
BELL,0700002A,199,347,N,,VBM PORTION,17,14,3,
BELL,0700002A,199,347,N,967,TOTAL,171,124,26,
BELL,0700005A,200,347,N,1135,POLLING PLACE,122,90,25,
BELL,0700005A,200,347,N,,VBM PORTION,41,29,5,
BELL,0700005A,200,347,N,1135,TOTAL,163,119,30,
BELL,0700007B,201,347,N,1146,POLLING PLACE,165,128,22,
BELL,0700007B,201,347,N,,VBM PORTION,38,25,11,
BELL,0700007B,201,347,N,1146,TOTAL,203,153,33,
BELL,0700008A,202,347,N,1081,POLLING PLACE,179,141,30,
BELL,0700008A,202,347,N,,VBM PORTION,27,13,13,
BELL,0700008A,202,347,N,1081,TOTAL,206,154,43,
BELL,0700010A,203,347,N,1170,POLLING PLACE,152,122,24,
BELL,0700010A,203,347,N,,VBM PORTION,51,37,11,
BELL,0700010A,203,347,N,1170,TOTAL,203,159,35,
BELL,0700011A,204,347,N,1142,POLLING PLACE,201,138,29,
BELL,0700011A,204,347,N,,VBM PORTION,37,20,16,
BELL,0700011A,204,347,N,1142,TOTAL,238,158,45,
BELL,0700013A,205,347,N,1002,POLLING PLACE,160,123,26,
BELL,0700013A,205,347,N,,VBM PORTION,48,28,15,
BELL,0700013A,205,347,N,1002,TOTAL,208,151,41,
BELL,0700017A,206,347,N,887,POLLING PLACE,147,113,19,
BELL,0700017A,206,347,N,,VBM PORTION,29,18,11,
BELL,0700017A,206,347,N,887,TOTAL,176,131,30,
BELL,0700018A,207,347,N,1047,POLLING PLACE,189,136,36,
BELL,0700018A,207,347,N,,VBM PORTION,17,11,6,
BELL,0700018A,207,347,N,1047,TOTAL,206,147,42,
BELLFLOWER,0750006A,208,302,N,825,POLLING PLACE,140,78,55,
BELLFLOWER,0750006A,208,302,N,,VBM PORTION,62,34,21,
BELLFLOWER,0750006A,208,302,N,825,TOTAL,202,112,76,
BELLFLOWER,0750009A,209,301,N,1074,POLLING PLACE,196,101,82,
BELLFLOWER,0750009A,209,301,N,,VBM PORTION,68,26,39,
BELLFLOWER,0750009A,209,301,N,1074,TOTAL,264,127,121,
BELLFLOWER,0750010A,210,301,N,1000,POLLING PLACE,120,75,40,
BELLFLOWER,0750010A,210,301,N,,VBM PORTION,51,31,17,
BELLFLOWER,0750010A,210,301,N,1000,TOTAL,171,106,57,
BELLFLOWER,0750011A,211,292,N,1111,POLLING PLACE,219,105,97,
BELLFLOWER,0750011A,211,292,N,,VBM PORTION,57,28,28,
BELLFLOWER,0750011A,211,292,N,1111,TOTAL,276,133,125,
BELLFLOWER,0750012A,212,284,N,571,POLLING PLACE,62,46,13,
BELLFLOWER,0750012A,212,284,N,,VBM PORTION,23,12,9,
BELLFLOWER,0750012A,212,284,N,571,TOTAL,85,58,22,
BELLFLOWER,0750012D,213,286,N,873,POLLING PLACE,74,52,16,
BELLFLOWER,0750012D,213,286,N,,VBM PORTION,19,7,11,
BELLFLOWER,0750012D,213,286,N,873,TOTAL,93,59,27,
BELLFLOWER,0750013A,214,300,N,140,POLLING PLACE,9,6,3,
BELLFLOWER,0750013A,214,300,N,,VBM PORTION,7,6,1,
BELLFLOWER,0750013A,214,300,N,140,TOTAL,16,12,4,
BELLFLOWER,0750014A,215,292,N,955,POLLING PLACE,134,75,49,
BELLFLOWER,0750014A,215,292,N,,VBM PORTION,46,25,18,
BELLFLOWER,0750014A,215,292,N,955,TOTAL,180,100,67,
BELLFLOWER,0750016A,216,292,N,1146,POLLING PLACE,141,89,49,
BELLFLOWER,0750016A,216,292,N,,VBM PORTION,70,40,27,
BELLFLOWER,0750016A,216,292,N,1146,TOTAL,211,129,76,
BELLFLOWER,0750017B,217,292,N,1153,POLLING PLACE,100,69,25,
BELLFLOWER,0750017B,217,292,N,,VBM PORTION,42,23,17,
BELLFLOWER,0750017B,217,292,N,1153,TOTAL,142,92,42,
BELLFLOWER,0750019A,218,292,N,1077,POLLING PLACE,137,87,39,
BELLFLOWER,0750019A,218,292,N,,VBM PORTION,51,30,16,
BELLFLOWER,0750019A,218,292,N,1077,TOTAL,188,117,55,
BELLFLOWER,0750021A,219,301,N,829,POLLING PLACE,135,82,48,
BELLFLOWER,0750021A,219,301,N,,VBM PORTION,66,38,21,
BELLFLOWER,0750021A,219,301,N,829,TOTAL,201,120,69,
BELLFLOWER,0750022A,220,284,N,1011,POLLING PLACE,204,94,95,
BELLFLOWER,0750022A,220,284,N,,VBM PORTION,66,35,29,
BELLFLOWER,0750022A,220,284,N,1011,TOTAL,270,129,124,
BELLFLOWER,0750024A,221,293,N,1039,POLLING PLACE,167,101,57,
BELLFLOWER,0750024A,221,293,N,,VBM PORTION,54,33,17,
BELLFLOWER,0750024A,221,293,N,1039,TOTAL,221,134,74,
BELLFLOWER,0750025A,222,301,N,565,POLLING PLACE,96,68,27,
BELLFLOWER,0750025A,222,301,N,,VBM PORTION,50,28,17,
BELLFLOWER,0750025A,222,301,N,565,TOTAL,146,96,44,
BELLFLOWER,0750027A,223,284,N,1026,POLLING PLACE,121,79,36,
BELLFLOWER,0750027A,223,284,N,,VBM PORTION,58,27,25,
BELLFLOWER,0750027A,223,284,N,1026,TOTAL,179,106,61,
BELLFLOWER,0750028A,224,292,N,1021,POLLING PLACE,165,92,60,
BELLFLOWER,0750028A,224,292,N,,VBM PORTION,60,25,32,
BELLFLOWER,0750028A,224,292,N,1021,TOTAL,225,117,92,
BELLFLOWER,0750029C,225,285,N,823,POLLING PLACE,98,69,23,
BELLFLOWER,0750029C,225,285,N,,VBM PORTION,31,16,14,
BELLFLOWER,0750029C,225,285,N,823,TOTAL,129,85,37,
BELLFLOWER,0750030A,226,284,N,1060,POLLING PLACE,192,115,62,
BELLFLOWER,0750030A,226,284,N,,VBM PORTION,72,39,30,
BELLFLOWER,0750030A,226,284,N,1060,TOTAL,264,154,92,
BELLFLOWER,0750031C,227,285,N,907,POLLING PLACE,99,70,27,
BELLFLOWER,0750031C,227,285,N,,VBM PORTION,44,28,15,
BELLFLOWER,0750031C,227,285,N,907,TOTAL,143,98,42,
BELLFLOWER,0750032A,228,284,N,827,POLLING PLACE,112,82,28,
BELLFLOWER,0750032A,228,284,N,,VBM PORTION,30,16,14,
BELLFLOWER,0750032A,228,284,N,827,TOTAL,142,98,42,
BELLFLOWER,0750032C,229,284,N,693,POLLING PLACE,100,68,26,
BELLFLOWER,0750032C,229,284,N,,VBM PORTION,37,23,11,
