LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACK ORSWELL,JUDY CHU,
BALLOT GROUP 27,9990027A,8027,27,N,,TOTAL,,,,
BALLOT GROUP 28,9990028A,8028,28,N,,POLLING PLACE,,,,
BALLOT GROUP 28,9990028A,8028,28,N,,VBM PORTION,,,,
BALLOT GROUP 28,9990028A,8028,28,N,,TOTAL,,,,
BALLOT GROUP 73,9990073A,8073,73,N,,POLLING PLACE,,,,
BALLOT GROUP 73,9990073A,8073,73,N,,VBM PORTION,,,,
BALLOT GROUP 73,9990073A,8073,73,N,,TOTAL,,,,
BALLOT GROUP 74,9990074A,8074,74,N,,POLLING PLACE,,,,
BALLOT GROUP 74,9990074A,8074,74,N,,VBM PORTION,,,,
BALLOT GROUP 74,9990074A,8074,74,N,,TOTAL,,,,
BALLOT GROUP 75,9990075A,8075,75,N,,POLLING PLACE,,,,
BALLOT GROUP 75,9990075A,8075,75,N,,VBM PORTION,,,,
BALLOT GROUP 75,9990075A,8075,75,N,,TOTAL,,,,
BALLOT GROUP 76,9990076A,8076,76,N,,POLLING PLACE,,,,
BALLOT GROUP 76,9990076A,8076,76,N,,VBM PORTION,,,,
BALLOT GROUP 76,9990076A,8076,76,N,,TOTAL,,,,
BALLOT GROUP 77,9990077A,8077,77,N,,POLLING PLACE,,,,
BALLOT GROUP 77,9990077A,8077,77,N,,VBM PORTION,,,,
BALLOT GROUP 77,9990077A,8077,77,N,,TOTAL,,,,
BALLOT GROUP 79,9990079A,8079,79,N,,POLLING PLACE,,,,
BALLOT GROUP 79,9990079A,8079,79,N,,VBM PORTION,,,,
BALLOT GROUP 79,9990079A,8079,79,N,,TOTAL,,,,
BALLOT GROUP 80,9990080A,8080,80,N,,POLLING PLACE,,,,
BALLOT GROUP 80,9990080A,8080,80,N,,VBM PORTION,,,,
BALLOT GROUP 80,9990080A,8080,80,N,,TOTAL,,,,
BALLOT GROUP 81,9990081A,8081,81,N,,POLLING PLACE,,,,
BALLOT GROUP 81,9990081A,8081,81,N,,VBM PORTION,,,,
BALLOT GROUP 81,9990081A,8081,81,N,,TOTAL,,,,
BALLOT GROUP 82,9990082A,8082,82,N,,POLLING PLACE,,,,
BALLOT GROUP 82,9990082A,8082,82,N,,VBM PORTION,,,,
BALLOT GROUP 82,9990082A,8082,82,N,,TOTAL,,,,
BALLOT GROUP 83,9990083A,8083,83,N,,POLLING PLACE,,,,
BALLOT GROUP 83,9990083A,8083,83,N,,VBM PORTION,,,,
BALLOT GROUP 83,9990083A,8083,83,N,,TOTAL,,,,
BALLOT GROUP 84,9990084A,8084,84,N,,POLLING PLACE,,,,
BALLOT GROUP 84,9990084A,8084,84,N,,VBM PORTION,,,,
BALLOT GROUP 84,9990084A,8084,84,N,,TOTAL,,,,
BALLOT GROUP 85,9990085A,8085,85,N,,POLLING PLACE,,,,
BALLOT GROUP 85,9990085A,8085,85,N,,VBM PORTION,,,,
BALLOT GROUP 85,9990085A,8085,85,N,,TOTAL,,,,
BALLOT GROUP 86,9990086A,8086,86,N,,POLLING PLACE,,,,
BALLOT GROUP 86,9990086A,8086,86,N,,VBM PORTION,,,,
BALLOT GROUP 86,9990086A,8086,86,N,,TOTAL,,,,
BALLOT GROUP 87,9990087A,8087,87,N,,POLLING PLACE,,,,
BALLOT GROUP 87,9990087A,8087,87,N,,VBM PORTION,,,,
BALLOT GROUP 87,9990087A,8087,87,N,,TOTAL,,,,
BALLOT GROUP 88,9990088A,8088,88,N,,POLLING PLACE,,,,
BALLOT GROUP 88,9990088A,8088,88,N,,VBM PORTION,,,,
BALLOT GROUP 88,9990088A,8088,88,N,,TOTAL,,,,
BALLOT GROUP 89,9990089A,8089,89,N,,POLLING PLACE,,,,
BALLOT GROUP 89,9990089A,8089,89,N,,VBM PORTION,,,,
BALLOT GROUP 89,9990089A,8089,89,N,,TOTAL,,,,
BALLOT GROUP 96,9990096A,8096,96,N,,POLLING PLACE,,,,
BALLOT GROUP 96,9990096A,8096,96,N,,VBM PORTION,,,,
BALLOT GROUP 96,9990096A,8096,96,N,,TOTAL,,,,
BALLOT GROUP 101,9990101A,8101,101,N,,POLLING PLACE,,,,
BALLOT GROUP 101,9990101A,8101,101,N,,VBM PORTION,,,,
BALLOT GROUP 101,9990101A,8101,101,N,,TOTAL,,,,
BALLOT GROUP 139,9990139A,8139,139,N,,POLLING PLACE,,,,
BALLOT GROUP 139,9990139A,8139,139,N,,VBM PORTION,,,,
BALLOT GROUP 139,9990139A,8139,139,N,,TOTAL,,,,
BALLOT GROUP 140,9990140A,8140,140,N,,POLLING PLACE,,,,
BALLOT GROUP 140,9990140A,8140,140,N,,VBM PORTION,,,,
BALLOT GROUP 140,9990140A,8140,140,N,,TOTAL,,,,
BALLOT GROUP 141,9990141A,8141,141,N,,POLLING PLACE,,,,
BALLOT GROUP 141,9990141A,8141,141,N,,VBM PORTION,,,,
BALLOT GROUP 141,9990141A,8141,141,N,,TOTAL,,,,
BALLOT GROUP 148,9990148A,8148,148,N,,POLLING PLACE,,,,
BALLOT GROUP 148,9990148A,8148,148,N,,VBM PORTION,,,,
BALLOT GROUP 148,9990148A,8148,148,N,,TOTAL,,,,
BALLOT GROUP 149,9990149A,8149,149,N,,POLLING PLACE,,,,
BALLOT GROUP 149,9990149A,8149,149,N,,VBM PORTION,,,,
BALLOT GROUP 149,9990149A,8149,149,N,,TOTAL,,,,
BALLOT GROUP 150,9990150A,8150,150,N,,POLLING PLACE,,,,
BALLOT GROUP 150,9990150A,8150,150,N,,VBM PORTION,,,,
BALLOT GROUP 150,9990150A,8150,150,N,,TOTAL,,,,
BALLOT GROUP 151,9990151A,8151,151,N,,POLLING PLACE,,,,
BALLOT GROUP 151,9990151A,8151,151,N,,VBM PORTION,,,,
BALLOT GROUP 151,9990151A,8151,151,N,,TOTAL,,,,
BALLOT GROUP 152,9990152A,8152,152,N,,POLLING PLACE,,,,
BALLOT GROUP 152,9990152A,8152,152,N,,VBM PORTION,,,,
BALLOT GROUP 152,9990152A,8152,152,N,,TOTAL,,,,
BALLOT GROUP 153,9990153A,8153,153,N,,POLLING PLACE,,,,
BALLOT GROUP 153,9990153A,8153,153,N,,VBM PORTION,,,,
BALLOT GROUP 153,9990153A,8153,153,N,,TOTAL,,,,
BALLOT GROUP 154,9990154A,8154,154,N,,POLLING PLACE,,,,
BALLOT GROUP 154,9990154A,8154,154,N,,VBM PORTION,,,,
BALLOT GROUP 154,9990154A,8154,154,N,,TOTAL,,,,
BALLOT GROUP 155,9990155A,8155,155,N,,POLLING PLACE,,,,
BALLOT GROUP 155,9990155A,8155,155,N,,VBM PORTION,,,,
BALLOT GROUP 155,9990155A,8155,155,N,,TOTAL,,,,
BALLOT GROUP 156,9990156A,8156,156,N,,POLLING PLACE,,,,
BALLOT GROUP 156,9990156A,8156,156,N,,VBM PORTION,,,,
BALLOT GROUP 156,9990156A,8156,156,N,,TOTAL,,,,
BALLOT GROUP 157,9990157A,8157,157,N,,POLLING PLACE,,,,
BALLOT GROUP 157,9990157A,8157,157,N,,VBM PORTION,,,,
BALLOT GROUP 157,9990157A,8157,157,N,,TOTAL,,,,
BALLOT GROUP 158,9990158A,8158,158,N,,POLLING PLACE,,,,
BALLOT GROUP 158,9990158A,8158,158,N,,VBM PORTION,,,,
BALLOT GROUP 158,9990158A,8158,158,N,,TOTAL,,,,
BALLOT GROUP 159,9990159A,8159,159,N,,POLLING PLACE,,,,
BALLOT GROUP 159,9990159A,8159,159,N,,VBM PORTION,,,,
BALLOT GROUP 159,9990159A,8159,159,N,,TOTAL,,,,
BALLOT GROUP 160,9990160A,8160,160,N,,POLLING PLACE,,,,
BALLOT GROUP 160,9990160A,8160,160,N,,VBM PORTION,,,,
BALLOT GROUP 160,9990160A,8160,160,N,,TOTAL,,,,
BALLOT GROUP 161,9990161A,8161,161,N,,POLLING PLACE,,,,
BALLOT GROUP 161,9990161A,8161,161,N,,VBM PORTION,,,,
BALLOT GROUP 161,9990161A,8161,161,N,,TOTAL,,,,
BALLOT GROUP 162,9990162A,8162,162,N,,POLLING PLACE,,,,
BALLOT GROUP 162,9990162A,8162,162,N,,VBM PORTION,,,,
BALLOT GROUP 162,9990162A,8162,162,N,,TOTAL,,,,
BALLOT GROUP 163,9990163A,8163,163,N,,POLLING PLACE,,,,
BALLOT GROUP 163,9990163A,8163,163,N,,VBM PORTION,,,,
BALLOT GROUP 163,9990163A,8163,163,N,,TOTAL,,,,
BALLOT GROUP 174,9990174A,8174,174,N,,POLLING PLACE,,,,
BALLOT GROUP 174,9990174A,8174,174,N,,VBM PORTION,,,,
BALLOT GROUP 174,9990174A,8174,174,N,,TOTAL,,,,
BALLOT GROUP 202,9990202A,8202,202,N,,POLLING PLACE,,,,
BALLOT GROUP 202,9990202A,8202,202,N,,VBM PORTION,,,,
BALLOT GROUP 202,9990202A,8202,202,N,,TOTAL,,,,
