LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TED LIEU,ELAN CARR,
LOS ANGELES,9001389A,3704,322,N,677,TOTAL,251,141,99,
LOS ANGELES,9001391A,3705,183,N,1019,POLLING PLACE,203,132,64,
LOS ANGELES,9001391A,3705,183,N,,VBM PORTION,98,49,46,
LOS ANGELES,9001391A,3705,183,N,1019,TOTAL,301,181,110,
LOS ANGELES,9001402A,3707,183,N,755,POLLING PLACE,101,68,31,
LOS ANGELES,9001402A,3707,183,N,,VBM PORTION,125,48,68,
LOS ANGELES,9001402A,3707,183,N,755,TOTAL,226,116,99,
LOS ANGELES,9001408A,3710,183,N,628,POLLING PLACE,119,66,44,
LOS ANGELES,9001408A,3710,183,N,,VBM PORTION,78,39,35,
LOS ANGELES,9001408A,3710,183,N,628,TOTAL,197,105,79,
LOS ANGELES,9001413A,3712,183,N,1187,POLLING PLACE,198,132,58,
LOS ANGELES,9001413A,3712,183,N,,VBM PORTION,179,95,75,
LOS ANGELES,9001413A,3712,183,N,1187,TOTAL,377,227,133,
LOS ANGELES,9001418A,3713,183,N,938,POLLING PLACE,210,97,104,
LOS ANGELES,9001418A,3713,183,N,,VBM PORTION,117,43,68,
LOS ANGELES,9001418A,3713,183,N,938,TOTAL,327,140,172,
LOS ANGELES,9001418G,6284,183,Y,14,POLLING PLACE,,,,
LOS ANGELES,9001418G,6284,183,Y,,VBM PORTION,3,,3,
LOS ANGELES,9001418G,6284,183,Y,14,TOTAL,3,,3,
LOS ANGELES,9001438A,3725,183,N,1155,POLLING PLACE,149,93,48,
LOS ANGELES,9001438A,3725,183,N,,VBM PORTION,115,72,38,
LOS ANGELES,9001438A,3725,183,N,1155,TOTAL,264,165,86,
LOS ANGELES,9001441A,3727,183,N,1061,POLLING PLACE,155,108,40,
LOS ANGELES,9001441A,3727,183,N,,VBM PORTION,78,50,24,
LOS ANGELES,9001441A,3727,183,N,1061,TOTAL,233,158,64,
LOS ANGELES,9001442A,3728,183,N,815,POLLING PLACE,102,69,26,
LOS ANGELES,9001442A,3728,183,N,,VBM PORTION,80,47,23,
LOS ANGELES,9001442A,3728,183,N,815,TOTAL,182,116,49,
LOS ANGELES,9001542A,3769,320,N,752,POLLING PLACE,153,133,14,
LOS ANGELES,9001542A,3769,320,N,,VBM PORTION,39,29,8,
LOS ANGELES,9001542A,3769,320,N,752,TOTAL,192,162,22,
LOS ANGELES,9001545A,3771,320,N,852,POLLING PLACE,170,140,19,
LOS ANGELES,9001545A,3771,320,N,,VBM PORTION,35,31,4,
LOS ANGELES,9001545A,3771,320,N,852,TOTAL,205,171,23,
LOS ANGELES,9001546A,3772,320,N,864,POLLING PLACE,184,156,16,
LOS ANGELES,9001546A,3772,320,N,,VBM PORTION,25,20,5,
LOS ANGELES,9001546A,3772,320,N,864,TOTAL,209,176,21,
LOS ANGELES,9001547A,3773,320,N,844,POLLING PLACE,214,187,21,
LOS ANGELES,9001547A,3773,320,N,,VBM PORTION,55,49,6,
LOS ANGELES,9001547A,3773,320,N,844,TOTAL,269,236,27,
LOS ANGELES,9001549A,3774,320,N,878,POLLING PLACE,224,183,34,
LOS ANGELES,9001549A,3774,320,N,,VBM PORTION,72,53,17,
LOS ANGELES,9001549A,3774,320,N,878,TOTAL,296,236,51,
LOS ANGELES,9001553B,3776,320,N,796,POLLING PLACE,231,170,56,
LOS ANGELES,9001553B,3776,320,N,,VBM PORTION,47,35,12,
LOS ANGELES,9001553B,3776,320,N,796,TOTAL,278,205,68,
LOS ANGELES,9001608A,3804,183,N,1289,POLLING PLACE,327,227,90,
LOS ANGELES,9001608A,3804,183,N,,VBM PORTION,87,49,36,
LOS ANGELES,9001608A,3804,183,N,1289,TOTAL,414,276,126,
LOS ANGELES,9001613D,3806,183,N,602,POLLING PLACE,115,61,52,
LOS ANGELES,9001613D,3806,183,N,,VBM PORTION,83,24,54,
LOS ANGELES,9001613D,3806,183,N,602,TOTAL,198,85,106,
LOS ANGELES,9001623A,3810,183,N,834,POLLING PLACE,203,110,81,
LOS ANGELES,9001623A,3810,183,N,,VBM PORTION,77,38,36,
LOS ANGELES,9001623A,3810,183,N,834,TOTAL,280,148,117,
LOS ANGELES,9001857A,3904,220,N,1264,POLLING PLACE,125,67,46,
LOS ANGELES,9001857A,3904,220,N,,VBM PORTION,207,113,84,
LOS ANGELES,9001857A,3904,220,N,1264,TOTAL,332,180,130,
LOS ANGELES,9001874A,3908,323,N,1041,POLLING PLACE,143,102,36,
LOS ANGELES,9001874A,3908,323,N,,VBM PORTION,118,63,47,
LOS ANGELES,9001874A,3908,323,N,1041,TOTAL,261,165,83,
LOS ANGELES,9001884A,3912,320,N,788,POLLING PLACE,151,114,32,
LOS ANGELES,9001884A,3912,320,N,,VBM PORTION,60,38,17,
LOS ANGELES,9001884A,3912,320,N,788,TOTAL,211,152,49,
LOS ANGELES,9001884C,6287,321,Y,124,POLLING PLACE,,,,
LOS ANGELES,9001884C,6287,321,Y,,VBM PORTION,28,10,18,
LOS ANGELES,9001884C,6287,321,Y,124,TOTAL,28,10,18,
LOS ANGELES,9001938A,3935,320,N,742,POLLING PLACE,138,107,22,
LOS ANGELES,9001938A,3935,320,N,,VBM PORTION,37,26,9,
LOS ANGELES,9001938A,3935,320,N,742,TOTAL,175,133,31,
LOS ANGELES,9002231A,4070,183,N,947,POLLING PLACE,160,83,68,
LOS ANGELES,9002231A,4070,183,N,,VBM PORTION,62,27,33,
LOS ANGELES,9002231A,4070,183,N,947,TOTAL,222,110,101,
LOS ANGELES,9002232A,4071,183,N,990,POLLING PLACE,219,179,29,
LOS ANGELES,9002232A,4071,183,N,,VBM PORTION,36,27,9,
LOS ANGELES,9002232A,4071,183,N,990,TOTAL,255,206,38,
LOS ANGELES,9002234A,4072,183,N,820,POLLING PLACE,181,158,20,
LOS ANGELES,9002234A,4072,183,N,,VBM PORTION,30,22,7,
LOS ANGELES,9002234A,4072,183,N,820,TOTAL,211,180,27,
LOS ANGELES,9002237A,4073,183,N,712,POLLING PLACE,115,72,41,
LOS ANGELES,9002237A,4073,183,N,,VBM PORTION,47,32,10,
LOS ANGELES,9002237A,4073,183,N,712,TOTAL,162,104,51,
LOS ANGELES,9002238A,4074,183,N,1000,POLLING PLACE,240,172,58,
LOS ANGELES,9002238A,4074,183,N,,VBM PORTION,73,53,16,
LOS ANGELES,9002238A,4074,183,N,1000,TOTAL,313,225,74,
LOS ANGELES,9002238C,6291,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9002238C,6291,184,Y,,VBM PORTION,,,,
LOS ANGELES,9002238C,6291,184,Y,,TOTAL,,,,
LOS ANGELES,9002239A,4075,183,N,360,POLLING PLACE,101,63,37,
LOS ANGELES,9002239A,4075,183,N,,VBM PORTION,30,14,14,
LOS ANGELES,9002239A,4075,183,N,360,TOTAL,131,77,51,
LOS ANGELES,9002250A,4078,183,N,842,POLLING PLACE,181,148,24,
LOS ANGELES,9002250A,4078,183,N,,VBM PORTION,49,39,6,
LOS ANGELES,9002250A,4078,183,N,842,TOTAL,230,187,30,
LOS ANGELES,9002251A,4079,183,N,244,POLLING PLACE,24,15,8,
LOS ANGELES,9002251A,4079,183,N,,VBM PORTION,15,9,5,
LOS ANGELES,9002251A,4079,183,N,244,TOTAL,39,24,13,
LOS ANGELES,9002251B,6292,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9002251B,6292,184,Y,,VBM PORTION,,,,
LOS ANGELES,9002251B,6292,184,Y,,TOTAL,,,,
LOS ANGELES,9002252A,4080,183,N,990,POLLING PLACE,167,124,35,
LOS ANGELES,9002252A,4080,183,N,,VBM PORTION,64,38,20,
LOS ANGELES,9002252A,4080,183,N,990,TOTAL,231,162,55,
LOS ANGELES,9002262B,4082,183,N,968,POLLING PLACE,156,115,32,
LOS ANGELES,9002262B,4082,183,N,,VBM PORTION,59,50,7,
LOS ANGELES,9002262B,4082,183,N,968,TOTAL,215,165,39,
LOS ANGELES,9002265B,4084,183,N,959,POLLING PLACE,246,184,42,
LOS ANGELES,9002265B,4084,183,N,,VBM PORTION,68,49,16,
LOS ANGELES,9002265B,4084,183,N,959,TOTAL,314,233,58,
LOS ANGELES,9002270A,4087,183,N,1029,POLLING PLACE,194,166,23,
LOS ANGELES,9002270A,4087,183,N,,VBM PORTION,69,45,17,
LOS ANGELES,9002270A,4087,183,N,1029,TOTAL,263,211,40,
LOS ANGELES,9002271A,4088,183,N,960,POLLING PLACE,187,140,33,
LOS ANGELES,9002271A,4088,183,N,,VBM PORTION,82,57,20,
LOS ANGELES,9002271A,4088,183,N,960,TOTAL,269,197,53,
LOS ANGELES,9002273A,4089,183,N,898,POLLING PLACE,192,142,46,
LOS ANGELES,9002273A,4089,183,N,,VBM PORTION,60,33,25,
LOS ANGELES,9002273A,4089,183,N,898,TOTAL,252,175,71,
LOS ANGELES,9002279A,4090,183,N,1030,POLLING PLACE,198,144,45,
LOS ANGELES,9002279A,4090,183,N,,VBM PORTION,102,73,23,
LOS ANGELES,9002279A,4090,183,N,1030,TOTAL,300,217,68,
LOS ANGELES,9002280A,4091,183,N,1227,POLLING PLACE,219,163,42,
LOS ANGELES,9002280A,4091,183,N,,VBM PORTION,88,76,9,
LOS ANGELES,9002280A,4091,183,N,1227,TOTAL,307,239,51,
LOS ANGELES,9002388A,4142,320,N,777,POLLING PLACE,128,101,20,
LOS ANGELES,9002388A,4142,320,N,,VBM PORTION,25,20,4,
LOS ANGELES,9002388A,4142,320,N,777,TOTAL,153,121,24,
LOS ANGELES,9002389A,4143,320,N,688,POLLING PLACE,179,151,26,
LOS ANGELES,9002389A,4143,320,N,,VBM PORTION,54,30,22,
LOS ANGELES,9002389A,4143,320,N,688,TOTAL,233,181,48,
LOS ANGELES,9002392A,4144,322,N,806,POLLING PLACE,164,120,37,
LOS ANGELES,9002392A,4144,322,N,,VBM PORTION,58,40,15,
LOS ANGELES,9002392A,4144,322,N,806,TOTAL,222,160,52,
LOS ANGELES,9002393A,4145,320,N,706,POLLING PLACE,206,174,23,
LOS ANGELES,9002393A,4145,320,N,,VBM PORTION,63,44,17,
LOS ANGELES,9002393A,4145,320,N,706,TOTAL,269,218,40,
LOS ANGELES,9002415A,4154,322,N,738,POLLING PLACE,154,78,70,
LOS ANGELES,9002415A,4154,322,N,,VBM PORTION,63,39,22,
LOS ANGELES,9002415A,4154,322,N,738,TOTAL,217,117,92,
LOS ANGELES,9002452A,6297,379,Y,,POLLING PLACE,,,,
LOS ANGELES,9002452A,6297,379,Y,,VBM PORTION,,,,
LOS ANGELES,9002452A,6297,379,Y,,TOTAL,,,,
LOS ANGELES,9002712B,6322,322,Y,,POLLING PLACE,,,,
LOS ANGELES,9002712B,6322,322,Y,,VBM PORTION,,,,
LOS ANGELES,9002712B,6322,322,Y,,TOTAL,,,,
LOS ANGELES,9002716A,4261,183,N,953,POLLING PLACE,192,124,61,
LOS ANGELES,9002716A,4261,183,N,,VBM PORTION,107,60,42,
LOS ANGELES,9002716A,4261,183,N,953,TOTAL,299,184,103,
LOS ANGELES,9002739A,6323,225,Y,,POLLING PLACE,,,,
LOS ANGELES,9002739A,6323,225,Y,,VBM PORTION,,,,
LOS ANGELES,9002739A,6323,225,Y,,TOTAL,,,,
LOS ANGELES,9002742A,6324,183,Y,30,POLLING PLACE,,,,
LOS ANGELES,9002742A,6324,183,Y,,VBM PORTION,4,3,1,
LOS ANGELES,9002742A,6324,183,Y,30,TOTAL,4,3,1,
LOS ANGELES,9002766A,4267,183,N,695,POLLING PLACE,114,67,41,
LOS ANGELES,9002766A,4267,183,N,,VBM PORTION,63,34,22,
LOS ANGELES,9002766A,4267,183,N,695,TOTAL,177,101,63,
LOS ANGELES,9002863A,4287,320,N,732,POLLING PLACE,178,143,21,
LOS ANGELES,9002863A,4287,320,N,,VBM PORTION,38,27,11,
LOS ANGELES,9002863A,4287,320,N,732,TOTAL,216,170,32,
LOS ANGELES,9002907A,4297,183,N,449,POLLING PLACE,86,32,50,
LOS ANGELES,9002907A,4297,183,N,,VBM PORTION,80,33,42,
LOS ANGELES,9002907A,4297,183,N,449,TOTAL,166,65,92,
LOS ANGELES,9002921A,4303,320,N,674,POLLING PLACE,165,137,26,
LOS ANGELES,9002921A,4303,320,N,,VBM PORTION,50,39,10,
LOS ANGELES,9002921A,4303,320,N,674,TOTAL,215,176,36,
LOS ANGELES,9003077A,4315,220,N,1228,POLLING PLACE,21,14,4,
LOS ANGELES,9003077A,4315,220,N,,VBM PORTION,1,1,,
LOS ANGELES,9003077A,4315,220,N,1228,TOTAL,22,15,4,
LOS ANGELES,9003077C,4316,220,N,778,POLLING PLACE,141,94,28,
LOS ANGELES,9003077C,4316,220,N,,VBM PORTION,64,44,18,
LOS ANGELES,9003077C,4316,220,N,778,TOTAL,205,138,46,
LOS ANGELES,9003150A,4321,220,N,930,POLLING PLACE,52,32,14,
LOS ANGELES,9003150A,4321,220,N,,VBM PORTION,19,14,4,
LOS ANGELES,9003150A,4321,220,N,930,TOTAL,71,46,18,
LOS ANGELES,9003181A,4323,183,N,1052,POLLING PLACE,255,135,105,
LOS ANGELES,9003181A,4323,183,N,,VBM PORTION,92,38,51,
LOS ANGELES,9003181A,4323,183,N,1052,TOTAL,347,173,156,
LOS ANGELES,9003197A,4326,320,N,837,POLLING PLACE,169,113,47,
LOS ANGELES,9003197A,4326,320,N,,VBM PORTION,105,65,32,
LOS ANGELES,9003197A,4326,320,N,837,TOTAL,274,178,79,
LOS ANGELES,9003201A,4327,320,N,723,POLLING PLACE,150,138,10,
LOS ANGELES,9003201A,4327,320,N,,VBM PORTION,54,38,12,
LOS ANGELES,9003201A,4327,320,N,723,TOTAL,204,176,22,
LOS ANGELES,9003202A,4328,320,N,760,POLLING PLACE,232,192,30,
LOS ANGELES,9003202A,4328,320,N,,VBM PORTION,55,43,10,
LOS ANGELES,9003202A,4328,320,N,760,TOTAL,287,235,40,
LOS ANGELES,9003206A,4329,183,N,477,POLLING PLACE,119,43,71,
LOS ANGELES,9003206A,4329,183,N,,VBM PORTION,53,20,32,
LOS ANGELES,9003206A,4329,183,N,477,TOTAL,172,63,103,
LOS ANGELES,9003235A,4335,320,N,779,POLLING PLACE,145,126,7,
LOS ANGELES,9003235A,4335,320,N,,VBM PORTION,29,22,7,
LOS ANGELES,9003235A,4335,320,N,779,TOTAL,174,148,14,
LOS ANGELES,9003351A,4341,183,N,743,POLLING PLACE,165,120,31,
LOS ANGELES,9003351A,4341,183,N,,VBM PORTION,92,50,39,
LOS ANGELES,9003351A,4341,183,N,743,TOTAL,257,170,70,
LOS ANGELES,9003431A,4346,183,N,788,POLLING PLACE,164,73,83,
LOS ANGELES,9003431A,4346,183,N,,VBM PORTION,143,63,74,
LOS ANGELES,9003431A,4346,183,N,788,TOTAL,307,136,157,
LOS ANGELES,9003468A,4352,183,N,457,POLLING PLACE,119,74,39,
LOS ANGELES,9003468A,4352,183,N,,VBM PORTION,65,41,22,
LOS ANGELES,9003468A,4352,183,N,457,TOTAL,184,115,61,
LOS ANGELES,9003552A,4355,220,N,875,POLLING PLACE,47,34,12,
LOS ANGELES,9003552A,4355,220,N,,VBM PORTION,4,2,2,
LOS ANGELES,9003552A,4355,220,N,875,TOTAL,51,36,14,
LOS ANGELES,9003899A,4372,384,N,1440,POLLING PLACE,114,85,22,
LOS ANGELES,9003899A,4372,384,N,,VBM PORTION,105,53,45,
LOS ANGELES,9003899A,4372,384,N,1440,TOTAL,219,138,67,
LOS ANGELES,9004215A,4389,389,N,888,POLLING PLACE,187,119,61,
LOS ANGELES,9004215A,4389,389,N,,VBM PORTION,95,56,33,
LOS ANGELES,9004215A,4389,389,N,888,TOTAL,282,175,94,
LOS ANGELES,9004232A,4396,384,N,1414,POLLING PLACE,141,84,42,
LOS ANGELES,9004232A,4396,384,N,,VBM PORTION,74,48,25,
LOS ANGELES,9004232A,4396,384,N,1414,TOTAL,215,132,67,
LOS ANGELES,9005310A,4439,183,N,1051,POLLING PLACE,197,150,36,
LOS ANGELES,9005310A,4439,183,N,,VBM PORTION,58,41,12,
LOS ANGELES,9005310A,4439,183,N,1051,TOTAL,255,191,48,
LOS ANGELES,9005312C,4440,183,N,853,POLLING PLACE,151,128,18,
LOS ANGELES,9005312C,4440,183,N,,VBM PORTION,43,35,6,
LOS ANGELES,9005312C,4440,183,N,853,TOTAL,194,163,24,
LOS ANGELES,9005386A,4448,320,N,864,POLLING PLACE,177,145,19,
LOS ANGELES,9005386A,4448,320,N,,VBM PORTION,43,30,8,
LOS ANGELES,9005386A,4448,320,N,864,TOTAL,220,175,27,
LOS ANGELES,9005389A,4449,183,N,656,POLLING PLACE,148,93,48,
LOS ANGELES,9005389A,4449,183,N,,VBM PORTION,48,29,16,
LOS ANGELES,9005389A,4449,183,N,656,TOTAL,196,122,64,
LOS ANGELES,9005428A,4455,183,N,778,POLLING PLACE,222,126,89,
LOS ANGELES,9005428A,4455,183,N,,VBM PORTION,82,54,26,
LOS ANGELES,9005428A,4455,183,N,778,TOTAL,304,180,115,
LOS ANGELES,9005826A,4480,183,N,1278,POLLING PLACE,285,189,84,
LOS ANGELES,9005826A,4480,183,N,,VBM PORTION,144,89,49,
LOS ANGELES,9005826A,4480,183,N,1278,TOTAL,429,278,133,
LOS ANGELES,9005827A,4481,183,N,1122,POLLING PLACE,171,110,50,
LOS ANGELES,9005827A,4481,183,N,,VBM PORTION,72,41,28,
LOS ANGELES,9005827A,4481,183,N,1122,TOTAL,243,151,78,
LOS ANGELES,9005833A,4482,183,N,1098,POLLING PLACE,205,135,64,
LOS ANGELES,9005833A,4482,183,N,,VBM PORTION,82,41,37,
LOS ANGELES,9005833A,4482,183,N,1098,TOTAL,287,176,101,
LOS ANGELES,9005916B,4484,183,N,748,POLLING PLACE,228,149,65,
LOS ANGELES,9005916B,4484,183,N,,VBM PORTION,85,44,36,
LOS ANGELES,9005916B,4484,183,N,748,TOTAL,313,193,101,
LOS ANGELES,9005919A,4485,183,N,763,POLLING PLACE,220,89,123,
LOS ANGELES,9005919A,4485,183,N,,VBM PORTION,99,24,66,
LOS ANGELES,9005919A,4485,183,N,763,TOTAL,319,113,189,
LOS ANGELES,9005920A,4486,183,N,788,POLLING PLACE,219,135,71,
LOS ANGELES,9005920A,4486,183,N,,VBM PORTION,79,43,32,
LOS ANGELES,9005920A,4486,183,N,788,TOTAL,298,178,103,
LOS ANGELES,9005921A,4487,183,N,712,POLLING PLACE,176,104,66,
LOS ANGELES,9005921A,4487,183,N,,VBM PORTION,97,49,44,
LOS ANGELES,9005921A,4487,183,N,712,TOTAL,273,153,110,
LOS ANGELES,9005923A,4488,183,N,1071,POLLING PLACE,261,141,106,
LOS ANGELES,9005923A,4488,183,N,,VBM PORTION,157,69,73,
LOS ANGELES,9005923A,4488,183,N,1071,TOTAL,418,210,179,
LOS ANGELES,9005924A,4489,183,N,1111,POLLING PLACE,279,164,103,
LOS ANGELES,9005924A,4489,183,N,,VBM PORTION,150,87,53,
LOS ANGELES,9005924A,4489,183,N,1111,TOTAL,429,251,156,
LOS ANGELES,9005925A,4490,183,N,1063,POLLING PLACE,276,163,100,
LOS ANGELES,9005925A,4490,183,N,,VBM PORTION,125,69,46,
LOS ANGELES,9005925A,4490,183,N,1063,TOTAL,401,232,146,
LOS ANGELES,9005928C,4491,183,N,1112,POLLING PLACE,276,167,95,
LOS ANGELES,9005928C,4491,183,N,,VBM PORTION,140,76,56,
LOS ANGELES,9005928C,4491,183,N,1112,TOTAL,416,243,151,
LOS ANGELES,9005931A,4492,183,N,969,POLLING PLACE,280,201,68,
LOS ANGELES,9005931A,4492,183,N,,VBM PORTION,126,77,46,
LOS ANGELES,9005931A,4492,183,N,969,TOTAL,406,278,114,
LOS ANGELES,9005936A,4494,322,N,870,POLLING PLACE,245,196,34,
LOS ANGELES,9005936A,4494,322,N,,VBM PORTION,40,30,7,
LOS ANGELES,9005936A,4494,322,N,870,TOTAL,285,226,41,
LOS ANGELES,9005937A,4495,322,N,713,POLLING PLACE,129,107,16,
LOS ANGELES,9005937A,4495,322,N,,VBM PORTION,34,24,7,
LOS ANGELES,9005937A,4495,322,N,713,TOTAL,163,131,23,
LOS ANGELES,9006348A,4545,390,N,903,POLLING PLACE,185,95,80,
LOS ANGELES,9006348A,4545,390,N,,VBM PORTION,106,50,46,
LOS ANGELES,9006348A,4545,390,N,903,TOTAL,291,145,126,
LOS ANGELES,9006350A,4546,390,N,916,POLLING PLACE,189,97,80,
LOS ANGELES,9006350A,4546,390,N,,VBM PORTION,112,65,43,
LOS ANGELES,9006350A,4546,390,N,916,TOTAL,301,162,123,
LOS ANGELES,9006354A,4547,389,N,1127,POLLING PLACE,187,104,80,
LOS ANGELES,9006354A,4547,389,N,,VBM PORTION,113,56,48,
LOS ANGELES,9006354A,4547,389,N,1127,TOTAL,300,160,128,
LOS ANGELES,9006358A,4548,389,N,1283,POLLING PLACE,212,129,76,
LOS ANGELES,9006358A,4548,389,N,,VBM PORTION,121,50,61,
LOS ANGELES,9006358A,4548,389,N,1283,TOTAL,333,179,137,
LOS ANGELES,9006361A,4550,389,N,653,POLLING PLACE,124,76,45,
LOS ANGELES,9006361A,4550,389,N,,VBM PORTION,39,30,8,
LOS ANGELES,9006361A,4550,389,N,653,TOTAL,163,106,53,
LOS ANGELES,9006361B,6341,390,Y,,POLLING PLACE,,,,
LOS ANGELES,9006361B,6341,390,Y,,VBM PORTION,,,,
LOS ANGELES,9006361B,6341,390,Y,,TOTAL,,,,
LOS ANGELES,9006363A,4551,389,N,725,POLLING PLACE,115,72,39,
LOS ANGELES,9006363A,4551,389,N,,VBM PORTION,59,34,20,
LOS ANGELES,9006363A,4551,389,N,725,TOTAL,174,106,59,
LOS ANGELES,9006376A,4554,384,N,1208,POLLING PLACE,213,127,71,
LOS ANGELES,9006376A,4554,384,N,,VBM PORTION,76,48,25,
LOS ANGELES,9006376A,4554,384,N,1208,TOTAL,289,175,96,
LOS ANGELES,9006377A,4555,384,N,1185,POLLING PLACE,148,76,67,
LOS ANGELES,9006377A,4555,384,N,,VBM PORTION,152,72,74,
LOS ANGELES,9006377A,4555,384,N,1185,TOTAL,300,148,141,
LOS ANGELES,9007230A,4625,183,N,1026,POLLING PLACE,177,152,22,
LOS ANGELES,9007230A,4625,183,N,,VBM PORTION,78,58,18,
LOS ANGELES,9007230A,4625,183,N,1026,TOTAL,255,210,40,
LOS ANGELES,9007679A,4644,183,N,857,POLLING PLACE,153,91,54,
LOS ANGELES,9007679A,4644,183,N,,VBM PORTION,141,60,75,
LOS ANGELES,9007679A,4644,183,N,857,TOTAL,294,151,129,
LOS ANGELES,9007683A,4645,183,N,1030,POLLING PLACE,346,246,84,
LOS ANGELES,9007683A,4645,183,N,,VBM PORTION,114,72,38,
LOS ANGELES,9007683A,4645,183,N,1030,TOTAL,460,318,122,
LOS ANGELES,9007689A,4646,183,N,1179,POLLING PLACE,286,164,104,
LOS ANGELES,9007689A,4646,183,N,,VBM PORTION,137,77,50,
LOS ANGELES,9007689A,4646,183,N,1179,TOTAL,423,241,154,
LOS ANGELES,9007693B,4647,183,N,1316,POLLING PLACE,301,143,147,
LOS ANGELES,9007693B,4647,183,N,,VBM PORTION,160,69,81,
LOS ANGELES,9007693B,4647,183,N,1316,TOTAL,461,212,228,
LOS ANGELES,9007697A,4648,183,N,1278,POLLING PLACE,375,182,171,
LOS ANGELES,9007697A,4648,183,N,,VBM PORTION,143,77,57,
LOS ANGELES,9007697A,4648,183,N,1278,TOTAL,518,259,228,
BALLOT GROUP 117,9990117A,8117,117,N,,POLLING PLACE,,,,
BALLOT GROUP 117,9990117A,8117,117,N,,VBM PORTION,,,,
BALLOT GROUP 117,9990117A,8117,117,N,,TOTAL,,,,
BALLOT GROUP 118,9990118A,8118,118,N,,POLLING PLACE,,,,
BALLOT GROUP 118,9990118A,8118,118,N,,VBM PORTION,,,,
BALLOT GROUP 118,9990118A,8118,118,N,,TOTAL,,,,
BALLOT GROUP 119,9990119A,8119,119,N,,POLLING PLACE,,,,
BALLOT GROUP 119,9990119A,8119,119,N,,VBM PORTION,,,,
BALLOT GROUP 119,9990119A,8119,119,N,,TOTAL,,,,
BALLOT GROUP 120,9990120A,8120,120,N,,POLLING PLACE,,,,
BALLOT GROUP 120,9990120A,8120,120,N,,VBM PORTION,,,,
BALLOT GROUP 120,9990120A,8120,120,N,,TOTAL,,,,
BALLOT GROUP 181,9990181A,8181,181,N,,POLLING PLACE,,,,
BALLOT GROUP 181,9990181A,8181,181,N,,VBM PORTION,,,,
BALLOT GROUP 181,9990181A,8181,181,N,,TOTAL,,,,
BALLOT GROUP 182,9990182A,8182,182,N,,POLLING PLACE,,,,
BALLOT GROUP 182,9990182A,8182,182,N,,VBM PORTION,,,,
BALLOT GROUP 182,9990182A,8182,182,N,,TOTAL,,,,
BALLOT GROUP 183,9990183A,8183,183,N,,POLLING PLACE,,,,
BALLOT GROUP 183,9990183A,8183,183,N,,VBM PORTION,,,,
BALLOT GROUP 183,9990183A,8183,183,N,,TOTAL,,,,
BALLOT GROUP 184,9990184A,8184,184,N,,POLLING PLACE,,,,
BALLOT GROUP 184,9990184A,8184,184,N,,VBM PORTION,,,,
BALLOT GROUP 184,9990184A,8184,184,N,,TOTAL,,,,
BALLOT GROUP 188,9990188A,8188,188,N,,POLLING PLACE,,,,
BALLOT GROUP 188,9990188A,8188,188,N,,VBM PORTION,,,,
BALLOT GROUP 188,9990188A,8188,188,N,,TOTAL,,,,
BALLOT GROUP 189,9990189A,8189,189,N,,POLLING PLACE,,,,
BALLOT GROUP 189,9990189A,8189,189,N,,VBM PORTION,,,,
BALLOT GROUP 189,9990189A,8189,189,N,,TOTAL,,,,
BALLOT GROUP 190,9990190A,8190,190,N,,POLLING PLACE,,,,
BALLOT GROUP 190,9990190A,8190,190,N,,VBM PORTION,,,,
BALLOT GROUP 190,9990190A,8190,190,N,,TOTAL,,,,
BALLOT GROUP 191,9990191A,8191,191,N,,POLLING PLACE,,,,
BALLOT GROUP 191,9990191A,8191,191,N,,VBM PORTION,,,,
BALLOT GROUP 191,9990191A,8191,191,N,,TOTAL,,,,
BALLOT GROUP 192,9990192A,8192,192,N,,POLLING PLACE,,,,
BALLOT GROUP 192,9990192A,8192,192,N,,VBM PORTION,,,,
BALLOT GROUP 192,9990192A,8192,192,N,,TOTAL,,,,
BALLOT GROUP 193,9990193A,8193,193,N,,POLLING PLACE,,,,
BALLOT GROUP 193,9990193A,8193,193,N,,VBM PORTION,,,,
BALLOT GROUP 193,9990193A,8193,193,N,,TOTAL,,,,
BALLOT GROUP 194,9990194A,8194,194,N,,POLLING PLACE,,,,
BALLOT GROUP 194,9990194A,8194,194,N,,VBM PORTION,,,,
BALLOT GROUP 194,9990194A,8194,194,N,,TOTAL,,,,
BALLOT GROUP 195,9990195A,8195,195,N,,POLLING PLACE,,,,
BALLOT GROUP 195,9990195A,8195,195,N,,VBM PORTION,,,,
BALLOT GROUP 195,9990195A,8195,195,N,,TOTAL,,,,
BALLOT GROUP 196,9990196A,8196,196,N,,POLLING PLACE,,,,
BALLOT GROUP 196,9990196A,8196,196,N,,VBM PORTION,,,,
BALLOT GROUP 196,9990196A,8196,196,N,,TOTAL,,,,
BALLOT GROUP 220,9990220A,8220,220,N,,POLLING PLACE,,,,
BALLOT GROUP 220,9990220A,8220,220,N,,VBM PORTION,,,,
BALLOT GROUP 220,9990220A,8220,220,N,,TOTAL,,,,
BALLOT GROUP 221,9990221A,8221,221,N,,POLLING PLACE,,,,
BALLOT GROUP 221,9990221A,8221,221,N,,VBM PORTION,,,,
BALLOT GROUP 221,9990221A,8221,221,N,,TOTAL,,,,
