LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JIM MCDONNELL,PAUL TANAKA,
LOS ANGELES,9001453A,3734,310,N,786,TOTAL,179,105,40,
LOS ANGELES,9001454A,3735,226,N,1060,POLLING PLACE,277,192,34,
LOS ANGELES,9001454A,3735,226,N,,VBM PORTION,118,69,18,
LOS ANGELES,9001454A,3735,226,N,1060,TOTAL,395,261,52,
LOS ANGELES,9001455A,3736,228,N,807,POLLING PLACE,202,118,35,
LOS ANGELES,9001455A,3736,228,N,,VBM PORTION,61,43,7,
LOS ANGELES,9001455A,3736,228,N,807,TOTAL,263,161,42,
LOS ANGELES,9001456A,3737,228,N,1268,POLLING PLACE,392,265,33,
LOS ANGELES,9001456A,3737,228,N,,VBM PORTION,118,73,13,
LOS ANGELES,9001456A,3737,228,N,1268,TOTAL,510,338,46,
LOS ANGELES,9001457A,3738,187,N,1245,POLLING PLACE,227,132,37,
LOS ANGELES,9001457A,3738,187,N,,VBM PORTION,127,64,23,
LOS ANGELES,9001457A,3738,187,N,1245,TOTAL,354,196,60,
LOS ANGELES,9001461A,3739,187,N,1005,POLLING PLACE,157,104,23,
LOS ANGELES,9001461A,3739,187,N,,VBM PORTION,44,31,5,
LOS ANGELES,9001461A,3739,187,N,1005,TOTAL,201,135,28,
LOS ANGELES,9001463A,3740,187,N,1109,POLLING PLACE,198,120,27,
LOS ANGELES,9001463A,3740,187,N,,VBM PORTION,97,56,11,
LOS ANGELES,9001463A,3740,187,N,1109,TOTAL,295,176,38,
LOS ANGELES,9001465C,3741,228,N,1239,POLLING PLACE,265,167,41,
LOS ANGELES,9001465C,3741,228,N,,VBM PORTION,149,90,19,
LOS ANGELES,9001465C,3741,228,N,1239,TOTAL,414,257,60,
LOS ANGELES,9001469A,3742,214,N,953,POLLING PLACE,154,74,57,
LOS ANGELES,9001469A,3742,214,N,,VBM PORTION,28,20,8,
LOS ANGELES,9001469A,3742,214,N,953,TOTAL,182,94,65,
LOS ANGELES,9001470B,3743,228,N,812,POLLING PLACE,137,69,38,
LOS ANGELES,9001470B,3743,228,N,,VBM PORTION,52,28,13,
LOS ANGELES,9001470B,3743,228,N,812,TOTAL,189,97,51,
LOS ANGELES,9001471A,3744,228,N,848,POLLING PLACE,219,134,30,
LOS ANGELES,9001471A,3744,228,N,,VBM PORTION,89,52,9,
LOS ANGELES,9001471A,3744,228,N,848,TOTAL,308,186,39,
LOS ANGELES,9001472A,3745,228,N,1311,POLLING PLACE,379,257,32,
LOS ANGELES,9001472A,3745,228,N,,VBM PORTION,133,74,18,
LOS ANGELES,9001472A,3745,228,N,1311,TOTAL,512,331,50,
LOS ANGELES,9001473A,3746,360,N,1027,POLLING PLACE,112,70,32,
LOS ANGELES,9001473A,3746,360,N,,VBM PORTION,41,20,13,
LOS ANGELES,9001473A,3746,360,N,1027,TOTAL,153,90,45,
LOS ANGELES,9001474C,3747,228,N,993,POLLING PLACE,252,175,20,
LOS ANGELES,9001474C,3747,228,N,,VBM PORTION,111,67,18,
LOS ANGELES,9001474C,3747,228,N,993,TOTAL,363,242,38,
LOS ANGELES,9001480A,3748,185,N,1116,POLLING PLACE,215,132,34,
LOS ANGELES,9001480A,3748,185,N,,VBM PORTION,49,29,4,
LOS ANGELES,9001480A,3748,185,N,1116,TOTAL,264,161,38,
LOS ANGELES,9001482A,3749,228,N,928,POLLING PLACE,154,93,33,
LOS ANGELES,9001482A,3749,228,N,,VBM PORTION,57,36,11,
LOS ANGELES,9001482A,3749,228,N,928,TOTAL,211,129,44,
LOS ANGELES,9001483A,3750,393,N,1125,POLLING PLACE,234,155,49,
LOS ANGELES,9001483A,3750,393,N,,VBM PORTION,112,72,22,
LOS ANGELES,9001483A,3750,393,N,1125,TOTAL,346,227,71,
LOS ANGELES,9001484A,3751,393,N,1053,POLLING PLACE,183,124,34,
LOS ANGELES,9001484A,3751,393,N,,VBM PORTION,109,64,24,
LOS ANGELES,9001484A,3751,393,N,1053,TOTAL,292,188,58,
LOS ANGELES,9001485A,3752,228,N,1058,POLLING PLACE,159,85,30,
LOS ANGELES,9001485A,3752,228,N,,VBM PORTION,52,32,9,
LOS ANGELES,9001485A,3752,228,N,1058,TOTAL,211,117,39,
LOS ANGELES,9001488B,3753,198,N,699,POLLING PLACE,112,60,35,
LOS ANGELES,9001488B,3753,198,N,,VBM PORTION,15,11,2,
LOS ANGELES,9001488B,3753,198,N,699,TOTAL,127,71,37,
LOS ANGELES,9001489A,3754,325,N,1263,POLLING PLACE,241,131,55,
LOS ANGELES,9001489A,3754,325,N,,VBM PORTION,87,46,21,
LOS ANGELES,9001489A,3754,325,N,1263,TOTAL,328,177,76,
LOS ANGELES,9001489C,6285,326,Y,29,POLLING PLACE,,,,
LOS ANGELES,9001489C,6285,326,Y,,VBM PORTION,2,,1,
LOS ANGELES,9001489C,6285,326,Y,29,TOTAL,2,,1,
LOS ANGELES,9001490A,3755,228,N,1110,POLLING PLACE,173,85,38,
LOS ANGELES,9001490A,3755,228,N,,VBM PORTION,50,29,8,
LOS ANGELES,9001490A,3755,228,N,1110,TOTAL,223,114,46,
LOS ANGELES,9001492A,3756,228,N,1258,POLLING PLACE,235,130,53,
LOS ANGELES,9001492A,3756,228,N,,VBM PORTION,83,47,17,
LOS ANGELES,9001492A,3756,228,N,1258,TOTAL,318,177,70,
LOS ANGELES,9001499A,3757,214,N,1176,POLLING PLACE,221,105,55,
LOS ANGELES,9001499A,3757,214,N,,VBM PORTION,72,43,20,
LOS ANGELES,9001499A,3757,214,N,1176,TOTAL,293,148,75,
LOS ANGELES,9001502A,3758,228,N,706,POLLING PLACE,133,80,21,
LOS ANGELES,9001502A,3758,228,N,,VBM PORTION,41,24,5,
LOS ANGELES,9001502A,3758,228,N,706,TOTAL,174,104,26,
LOS ANGELES,9001514A,3759,228,N,1115,POLLING PLACE,256,166,40,
LOS ANGELES,9001514A,3759,228,N,,VBM PORTION,79,50,16,
LOS ANGELES,9001514A,3759,228,N,1115,TOTAL,335,216,56,
LOS ANGELES,9001516A,3760,228,N,1188,POLLING PLACE,297,193,50,
LOS ANGELES,9001516A,3760,228,N,,VBM PORTION,116,58,23,
LOS ANGELES,9001516A,3760,228,N,1188,TOTAL,413,251,73,
LOS ANGELES,9001522A,3761,228,N,971,POLLING PLACE,166,111,30,
LOS ANGELES,9001522A,3761,228,N,,VBM PORTION,88,57,12,
LOS ANGELES,9001522A,3761,228,N,971,TOTAL,254,168,42,
LOS ANGELES,9001525A,3762,228,N,1183,POLLING PLACE,242,140,49,
LOS ANGELES,9001525A,3762,228,N,,VBM PORTION,112,55,26,
LOS ANGELES,9001525A,3762,228,N,1183,TOTAL,354,195,75,
LOS ANGELES,9001528C,3763,228,N,1377,POLLING PLACE,324,215,39,
LOS ANGELES,9001528C,3763,228,N,,VBM PORTION,132,74,24,
LOS ANGELES,9001528C,3763,228,N,1377,TOTAL,456,289,63,
LOS ANGELES,9001532A,3764,228,N,956,POLLING PLACE,137,84,18,
LOS ANGELES,9001532A,3764,228,N,,VBM PORTION,80,56,14,
LOS ANGELES,9001532A,3764,228,N,956,TOTAL,217,140,32,
LOS ANGELES,9001533A,3765,228,N,677,POLLING PLACE,119,78,10,
LOS ANGELES,9001533A,3765,228,N,,VBM PORTION,43,28,6,
LOS ANGELES,9001533A,3765,228,N,677,TOTAL,162,106,16,
LOS ANGELES,9001535A,3766,228,N,944,POLLING PLACE,146,93,23,
LOS ANGELES,9001535A,3766,228,N,,VBM PORTION,45,30,9,
LOS ANGELES,9001535A,3766,228,N,944,TOTAL,191,123,32,
LOS ANGELES,9001537A,3767,214,N,809,POLLING PLACE,97,49,29,
LOS ANGELES,9001537A,3767,214,N,,VBM PORTION,51,20,22,
LOS ANGELES,9001537A,3767,214,N,809,TOTAL,148,69,51,
LOS ANGELES,9001541A,3768,212,N,1282,POLLING PLACE,205,134,40,
LOS ANGELES,9001541A,3768,212,N,,VBM PORTION,101,59,21,
LOS ANGELES,9001541A,3768,212,N,1282,TOTAL,306,193,61,
LOS ANGELES,9001542A,3769,320,N,752,POLLING PLACE,153,97,25,
LOS ANGELES,9001542A,3769,320,N,,VBM PORTION,39,22,2,
LOS ANGELES,9001542A,3769,320,N,752,TOTAL,192,119,27,
LOS ANGELES,9001543A,3770,214,N,289,POLLING PLACE,49,28,16,
LOS ANGELES,9001543A,3770,214,N,,VBM PORTION,8,7,1,
LOS ANGELES,9001543A,3770,214,N,289,TOTAL,57,35,17,
LOS ANGELES,9001545A,3771,320,N,852,POLLING PLACE,170,82,42,
LOS ANGELES,9001545A,3771,320,N,,VBM PORTION,35,23,3,
LOS ANGELES,9001545A,3771,320,N,852,TOTAL,205,105,45,
LOS ANGELES,9001546A,3772,320,N,864,POLLING PLACE,184,100,42,
LOS ANGELES,9001546A,3772,320,N,,VBM PORTION,25,13,4,
LOS ANGELES,9001546A,3772,320,N,864,TOTAL,209,113,46,
LOS ANGELES,9001547A,3773,320,N,844,POLLING PLACE,214,143,34,
LOS ANGELES,9001547A,3773,320,N,,VBM PORTION,55,37,9,
LOS ANGELES,9001547A,3773,320,N,844,TOTAL,269,180,43,
LOS ANGELES,9001549A,3774,320,N,878,POLLING PLACE,224,141,36,
LOS ANGELES,9001549A,3774,320,N,,VBM PORTION,72,44,14,
LOS ANGELES,9001549A,3774,320,N,878,TOTAL,296,185,50,
LOS ANGELES,9001551A,3775,214,N,974,POLLING PLACE,121,68,29,
LOS ANGELES,9001551A,3775,214,N,,VBM PORTION,56,30,17,
LOS ANGELES,9001551A,3775,214,N,974,TOTAL,177,98,46,
LOS ANGELES,9001553B,3776,320,N,796,POLLING PLACE,231,150,37,
LOS ANGELES,9001553B,3776,320,N,,VBM PORTION,47,32,3,
LOS ANGELES,9001553B,3776,320,N,796,TOTAL,278,182,40,
LOS ANGELES,9001554A,3777,324,N,991,POLLING PLACE,269,174,37,
LOS ANGELES,9001554A,3777,324,N,,VBM PORTION,61,32,10,
LOS ANGELES,9001554A,3777,324,N,991,TOTAL,330,206,47,
LOS ANGELES,9001557B,3778,228,N,1144,POLLING PLACE,317,186,43,
LOS ANGELES,9001557B,3778,228,N,,VBM PORTION,117,78,15,
LOS ANGELES,9001557B,3778,228,N,1144,TOTAL,434,264,58,
LOS ANGELES,9001558A,3779,325,N,1036,POLLING PLACE,277,180,40,
LOS ANGELES,9001558A,3779,325,N,,VBM PORTION,65,34,13,
LOS ANGELES,9001558A,3779,325,N,1036,TOTAL,342,214,53,
LOS ANGELES,9001559B,3780,325,N,579,POLLING PLACE,155,110,25,
LOS ANGELES,9001559B,3780,325,N,,VBM PORTION,67,46,6,
LOS ANGELES,9001559B,3780,325,N,579,TOTAL,222,156,31,
LOS ANGELES,9001560A,3781,228,N,810,POLLING PLACE,223,149,35,
LOS ANGELES,9001560A,3781,228,N,,VBM PORTION,100,70,12,
LOS ANGELES,9001560A,3781,228,N,810,TOTAL,323,219,47,
LOS ANGELES,9001562A,3782,228,N,1066,POLLING PLACE,310,207,36,
LOS ANGELES,9001562A,3782,228,N,,VBM PORTION,98,63,15,
LOS ANGELES,9001562A,3782,228,N,1066,TOTAL,408,270,51,
LOS ANGELES,9001563A,3783,311,N,978,POLLING PLACE,126,65,38,
LOS ANGELES,9001563A,3783,311,N,,VBM PORTION,10,5,3,
LOS ANGELES,9001563A,3783,311,N,978,TOTAL,136,70,41,
LOS ANGELES,9001564A,3784,228,N,970,POLLING PLACE,256,157,34,
LOS ANGELES,9001564A,3784,228,N,,VBM PORTION,93,53,17,
LOS ANGELES,9001564A,3784,228,N,970,TOTAL,349,210,51,
LOS ANGELES,9001565A,3785,228,N,1262,POLLING PLACE,298,191,53,
LOS ANGELES,9001565A,3785,228,N,,VBM PORTION,73,33,17,
LOS ANGELES,9001565A,3785,228,N,1262,TOTAL,371,224,70,
LOS ANGELES,9001566A,3786,228,N,1261,POLLING PLACE,296,206,37,
LOS ANGELES,9001566A,3786,228,N,,VBM PORTION,100,57,18,
LOS ANGELES,9001566A,3786,228,N,1261,TOTAL,396,263,55,
LOS ANGELES,9001569A,3787,228,N,799,POLLING PLACE,231,149,28,
LOS ANGELES,9001569A,3787,228,N,,VBM PORTION,56,37,8,
LOS ANGELES,9001569A,3787,228,N,799,TOTAL,287,186,36,
LOS ANGELES,9001570A,3788,228,N,771,POLLING PLACE,165,107,27,
LOS ANGELES,9001570A,3788,228,N,,VBM PORTION,73,45,18,
LOS ANGELES,9001570A,3788,228,N,771,TOTAL,238,152,45,
LOS ANGELES,9001573A,3789,179,N,667,POLLING PLACE,61,40,15,
LOS ANGELES,9001573A,3789,179,N,,VBM PORTION,43,27,7,
LOS ANGELES,9001573A,3789,179,N,667,TOTAL,104,67,22,
LOS ANGELES,9001575A,3790,179,N,1068,POLLING PLACE,127,77,21,
LOS ANGELES,9001575A,3790,179,N,,VBM PORTION,64,33,8,
LOS ANGELES,9001575A,3790,179,N,1068,TOTAL,191,110,29,
LOS ANGELES,9001576A,3791,179,N,913,POLLING PLACE,121,68,24,
LOS ANGELES,9001576A,3791,179,N,,VBM PORTION,37,20,5,
LOS ANGELES,9001576A,3791,179,N,913,TOTAL,158,88,29,
LOS ANGELES,9001577A,3792,200,N,1133,POLLING PLACE,215,137,43,
LOS ANGELES,9001577A,3792,200,N,,VBM PORTION,38,20,8,
LOS ANGELES,9001577A,3792,200,N,1133,TOTAL,253,157,51,
LOS ANGELES,9001578A,3793,179,N,841,POLLING PLACE,67,39,15,
LOS ANGELES,9001578A,3793,179,N,,VBM PORTION,37,13,8,
LOS ANGELES,9001578A,3793,179,N,841,TOTAL,104,52,23,
LOS ANGELES,9001582C,3794,309,N,920,POLLING PLACE,93,61,16,
LOS ANGELES,9001582C,3794,309,N,,VBM PORTION,19,10,7,
LOS ANGELES,9001582C,3794,309,N,920,TOTAL,112,71,23,
LOS ANGELES,9001583B,3795,309,N,1126,POLLING PLACE,157,108,25,
LOS ANGELES,9001583B,3795,309,N,,VBM PORTION,20,16,2,
LOS ANGELES,9001583B,3795,309,N,1126,TOTAL,177,124,27,
LOS ANGELES,9001587A,3796,369,N,733,POLLING PLACE,89,58,21,
LOS ANGELES,9001587A,3796,369,N,,VBM PORTION,14,9,3,
LOS ANGELES,9001587A,3796,369,N,733,TOTAL,103,67,24,
LOS ANGELES,9001590A,3797,214,N,699,POLLING PLACE,101,54,34,
LOS ANGELES,9001590A,3797,214,N,,VBM PORTION,38,21,7,
LOS ANGELES,9001590A,3797,214,N,699,TOTAL,139,75,41,
LOS ANGELES,9001591C,3798,309,N,1047,POLLING PLACE,148,93,38,
LOS ANGELES,9001591C,3798,309,N,,VBM PORTION,20,8,11,
LOS ANGELES,9001591C,3798,309,N,1047,TOTAL,168,101,49,
LOS ANGELES,9001592A,3799,214,N,402,POLLING PLACE,63,44,12,
LOS ANGELES,9001592A,3799,214,N,,VBM PORTION,30,22,6,
LOS ANGELES,9001592A,3799,214,N,402,TOTAL,93,66,18,
LOS ANGELES,9001600A,3800,179,N,855,POLLING PLACE,114,68,21,
LOS ANGELES,9001600A,3800,179,N,,VBM PORTION,37,19,12,
LOS ANGELES,9001600A,3800,179,N,855,TOTAL,151,87,33,
LOS ANGELES,9001602A,3801,368,N,1077,POLLING PLACE,152,96,42,
LOS ANGELES,9001602A,3801,368,N,,VBM PORTION,22,13,5,
LOS ANGELES,9001602A,3801,368,N,1077,TOTAL,174,109,47,
LOS ANGELES,9001603A,3802,179,N,1233,POLLING PLACE,214,140,28,
LOS ANGELES,9001603A,3802,179,N,,VBM PORTION,86,58,9,
LOS ANGELES,9001603A,3802,179,N,1233,TOTAL,300,198,37,
LOS ANGELES,9001605B,3803,179,N,1199,POLLING PLACE,206,136,23,
LOS ANGELES,9001605B,3803,179,N,,VBM PORTION,91,59,17,
LOS ANGELES,9001605B,3803,179,N,1199,TOTAL,297,195,40,
LOS ANGELES,9001608A,3804,183,N,1289,POLLING PLACE,327,230,34,
LOS ANGELES,9001608A,3804,183,N,,VBM PORTION,87,63,6,
LOS ANGELES,9001608A,3804,183,N,1289,TOTAL,414,293,40,
LOS ANGELES,9001610B,3805,393,N,1041,POLLING PLACE,209,131,49,
LOS ANGELES,9001610B,3805,393,N,,VBM PORTION,137,81,30,
LOS ANGELES,9001610B,3805,393,N,1041,TOTAL,346,212,79,
LOS ANGELES,9001613D,3806,183,N,602,POLLING PLACE,115,75,19,
LOS ANGELES,9001613D,3806,183,N,,VBM PORTION,83,52,9,
LOS ANGELES,9001613D,3806,183,N,602,TOTAL,198,127,28,
LOS ANGELES,9001617A,3807,228,N,766,POLLING PLACE,86,49,25,
LOS ANGELES,9001617A,3807,228,N,,VBM PORTION,31,16,7,
LOS ANGELES,9001617A,3807,228,N,766,TOTAL,117,65,32,
LOS ANGELES,9001621A,3808,212,N,1217,POLLING PLACE,430,296,53,
LOS ANGELES,9001621A,3808,212,N,,VBM PORTION,84,43,11,
LOS ANGELES,9001621A,3808,212,N,1217,TOTAL,514,339,64,
LOS ANGELES,9001622B,3809,325,N,1013,POLLING PLACE,169,103,37,
LOS ANGELES,9001622B,3809,325,N,,VBM PORTION,74,36,19,
LOS ANGELES,9001622B,3809,325,N,1013,TOTAL,243,139,56,
LOS ANGELES,9001623A,3810,183,N,834,POLLING PLACE,203,141,21,
LOS ANGELES,9001623A,3810,183,N,,VBM PORTION,77,47,14,
LOS ANGELES,9001623A,3810,183,N,834,TOTAL,280,188,35,
LOS ANGELES,9001624A,3811,212,N,1075,POLLING PLACE,210,133,33,
LOS ANGELES,9001624A,3811,212,N,,VBM PORTION,81,46,17,
LOS ANGELES,9001624A,3811,212,N,1075,TOTAL,291,179,50,
LOS ANGELES,9001628A,3812,214,N,959,POLLING PLACE,162,81,44,
LOS ANGELES,9001628A,3812,214,N,,VBM PORTION,59,33,15,
LOS ANGELES,9001628A,3812,214,N,959,TOTAL,221,114,59,
LOS ANGELES,9001630A,3813,179,N,840,POLLING PLACE,135,79,31,
LOS ANGELES,9001630A,3813,179,N,,VBM PORTION,31,24,5,
LOS ANGELES,9001630A,3813,179,N,840,TOTAL,166,103,36,
LOS ANGELES,9001631A,3814,214,N,989,POLLING PLACE,159,92,47,
LOS ANGELES,9001631A,3814,214,N,,VBM PORTION,73,43,21,
LOS ANGELES,9001631A,3814,214,N,989,TOTAL,232,135,68,
LOS ANGELES,9001632B,3815,214,N,1020,POLLING PLACE,176,100,43,
LOS ANGELES,9001632B,3815,214,N,,VBM PORTION,57,37,9,
LOS ANGELES,9001632B,3815,214,N,1020,TOTAL,233,137,52,
LOS ANGELES,9001635B,3816,214,N,1141,POLLING PLACE,164,92,47,
LOS ANGELES,9001635B,3816,214,N,,VBM PORTION,72,36,27,
LOS ANGELES,9001635B,3816,214,N,1141,TOTAL,236,128,74,
LOS ANGELES,9001640A,3817,121,N,1077,POLLING PLACE,162,97,42,
LOS ANGELES,9001640A,3817,121,N,,VBM PORTION,48,37,7,
LOS ANGELES,9001640A,3817,121,N,1077,TOTAL,210,134,49,
LOS ANGELES,9001647A,3818,98,N,1262,POLLING PLACE,201,120,41,
LOS ANGELES,9001647A,3818,98,N,,VBM PORTION,77,47,18,
LOS ANGELES,9001647A,3818,98,N,1262,TOTAL,278,167,59,
LOS ANGELES,9001656C,3819,214,N,762,POLLING PLACE,117,54,46,
LOS ANGELES,9001656C,3819,214,N,,VBM PORTION,45,18,11,
LOS ANGELES,9001656C,3819,214,N,762,TOTAL,162,72,57,
LOS ANGELES,9001660A,3820,200,N,737,POLLING PLACE,69,34,21,
LOS ANGELES,9001660A,3820,200,N,,VBM PORTION,36,17,10,
LOS ANGELES,9001660A,3820,200,N,737,TOTAL,105,51,31,
LOS ANGELES,9001664A,3821,200,N,1173,POLLING PLACE,119,67,38,
LOS ANGELES,9001664A,3821,200,N,,VBM PORTION,31,19,9,
LOS ANGELES,9001664A,3821,200,N,1173,TOTAL,150,86,47,
LOS ANGELES,9001665A,3822,124,N,1089,POLLING PLACE,203,114,49,
LOS ANGELES,9001665A,3822,124,N,,VBM PORTION,89,54,11,
LOS ANGELES,9001665A,3822,124,N,1089,TOTAL,292,168,60,
LOS ANGELES,9001666A,3823,125,N,1237,POLLING PLACE,181,93,34,
LOS ANGELES,9001666A,3823,125,N,,VBM PORTION,100,50,21,
LOS ANGELES,9001666A,3823,125,N,1237,TOTAL,281,143,55,
LOS ANGELES,9001668A,3824,214,N,1231,POLLING PLACE,152,99,35,
LOS ANGELES,9001668A,3824,214,N,,VBM PORTION,96,42,27,
LOS ANGELES,9001668A,3824,214,N,1231,TOTAL,248,141,62,
LOS ANGELES,9001678A,3825,214,N,1032,POLLING PLACE,173,84,63,
LOS ANGELES,9001678A,3825,214,N,,VBM PORTION,81,38,27,
LOS ANGELES,9001678A,3825,214,N,1032,TOTAL,254,122,90,
LOS ANGELES,9001684A,3826,308,N,1037,POLLING PLACE,130,86,31,
LOS ANGELES,9001684A,3826,308,N,,VBM PORTION,35,26,6,
LOS ANGELES,9001684A,3826,308,N,1037,TOTAL,165,112,37,
LOS ANGELES,9001685A,3827,214,N,1049,POLLING PLACE,119,53,34,
LOS ANGELES,9001685A,3827,214,N,,VBM PORTION,78,41,25,
LOS ANGELES,9001685A,3827,214,N,1049,TOTAL,197,94,59,
LOS ANGELES,9001686A,3828,200,N,519,POLLING PLACE,62,32,11,
LOS ANGELES,9001686A,3828,200,N,,VBM PORTION,6,2,3,
LOS ANGELES,9001686A,3828,200,N,519,TOTAL,68,34,14,
LOS ANGELES,9001690B,3829,115,N,990,POLLING PLACE,156,101,29,
LOS ANGELES,9001690B,3829,115,N,,VBM PORTION,79,53,14,
LOS ANGELES,9001690B,3829,115,N,990,TOTAL,235,154,43,
LOS ANGELES,9001693A,3830,214,N,657,POLLING PLACE,80,47,18,
LOS ANGELES,9001693A,3830,214,N,,VBM PORTION,50,33,9,
LOS ANGELES,9001693A,3830,214,N,657,TOTAL,130,80,27,
LOS ANGELES,9001695A,3831,115,N,996,POLLING PLACE,180,110,31,
LOS ANGELES,9001695A,3831,115,N,,VBM PORTION,82,53,16,
LOS ANGELES,9001695A,3831,115,N,996,TOTAL,262,163,47,
LOS ANGELES,9001700D,3832,55,N,674,POLLING PLACE,133,75,34,
LOS ANGELES,9001700D,3832,55,N,,VBM PORTION,21,12,5,
LOS ANGELES,9001700D,3832,55,N,674,TOTAL,154,87,39,
LOS ANGELES,9001704C,3833,214,N,1300,POLLING PLACE,94,58,25,
LOS ANGELES,9001704C,3833,214,N,,VBM PORTION,101,47,27,
LOS ANGELES,9001704C,3833,214,N,1300,TOTAL,195,105,52,
LOS ANGELES,9001706A,3834,315,N,472,POLLING PLACE,89,50,29,
LOS ANGELES,9001706A,3834,315,N,,VBM PORTION,22,3,10,
LOS ANGELES,9001706A,3834,315,N,472,TOTAL,111,53,39,
LOS ANGELES,9001706D,3835,316,N,891,POLLING PLACE,109,66,26,
LOS ANGELES,9001706D,3835,316,N,,VBM PORTION,25,10,10,
LOS ANGELES,9001706D,3835,316,N,891,TOTAL,134,76,36,
LOS ANGELES,9001708A,3836,310,N,377,POLLING PLACE,46,19,14,
LOS ANGELES,9001708A,3836,310,N,,VBM PORTION,6,4,2,
LOS ANGELES,9001708A,3836,310,N,377,TOTAL,52,23,16,
LOS ANGELES,9001708F,3837,311,N,494,POLLING PLACE,78,49,18,
LOS ANGELES,9001708F,3837,311,N,,VBM PORTION,5,4,1,
LOS ANGELES,9001708F,3837,311,N,494,TOTAL,83,53,19,
LOS ANGELES,9001711A,3838,186,N,1016,POLLING PLACE,233,156,30,
LOS ANGELES,9001711A,3838,186,N,,VBM PORTION,63,34,6,
LOS ANGELES,9001711A,3838,186,N,1016,TOTAL,296,190,36,
LOS ANGELES,9001712A,3839,311,N,1046,POLLING PLACE,105,55,31,
LOS ANGELES,9001712A,3839,311,N,,VBM PORTION,34,17,14,
LOS ANGELES,9001712A,3839,311,N,1046,TOTAL,139,72,45,
LOS ANGELES,9001714A,3840,212,N,1013,POLLING PLACE,214,128,36,
LOS ANGELES,9001714A,3840,212,N,,VBM PORTION,66,38,16,
LOS ANGELES,9001714A,3840,212,N,1013,TOTAL,280,166,52,
LOS ANGELES,9001716A,3841,228,N,1164,POLLING PLACE,188,114,41,
LOS ANGELES,9001716A,3841,228,N,,VBM PORTION,44,29,7,
LOS ANGELES,9001716A,3841,228,N,1164,TOTAL,232,143,48,
LOS ANGELES,9001718A,3842,327,N,1031,POLLING PLACE,301,182,54,
LOS ANGELES,9001718A,3842,327,N,,VBM PORTION,93,56,18,
LOS ANGELES,9001718A,3842,327,N,1031,TOTAL,394,238,72,
LOS ANGELES,9001719A,3843,309,N,862,POLLING PLACE,108,76,24,
LOS ANGELES,9001719A,3843,309,N,,VBM PORTION,19,8,8,
LOS ANGELES,9001719A,3843,309,N,862,TOTAL,127,84,32,
LOS ANGELES,9001721A,3844,214,N,992,POLLING PLACE,165,75,59,
LOS ANGELES,9001721A,3844,214,N,,VBM PORTION,37,23,9,
LOS ANGELES,9001721A,3844,214,N,992,TOTAL,202,98,68,
LOS ANGELES,9001725A,3845,228,N,671,POLLING PLACE,133,72,35,
LOS ANGELES,9001725A,3845,228,N,,VBM PORTION,33,23,3,
LOS ANGELES,9001725A,3845,228,N,671,TOTAL,166,95,38,
LOS ANGELES,9001727A,3846,360,N,765,POLLING PLACE,153,89,46,
LOS ANGELES,9001727A,3846,360,N,,VBM PORTION,41,22,12,
LOS ANGELES,9001727A,3846,360,N,765,TOTAL,194,111,58,
LOS ANGELES,9001728A,3847,360,N,1089,POLLING PLACE,151,82,55,
LOS ANGELES,9001728A,3847,360,N,,VBM PORTION,64,31,24,
LOS ANGELES,9001728A,3847,360,N,1089,TOTAL,215,113,79,
LOS ANGELES,9001729A,3848,228,N,1240,POLLING PLACE,168,95,47,
LOS ANGELES,9001729A,3848,228,N,,VBM PORTION,72,38,16,
LOS ANGELES,9001729A,3848,228,N,1240,TOTAL,240,133,63,
LOS ANGELES,9001730B,3849,228,N,894,POLLING PLACE,187,104,55,
LOS ANGELES,9001730B,3849,228,N,,VBM PORTION,61,40,17,
LOS ANGELES,9001730B,3849,228,N,894,TOTAL,248,144,72,
LOS ANGELES,9001733A,3850,179,N,1108,POLLING PLACE,227,137,46,
LOS ANGELES,9001733A,3850,179,N,,VBM PORTION,74,41,15,
LOS ANGELES,9001733A,3850,179,N,1108,TOTAL,301,178,61,
LOS ANGELES,9001735B,3851,198,N,941,POLLING PLACE,246,148,44,
LOS ANGELES,9001735B,3851,198,N,,VBM PORTION,69,48,10,
LOS ANGELES,9001735B,3851,198,N,941,TOTAL,315,196,54,
LOS ANGELES,9001738A,3852,214,N,642,POLLING PLACE,92,55,25,
LOS ANGELES,9001738A,3852,214,N,,VBM PORTION,59,30,11,
LOS ANGELES,9001738A,3852,214,N,642,TOTAL,151,85,36,
LOS ANGELES,9001739A,3853,217,N,1154,POLLING PLACE,226,111,74,
LOS ANGELES,9001739A,3853,217,N,,VBM PORTION,34,20,9,
LOS ANGELES,9001739A,3853,217,N,1154,TOTAL,260,131,83,
LOS ANGELES,9001742A,3854,214,N,971,POLLING PLACE,107,42,41,
LOS ANGELES,9001742A,3854,214,N,,VBM PORTION,45,14,17,
LOS ANGELES,9001742A,3854,214,N,971,TOTAL,152,56,58,
LOS ANGELES,9001744A,6286,48,Y,,POLLING PLACE,,,,
LOS ANGELES,9001744A,6286,48,Y,,VBM PORTION,,,,
LOS ANGELES,9001744A,6286,48,Y,,TOTAL,,,,
LOS ANGELES,9001747A,3855,308,N,1094,POLLING PLACE,157,111,30,
LOS ANGELES,9001747A,3855,308,N,,VBM PORTION,35,22,6,
