LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GERRIE SCHIPSKE,TONIA REYES URANGA,JOHN ALLEN,LARRY S ANDRE,LYNN V DYMALLY,MASON B INOCENTES,
LONG BEACH,3850384A,1601,396,N,864,POLLING PLACE,91,14,13,15,14,20,3,
LONG BEACH,3850384A,1601,396,N,,VBM PORTION,27,3,7,9,,7,,
LONG BEACH,3850384A,1601,396,N,864,TOTAL,118,17,20,24,14,27,3,
LONG BEACH,3850386A,1602,370,N,1155,POLLING PLACE,207,20,10,28,8,104,4,
LONG BEACH,3850386A,1602,370,N,,VBM PORTION,42,2,4,9,,19,,
LONG BEACH,3850386A,1602,370,N,1155,TOTAL,249,22,14,37,8,123,4,
LONG BEACH,3850393A,1603,357,N,360,POLLING PLACE,34,5,13,4,1,4,2,
LONG BEACH,3850393A,1603,357,N,,VBM PORTION,8,4,,1,1,2,,
LONG BEACH,3850393A,1603,357,N,360,TOTAL,42,9,13,5,2,6,2,
LONG BEACH,3850395A,1604,357,N,428,POLLING PLACE,40,7,11,6,,5,5,
LONG BEACH,3850395A,1604,357,N,,VBM PORTION,16,3,,5,1,1,4,
LONG BEACH,3850395A,1604,357,N,428,TOTAL,56,10,11,11,1,6,9,
LONG BEACH,3850399A,1605,396,N,1095,POLLING PLACE,258,87,24,60,17,22,20,
LONG BEACH,3850399A,1605,396,N,,VBM PORTION,102,37,3,28,,11,10,
LONG BEACH,3850399A,1605,396,N,1095,TOTAL,360,124,27,88,17,33,30,
LONG BEACH,3850400A,1606,396,N,903,POLLING PLACE,83,22,22,6,2,15,6,
LONG BEACH,3850400A,1606,396,N,,VBM PORTION,52,4,7,7,1,22,1,
LONG BEACH,3850400A,1606,396,N,903,TOTAL,135,26,29,13,3,37,7,
LONG BEACH,3850402A,1607,370,N,1209,POLLING PLACE,179,36,28,48,12,29,9,
LONG BEACH,3850402A,1607,370,N,,VBM PORTION,29,9,1,5,4,9,,
LONG BEACH,3850402A,1607,370,N,1209,TOTAL,208,45,29,53,16,38,9,
LONG BEACH,3850415A,1608,357,N,1055,POLLING PLACE,99,22,12,23,4,16,9,
LONG BEACH,3850415A,1608,357,N,,VBM PORTION,39,7,4,12,2,5,1,
LONG BEACH,3850415A,1608,357,N,1055,TOTAL,138,29,16,35,6,21,10,
LONG BEACH,3850445A,1609,392,N,1228,POLLING PLACE,251,47,15,82,13,23,17,
LONG BEACH,3850445A,1609,392,N,,VBM PORTION,180,24,7,77,9,16,9,
LONG BEACH,3850445A,1609,392,N,1228,TOTAL,431,71,22,159,22,39,26,
LONG BEACH,3850447A,1610,392,N,1533,POLLING PLACE,375,124,25,98,26,24,17,
LONG BEACH,3850447A,1610,392,N,,VBM PORTION,200,61,4,41,12,22,14,
LONG BEACH,3850447A,1610,392,N,1533,TOTAL,575,185,29,139,38,46,31,
LONG BEACH,3850469A,1611,392,N,287,POLLING PLACE,75,11,4,23,6,9,3,
LONG BEACH,3850469A,1611,392,N,,VBM PORTION,59,11,1,18,5,8,4,
LONG BEACH,3850469A,1611,392,N,287,TOTAL,134,22,5,41,11,17,7,
LONG BEACH,3850481A,1612,392,N,764,POLLING PLACE,168,27,9,59,10,10,19,
LONG BEACH,3850481A,1612,392,N,,VBM PORTION,107,23,,30,13,6,10,
LONG BEACH,3850481A,1612,392,N,764,TOTAL,275,50,9,89,23,16,29,
LONG BEACH,3850517A,1613,396,N,770,POLLING PLACE,110,18,22,25,6,12,5,
LONG BEACH,3850517A,1613,396,N,,VBM PORTION,48,9,8,14,,5,6,
LONG BEACH,3850517A,1613,396,N,770,TOTAL,158,27,30,39,6,17,11,
LONG BEACH,3850530A,1614,396,N,853,POLLING PLACE,106,18,19,32,7,7,6,
LONG BEACH,3850530A,1614,396,N,,VBM PORTION,61,15,2,13,5,6,5,
LONG BEACH,3850530A,1614,396,N,853,TOTAL,167,33,21,45,12,13,11,
LONG BEACH,3850533A,1615,396,N,860,POLLING PLACE,179,48,17,54,7,11,4,
LONG BEACH,3850533A,1615,396,N,,VBM PORTION,57,15,3,17,,7,4,
LONG BEACH,3850533A,1615,396,N,860,TOTAL,236,63,20,71,7,18,8,
LONG BEACH,3850535A,1616,392,N,845,POLLING PLACE,218,63,16,68,14,16,10,
LONG BEACH,3850535A,1616,392,N,,VBM PORTION,87,38,,26,6,11,,
LONG BEACH,3850535A,1616,392,N,845,TOTAL,305,101,16,94,20,27,10,
LONG BEACH,3850539A,1617,392,N,1160,POLLING PLACE,285,113,24,67,22,20,8,
LONG BEACH,3850539A,1617,392,N,,VBM PORTION,141,51,4,38,6,13,8,
LONG BEACH,3850539A,1617,392,N,1160,TOTAL,426,164,28,105,28,33,16,
LONG BEACH,3850545A,1618,396,N,630,POLLING PLACE,70,10,3,18,1,14,5,
LONG BEACH,3850545A,1618,396,N,,VBM PORTION,68,7,1,20,3,13,4,
LONG BEACH,3850545A,1618,396,N,630,TOTAL,138,17,4,38,4,27,9,
LONG BEACH,3850546A,1619,355,N,497,POLLING PLACE,52,9,5,20,4,4,2,
LONG BEACH,3850546A,1619,355,N,,VBM PORTION,18,5,1,2,,4,1,
LONG BEACH,3850546A,1619,355,N,497,TOTAL,70,14,6,22,4,8,3,
LONG BEACH,3850547A,1620,355,N,996,POLLING PLACE,130,25,18,40,,26,12,
LONG BEACH,3850547A,1620,355,N,,VBM PORTION,35,4,1,16,,7,,
LONG BEACH,3850547A,1620,355,N,996,TOTAL,165,29,19,56,,33,12,
LONG BEACH,3850549A,1621,396,N,1509,POLLING PLACE,213,34,23,56,8,29,16,
LONG BEACH,3850549A,1621,396,N,,VBM PORTION,173,30,9,46,6,20,8,
LONG BEACH,3850549A,1621,396,N,1509,TOTAL,386,64,32,102,14,49,24,
LONG BEACH,3850551B,1622,355,N,725,POLLING PLACE,64,9,8,21,8,9,2,
LONG BEACH,3850551B,1622,355,N,,VBM PORTION,21,3,1,7,,1,1,
LONG BEACH,3850551B,1622,355,N,725,TOTAL,85,12,9,28,8,10,3,
LONG BEACH,3850552A,1623,355,N,629,POLLING PLACE,71,13,16,13,2,9,6,
LONG BEACH,3850552A,1623,355,N,,VBM PORTION,32,8,2,9,,5,3,
LONG BEACH,3850552A,1623,355,N,629,TOTAL,103,21,18,22,2,14,9,
LONG BEACH,3850552B,1624,355,N,799,POLLING PLACE,103,24,15,27,4,10,2,
LONG BEACH,3850552B,1624,355,N,,VBM PORTION,26,2,3,8,2,5,1,
LONG BEACH,3850552B,1624,355,N,799,TOTAL,129,26,18,35,6,15,3,
LONG BEACH,3850553A,1625,355,N,1004,POLLING PLACE,104,22,16,23,8,8,7,
LONG BEACH,3850553A,1625,355,N,,VBM PORTION,35,3,1,14,,6,,
LONG BEACH,3850553A,1625,355,N,1004,TOTAL,139,25,17,37,8,14,7,
LONG BEACH,3850554A,1626,357,N,662,POLLING PLACE,58,8,7,16,3,10,5,
LONG BEACH,3850554A,1626,357,N,,VBM PORTION,35,3,4,9,2,10,3,
LONG BEACH,3850554A,1626,357,N,662,TOTAL,93,11,11,25,5,20,8,
LONG BEACH,3850558B,1627,396,N,875,POLLING PLACE,101,23,12,29,7,14,7,
LONG BEACH,3850558B,1627,396,N,,VBM PORTION,56,9,2,19,3,13,,
LONG BEACH,3850558B,1627,396,N,875,TOTAL,157,32,14,48,10,27,7,
LONG BEACH,3850559A,1628,396,N,1299,POLLING PLACE,226,32,43,67,14,17,15,
LONG BEACH,3850559A,1628,396,N,,VBM PORTION,80,19,9,20,8,10,4,
LONG BEACH,3850559A,1628,396,N,1299,TOTAL,306,51,52,87,22,27,19,
LONG BEACH,3850562A,1629,396,N,1109,POLLING PLACE,292,57,39,91,16,23,18,
LONG BEACH,3850562A,1629,396,N,,VBM PORTION,145,33,4,41,8,23,10,
LONG BEACH,3850562A,1629,396,N,1109,TOTAL,437,90,43,132,24,46,28,
LONG BEACH,3850563A,1630,396,N,1154,POLLING PLACE,225,31,35,53,7,48,12,
LONG BEACH,3850563A,1630,396,N,,VBM PORTION,87,19,7,21,5,9,6,
LONG BEACH,3850563A,1630,396,N,1154,TOTAL,312,50,42,74,12,57,18,
LONG BEACH,3850564B,1631,396,N,1302,POLLING PLACE,185,35,19,52,7,32,8,
LONG BEACH,3850564B,1631,396,N,,VBM PORTION,105,16,5,27,4,18,6,
LONG BEACH,3850564B,1631,396,N,1302,TOTAL,290,51,24,79,11,50,14,
LONG BEACH,3850568A,1632,396,N,1176,POLLING PLACE,212,26,41,58,8,39,14,
LONG BEACH,3850568A,1632,396,N,,VBM PORTION,88,15,9,28,2,14,3,
LONG BEACH,3850568A,1632,396,N,1176,TOTAL,300,41,50,86,10,53,17,
LONG BEACH,3850572A,1633,396,N,1183,POLLING PLACE,162,26,34,46,6,17,10,
LONG BEACH,3850572A,1633,396,N,,VBM PORTION,77,8,15,20,3,13,,
LONG BEACH,3850572A,1633,396,N,1183,TOTAL,239,34,49,66,9,30,10,
LONG BEACH,3850577A,1634,396,N,1134,POLLING PLACE,99,25,17,22,1,14,6,
LONG BEACH,3850577A,1634,396,N,,VBM PORTION,37,6,4,9,,8,1,
LONG BEACH,3850577A,1634,396,N,1134,TOTAL,136,31,21,31,1,22,7,
LONG BEACH,3850591A,1635,396,N,894,POLLING PLACE,80,19,19,24,,6,2,
LONG BEACH,3850591A,1635,396,N,,VBM PORTION,34,5,3,10,2,6,1,
LONG BEACH,3850591A,1635,396,N,894,TOTAL,114,24,22,34,2,12,3,
LONG BEACH,3850593A,1636,396,N,693,POLLING PLACE,65,12,12,15,2,9,6,
LONG BEACH,3850593A,1636,396,N,,VBM PORTION,16,4,1,3,,4,3,
LONG BEACH,3850593A,1636,396,N,693,TOTAL,81,16,13,18,2,13,9,
LONG BEACH,3850594A,1637,396,N,1164,POLLING PLACE,115,26,16,26,4,15,10,
LONG BEACH,3850594A,1637,396,N,,VBM PORTION,54,13,7,15,,9,1,
LONG BEACH,3850594A,1637,396,N,1164,TOTAL,169,39,23,41,4,24,11,
LONG BEACH,3850610A,1638,396,N,994,POLLING PLACE,131,21,20,37,8,6,5,
LONG BEACH,3850610A,1638,396,N,,VBM PORTION,42,12,7,8,,7,4,
LONG BEACH,3850610A,1638,396,N,994,TOTAL,173,33,27,45,8,13,9,
LONG BEACH,3850611A,1639,396,N,1086,POLLING PLACE,86,24,13,23,5,9,2,
LONG BEACH,3850611A,1639,396,N,,VBM PORTION,57,9,4,15,3,16,3,
LONG BEACH,3850611A,1639,396,N,1086,TOTAL,143,33,17,38,8,25,5,
LONG BEACH,3850614A,1640,396,N,954,POLLING PLACE,101,17,14,26,3,18,6,
LONG BEACH,3850614A,1640,396,N,,VBM PORTION,18,2,2,4,2,5,,
LONG BEACH,3850614A,1640,396,N,954,TOTAL,119,19,16,30,5,23,6,
LONG BEACH,3850616A,1641,396,N,1025,POLLING PLACE,121,25,16,33,6,23,5,
LONG BEACH,3850616A,1641,396,N,,VBM PORTION,69,8,3,23,2,17,4,
LONG BEACH,3850616A,1641,396,N,1025,TOTAL,190,33,19,56,8,40,9,
LONG BEACH,3850617A,1642,396,N,838,POLLING PLACE,93,11,4,25,3,13,6,
LONG BEACH,3850617A,1642,396,N,,VBM PORTION,61,16,7,15,2,6,2,
LONG BEACH,3850617A,1642,396,N,838,TOTAL,154,27,11,40,5,19,8,
LONG BEACH,3850618A,1643,396,N,846,POLLING PLACE,86,17,8,23,4,10,4,
LONG BEACH,3850618A,1643,396,N,,VBM PORTION,43,7,3,11,,6,2,
LONG BEACH,3850618A,1643,396,N,846,TOTAL,129,24,11,34,4,16,6,
LONG BEACH,3850620A,1644,396,N,1042,POLLING PLACE,135,42,17,26,8,14,7,
LONG BEACH,3850620A,1644,396,N,,VBM PORTION,46,10,3,12,1,5,3,
LONG BEACH,3850620A,1644,396,N,1042,TOTAL,181,52,20,38,9,19,10,
LONG BEACH,3850621A,1645,396,N,750,POLLING PLACE,85,16,11,28,3,7,3,
LONG BEACH,3850621A,1645,396,N,,VBM PORTION,33,6,2,4,2,5,2,
LONG BEACH,3850621A,1645,396,N,750,TOTAL,118,22,13,32,5,12,5,
LONG BEACH,3850624A,1646,396,N,754,POLLING PLACE,78,10,14,13,7,13,5,
LONG BEACH,3850624A,1646,396,N,,VBM PORTION,53,11,2,20,1,5,1,
LONG BEACH,3850624A,1646,396,N,754,TOTAL,131,21,16,33,8,18,6,
LONG BEACH,3850625A,1647,396,N,1021,POLLING PLACE,101,19,7,24,4,10,10,
LONG BEACH,3850625A,1647,396,N,,VBM PORTION,79,16,6,25,2,10,3,
LONG BEACH,3850625A,1647,396,N,1021,TOTAL,180,35,13,49,6,20,13,
LONG BEACH,3850630A,1648,396,N,1256,POLLING PLACE,289,93,29,75,16,18,17,
LONG BEACH,3850630A,1648,396,N,,VBM PORTION,111,41,6,28,2,13,6,
LONG BEACH,3850630A,1648,396,N,1256,TOTAL,400,134,35,103,18,31,23,
LONG BEACH,3850632B,1649,396,N,801,POLLING PLACE,191,53,18,55,11,23,7,
LONG BEACH,3850632B,1649,396,N,,VBM PORTION,63,26,2,13,4,3,3,
LONG BEACH,3850632B,1649,396,N,801,TOTAL,254,79,20,68,15,26,10,
LONG BEACH,3850636A,1650,396,N,914,POLLING PLACE,203,57,13,51,10,23,14,
LONG BEACH,3850636A,1650,396,N,,VBM PORTION,94,39,4,26,5,5,,
LONG BEACH,3850636A,1650,396,N,914,TOTAL,297,96,17,77,15,28,14,
LONG BEACH,3850637A,1651,392,N,802,POLLING PLACE,218,76,24,57,15,16,12,
LONG BEACH,3850637A,1651,392,N,,VBM PORTION,90,41,3,18,3,11,3,
LONG BEACH,3850637A,1651,392,N,802,TOTAL,308,117,27,75,18,27,15,
LONG BEACH,3850639A,1652,392,N,963,POLLING PLACE,262,133,6,44,19,19,10,
LONG BEACH,3850639A,1652,392,N,,VBM PORTION,100,44,4,18,3,5,4,
LONG BEACH,3850639A,1652,392,N,963,TOTAL,362,177,10,62,22,24,14,
LONG BEACH,3850645A,1653,392,N,730,POLLING PLACE,14,1,2,3,,7,,
LONG BEACH,3850645A,1653,392,N,,VBM PORTION,1,1,,,,,,
LONG BEACH,3850645A,1653,392,N,730,TOTAL,15,2,2,3,,7,,
LONG BEACH,3850648A,1654,392,N,1458,POLLING PLACE,376,123,23,106,25,33,22,
LONG BEACH,3850648A,1654,392,N,,VBM PORTION,180,64,7,55,8,15,4,
LONG BEACH,3850648A,1654,392,N,1458,TOTAL,556,187,30,161,33,48,26,
LONG BEACH,3850649E,6148,391,Y,,POLLING PLACE,,,,,,,,
LONG BEACH,3850649E,6148,391,Y,,VBM PORTION,,,,,,,,
LONG BEACH,3850649E,6148,391,Y,,TOTAL,,,,,,,,
LONG BEACH,3850650A,1655,344,N,846,POLLING PLACE,151,26,15,41,16,16,9,
LONG BEACH,3850650A,1655,344,N,,VBM PORTION,77,16,5,18,8,5,7,
LONG BEACH,3850650A,1655,344,N,846,TOTAL,228,42,20,59,24,21,16,
LONG BEACH,3850660A,1656,394,N,767,POLLING PLACE,44,11,9,15,1,3,2,
LONG BEACH,3850660A,1656,394,N,,VBM PORTION,20,2,1,7,,5,2,
LONG BEACH,3850660A,1656,394,N,767,TOTAL,64,13,10,22,1,8,4,
LONG BEACH,3850660B,1657,394,N,605,POLLING PLACE,74,14,9,26,6,10,6,
LONG BEACH,3850660B,1657,394,N,,VBM PORTION,30,3,5,9,,7,,
LONG BEACH,3850660B,1657,394,N,605,TOTAL,104,17,14,35,6,17,6,
LONG BEACH,3850671A,1658,396,N,1049,POLLING PLACE,91,19,30,16,5,10,2,
LONG BEACH,3850671A,1658,396,N,,VBM PORTION,31,4,9,7,1,9,,
LONG BEACH,3850671A,1658,396,N,1049,TOTAL,122,23,39,23,6,19,2,
LONG BEACH,3850686A,1659,352,N,1027,POLLING PLACE,73,11,8,21,1,17,8,
LONG BEACH,3850686A,1659,352,N,,VBM PORTION,22,4,,9,,5,,
LONG BEACH,3850686A,1659,352,N,1027,TOTAL,95,15,8,30,1,22,8,
LONG BEACH,3850688A,1660,392,N,1028,POLLING PLACE,174,40,19,45,7,8,13,
LONG BEACH,3850688A,1660,392,N,,VBM PORTION,194,36,6,77,12,11,12,
LONG BEACH,3850688A,1660,392,N,1028,TOTAL,368,76,25,122,19,19,25,
LONG BEACH,3850701A,1661,396,N,789,POLLING PLACE,102,17,35,22,2,14,3,
LONG BEACH,3850701A,1661,396,N,,VBM PORTION,37,4,8,6,1,9,1,
LONG BEACH,3850701A,1661,396,N,789,TOTAL,139,21,43,28,3,23,4,
LONG BEACH,3850702A,1662,396,N,689,POLLING PLACE,35,5,9,8,4,2,5,
LONG BEACH,3850702A,1662,396,N,,VBM PORTION,14,2,3,6,1,1,,
LONG BEACH,3850702A,1662,396,N,689,TOTAL,49,7,12,14,5,3,5,
LONG BEACH,3850702B,1663,396,N,847,POLLING PLACE,32,6,6,8,2,4,4,
LONG BEACH,3850702B,1663,396,N,,VBM PORTION,17,2,,8,,4,1,
LONG BEACH,3850702B,1663,396,N,847,TOTAL,49,8,6,16,2,8,5,
PIONEER,5240020A,6190,275,Y,188,POLLING PLACE,,,,,,,,
PIONEER,5240020A,6190,275,Y,,VBM PORTION,21,1,3,3,1,8,3,
PIONEER,5240020A,6190,275,Y,188,TOTAL,21,1,3,3,1,8,3,
SIGNAL HILL,6450001A,2523,396,N,659,POLLING PLACE,102,22,19,25,5,16,4,
SIGNAL HILL,6450001A,2523,396,N,,VBM PORTION,46,8,3,9,4,5,2,
SIGNAL HILL,6450001A,2523,396,N,659,TOTAL,148,30,22,34,9,21,6,
SIGNAL HILL,6450002A,2524,396,N,1081,POLLING PLACE,156,31,17,44,6,26,13,
SIGNAL HILL,6450002A,2524,396,N,,VBM PORTION,47,5,1,10,2,11,1,
SIGNAL HILL,6450002A,2524,396,N,1081,TOTAL,203,36,18,54,8,37,14,
SIGNAL HILL,6450003A,2525,396,N,898,POLLING PLACE,161,26,15,48,3,24,17,
SIGNAL HILL,6450003A,2525,396,N,,VBM PORTION,77,10,6,25,5,13,2,
SIGNAL HILL,6450003A,2525,396,N,898,TOTAL,238,36,21,73,8,37,19,
SIGNAL HILL,6450004A,2526,396,N,1046,POLLING PLACE,200,33,15,45,17,38,19,
SIGNAL HILL,6450004A,2526,396,N,,VBM PORTION,74,12,9,22,2,13,2,
SIGNAL HILL,6450004A,2526,396,N,1046,TOTAL,274,45,24,67,19,51,21,
SIGNAL HILL,6450005A,2527,396,N,1120,POLLING PLACE,234,36,24,72,9,37,15,
SIGNAL HILL,6450005A,2527,396,N,,VBM PORTION,119,20,5,27,12,23,3,
SIGNAL HILL,6450005A,2527,396,N,1120,TOTAL,353,56,29,99,21,60,18,
SIGNAL HILL,6450006A,2528,396,N,1054,POLLING PLACE,197,42,30,46,15,25,13,
SIGNAL HILL,6450006A,2528,396,N,,VBM PORTION,62,12,2,19,6,7,5,
SIGNAL HILL,6450006A,2528,396,N,1054,TOTAL,259,54,32,65,21,32,18,
SOUTH WHITTIER,6700001A,2596,260,N,770,POLLING PLACE,141,9,18,30,14,24,16,
SOUTH WHITTIER,6700001A,2596,260,N,,VBM PORTION,42,2,5,3,7,10,2,
SOUTH WHITTIER,6700001A,2596,260,N,770,TOTAL,183,11,23,33,21,34,18,
SOUTH WHITTIER,6700002A,2597,260,N,1209,POLLING PLACE,212,10,28,47,11,39,35,
SOUTH WHITTIER,6700002A,2597,260,N,,VBM PORTION,59,2,5,12,6,17,4,
SOUTH WHITTIER,6700002A,2597,260,N,1209,TOTAL,271,12,33,59,17,56,39,
SOUTH WHITTIER,6700003A,2598,260,N,882,POLLING PLACE,120,13,29,21,6,17,13,
SOUTH WHITTIER,6700003A,2598,260,N,,VBM PORTION,26,2,1,6,1,9,1,
SOUTH WHITTIER,6700003A,2598,260,N,882,TOTAL,146,15,30,27,7,26,14,
SOUTH WHITTIER,6700007A,2600,252,N,756,POLLING PLACE,133,13,24,28,7,19,16,
SOUTH WHITTIER,6700007A,2600,252,N,,VBM PORTION,33,,3,8,4,5,5,
SOUTH WHITTIER,6700007A,2600,252,N,756,TOTAL,166,13,27,36,11,24,21,
SOUTH WHITTIER,6700008A,2601,260,N,1163,POLLING PLACE,199,15,25,43,19,31,36,
SOUTH WHITTIER,6700008A,2601,260,N,,VBM PORTION,71,,1,16,13,17,9,
SOUTH WHITTIER,6700008A,2601,260,N,1163,TOTAL,270,15,26,59,32,48,45,
SOUTH WHITTIER,6700010A,2603,260,N,947,POLLING PLACE,168,10,28,36,10,31,26,
SOUTH WHITTIER,6700010A,2603,260,N,,VBM PORTION,59,2,6,12,1,17,2,
SOUTH WHITTIER,6700010A,2603,260,N,947,TOTAL,227,12,34,48,11,48,28,
SOUTH WHITTIER,6700011B,2604,260,N,1245,POLLING PLACE,235,21,24,54,20,45,34,
SOUTH WHITTIER,6700011B,2604,260,N,,VBM PORTION,79,5,3,14,7,18,6,
SOUTH WHITTIER,6700011B,2604,260,N,1245,TOTAL,314,26,27,68,27,63,40,
SOUTH WHITTIER,6700012A,2605,260,N,1300,POLLING PLACE,226,10,29,50,25,43,15,
SOUTH WHITTIER,6700012A,2605,260,N,,VBM PORTION,70,5,3,10,7,20,5,
SOUTH WHITTIER,6700012A,2605,260,N,1300,TOTAL,296,15,32,60,32,63,20,
SOUTH WHITTIER,6700014B,2606,257,N,736,POLLING PLACE,122,5,14,11,15,16,16,
SOUTH WHITTIER,6700014B,2606,257,N,,VBM PORTION,48,3,1,10,1,9,8,
SOUTH WHITTIER,6700014B,2606,257,N,736,TOTAL,170,8,15,21,16,25,24,
SOUTH WHITTIER,6700015A,2607,260,N,711,POLLING PLACE,97,8,16,24,9,21,5,
SOUTH WHITTIER,6700015A,2607,260,N,,VBM PORTION,25,,1,10,2,3,3,
SOUTH WHITTIER,6700015A,2607,260,N,711,TOTAL,122,8,17,34,11,24,8,
SOUTH WHITTIER,6700016A,2608,257,N,1041,POLLING PLACE,235,17,28,51,15,32,28,
SOUTH WHITTIER,6700016A,2608,257,N,,VBM PORTION,76,3,2,12,11,21,1,
SOUTH WHITTIER,6700016A,2608,257,N,1041,TOTAL,311,20,30,63,26,53,29,
SOUTH WHITTIER,6700017A,2609,257,N,1247,POLLING PLACE,237,19,22,50,14,38,32,
SOUTH WHITTIER,6700017A,2609,257,N,,VBM PORTION,80,5,7,9,9,17,8,
SOUTH WHITTIER,6700017A,2609,257,N,1247,TOTAL,317,24,29,59,23,55,40,
SOUTH WHITTIER,6700019A,2610,260,N,1035,POLLING PLACE,138,15,38,22,4,25,14,
SOUTH WHITTIER,6700019A,2610,260,N,,VBM PORTION,22,,1,8,4,3,,
SOUTH WHITTIER,6700019A,2610,260,N,1035,TOTAL,160,15,39,30,8,28,14,
SOUTH WHITTIER,6700021A,2611,257,N,1211,POLLING PLACE,288,16,35,72,24,27,37,
SOUTH WHITTIER,6700021A,2611,257,N,,VBM PORTION,82,3,4,16,3,15,8,
SOUTH WHITTIER,6700021A,2611,257,N,1211,TOTAL,370,19,39,88,27,42,45,
SOUTH WHITTIER,6700023A,2612,260,N,852,POLLING PLACE,145,7,25,30,13,28,19,
SOUTH WHITTIER,6700023A,2612,260,N,,VBM PORTION,57,3,3,15,,20,6,
SOUTH WHITTIER,6700023A,2612,260,N,852,TOTAL,202,10,28,45,13,48,25,
SOUTH WHITTIER,6700053A,2615,260,N,1024,POLLING PLACE,146,18,25,24,15,24,18,
SOUTH WHITTIER,6700053A,2615,260,N,,VBM PORTION,46,2,10,11,,11,4,
SOUTH WHITTIER,6700053A,2615,260,N,1024,TOTAL,192,20,35,35,15,35,22,
SOUTH WHITTIER,6700054B,2616,260,N,1162,POLLING PLACE,151,8,38,28,6,23,24,
SOUTH WHITTIER,6700054B,2616,260,N,,VBM PORTION,35,4,3,8,,14,1,
SOUTH WHITTIER,6700054B,2616,260,N,1162,TOTAL,186,12,41,36,6,37,25,
SOUTH WHITTIER,6700055A,2617,260,N,982,POLLING PLACE,129,7,34,27,3,21,17,
SOUTH WHITTIER,6700055A,2617,260,N,,VBM PORTION,32,3,2,5,2,11,3,
SOUTH WHITTIER,6700055A,2617,260,N,982,TOTAL,161,10,36,32,5,32,20,
SOUTH WHITTIER,6700056A,2618,260,N,1151,POLLING PLACE,127,7,29,18,8,25,20,
SOUTH WHITTIER,6700056A,2618,260,N,,VBM PORTION,34,3,1,5,1,5,4,
SOUTH WHITTIER,6700056A,2618,260,N,1151,TOTAL,161,10,30,23,9,30,24,
SOUTH WHITTIER,6700057A,2619,260,N,1201,POLLING PLACE,236,16,40,35,21,45,36,
SOUTH WHITTIER,6700057A,2619,260,N,,VBM PORTION,91,11,1,27,7,27,3,
SOUTH WHITTIER,6700057A,2619,260,N,1201,TOTAL,327,27,41,62,28,72,39,
SOUTH WHITTIER,6700059A,2620,260,N,919,POLLING PLACE,181,19,34,42,7,30,24,
SOUTH WHITTIER,6700059A,2620,260,N,,VBM PORTION,61,6,5,16,1,14,9,
SOUTH WHITTIER,6700059A,2620,260,N,919,TOTAL,242,25,39,58,8,44,33,
SOUTH WHITTIER,6700070A,2625,260,N,632,POLLING PLACE,98,4,15,21,5,19,17,
SOUTH WHITTIER,6700070A,2625,260,N,,VBM PORTION,35,5,7,3,,6,3,
SOUTH WHITTIER,6700070A,2625,260,N,632,TOTAL,133,9,22,24,5,25,20,
SOUTH WHITTIER,6700070B,2626,260,N,672,POLLING PLACE,112,13,23,18,2,19,15,
SOUTH WHITTIER,6700070B,2626,260,N,,VBM PORTION,21,1,3,7,3,3,3,
SOUTH WHITTIER,6700070B,2626,260,N,672,TOTAL,133,14,26,25,5,22,18,
SOUTH WHITTIER,6700071C,2627,260,N,1104,POLLING PLACE,155,10,46,24,13,31,12,
SOUTH WHITTIER,6700071C,2627,260,N,,VBM PORTION,35,4,2,4,,10,5,
SOUTH WHITTIER,6700071C,2627,260,N,1104,TOTAL,190,14,48,28,13,41,17,
BALLOT GROUP 248,9990248A,8248,248,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 248,9990248A,8248,248,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 248,9990248A,8248,248,N,,TOTAL,,,,,,,,
BALLOT GROUP 252,9990252A,8252,252,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 252,9990252A,8252,252,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 252,9990252A,8252,252,N,,TOTAL,,,,,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,TOTAL,,,,,,,,
BALLOT GROUP 260,9990260A,8260,260,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 260,9990260A,8260,260,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 260,9990260A,8260,260,N,,TOTAL,,,,,,,,
BALLOT GROUP 271,9990271A,8271,271,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 271,9990271A,8271,271,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 271,9990271A,8271,271,N,,TOTAL,,,,,,,,
BALLOT GROUP 273,9990273A,8273,273,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 273,9990273A,8273,273,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 273,9990273A,8273,273,N,,TOTAL,,,,,,,,
BALLOT GROUP 274,9990274A,8274,274,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 274,9990274A,8274,274,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 274,9990274A,8274,274,N,,TOTAL,,,,,,,,
BALLOT GROUP 275,9990275A,8275,275,N,,POLLING PLACE,,,,,,,,
