LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEROME E HORTON,G RICK MARSHALL,
LOS ANGELES,9001810A,3890,214,N,,VBM PORTION,41,28,6,
LOS ANGELES,9001810A,3890,214,N,994,TOTAL,185,133,28,
LOS ANGELES,9001814A,3891,214,N,984,POLLING PLACE,125,90,20,
LOS ANGELES,9001814A,3891,214,N,,VBM PORTION,48,33,13,
LOS ANGELES,9001814A,3891,214,N,984,TOTAL,173,123,33,
LOS ANGELES,9001824A,3892,102,N,1097,POLLING PLACE,289,204,62,
LOS ANGELES,9001824A,3892,102,N,,VBM PORTION,117,63,41,
LOS ANGELES,9001824A,3892,102,N,1097,TOTAL,406,267,103,
LOS ANGELES,9001825B,3893,115,N,1235,POLLING PLACE,228,126,76,
LOS ANGELES,9001825B,3893,115,N,,VBM PORTION,82,39,30,
LOS ANGELES,9001825B,3893,115,N,1235,TOTAL,310,165,106,
LOS ANGELES,9001827A,3894,393,N,998,POLLING PLACE,255,120,109,
LOS ANGELES,9001827A,3894,393,N,,VBM PORTION,120,40,63,
LOS ANGELES,9001827A,3894,393,N,998,TOTAL,375,160,172,
LOS ANGELES,9001832B,3895,59,N,538,POLLING PLACE,76,50,11,
LOS ANGELES,9001832B,3895,59,N,,VBM PORTION,31,14,12,
LOS ANGELES,9001832B,3895,59,N,538,TOTAL,107,64,23,
LOS ANGELES,9001838A,3896,200,N,1177,POLLING PLACE,137,85,44,
LOS ANGELES,9001838A,3896,200,N,,VBM PORTION,71,36,26,
LOS ANGELES,9001838A,3896,200,N,1177,TOTAL,208,121,70,
LOS ANGELES,9001839A,3897,200,N,1024,POLLING PLACE,110,77,18,
LOS ANGELES,9001839A,3897,200,N,,VBM PORTION,38,24,10,
LOS ANGELES,9001839A,3897,200,N,1024,TOTAL,148,101,28,
LOS ANGELES,9001841A,3898,200,N,865,POLLING PLACE,111,92,10,
LOS ANGELES,9001841A,3898,200,N,,VBM PORTION,32,22,2,
LOS ANGELES,9001841A,3898,200,N,865,TOTAL,143,114,12,
LOS ANGELES,9001846A,3899,214,N,1125,POLLING PLACE,160,121,20,
LOS ANGELES,9001846A,3899,214,N,,VBM PORTION,38,33,2,
LOS ANGELES,9001846A,3899,214,N,1125,TOTAL,198,154,22,
LOS ANGELES,9001851A,3900,214,N,861,POLLING PLACE,129,97,16,
LOS ANGELES,9001851A,3900,214,N,,VBM PORTION,33,26,4,
LOS ANGELES,9001851A,3900,214,N,861,TOTAL,162,123,20,
LOS ANGELES,9001854A,3901,214,N,543,POLLING PLACE,100,72,8,
LOS ANGELES,9001854A,3901,214,N,,VBM PORTION,18,10,5,
LOS ANGELES,9001854A,3901,214,N,543,TOTAL,118,82,13,
LOS ANGELES,9001855A,3902,214,N,1045,POLLING PLACE,149,101,24,
LOS ANGELES,9001855A,3902,214,N,,VBM PORTION,23,20,1,
LOS ANGELES,9001855A,3902,214,N,1045,TOTAL,172,121,25,
LOS ANGELES,9001856A,3903,214,N,626,POLLING PLACE,111,82,15,
LOS ANGELES,9001856A,3903,214,N,,VBM PORTION,13,11,2,
LOS ANGELES,9001856A,3903,214,N,626,TOTAL,124,93,17,
LOS ANGELES,9001857A,3904,220,N,1264,POLLING PLACE,125,58,48,
LOS ANGELES,9001857A,3904,220,N,,VBM PORTION,207,112,73,
LOS ANGELES,9001857A,3904,220,N,1264,TOTAL,332,170,121,
LOS ANGELES,9001859A,3905,214,N,1128,POLLING PLACE,250,175,37,
LOS ANGELES,9001859A,3905,214,N,,VBM PORTION,35,23,3,
LOS ANGELES,9001859A,3905,214,N,1128,TOTAL,285,198,40,
LOS ANGELES,9001861A,3906,124,N,1189,POLLING PLACE,262,174,62,
LOS ANGELES,9001861A,3906,124,N,,VBM PORTION,89,48,31,
LOS ANGELES,9001861A,3906,124,N,1189,TOTAL,351,222,93,
LOS ANGELES,9001862C,3907,214,N,616,POLLING PLACE,2,2,,
LOS ANGELES,9001862C,3907,214,N,,VBM PORTION,18,9,6,
LOS ANGELES,9001862C,3907,214,N,616,TOTAL,20,11,6,
LOS ANGELES,9001874A,3908,323,N,1041,POLLING PLACE,143,98,32,
LOS ANGELES,9001874A,3908,323,N,,VBM PORTION,118,60,41,
LOS ANGELES,9001874A,3908,323,N,1041,TOTAL,261,158,73,
LOS ANGELES,9001875A,3909,214,N,928,POLLING PLACE,167,112,40,
LOS ANGELES,9001875A,3909,214,N,,VBM PORTION,58,29,16,
LOS ANGELES,9001875A,3909,214,N,928,TOTAL,225,141,56,
LOS ANGELES,9001876A,3910,327,N,945,POLLING PLACE,296,128,125,
LOS ANGELES,9001876A,3910,327,N,,VBM PORTION,92,38,42,
LOS ANGELES,9001876A,3910,327,N,945,TOTAL,388,166,167,
LOS ANGELES,9001877B,3911,115,N,1287,POLLING PLACE,164,113,36,
LOS ANGELES,9001877B,3911,115,N,,VBM PORTION,63,44,14,
LOS ANGELES,9001877B,3911,115,N,1287,TOTAL,227,157,50,
LOS ANGELES,9001884A,3912,320,N,788,POLLING PLACE,151,105,36,
LOS ANGELES,9001884A,3912,320,N,,VBM PORTION,60,26,21,
LOS ANGELES,9001884A,3912,320,N,788,TOTAL,211,131,57,
LOS ANGELES,9001884C,6287,321,Y,124,POLLING PLACE,,,,
LOS ANGELES,9001884C,6287,321,Y,,VBM PORTION,28,7,19,
LOS ANGELES,9001884C,6287,321,Y,124,TOTAL,28,7,19,
LOS ANGELES,9001889A,3913,214,N,810,POLLING PLACE,112,76,14,
LOS ANGELES,9001889A,3913,214,N,,VBM PORTION,62,45,11,
LOS ANGELES,9001889A,3913,214,N,810,TOTAL,174,121,25,
LOS ANGELES,9001890A,3914,214,N,810,POLLING PLACE,152,117,24,
LOS ANGELES,9001890A,3914,214,N,,VBM PORTION,66,42,19,
LOS ANGELES,9001890A,3914,214,N,810,TOTAL,218,159,43,
LOS ANGELES,9001891A,3915,214,N,1034,POLLING PLACE,212,153,29,
LOS ANGELES,9001891A,3915,214,N,,VBM PORTION,49,40,5,
LOS ANGELES,9001891A,3915,214,N,1034,TOTAL,261,193,34,
LOS ANGELES,9001892A,3916,115,N,1434,POLLING PLACE,206,129,47,
LOS ANGELES,9001892A,3916,115,N,,VBM PORTION,132,80,42,
LOS ANGELES,9001892A,3916,115,N,1434,TOTAL,338,209,89,
LOS ANGELES,9001893A,3917,115,N,1272,POLLING PLACE,191,91,78,
LOS ANGELES,9001893A,3917,115,N,,VBM PORTION,117,64,39,
LOS ANGELES,9001893A,3917,115,N,1272,TOTAL,308,155,117,
LOS ANGELES,9001895A,3918,214,N,1058,POLLING PLACE,164,120,22,
LOS ANGELES,9001895A,3918,214,N,,VBM PORTION,60,42,12,
LOS ANGELES,9001895A,3918,214,N,1058,TOTAL,224,162,34,
LOS ANGELES,9001899A,3919,214,N,619,POLLING PLACE,112,78,13,
LOS ANGELES,9001899A,3919,214,N,,VBM PORTION,19,10,6,
LOS ANGELES,9001899A,3919,214,N,619,TOTAL,131,88,19,
LOS ANGELES,9001904A,3921,214,N,1075,POLLING PLACE,174,125,32,
LOS ANGELES,9001904A,3921,214,N,,VBM PORTION,37,30,3,
LOS ANGELES,9001904A,3921,214,N,1075,TOTAL,211,155,35,
LOS ANGELES,9001905A,3922,214,N,1102,POLLING PLACE,212,158,31,
LOS ANGELES,9001905A,3922,214,N,,VBM PORTION,28,23,4,
LOS ANGELES,9001905A,3922,214,N,1102,TOTAL,240,181,35,
LOS ANGELES,9001910C,6288,213,Y,,POLLING PLACE,,,,
LOS ANGELES,9001910C,6288,213,Y,,VBM PORTION,,,,
LOS ANGELES,9001910C,6288,213,Y,,TOTAL,,,,
LOS ANGELES,9001910H,3924,214,N,994,POLLING PLACE,204,160,17,
LOS ANGELES,9001910H,3924,214,N,,VBM PORTION,26,19,6,
LOS ANGELES,9001910H,3924,214,N,994,TOTAL,230,179,23,
LOS ANGELES,9001917A,3925,59,N,907,POLLING PLACE,136,83,37,
LOS ANGELES,9001917A,3925,59,N,,VBM PORTION,29,16,10,
LOS ANGELES,9001917A,3925,59,N,907,TOTAL,165,99,47,
LOS ANGELES,9001920A,3926,308,N,978,POLLING PLACE,161,109,35,
LOS ANGELES,9001920A,3926,308,N,,VBM PORTION,54,42,8,
LOS ANGELES,9001920A,3926,308,N,978,TOTAL,215,151,43,
LOS ANGELES,9001924B,3927,125,N,1215,POLLING PLACE,227,153,61,
LOS ANGELES,9001924B,3927,125,N,,VBM PORTION,61,31,21,
LOS ANGELES,9001924B,3927,125,N,1215,TOTAL,288,184,82,
LOS ANGELES,9001926C,3928,125,N,1314,POLLING PLACE,296,192,77,
LOS ANGELES,9001926C,3928,125,N,,VBM PORTION,159,87,62,
LOS ANGELES,9001926C,3928,125,N,1314,TOTAL,455,279,139,
LOS ANGELES,9001927A,3929,310,N,1131,POLLING PLACE,99,72,17,
LOS ANGELES,9001927A,3929,310,N,,VBM PORTION,30,26,3,
LOS ANGELES,9001927A,3929,310,N,1131,TOTAL,129,98,20,
LOS ANGELES,9001928B,3930,125,N,1132,POLLING PLACE,276,180,71,
LOS ANGELES,9001928B,3930,125,N,,VBM PORTION,83,47,25,
LOS ANGELES,9001928B,3930,125,N,1132,TOTAL,359,227,96,
LOS ANGELES,9001929A,3931,308,N,760,POLLING PLACE,53,38,9,
LOS ANGELES,9001929A,3931,308,N,,VBM PORTION,4,4,,
LOS ANGELES,9001929A,3931,308,N,760,TOTAL,57,42,9,
LOS ANGELES,9001930A,3932,310,N,95,POLLING PLACE,9,8,1,
LOS ANGELES,9001930A,3932,310,N,,VBM PORTION,7,6,1,
LOS ANGELES,9001930A,3932,310,N,95,TOTAL,16,14,2,
LOS ANGELES,9001931A,3933,125,N,1028,POLLING PLACE,262,190,56,
LOS ANGELES,9001931A,3933,125,N,,VBM PORTION,95,55,27,
LOS ANGELES,9001931A,3933,125,N,1028,TOTAL,357,245,83,
LOS ANGELES,9001932B,3934,310,N,1073,POLLING PLACE,156,114,30,
LOS ANGELES,9001932B,3934,310,N,,VBM PORTION,23,19,2,
LOS ANGELES,9001932B,3934,310,N,1073,TOTAL,179,133,32,
LOS ANGELES,9001938A,3935,320,N,742,POLLING PLACE,138,103,20,
LOS ANGELES,9001938A,3935,320,N,,VBM PORTION,37,23,7,
LOS ANGELES,9001938A,3935,320,N,742,TOTAL,175,126,27,
LOS ANGELES,9001940D,3936,316,N,626,POLLING PLACE,71,49,13,
LOS ANGELES,9001940D,3936,316,N,,VBM PORTION,11,9,2,
LOS ANGELES,9001940D,3936,316,N,626,TOTAL,82,58,15,
LOS ANGELES,9001941A,3937,310,N,861,POLLING PLACE,94,66,16,
LOS ANGELES,9001941A,3937,310,N,,VBM PORTION,14,11,1,
LOS ANGELES,9001941A,3937,310,N,861,TOTAL,108,77,17,
LOS ANGELES,9001942A,3938,308,N,491,POLLING PLACE,20,16,2,
LOS ANGELES,9001942A,3938,308,N,,VBM PORTION,1,1,,
LOS ANGELES,9001942A,3938,308,N,491,TOTAL,21,17,2,
LOS ANGELES,9001943A,3939,310,N,933,POLLING PLACE,155,111,24,
LOS ANGELES,9001943A,3939,310,N,,VBM PORTION,39,32,3,
LOS ANGELES,9001943A,3939,310,N,933,TOTAL,194,143,27,
LOS ANGELES,9001950A,3940,308,N,573,POLLING PLACE,18,9,7,
LOS ANGELES,9001950A,3940,308,N,,VBM PORTION,7,6,1,
LOS ANGELES,9001950A,3940,308,N,573,TOTAL,25,15,8,
LOS ANGELES,9001951A,3941,179,N,922,POLLING PLACE,152,119,22,
LOS ANGELES,9001951A,3941,179,N,,VBM PORTION,52,35,15,
LOS ANGELES,9001951A,3941,179,N,922,TOTAL,204,154,37,
LOS ANGELES,9001956A,3942,308,N,778,POLLING PLACE,76,65,6,
LOS ANGELES,9001956A,3942,308,N,,VBM PORTION,24,17,2,
LOS ANGELES,9001956A,3942,308,N,778,TOTAL,100,82,8,
LOS ANGELES,9001957A,3943,358,N,379,POLLING PLACE,46,38,2,
LOS ANGELES,9001957A,3943,358,N,,VBM PORTION,6,5,,
LOS ANGELES,9001957A,3943,358,N,379,TOTAL,52,43,2,
LOS ANGELES,9001959A,3944,312,N,497,POLLING PLACE,62,53,6,
LOS ANGELES,9001959A,3944,312,N,,VBM PORTION,14,13,,
LOS ANGELES,9001959A,3944,312,N,497,TOTAL,76,66,6,
LOS ANGELES,9001961A,3945,309,N,1003,POLLING PLACE,126,99,12,
LOS ANGELES,9001961A,3945,309,N,,VBM PORTION,26,16,6,
LOS ANGELES,9001961A,3945,309,N,1003,TOTAL,152,115,18,
LOS ANGELES,9001961F,3946,309,N,633,POLLING PLACE,107,83,10,
LOS ANGELES,9001961F,3946,309,N,,VBM PORTION,18,16,2,
LOS ANGELES,9001961F,3946,309,N,633,TOTAL,125,99,12,
LOS ANGELES,9001964A,3947,358,N,977,POLLING PLACE,118,104,10,
LOS ANGELES,9001964A,3947,358,N,,VBM PORTION,21,19,,
LOS ANGELES,9001964A,3947,358,N,977,TOTAL,139,123,10,
LOS ANGELES,9001966A,3948,311,N,1156,POLLING PLACE,122,85,25,
LOS ANGELES,9001966A,3948,311,N,,VBM PORTION,28,21,3,
LOS ANGELES,9001966A,3948,311,N,1156,TOTAL,150,106,28,
LOS ANGELES,9001966B,3949,311,N,970,POLLING PLACE,142,111,22,
LOS ANGELES,9001966B,3949,311,N,,VBM PORTION,18,12,4,
LOS ANGELES,9001966B,3949,311,N,970,TOTAL,160,123,26,
LOS ANGELES,9001969B,6289,358,Y,3,POLLING PLACE,,,,
LOS ANGELES,9001969B,6289,358,Y,,VBM PORTION,,,,
LOS ANGELES,9001969B,6289,358,Y,3,TOTAL,,,,
LOS ANGELES,9001974A,3950,309,N,1018,POLLING PLACE,122,100,11,
LOS ANGELES,9001974A,3950,309,N,,VBM PORTION,26,22,1,
LOS ANGELES,9001974A,3950,309,N,1018,TOTAL,148,122,12,
LOS ANGELES,9001980A,3951,316,N,757,POLLING PLACE,108,77,16,
LOS ANGELES,9001980A,3951,316,N,,VBM PORTION,16,7,5,
LOS ANGELES,9001980A,3951,316,N,757,TOTAL,124,84,21,
LOS ANGELES,9001984B,3952,228,N,998,POLLING PLACE,193,144,29,
LOS ANGELES,9001984B,3952,228,N,,VBM PORTION,35,25,5,
LOS ANGELES,9001984B,3952,228,N,998,TOTAL,228,169,34,
LOS ANGELES,9001985A,3953,228,N,1036,POLLING PLACE,196,150,23,
LOS ANGELES,9001985A,3953,228,N,,VBM PORTION,45,34,6,
LOS ANGELES,9001985A,3953,228,N,1036,TOTAL,241,184,29,
LOS ANGELES,9001987A,3954,316,N,1116,POLLING PLACE,129,102,13,
LOS ANGELES,9001987A,3954,316,N,,VBM PORTION,23,22,1,
LOS ANGELES,9001987A,3954,316,N,1116,TOTAL,152,124,14,
LOS ANGELES,9001991A,3955,316,N,1177,POLLING PLACE,139,100,23,
LOS ANGELES,9001991A,3955,316,N,,VBM PORTION,36,26,4,
LOS ANGELES,9001991A,3955,316,N,1177,TOTAL,175,126,27,
LOS ANGELES,9001993B,3956,316,N,750,POLLING PLACE,105,79,12,
LOS ANGELES,9001993B,3956,316,N,,VBM PORTION,19,17,2,
LOS ANGELES,9001993B,3956,316,N,750,TOTAL,124,96,14,
LOS ANGELES,9001998A,3957,316,N,1096,POLLING PLACE,123,92,21,
LOS ANGELES,9001998A,3957,316,N,,VBM PORTION,14,12,1,
LOS ANGELES,9001998A,3957,316,N,1096,TOTAL,137,104,22,
LOS ANGELES,9001999A,3958,115,N,763,POLLING PLACE,170,89,67,
LOS ANGELES,9001999A,3958,115,N,,VBM PORTION,82,43,32,
LOS ANGELES,9001999A,3958,115,N,763,TOTAL,252,132,99,
LOS ANGELES,9002001A,3959,214,N,1032,POLLING PLACE,122,90,24,
LOS ANGELES,9002001A,3959,214,N,,VBM PORTION,49,40,6,
LOS ANGELES,9002001A,3959,214,N,1032,TOTAL,171,130,30,
LOS ANGELES,9002001B,3960,214,N,479,POLLING PLACE,71,57,8,
LOS ANGELES,9002001B,3960,214,N,,VBM PORTION,22,15,5,
LOS ANGELES,9002001B,3960,214,N,479,TOTAL,93,72,13,
LOS ANGELES,9002005A,3961,311,N,755,POLLING PLACE,87,52,18,
LOS ANGELES,9002005A,3961,311,N,,VBM PORTION,21,20,1,
LOS ANGELES,9002005A,3961,311,N,755,TOTAL,108,72,19,
LOS ANGELES,9002009A,3962,228,N,828,POLLING PLACE,118,94,7,
LOS ANGELES,9002009A,3962,228,N,,VBM PORTION,55,44,7,
LOS ANGELES,9002009A,3962,228,N,828,TOTAL,173,138,14,
LOS ANGELES,9002010A,3963,311,N,1107,POLLING PLACE,105,81,11,
LOS ANGELES,9002010A,3963,311,N,,VBM PORTION,20,14,1,
LOS ANGELES,9002010A,3963,311,N,1107,TOTAL,125,95,12,
LOS ANGELES,9002012B,3964,214,N,1095,POLLING PLACE,169,113,34,
LOS ANGELES,9002012B,3964,214,N,,VBM PORTION,66,45,15,
LOS ANGELES,9002012B,3964,214,N,1095,TOTAL,235,158,49,
LOS ANGELES,9002017A,3965,214,N,1129,POLLING PLACE,195,145,30,
LOS ANGELES,9002017A,3965,214,N,,VBM PORTION,49,39,4,
LOS ANGELES,9002017A,3965,214,N,1129,TOTAL,244,184,34,
LOS ANGELES,9002021A,3966,309,N,985,POLLING PLACE,128,113,9,
LOS ANGELES,9002021A,3966,309,N,,VBM PORTION,27,24,3,
LOS ANGELES,9002021A,3966,309,N,985,TOTAL,155,137,12,
LOS ANGELES,9002021B,3967,309,N,1050,POLLING PLACE,120,94,17,
LOS ANGELES,9002021B,3967,309,N,,VBM PORTION,27,20,4,
LOS ANGELES,9002021B,3967,309,N,1050,TOTAL,147,114,21,
LOS ANGELES,9002022A,3968,309,N,1138,POLLING PLACE,113,94,13,
LOS ANGELES,9002022A,3968,309,N,,VBM PORTION,27,25,1,
LOS ANGELES,9002022A,3968,309,N,1138,TOTAL,140,119,14,
LOS ANGELES,9002024A,3969,309,N,885,POLLING PLACE,98,78,12,
LOS ANGELES,9002024A,3969,309,N,,VBM PORTION,12,12,,
LOS ANGELES,9002024A,3969,309,N,885,TOTAL,110,90,12,
LOS ANGELES,9002027A,3970,311,N,1156,POLLING PLACE,167,115,24,
LOS ANGELES,9002027A,3970,311,N,,VBM PORTION,22,18,1,
LOS ANGELES,9002027A,3970,311,N,1156,TOTAL,189,133,25,
LOS ANGELES,9002029A,3971,198,N,1072,POLLING PLACE,260,222,23,
LOS ANGELES,9002029A,3971,198,N,,VBM PORTION,53,40,6,
LOS ANGELES,9002029A,3971,198,N,1072,TOTAL,313,262,29,
LOS ANGELES,9002033B,3972,311,N,921,POLLING PLACE,93,68,13,
LOS ANGELES,9002033B,3972,311,N,,VBM PORTION,14,9,2,
LOS ANGELES,9002033B,3972,311,N,921,TOTAL,107,77,15,
LOS ANGELES,9002036A,3973,308,N,918,POLLING PLACE,100,73,15,
LOS ANGELES,9002036A,3973,308,N,,VBM PORTION,22,20,1,
LOS ANGELES,9002036A,3973,308,N,918,TOTAL,122,93,16,
LOS ANGELES,9002037A,3974,311,N,1016,POLLING PLACE,122,93,17,
LOS ANGELES,9002037A,3974,311,N,,VBM PORTION,26,16,2,
LOS ANGELES,9002037A,3974,311,N,1016,TOTAL,148,109,19,
LOS ANGELES,9002039A,3975,311,N,1063,POLLING PLACE,114,77,26,
LOS ANGELES,9002039A,3975,311,N,,VBM PORTION,32,29,1,
LOS ANGELES,9002039A,3975,311,N,1063,TOTAL,146,106,27,
LOS ANGELES,9002042A,3976,311,N,1035,POLLING PLACE,150,118,14,
LOS ANGELES,9002042A,3976,311,N,,VBM PORTION,29,19,5,
LOS ANGELES,9002042A,3976,311,N,1035,TOTAL,179,137,19,
LOS ANGELES,9002043A,3977,311,N,1123,POLLING PLACE,161,131,15,
LOS ANGELES,9002043A,3977,311,N,,VBM PORTION,21,12,6,
LOS ANGELES,9002043A,3977,311,N,1123,TOTAL,182,143,21,
LOS ANGELES,9002046A,3978,99,N,543,POLLING PLACE,137,108,17,
LOS ANGELES,9002046A,3978,99,N,,VBM PORTION,49,34,10,
LOS ANGELES,9002046A,3978,99,N,543,TOTAL,186,142,27,
LOS ANGELES,9002047A,3979,312,N,803,POLLING PLACE,70,54,6,
LOS ANGELES,9002047A,3979,312,N,,VBM PORTION,16,15,1,
LOS ANGELES,9002047A,3979,312,N,803,TOTAL,86,69,7,
LOS ANGELES,9002047B,3980,312,N,767,POLLING PLACE,69,54,10,
LOS ANGELES,9002047B,3980,312,N,,VBM PORTION,21,16,2,
LOS ANGELES,9002047B,3980,312,N,767,TOTAL,90,70,12,
LOS ANGELES,9002048A,3981,99,N,421,POLLING PLACE,89,77,6,
LOS ANGELES,9002048A,3981,99,N,,VBM PORTION,28,22,1,
LOS ANGELES,9002048A,3981,99,N,421,TOTAL,117,99,7,
LOS ANGELES,9002050A,3982,311,N,1192,POLLING PLACE,128,103,16,
LOS ANGELES,9002050A,3982,311,N,,VBM PORTION,34,25,2,
LOS ANGELES,9002050A,3982,311,N,1192,TOTAL,162,128,18,
LOS ANGELES,9002053B,3983,200,N,1141,POLLING PLACE,179,123,39,
LOS ANGELES,9002053B,3983,200,N,,VBM PORTION,54,21,31,
LOS ANGELES,9002053B,3983,200,N,1141,TOTAL,233,144,70,
LOS ANGELES,9002054A,3984,312,N,861,POLLING PLACE,88,70,12,
LOS ANGELES,9002054A,3984,312,N,,VBM PORTION,21,17,1,
LOS ANGELES,9002054A,3984,312,N,861,TOTAL,109,87,13,
LOS ANGELES,9002057A,3985,215,N,379,POLLING PLACE,46,36,4,
LOS ANGELES,9002057A,3985,215,N,,VBM PORTION,17,14,2,
LOS ANGELES,9002057A,3985,215,N,379,TOTAL,63,50,6,
LOS ANGELES,9002059A,3986,312,N,857,POLLING PLACE,94,84,5,
LOS ANGELES,9002059A,3986,312,N,,VBM PORTION,22,17,3,
LOS ANGELES,9002059A,3986,312,N,857,TOTAL,116,101,8,
LOS ANGELES,9002063A,3987,312,N,938,POLLING PLACE,87,77,5,
LOS ANGELES,9002063A,3987,312,N,,VBM PORTION,8,8,,
LOS ANGELES,9002063A,3987,312,N,938,TOTAL,95,85,5,
LOS ANGELES,9002068B,3988,228,N,1203,POLLING PLACE,195,162,15,
LOS ANGELES,9002068B,3988,228,N,,VBM PORTION,69,50,16,
LOS ANGELES,9002068B,3988,228,N,1203,TOTAL,264,212,31,
LOS ANGELES,9002069B,3989,228,N,1005,POLLING PLACE,109,93,6,
LOS ANGELES,9002069B,3989,228,N,,VBM PORTION,53,47,3,
LOS ANGELES,9002069B,3989,228,N,1005,TOTAL,162,140,9,
LOS ANGELES,9002070A,3990,228,N,1111,POLLING PLACE,236,209,17,
LOS ANGELES,9002070A,3990,228,N,,VBM PORTION,96,75,7,
LOS ANGELES,9002070A,3990,228,N,1111,TOTAL,332,284,24,
LOS ANGELES,9002072D,3991,200,N,858,POLLING PLACE,113,87,16,
LOS ANGELES,9002072D,3991,200,N,,VBM PORTION,39,24,10,
LOS ANGELES,9002072D,3991,200,N,858,TOTAL,152,111,26,
LOS ANGELES,9002073A,3992,308,N,1117,POLLING PLACE,145,118,14,
LOS ANGELES,9002073A,3992,308,N,,VBM PORTION,28,24,3,
LOS ANGELES,9002073A,3992,308,N,1117,TOTAL,173,142,17,
LOS ANGELES,9002074B,3993,308,N,857,POLLING PLACE,115,90,21,
LOS ANGELES,9002074B,3993,308,N,,VBM PORTION,12,9,2,
LOS ANGELES,9002074B,3993,308,N,857,TOTAL,127,99,23,
LOS ANGELES,9002077A,3994,309,N,1019,POLLING PLACE,119,99,11,
LOS ANGELES,9002077A,3994,309,N,,VBM PORTION,39,35,2,
LOS ANGELES,9002077A,3994,309,N,1019,TOTAL,158,134,13,
LOS ANGELES,9002080A,3995,228,N,1205,POLLING PLACE,313,272,20,
LOS ANGELES,9002080A,3995,228,N,,VBM PORTION,78,67,4,
LOS ANGELES,9002080A,3995,228,N,1205,TOTAL,391,339,24,
LOS ANGELES,9002083B,3996,228,N,1003,POLLING PLACE,229,189,18,
LOS ANGELES,9002083B,3996,228,N,,VBM PORTION,43,37,2,
LOS ANGELES,9002083B,3996,228,N,1003,TOTAL,272,226,20,
LOS ANGELES,9002084C,3997,229,N,512,POLLING PLACE,119,104,8,
LOS ANGELES,9002084C,3997,229,N,,VBM PORTION,47,40,2,
LOS ANGELES,9002084C,3997,229,N,512,TOTAL,166,144,10,
LOS ANGELES,9002086A,3998,228,N,755,POLLING PLACE,109,88,11,
LOS ANGELES,9002086A,3998,228,N,,VBM PORTION,26,25,1,
LOS ANGELES,9002086A,3998,228,N,755,TOTAL,135,113,12,
LOS ANGELES,9002086C,3999,228,N,740,POLLING PLACE,109,85,9,
LOS ANGELES,9002086C,3999,228,N,,VBM PORTION,36,28,4,
LOS ANGELES,9002086C,3999,228,N,740,TOTAL,145,113,13,
LOS ANGELES,9002087B,4000,228,N,912,POLLING PLACE,123,104,2,
LOS ANGELES,9002087B,4000,228,N,,VBM PORTION,36,26,6,
LOS ANGELES,9002087B,4000,228,N,912,TOTAL,159,130,8,
LOS ANGELES,9002089A,4001,216,N,1022,POLLING PLACE,64,48,11,
LOS ANGELES,9002089A,4001,216,N,,VBM PORTION,22,15,5,
LOS ANGELES,9002089A,4001,216,N,1022,TOTAL,86,63,16,
LOS ANGELES,9002090A,4002,229,N,768,POLLING PLACE,78,60,12,
LOS ANGELES,9002090A,4002,229,N,,VBM PORTION,30,19,6,
LOS ANGELES,9002090A,4002,229,N,768,TOTAL,108,79,18,
LOS ANGELES,9002091A,4003,229,N,1003,POLLING PLACE,189,166,8,
LOS ANGELES,9002091A,4003,229,N,,VBM PORTION,55,50,2,
LOS ANGELES,9002091A,4003,229,N,1003,TOTAL,244,216,10,
LOS ANGELES,9002095A,4004,229,N,804,POLLING PLACE,169,132,11,
LOS ANGELES,9002095A,4004,229,N,,VBM PORTION,42,36,6,
LOS ANGELES,9002095A,4004,229,N,804,TOTAL,211,168,17,
LOS ANGELES,9002097A,4005,229,N,865,POLLING PLACE,194,167,8,
LOS ANGELES,9002097A,4005,229,N,,VBM PORTION,47,43,1,
LOS ANGELES,9002097A,4005,229,N,865,TOTAL,241,210,9,
LOS ANGELES,9002097B,4006,229,N,979,POLLING PLACE,206,162,15,
LOS ANGELES,9002097B,4006,229,N,,VBM PORTION,51,44,,
LOS ANGELES,9002097B,4006,229,N,979,TOTAL,257,206,15,
LOS ANGELES,9002098A,4007,200,N,1038,POLLING PLACE,160,117,27,
LOS ANGELES,9002098A,4007,200,N,,VBM PORTION,33,24,7,
LOS ANGELES,9002098A,4007,200,N,1038,TOTAL,193,141,34,
LOS ANGELES,9002099A,4008,214,N,1085,POLLING PLACE,193,144,30,
LOS ANGELES,9002099A,4008,214,N,,VBM PORTION,41,30,7,
LOS ANGELES,9002099A,4008,214,N,1085,TOTAL,234,174,37,
LOS ANGELES,9002101A,4009,229,N,1158,POLLING PLACE,215,176,9,
LOS ANGELES,9002101A,4009,229,N,,VBM PORTION,46,39,3,
LOS ANGELES,9002101A,4009,229,N,1158,TOTAL,261,215,12,
LOS ANGELES,9002102A,4010,228,N,1303,POLLING PLACE,320,250,21,
LOS ANGELES,9002102A,4010,228,N,,VBM PORTION,117,92,10,
LOS ANGELES,9002102A,4010,228,N,1303,TOTAL,437,342,31,
LOS ANGELES,9002103A,4011,228,N,604,POLLING PLACE,133,112,9,
LOS ANGELES,9002103A,4011,228,N,,VBM PORTION,31,25,1,
LOS ANGELES,9002103A,4011,228,N,604,TOTAL,164,137,10,
LOS ANGELES,9002105A,4012,228,N,847,POLLING PLACE,188,170,11,
LOS ANGELES,9002105A,4012,228,N,,VBM PORTION,41,36,2,
