LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAMALA D HARRIS,RONALD GOLD,
ARCADIA,0350043C,109,162,N,1085,POLLING PLACE,150,89,51,
ARCADIA,0350043C,109,162,N,,VBM PORTION,85,41,37,
ARCADIA,0350043C,109,162,N,1085,TOTAL,235,130,88,
ARCADIA,0350045B,110,162,N,1254,POLLING PLACE,155,69,69,
ARCADIA,0350045B,110,162,N,,VBM PORTION,129,50,69,
ARCADIA,0350045B,110,162,N,1254,TOTAL,284,119,138,
ARCADIA,0350048A,111,162,N,1007,POLLING PLACE,183,75,86,
ARCADIA,0350048A,111,162,N,,VBM PORTION,77,29,36,
ARCADIA,0350048A,111,162,N,1007,TOTAL,260,104,122,
ARCADIA,0350054A,112,162,N,1197,POLLING PLACE,240,121,99,
ARCADIA,0350054A,112,162,N,,VBM PORTION,120,42,61,
ARCADIA,0350054A,112,162,N,1197,TOTAL,360,163,160,
ARCADIA,0350058A,113,162,N,1193,POLLING PLACE,191,90,93,
ARCADIA,0350058A,113,162,N,,VBM PORTION,107,33,56,
ARCADIA,0350058A,113,162,N,1193,TOTAL,298,123,149,
ARCADIA,0350058B,6023,157,Y,47,POLLING PLACE,,,,
ARCADIA,0350058B,6023,157,Y,,VBM PORTION,8,2,5,
ARCADIA,0350058B,6023,157,Y,47,TOTAL,8,2,5,
ARCADIA,0350062B,114,162,N,1129,POLLING PLACE,192,90,88,
ARCADIA,0350062B,114,162,N,,VBM PORTION,110,55,43,
ARCADIA,0350062B,114,162,N,1129,TOTAL,302,145,131,
ARCADIA,0350079A,115,162,N,1174,POLLING PLACE,181,85,83,
ARCADIA,0350079A,115,162,N,,VBM PORTION,115,50,49,
ARCADIA,0350079A,115,162,N,1174,TOTAL,296,135,132,
ARCADIA,0350101A,6024,158,Y,6,POLLING PLACE,,,,
ARCADIA,0350101A,6024,158,Y,,VBM PORTION,1,,1,
ARCADIA,0350101A,6024,158,Y,6,TOTAL,1,,1,
ARCADIA,0350104A,116,162,N,1235,POLLING PLACE,218,108,94,
ARCADIA,0350104A,116,162,N,,VBM PORTION,120,47,54,
ARCADIA,0350104A,116,162,N,1235,TOTAL,338,155,148,
ARTESIA,0400001A,117,277,N,779,POLLING PLACE,162,120,22,
ARTESIA,0400001A,117,277,N,,VBM PORTION,23,17,6,
ARTESIA,0400001A,117,277,N,779,TOTAL,185,137,28,
ARTESIA,0400002A,118,274,N,1116,POLLING PLACE,180,79,87,
ARTESIA,0400002A,118,274,N,,VBM PORTION,137,55,66,
ARTESIA,0400002A,118,274,N,1116,TOTAL,317,134,153,
ARTESIA,0400004A,119,274,N,911,POLLING PLACE,202,100,65,
ARTESIA,0400004A,119,274,N,,VBM PORTION,69,38,24,
ARTESIA,0400004A,119,274,N,911,TOTAL,271,138,89,
ARTESIA,0400006A,120,274,N,988,POLLING PLACE,188,112,56,
ARTESIA,0400006A,120,274,N,,VBM PORTION,63,27,25,
ARTESIA,0400006A,120,274,N,988,TOTAL,251,139,81,
ARTESIA,0400007A,121,274,N,993,POLLING PLACE,188,103,70,
ARTESIA,0400007A,121,274,N,,VBM PORTION,87,46,33,
ARTESIA,0400007A,121,274,N,993,TOTAL,275,149,103,
ARTESIA,0400008A,122,274,N,1005,POLLING PLACE,173,90,66,
ARTESIA,0400008A,122,274,N,,VBM PORTION,95,46,27,
ARTESIA,0400008A,122,274,N,1005,TOTAL,268,136,93,
ARTESIA,0400010C,123,274,N,1027,POLLING PLACE,139,63,65,
ARTESIA,0400010C,123,274,N,,VBM PORTION,109,41,60,
ARTESIA,0400010C,123,274,N,1027,TOTAL,248,104,125,
ATHENS,0450001A,124,371,N,1168,POLLING PLACE,179,160,9,
ATHENS,0450001A,124,371,N,,VBM PORTION,44,38,4,
ATHENS,0450001A,124,371,N,1168,TOTAL,223,198,13,
ATHENS,0450002B,125,371,N,1203,POLLING PLACE,248,216,20,
ATHENS,0450002B,125,371,N,,VBM PORTION,39,31,5,
ATHENS,0450002B,125,371,N,1203,TOTAL,287,247,25,
ATHENS,0450004A,126,366,N,1286,POLLING PLACE,177,148,14,
ATHENS,0450004A,126,366,N,,VBM PORTION,73,62,5,
ATHENS,0450004A,126,366,N,1286,TOTAL,250,210,19,
ATHENS,0450007A,127,371,N,996,POLLING PLACE,208,189,6,
ATHENS,0450007A,127,371,N,,VBM PORTION,61,50,9,
ATHENS,0450007A,127,371,N,996,TOTAL,269,239,15,
ATHENS,0450008A,128,371,N,582,POLLING PLACE,151,141,5,
ATHENS,0450008A,128,371,N,,VBM PORTION,37,34,2,
ATHENS,0450008A,128,371,N,582,TOTAL,188,175,7,
AVALON,0500001A,129,388,N,460,POLLING PLACE,102,50,43,
AVALON,0500001A,129,388,N,,VBM PORTION,56,20,28,
AVALON,0500001A,129,388,N,460,TOTAL,158,70,71,
AVALON,0500003A,130,388,N,1161,POLLING PLACE,249,132,99,
AVALON,0500003A,130,388,N,,VBM PORTION,135,49,81,
AVALON,0500003A,130,388,N,1161,TOTAL,384,181,180,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,POLLING PLACE,198,146,46,
AVOCADO HEIGHTS,0520001A,131,240,N,,VBM PORTION,75,45,26,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,TOTAL,273,191,72,
AVOCADO HEIGHTS,0520002A,132,239,N,679,POLLING PLACE,132,93,32,
AVOCADO HEIGHTS,0520002A,132,239,N,,VBM PORTION,21,16,4,
AVOCADO HEIGHTS,0520002A,132,239,N,679,TOTAL,153,109,36,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,TOTAL,,,,
AVOCADO HEIGHTS,0520004A,133,242,N,762,POLLING PLACE,150,95,43,
AVOCADO HEIGHTS,0520004A,133,242,N,,VBM PORTION,63,31,23,
AVOCADO HEIGHTS,0520004A,133,242,N,762,TOTAL,213,126,66,
AVOCADO HEIGHTS,0520005B,134,239,N,982,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,,VBM PORTION,28,18,6,
AVOCADO HEIGHTS,0520005B,134,239,N,982,TOTAL,28,18,6,
AVOCADO HEIGHTS,0520007A,135,242,N,498,POLLING PLACE,49,31,16,
AVOCADO HEIGHTS,0520007A,135,242,N,,VBM PORTION,12,9,3,
AVOCADO HEIGHTS,0520007A,135,242,N,498,TOTAL,61,40,19,
AVOCADO HEIGHTS,0520008B,136,240,N,117,POLLING PLACE,14,12,2,
AVOCADO HEIGHTS,0520008B,136,240,N,,VBM PORTION,1,1,,
AVOCADO HEIGHTS,0520008B,136,240,N,117,TOTAL,15,13,2,
AVOCADO HEIGHTS,0520009A,137,240,N,726,POLLING PLACE,144,80,60,
AVOCADO HEIGHTS,0520009A,137,240,N,,VBM PORTION,54,35,16,
AVOCADO HEIGHTS,0520009A,137,240,N,726,TOTAL,198,115,76,
AVOCADO HEIGHTS,0520009B,138,240,N,448,POLLING PLACE,82,59,18,
AVOCADO HEIGHTS,0520009B,138,240,N,,VBM PORTION,12,6,6,
AVOCADO HEIGHTS,0520009B,138,240,N,448,TOTAL,94,65,24,
AVOCADO HEIGHTS,0520010A,139,239,N,711,POLLING PLACE,114,79,30,
AVOCADO HEIGHTS,0520010A,139,239,N,,VBM PORTION,39,29,8,
AVOCADO HEIGHTS,0520010A,139,239,N,711,TOTAL,153,108,38,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,TOTAL,,,,
AVOCADO HEIGHTS,0520012A,140,240,N,474,POLLING PLACE,97,63,30,
AVOCADO HEIGHTS,0520012A,140,240,N,,VBM PORTION,26,10,14,
AVOCADO HEIGHTS,0520012A,140,240,N,474,TOTAL,123,73,44,
AVOCADO HEIGHTS,0520017A,141,239,N,557,POLLING PLACE,64,44,16,
AVOCADO HEIGHTS,0520017A,141,239,N,,VBM PORTION,20,10,10,
AVOCADO HEIGHTS,0520017A,141,239,N,557,TOTAL,84,54,26,
AZUSA,0550001A,142,133,N,108,POLLING PLACE,9,3,3,
AZUSA,0550001A,142,133,N,,VBM PORTION,4,1,2,
AZUSA,0550001A,142,133,N,108,TOTAL,13,4,5,
AZUSA,0550001B,6027,128,Y,76,POLLING PLACE,,,,
AZUSA,0550001B,6027,128,Y,,VBM PORTION,5,4,1,
AZUSA,0550001B,6027,128,Y,76,TOTAL,5,4,1,
AZUSA,0550002A,143,129,N,763,POLLING PLACE,152,86,60,
AZUSA,0550002A,143,129,N,,VBM PORTION,18,10,7,
AZUSA,0550002A,143,129,N,763,TOTAL,170,96,67,
AZUSA,0550008A,144,129,N,1035,POLLING PLACE,205,134,60,
AZUSA,0550008A,144,129,N,,VBM PORTION,36,22,13,
AZUSA,0550008A,144,129,N,1035,TOTAL,241,156,73,
AZUSA,0550009A,145,129,N,1156,POLLING PLACE,195,126,53,
AZUSA,0550009A,145,129,N,,VBM PORTION,55,37,17,
AZUSA,0550009A,145,129,N,1156,TOTAL,250,163,70,
AZUSA,0550010A,146,129,N,1139,POLLING PLACE,195,121,55,
AZUSA,0550010A,146,129,N,,VBM PORTION,50,41,6,
AZUSA,0550010A,146,129,N,1139,TOTAL,245,162,61,
AZUSA,0550010B,147,129,N,518,POLLING PLACE,66,37,20,
AZUSA,0550010B,147,129,N,,VBM PORTION,17,11,3,
AZUSA,0550010B,147,129,N,518,TOTAL,83,48,23,
AZUSA,0550010E,6028,128,Y,279,POLLING PLACE,,,,
AZUSA,0550010E,6028,128,Y,,VBM PORTION,24,19,4,
AZUSA,0550010E,6028,128,Y,279,TOTAL,24,19,4,
AZUSA,0550011A,148,129,N,627,POLLING PLACE,108,54,45,
AZUSA,0550011A,148,129,N,,VBM PORTION,73,40,28,
AZUSA,0550011A,148,129,N,627,TOTAL,181,94,73,
AZUSA,0550012A,149,129,N,599,POLLING PLACE,84,55,25,
AZUSA,0550012A,149,129,N,,VBM PORTION,18,10,7,
AZUSA,0550012A,149,129,N,599,TOTAL,102,65,32,
AZUSA,0550012E,150,129,N,738,POLLING PLACE,87,53,28,
AZUSA,0550012E,150,129,N,,VBM PORTION,45,22,16,
AZUSA,0550012E,150,129,N,738,TOTAL,132,75,44,
AZUSA,0550023B,151,128,N,915,POLLING PLACE,136,89,38,
AZUSA,0550023B,151,128,N,,VBM PORTION,48,34,14,
AZUSA,0550023B,151,128,N,915,TOTAL,184,123,52,
AZUSA,0550025B,152,129,N,488,POLLING PLACE,87,56,20,
AZUSA,0550025B,152,129,N,,VBM PORTION,20,13,7,
AZUSA,0550025B,152,129,N,488,TOTAL,107,69,27,
AZUSA,0550073A,153,129,N,830,POLLING PLACE,146,94,41,
AZUSA,0550073A,153,129,N,,VBM PORTION,63,35,26,
AZUSA,0550073A,153,129,N,830,TOTAL,209,129,67,
AZUSA,0550074A,154,129,N,1124,POLLING PLACE,197,113,68,
AZUSA,0550074A,154,129,N,,VBM PORTION,62,37,16,
AZUSA,0550074A,154,129,N,1124,TOTAL,259,150,84,
AZUSA,0550076A,155,128,N,561,POLLING PLACE,80,54,23,
AZUSA,0550076A,155,128,N,,VBM PORTION,24,11,10,
AZUSA,0550076A,155,128,N,561,TOTAL,104,65,33,
AZUSA,0550078A,156,129,N,1177,POLLING PLACE,175,126,42,
AZUSA,0550078A,156,129,N,,VBM PORTION,57,37,16,
AZUSA,0550078A,156,129,N,1177,TOTAL,232,163,58,
AZUSA,0550079A,157,128,N,940,POLLING PLACE,195,94,85,
AZUSA,0550079A,157,128,N,,VBM PORTION,174,77,74,
AZUSA,0550079A,157,128,N,940,TOTAL,369,171,159,
AZUSA,0550080A,158,129,N,1155,POLLING PLACE,224,131,80,
AZUSA,0550080A,158,129,N,,VBM PORTION,78,43,30,
AZUSA,0550080A,158,129,N,1155,TOTAL,302,174,110,
AZUSA,0550081A,159,129,N,569,POLLING PLACE,117,57,56,
AZUSA,0550081A,159,129,N,,VBM PORTION,54,29,24,
AZUSA,0550081A,159,129,N,569,TOTAL,171,86,80,
AZUSA,0550084B,160,129,N,868,POLLING PLACE,185,110,54,
AZUSA,0550084B,160,129,N,,VBM PORTION,72,26,41,
AZUSA,0550084B,160,129,N,868,TOTAL,257,136,95,
AZUSA,0550085A,161,129,N,922,POLLING PLACE,186,98,78,
AZUSA,0550085A,161,129,N,,VBM PORTION,70,42,20,
AZUSA,0550085A,161,129,N,922,TOTAL,256,140,98,
AZUSA,0550085C,6029,136,Y,,POLLING PLACE,,,,
AZUSA,0550085C,6029,136,Y,,VBM PORTION,,,,
AZUSA,0550085C,6029,136,Y,,TOTAL,,,,
AZUSA,0550085F,6030,137,Y,,POLLING PLACE,,,,
AZUSA,0550085F,6030,137,Y,,VBM PORTION,,,,
AZUSA,0550085F,6030,137,Y,,TOTAL,,,,
AZUSA,0550086A,162,130,N,759,POLLING PLACE,189,92,85,
AZUSA,0550086A,162,130,N,,VBM PORTION,63,27,33,
AZUSA,0550086A,162,130,N,759,TOTAL,252,119,118,
BALDWIN PARK,0600001A,163,138,N,999,POLLING PLACE,151,108,35,
BALDWIN PARK,0600001A,163,138,N,,VBM PORTION,33,26,6,
BALDWIN PARK,0600001A,163,138,N,999,TOTAL,184,134,41,
BALDWIN PARK,0600002A,164,138,N,1070,POLLING PLACE,130,103,24,
BALDWIN PARK,0600002A,164,138,N,,VBM PORTION,54,36,15,
BALDWIN PARK,0600002A,164,138,N,1070,TOTAL,184,139,39,
BALDWIN PARK,0600006A,165,138,N,1045,POLLING PLACE,189,131,51,
BALDWIN PARK,0600006A,165,138,N,,VBM PORTION,26,21,4,
BALDWIN PARK,0600006A,165,138,N,1045,TOTAL,215,152,55,
BALDWIN PARK,0600007A,166,138,N,852,POLLING PLACE,154,112,31,
BALDWIN PARK,0600007A,166,138,N,,VBM PORTION,45,30,8,
BALDWIN PARK,0600007A,166,138,N,852,TOTAL,199,142,39,
BALDWIN PARK,0600008A,167,138,N,1004,POLLING PLACE,167,113,43,
BALDWIN PARK,0600008A,167,138,N,,VBM PORTION,55,42,9,
BALDWIN PARK,0600008A,167,138,N,1004,TOTAL,222,155,52,
BALDWIN PARK,0600009A,168,138,N,1111,POLLING PLACE,149,103,37,
BALDWIN PARK,0600009A,168,138,N,,VBM PORTION,45,27,12,
BALDWIN PARK,0600009A,168,138,N,1111,TOTAL,194,130,49,
BALDWIN PARK,0600010A,169,138,N,950,POLLING PLACE,121,92,20,
BALDWIN PARK,0600010A,169,138,N,,VBM PORTION,51,33,16,
BALDWIN PARK,0600010A,169,138,N,950,TOTAL,172,125,36,
BALDWIN PARK,0600012A,170,138,N,1146,POLLING PLACE,151,111,31,
BALDWIN PARK,0600012A,170,138,N,,VBM PORTION,50,29,16,
BALDWIN PARK,0600012A,170,138,N,1146,TOTAL,201,140,47,
BALDWIN PARK,0600013A,171,138,N,1145,POLLING PLACE,168,121,33,
BALDWIN PARK,0600013A,171,138,N,,VBM PORTION,75,39,34,
BALDWIN PARK,0600013A,171,138,N,1145,TOTAL,243,160,67,
BALDWIN PARK,0600014A,172,138,N,1161,POLLING PLACE,168,120,39,
BALDWIN PARK,0600014A,172,138,N,,VBM PORTION,85,53,23,
BALDWIN PARK,0600014A,172,138,N,1161,TOTAL,253,173,62,
BALDWIN PARK,0600016A,173,138,N,1037,POLLING PLACE,151,109,31,
BALDWIN PARK,0600016A,173,138,N,,VBM PORTION,66,48,15,
BALDWIN PARK,0600016A,173,138,N,1037,TOTAL,217,157,46,
BALDWIN PARK,0600017A,174,133,N,464,POLLING PLACE,73,52,15,
BALDWIN PARK,0600017A,174,133,N,,VBM PORTION,28,18,8,
BALDWIN PARK,0600017A,174,133,N,464,TOTAL,101,70,23,
BALDWIN PARK,0600019A,175,138,N,1179,POLLING PLACE,198,130,55,
BALDWIN PARK,0600019A,175,138,N,,VBM PORTION,56,34,16,
BALDWIN PARK,0600019A,175,138,N,1179,TOTAL,254,164,71,
BALDWIN PARK,0600020A,176,138,N,1123,POLLING PLACE,174,110,55,
BALDWIN PARK,0600020A,176,138,N,,VBM PORTION,49,30,16,
BALDWIN PARK,0600020A,176,138,N,1123,TOTAL,223,140,71,
BALDWIN PARK,0600021B,177,138,N,788,POLLING PLACE,94,67,20,
BALDWIN PARK,0600021B,177,138,N,,VBM PORTION,38,25,5,
BALDWIN PARK,0600021B,177,138,N,788,TOTAL,132,92,25,
BALDWIN PARK,0600024E,178,138,N,1176,POLLING PLACE,172,120,45,
BALDWIN PARK,0600024E,178,138,N,,VBM PORTION,72,43,26,
BALDWIN PARK,0600024E,178,138,N,1176,TOTAL,244,163,71,
BALDWIN PARK,0600025A,179,138,N,704,POLLING PLACE,96,72,21,
BALDWIN PARK,0600025A,179,138,N,,VBM PORTION,33,18,12,
BALDWIN PARK,0600025A,179,138,N,704,TOTAL,129,90,33,
BALDWIN PARK,0600026A,180,138,N,909,POLLING PLACE,166,114,39,
BALDWIN PARK,0600026A,180,138,N,,VBM PORTION,34,19,14,
BALDWIN PARK,0600026A,180,138,N,909,TOTAL,200,133,53,
BALDWIN PARK,0600027A,181,138,N,1115,POLLING PLACE,161,128,27,
BALDWIN PARK,0600027A,181,138,N,,VBM PORTION,57,45,8,
BALDWIN PARK,0600027A,181,138,N,1115,TOTAL,218,173,35,
BALDWIN PARK,0600028A,182,138,N,942,POLLING PLACE,109,79,26,
BALDWIN PARK,0600028A,182,138,N,,VBM PORTION,48,32,12,
BALDWIN PARK,0600028A,182,138,N,942,TOTAL,157,111,38,
BALDWIN PARK,0600029A,183,138,N,1033,POLLING PLACE,103,78,17,
BALDWIN PARK,0600029A,183,138,N,,VBM PORTION,41,29,7,
BALDWIN PARK,0600029A,183,138,N,1033,TOTAL,144,107,24,
BALDWIN PARK,0600030A,184,138,N,644,POLLING PLACE,77,53,17,
BALDWIN PARK,0600030A,184,138,N,,VBM PORTION,30,20,7,
BALDWIN PARK,0600030A,184,138,N,644,TOTAL,107,73,24,
BALDWIN PARK,0600030F,6031,132,Y,127,POLLING PLACE,,,,
BALDWIN PARK,0600030F,6031,132,Y,,VBM PORTION,10,10,,
BALDWIN PARK,0600030F,6031,132,Y,127,TOTAL,10,10,,
BALDWIN PARK,0600034A,185,138,N,961,POLLING PLACE,115,77,30,
BALDWIN PARK,0600034A,185,138,N,,VBM PORTION,29,24,4,
BALDWIN PARK,0600034A,185,138,N,961,TOTAL,144,101,34,
BALDWIN PARK,0600035A,186,138,N,1052,POLLING PLACE,162,119,32,
BALDWIN PARK,0600035A,186,138,N,,VBM PORTION,40,29,7,
BALDWIN PARK,0600035A,186,138,N,1052,TOTAL,202,148,39,
BALDWIN PARK,0600036A,187,138,N,899,POLLING PLACE,161,105,45,
BALDWIN PARK,0600036A,187,138,N,,VBM PORTION,57,33,19,
BALDWIN PARK,0600036A,187,138,N,899,TOTAL,218,138,64,
BALDWIN PARK,0600037A,188,138,N,1082,POLLING PLACE,152,116,28,
BALDWIN PARK,0600037A,188,138,N,,VBM PORTION,40,36,3,
BALDWIN PARK,0600037A,188,138,N,1082,TOTAL,192,152,31,
BALDWIN PARK,0600041B,189,138,N,952,POLLING PLACE,178,128,36,
BALDWIN PARK,0600041B,189,138,N,,VBM PORTION,39,27,9,
BALDWIN PARK,0600041B,189,138,N,952,TOTAL,217,155,45,
BALDWIN PARK,0600052C,190,138,N,1016,POLLING PLACE,168,118,40,
BALDWIN PARK,0600052C,190,138,N,,VBM PORTION,25,17,6,
BALDWIN PARK,0600052C,190,138,N,1016,TOTAL,193,135,46,
BASSETT,0670005A,191,131,N,746,POLLING PLACE,113,85,20,
BASSETT,0670005A,191,131,N,,VBM PORTION,28,19,7,
BASSETT,0670005A,191,131,N,746,TOTAL,141,104,27,
BASSETT,0670006A,192,131,N,1027,POLLING PLACE,166,121,33,
BASSETT,0670006A,192,131,N,,VBM PORTION,44,38,6,
BASSETT,0670006A,192,131,N,1027,TOTAL,210,159,39,
BASSETT,0670010A,193,131,N,709,POLLING PLACE,104,74,20,
BASSETT,0670010A,193,131,N,,VBM PORTION,28,18,7,
BASSETT,0670010A,193,131,N,709,TOTAL,132,92,27,
BASSETT,0670141A,194,131,N,1113,POLLING PLACE,182,125,42,
BASSETT,0670141A,194,131,N,,VBM PORTION,43,27,9,
BASSETT,0670141A,194,131,N,1113,TOTAL,225,152,51,
BASSETT,0670142A,195,131,N,593,POLLING PLACE,103,79,18,
BASSETT,0670142A,195,131,N,,VBM PORTION,24,15,8,
BASSETT,0670142A,195,131,N,593,TOTAL,127,94,26,
BASSETT,0670143A,196,131,N,977,POLLING PLACE,171,122,39,
BASSETT,0670143A,196,131,N,,VBM PORTION,35,24,10,
BASSETT,0670143A,196,131,N,977,TOTAL,206,146,49,
BASSETT,0670144A,197,131,N,947,POLLING PLACE,167,138,24,
BASSETT,0670144A,197,131,N,,VBM PORTION,39,27,7,
BASSETT,0670144A,197,131,N,947,TOTAL,206,165,31,
BELL,0700001A,198,347,N,957,POLLING PLACE,136,111,18,
BELL,0700001A,198,347,N,,VBM PORTION,26,23,3,
BELL,0700001A,198,347,N,957,TOTAL,162,134,21,
BELL,0700002A,199,347,N,967,POLLING PLACE,154,120,27,
BELL,0700002A,199,347,N,,VBM PORTION,17,12,5,
BELL,0700002A,199,347,N,967,TOTAL,171,132,32,
BELL,0700005A,200,347,N,1135,POLLING PLACE,122,96,20,
BELL,0700005A,200,347,N,,VBM PORTION,41,30,5,
BELL,0700005A,200,347,N,1135,TOTAL,163,126,25,
BELL,0700007B,201,347,N,1146,POLLING PLACE,165,128,24,
BELL,0700007B,201,347,N,,VBM PORTION,38,20,14,
BELL,0700007B,201,347,N,1146,TOTAL,203,148,38,
BELL,0700008A,202,347,N,1081,POLLING PLACE,179,134,32,
BELL,0700008A,202,347,N,,VBM PORTION,27,14,13,
BELL,0700008A,202,347,N,1081,TOTAL,206,148,45,
BELL,0700010A,203,347,N,1170,POLLING PLACE,152,121,26,
BELL,0700010A,203,347,N,,VBM PORTION,51,31,15,
BELL,0700010A,203,347,N,1170,TOTAL,203,152,41,
BELL,0700011A,204,347,N,1142,POLLING PLACE,201,159,31,
BELL,0700011A,204,347,N,,VBM PORTION,37,21,14,
BELL,0700011A,204,347,N,1142,TOTAL,238,180,45,
BELL,0700013A,205,347,N,1002,POLLING PLACE,160,120,29,
BELL,0700013A,205,347,N,,VBM PORTION,48,28,16,
BELL,0700013A,205,347,N,1002,TOTAL,208,148,45,
BELL,0700017A,206,347,N,887,POLLING PLACE,147,109,25,
BELL,0700017A,206,347,N,,VBM PORTION,29,18,10,
BELL,0700017A,206,347,N,887,TOTAL,176,127,35,
BELL,0700018A,207,347,N,1047,POLLING PLACE,189,131,45,
BELL,0700018A,207,347,N,,VBM PORTION,17,13,4,
BELL,0700018A,207,347,N,1047,TOTAL,206,144,49,
BELLFLOWER,0750006A,208,302,N,825,POLLING PLACE,140,81,51,
BELLFLOWER,0750006A,208,302,N,,VBM PORTION,62,31,30,
BELLFLOWER,0750006A,208,302,N,825,TOTAL,202,112,81,
BELLFLOWER,0750009A,209,301,N,1074,POLLING PLACE,196,105,78,
BELLFLOWER,0750009A,209,301,N,,VBM PORTION,68,26,34,
BELLFLOWER,0750009A,209,301,N,1074,TOTAL,264,131,112,
BELLFLOWER,0750010A,210,301,N,1000,POLLING PLACE,120,77,40,
BELLFLOWER,0750010A,210,301,N,,VBM PORTION,51,31,13,
BELLFLOWER,0750010A,210,301,N,1000,TOTAL,171,108,53,
BELLFLOWER,0750011A,211,292,N,1111,POLLING PLACE,219,110,100,
BELLFLOWER,0750011A,211,292,N,,VBM PORTION,57,26,27,
BELLFLOWER,0750011A,211,292,N,1111,TOTAL,276,136,127,
BELLFLOWER,0750012A,212,284,N,571,POLLING PLACE,62,52,9,
BELLFLOWER,0750012A,212,284,N,,VBM PORTION,23,13,8,
BELLFLOWER,0750012A,212,284,N,571,TOTAL,85,65,17,
BELLFLOWER,0750012D,213,286,N,873,POLLING PLACE,74,51,13,
BELLFLOWER,0750012D,213,286,N,,VBM PORTION,19,7,10,
BELLFLOWER,0750012D,213,286,N,873,TOTAL,93,58,23,
BELLFLOWER,0750013A,214,300,N,140,POLLING PLACE,9,5,3,
BELLFLOWER,0750013A,214,300,N,,VBM PORTION,7,6,1,
BELLFLOWER,0750013A,214,300,N,140,TOTAL,16,11,4,
BELLFLOWER,0750014A,215,292,N,955,POLLING PLACE,134,77,51,
BELLFLOWER,0750014A,215,292,N,,VBM PORTION,46,25,20,
BELLFLOWER,0750014A,215,292,N,955,TOTAL,180,102,71,
BELLFLOWER,0750016A,216,292,N,1146,POLLING PLACE,141,91,46,
BELLFLOWER,0750016A,216,292,N,,VBM PORTION,70,38,26,
BELLFLOWER,0750016A,216,292,N,1146,TOTAL,211,129,72,
BELLFLOWER,0750017B,217,292,N,1153,POLLING PLACE,100,72,23,
BELLFLOWER,0750017B,217,292,N,,VBM PORTION,42,20,17,
BELLFLOWER,0750017B,217,292,N,1153,TOTAL,142,92,40,
BELLFLOWER,0750019A,218,292,N,1077,POLLING PLACE,137,88,41,
BELLFLOWER,0750019A,218,292,N,,VBM PORTION,51,28,19,
BELLFLOWER,0750019A,218,292,N,1077,TOTAL,188,116,60,
BELLFLOWER,0750021A,219,301,N,829,POLLING PLACE,135,83,48,
BELLFLOWER,0750021A,219,301,N,,VBM PORTION,66,33,24,
BELLFLOWER,0750021A,219,301,N,829,TOTAL,201,116,72,
BELLFLOWER,0750022A,220,284,N,1011,POLLING PLACE,204,96,92,
BELLFLOWER,0750022A,220,284,N,,VBM PORTION,66,33,30,
BELLFLOWER,0750022A,220,284,N,1011,TOTAL,270,129,122,
BELLFLOWER,0750024A,221,293,N,1039,POLLING PLACE,167,105,53,
BELLFLOWER,0750024A,221,293,N,,VBM PORTION,54,33,17,
BELLFLOWER,0750024A,221,293,N,1039,TOTAL,221,138,70,
BELLFLOWER,0750025A,222,301,N,565,POLLING PLACE,96,60,34,
BELLFLOWER,0750025A,222,301,N,,VBM PORTION,50,25,20,
BELLFLOWER,0750025A,222,301,N,565,TOTAL,146,85,54,
BELLFLOWER,0750027A,223,284,N,1026,POLLING PLACE,121,80,34,
BELLFLOWER,0750027A,223,284,N,,VBM PORTION,58,30,22,
BELLFLOWER,0750027A,223,284,N,1026,TOTAL,179,110,56,
BELLFLOWER,0750028A,224,292,N,1021,POLLING PLACE,165,94,60,
BELLFLOWER,0750028A,224,292,N,,VBM PORTION,60,25,30,
BELLFLOWER,0750028A,224,292,N,1021,TOTAL,225,119,90,
BELLFLOWER,0750029C,225,285,N,823,POLLING PLACE,98,64,30,
BELLFLOWER,0750029C,225,285,N,,VBM PORTION,31,19,11,
BELLFLOWER,0750029C,225,285,N,823,TOTAL,129,83,41,
BELLFLOWER,0750030A,226,284,N,1060,POLLING PLACE,192,124,57,
BELLFLOWER,0750030A,226,284,N,,VBM PORTION,72,37,30,
BELLFLOWER,0750030A,226,284,N,1060,TOTAL,264,161,87,
BELLFLOWER,0750031C,227,285,N,907,POLLING PLACE,99,71,25,
BELLFLOWER,0750031C,227,285,N,,VBM PORTION,44,29,15,
BELLFLOWER,0750031C,227,285,N,907,TOTAL,143,100,40,
BELLFLOWER,0750032A,228,284,N,827,POLLING PLACE,112,80,30,
BELLFLOWER,0750032A,228,284,N,,VBM PORTION,30,16,14,
BELLFLOWER,0750032A,228,284,N,827,TOTAL,142,96,44,
BELLFLOWER,0750032C,229,284,N,693,POLLING PLACE,100,71,26,
