Operator,Date,System,City,State,County,Cause,Sub Cause,Fatalities,Injuries,Property_Damage_(A),Gross_Barrels_Spilled_(Haz Liq)_(B),Net_Barrels_Lost (Haz_Liq)_(B)(C),Value_of_Product_Lost_(D)
Phillips 66 Pipeline Llc,2/22/10,HL,SPOKANE,WA,SPOKANE,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,8790,0,0,90
Phillips 66 Pipeline Llc,1/11/10,HL,PASADENA,TX,HARRIS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,30050,0,0,50
Phillips 66 Pipeline Llc,1/11/10,HL,CUSHING,OK,PAYNE,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,37850,53,2,150
Phillips 66 Pipeline Llc,12/13/09,HL,BILLINGS,MT,YELLOWSTONE,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,2855302,2420,735,205763
Phillips 66 Pipeline Llc,12/9/09,HL,ROUNDUP,MT,MUSSELSHELL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,520,0,0,20
Phillips 66 Pipeline Llc,11/26/09,HL,BILLINGS,MT,YELLOWSTONE,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,41720,60,3,1720
Phillips 66 Pipeline Llc,9/15/09,HL,WICHITA FALLS,TX,WICHITA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,10135,3,1,210
Phillips 66 Pipeline Llc,9/10/09,HL,TAFT,CA,KERN,CORROSION,UNSPECIFIED CORROSION,0,0,11210,3,2,210
Phillips 66 Pipeline Llc,9/10/09,HL,SULPHUR,LA,CALCASIEU,CORROSION,INTERNAL,0,0,250860,298,4,20860
Phillips 66 Pipeline Llc,8/3/09,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,34280,37,12,780
Phillips 66 Pipeline Llc,7/27/09,HL,PAOLA,KS,MIAMI,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,225,0,0,25
Phillips 66 Pipeline Llc,5/15/09,HL,GOLDSMITH,TX,ECTOR,CORROSION,UNSPECIFIED CORROSION,0,0,3725,4,1,225
Phillips 66 Pipeline Llc,5/15/09,HL,SEMINOLE,TX,GAINES,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,450,0,0,350
Phillips 66 Pipeline Llc,5/15/09,HL,FELLOWS,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,5080,8,0,480
Phillips 66 Pipeline Llc,5/12/09,HL,PAOLA,KS,MIAMI,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,128352,1718,1718,54839
Phillips 66 Pipeline Llc,4/29/09,HL,DENVER CITY,TX,YOAKUM,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,8100,2,1,100
Phillips 66 Pipeline Llc,4/28/09,HL,SPIVEY,KS,KINGMAN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,14,0,0,14
Phillips 66 Pipeline Llc,4/15/09,HL,DAYTON,WY,SHERIDAN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,346160,639,639,46160
Phillips 66 Pipeline Llc,4/7/09,HL,,TX,PALO PINTO,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,24858,75,10,490
Phillips 66 Pipeline Llc,3/9/09,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,30,0,0,30
Phillips 66 Pipeline Llc,2/3/09,HL,VILLA RIDGE,MO,FRANKLIN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,202371,3625,3625,106625
Phillips 66 Pipeline Llc,1/12/09,HL,TORRANCE,CA,LOS ANGELES,CORROSION,UNSPECIFIED CORROSION,0,0,44842,3,3,150
Phillips 66 Pipeline Llc,1/11/09,HL,BILLINGS,MT,YELLOWSTONE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,35196,2,2,196
Phillips 66 Pipeline Llc,11/19/08,HL,HOBBS,NM,LEA,CORROSION,UNSPECIFIED CORROSION,0,0,6450,0,0,200
Phillips 66 Pipeline Llc,9/24/08,HL,TAFT,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,5220,2,1,220
Phillips 66 Pipeline Llc,8/30/08,HL,HOLLIDAY,TX,WICHITA,EXCAVATION DAMAGE,UNSPECIFIED EXCAVATION DAMAGE,0,0,2766,0,0,0
Phillips 66 Pipeline Llc,8/14/08,HL,ALTUS,OK,JACKSON,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,114860,34,34,0
Phillips 66 Pipeline Llc,5/19/08,HL,WICHITA FALLS,TX,WICHITA,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,5834,3,3,385
Phillips 66 Pipeline Llc,4/8/08,HL,CUSHING,OK,PAYNE,CORROSION,UNSPECIFIED CORROSION,0,0,13760,3,2,260
Phillips 66 Pipeline Llc,3/30/08,HL,BREA,CA,ORANGE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,65995,147,1,100
Phillips 66 Pipeline Llc,3/28/08,HL,SALT LAKE,UT,DAVIS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,1778,0,0,28
Phillips 66 Pipeline Llc,3/26/08,HL,WACO,TX,MCLENNAN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,31100,0,0,100
Phillips 66 Pipeline Llc,3/6/08,HL,BORGER,TX,HUTCHINSON,CORROSION,UNSPECIFIED CORROSION,0,0,315,0,0,15
Phillips 66 Pipeline Llc,1/17/08,HL,SALT LAKE,UT,DAVIS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,655,0,0,15
Phillips 66 Pipeline Llc,1/7/08,HL,DENVER CITY,TX,YOAKUM,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,6681709,31322,30991,2912310
Phillips 66 Pipeline Llc,12/30/07,HL,PONCA CITY,OK,KAY,INCORRECT OPERATION,INCORRECT OPERATION,0,0,8940,20,2,1840
Phillips 66 Pipeline Llc,12/27/07,HL,BORGER,TX,HUTCHINSON,INCORRECT OPERATION,INCORRECT OPERATION,0,0,51380,87,15,1380
Phillips 66 Pipeline Llc,12/22/07,HL,PAOLA,KS,MIAMI,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,150,0,0,100
Phillips 66 Pipeline Llc,11/21/07,HL,WESTLAKE,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,3105,0,0,105
Phillips 66 Pipeline Llc,11/2/07,HL,DENVER CITY,TX,YOAKUM,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,1180,2,1,180
Phillips 66 Pipeline Llc,11/1/07,HL,LOST HILLS,CA,KERN,INCORRECT OPERATION,INCORRECT OPERATION,0,0,4620,14,0,1120
Phillips 66 Pipeline Llc,10/9/07,HL,BILLINGS,MT,YELLOWSTONE,CORROSION,EXTERNAL,0,0,17120,267,0,15120
Phillips 66 Pipeline Llc,10/3/07,HL,SULPHUR,LA,CALCASIEU,CORROSION,UNSPECIFIED CORROSION,0,0,5560,0,0,60
Phillips 66 Pipeline Llc,9/10/07,HL,JACKSBORO,TX,JACK,CORROSION,EXTERNAL,0,0,73284,3,1,284
Phillips 66 Pipeline Llc,9/10/07,HL,TAFT,CA,KERN,CORROSION,UNSPECIFIED CORROSION,0,0,11050,0,0,50
Phillips 66 Pipeline Llc,9/4/07,HL,WESTLAKE,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,262,0,0,12
Phillips 66 Pipeline Llc,8/17/07,HL,PASADENA,TX,HARRIS,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,0,0,330,0,0,30
Phillips 66 Pipeline Llc,6/15/07,HL,TROY,IL,MADISON,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,40500,10,10,500
Phillips 66 Pipeline Llc,6/13/07,HL,SULPHUR,LA,CALCASIEU,CORROSION,UNSPECIFIED CORROSION,0,0,1235,0,0,35
Phillips 66 Pipeline Llc,5/19/07,HL,SIDNEY,NE,CHEYENNE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,2050,0,0,50
Phillips 66 Pipeline Llc,5/13/07,HL,LAKE CHARLES,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,5050,0,0,50
Phillips 66 Pipeline Llc,4/30/07,HL,ODESSA,TX,ECTOR,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,365,0,0,65
Phillips 66 Pipeline Llc,3/12/07,HL,WEATHERFORD,TX,PARKER,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,413193,4342,4342,180193
Phillips 66 Pipeline Llc,2/24/07,HL,COALINGA,CA,FRESNO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,5120,2,0,120
Phillips 66 Pipeline Llc,2/9/07,HL,CALHAN,CO,EL PASO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,160,0,0,60
Phillips 66 Pipeline Llc,2/4/07,HL,MCKITTRICK,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,2500,0,0,0
Phillips 66 Pipeline Llc,12/3/06,HL,BORGER,TX,HUTCHINSON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,120000,15000,500,35000
Phillips 66 Pipeline Llc,11/29/06,HL,BILLINGS,MT,YELLOWSTONE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,1540,0,0,40
Phillips 66 Pipeline Llc,11/14/06,HL,BLACKWELL,OK,KAY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,260,0,0,10
Phillips 66 Pipeline Llc,11/2/06,HL,DENVER,CO,ADAMS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,110,2,2,110
Phillips 66 Pipeline Llc,11/2/06,HL,SULPHUR,LA,CALCASIEU,CORROSION,INTERNAL,0,0,400000,230,18,4800
Phillips 66 Pipeline Llc,9/29/06,HL,BILLINGS,MT,YELLOWSTONE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,1250,0,0,35
Phillips 66 Pipeline Llc,7/25/06,HL,SINCLAIR,WY,CARBON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,440,0,0,120
Phillips 66 Pipeline Llc,7/21/06,HL,ROUNDUP,MT,MUSSELSHELL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,120,0,0,20
Phillips 66 Pipeline Llc,6/1/06,HL,PONCA CITY,OK,KAY,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,0,0,40000,300,300,15000
Phillips 66 Pipeline Llc,5/31/06,HL,AMARILLO,TX,POTTER,INCORRECT OPERATION,INCORRECT OPERATION,0,0,670,12,2,170
Phillips 66 Pipeline Llc,5/14/06,HL,BORGER,TX,HUTCHINSON,INCORRECT OPERATION,INCORRECT OPERATION,0,0,1100,34,34,1100
Phillips 66 Pipeline Llc,4/14/06,HL,KANSAS CITY,KS,WYANDOTTE,CORROSION,INTERNAL,0,0,346050,3225,2527,316050
Phillips 66 Pipeline Llc,3/27/06,HL,GUTHRIE,OK,LOGAN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,35,0,0,15
Phillips 66 Pipeline Llc,3/27/06,HL,PONCA CITY,OK,KAY,CORROSION,EXTERNAL,0,0,45,1,1,45
Phillips 66 Pipeline Llc,3/21/06,HL,PRITCHETT,CO,BACA,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",0,0,2540,40,40,2520
Phillips 66 Pipeline Llc,2/17/06,HL,GOLDSMITH,TX,ECTOR,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,270,0,0,170
Phillips 66 Pipeline Llc,2/16/06,HL,TORRANCE,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,10600,0,0,100
Phillips 66 Pipeline Llc,2/9/06,HL,TAFT,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,10000,45,15,1000
Phillips 66 Pipeline Llc,1/27/06,HL,ODESSA,TX,ECTOR,CORROSION,UNSPECIFIED CORROSION,0,0,10120,2,1,120
Phillips 66 Pipeline Llc,1/12/06,HL,BILLINGS,MT,YELLOWSTONE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,1021,0,0,21
Phillips 66 Pipeline Llc,1/10/06,HL,MCKITTRICK,CA,KERN,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,0,0,20000,4,0,300
Phillips 66 Pipeline Llc,1/6/06,HL,SULPHUR,LA,CALCASIEU,INCORRECT OPERATION,INCORRECT OPERATION,0,0,1585,10,1,85
"Plains Marketing, L.P.",1/20/15,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,11530,0,0,
"Plains Marketing, L.P.",11/18/14,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,20100,1,0,
"Plains Marketing, L.P.",5/19/13,HL,SAINT JAMES,LA,SAINT JAMES,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,41173,2,0,
"Plains Marketing, L.P.",11/21/12,HL,MIDLAND,TX,MIDLAND,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,19400,10,0,
"Plains Marketing, L.P.",9/28/12,HL,COMPTON,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,245000,3,0,
"Plains Marketing, L.P.",9/21/12,HL,EL SEGUNDO,CA,LOS ANGELES,CORROSION,EXTERNAL,0,0,45000,2,0,
"Plains Marketing, L.P.",8/6/12,HL,SUPERIOR,WI,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,34500,0,0,
"Plains Marketing, L.P.",8/5/12,HL,CUSHING,OK,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,20000,1,0,
"Plains Marketing, L.P.",3/6/12,HL,MIDLAND,TX,MIDLAND,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,1800,3,0,
"Plains Marketing, L.P.",2/7/12,HL,LONG BEACH,CA,LOS ANGELES,CORROSION,EXTERNAL,0,0,25050,0,0,
"Plains Marketing, L.P.",2/4/11,HL,CUSHING,OK,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,24050,9,0,
"Plains Marketing, L.P.",9/12/10,HL,ST JAMES,LA,ST JAMES,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,177922,161,0,
"Plains Marketing, L.P.",1/12/10,HL,CUSHING,OK,LINCOLN,CORROSION,INTERNAL,0,0,20333,21,0,
"Plains Marketing, L.P.",11/5/09,HL,MARTINEZ,CA,CONTRA COSTA,CORROSION,UNSPECIFIED CORROSION,0,0,34800,4,4,
"Plains Marketing, L.P.",7/12/09,HL,CUSHING,OK,LINCOLN,CORROSION,UNSPECIFIED CORROSION,0,0,21993,3,1,
"Plains Marketing, L.P.",3/20/09,HL,VENICE,LA,PLAQUEMINES,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,27800,6,6,
"Plains Marketing, L.P.",2/11/09,HL,VERNON,IL,MARION,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",0,0,720829,35,35,
"Plains Marketing, L.P.",2/2/09,HL,GLADEWATER,TX,GREGG,CORROSION,UNSPECIFIED CORROSION,0,0,6645,1,1,
"Plains Marketing, L.P.",1/29/09,HL,GLADEWATER,TX,GREGG,CORROSION,EXTERNAL,0,0,22433,10,5,
"Plains Marketing, L.P.",9/23/08,HL,GLADEWATER,TX,GREGG,INCORRECT OPERATION,INCORRECT OPERATION,0,0,3969,75,2,
"Plains Marketing, L.P.",8/23/08,HL,LAKE ARTHUR,LA,CAMERON,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",0,0,42500,200,150,
"Plains Marketing, L.P.",6/6/07,HL,OVERTON,TX,SMITH,CORROSION,UNSPECIFIED CORROSION,0,0,26286,1,0,
"Plains Marketing, L.P.",12/12/06,HL,GLADEWATER,TX,GREGG,CORROSION,EXTERNAL,0,0,333194,300,220,
"Plains Marketing, L.P.",6/13/06,HL,VENICE,LA,PLAQUEMINES,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,27400,20,20,
"Plains Pipeline, L.P.",6/2/15,HL,MCKITTRICK,CA,KERN,CORROSION,INTERNAL,0,0,106719,12,0,
"Plains Pipeline, L.P.",5/31/15,HL,JAL,NM,LEA,NATURAL FORCE DAMAGE,LIGHTNING,0,0,44470,35,0,
"Plains Pipeline, L.P.",5/21/15,HL,GARDENDALE,TX,ECTOR,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,4350,1,0,
"Plains Pipeline, L.P.",5/19/15,HL,GOLETA,CA,SANTA BARBARA,ALL OTHER CAUSES,UNKNOWN,0,0,111452954,2400,1596,
"Plains Pipeline, L.P.",5/13/15,HL,WICHITA FALLS,TX,WICHITA FALLS,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,3494,1,0,
"Plains Pipeline, L.P.",5/8/15,HL,WICHITA FALLS,TX,WICHITA FALLS,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,8180,4,0,
"Plains Pipeline, L.P.",4/27/15,HL,DENVER CITY,TX,YOAKUM,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,39695,25,0,
"Plains Pipeline, L.P.",4/17/15,HL,BAKERSFIELD,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,5070,0,0,
"Plains Pipeline, L.P.",4/2/15,HL,COMANCHE,OK,STEPHENS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,5618,8,0,
"Plains Pipeline, L.P.",3/4/15,HL,MCKITTRICK,CA,KERN,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,124700,100,10,
"Plains Pipeline, L.P.",2/24/15,HL,MIDLAND,TX,MIDLAND,ALL OTHER CAUSES,UNKNOWN,0,0,160200,15,0,
"Plains Pipeline, L.P.",2/21/15,HL,JAL,NM,LEA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,130500,10,0,
"Plains Pipeline, L.P.",2/16/15,HL,BAKERSFIELD,CA,KERN,CORROSION,INTERNAL,0,0,9803,2,0,
"Plains Pipeline, L.P.",1/22/15,HL,MCCAMEY,TX,UPTON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,8400,2,0,
"Plains Pipeline, L.P.",1/5/15,HL,COTULLA,TX,LA SALLE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,1050,1,0,
"Plains Pipeline, L.P.",1/1/15,HL,MIDLAND,TX,MIDLAND,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,376902,500,65,
"Plains Pipeline, L.P.",12/17/14,HL,CASPER,WY,NATRONA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,14015,0,0,
"Plains Pipeline, L.P.",12/11/14,HL,COTULLA,TX,LA SALLE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,12050,1,0,
"Plains Pipeline, L.P.",12/2/14,HL,POWELL,WY,PARK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,13960,4,0,
"Plains Pipeline, L.P.",11/30/14,HL,CASPER,WY,NATRONA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,6400,2,0,
"Plains Pipeline, L.P.",11/26/14,HL,DENVER CITY,TX,YOAKUM,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,46100,50,0,
"Plains Pipeline, L.P.",11/13/14,HL,RATLIFF CITY,OK,CARTER,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,39958,30,0,
"Plains Pipeline, L.P.",11/8/14,HL,,TX,DIMMIT,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,535076,790,0,
"Plains Pipeline, L.P.",9/25/14,HL,SNYDER,TX,SCURRY,OTHER OUTSIDE FORCE DAMAGE,PREVIOUS MECHANICAL DAMAGE,0,0,15090,1,0,
"Plains Pipeline, L.P.",9/8/14,HL,,WY,FREMONT,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,20180,30,0,
"Plains Pipeline, L.P.",9/1/14,HL,JAL,NM,LEA,CORROSION,INTERNAL,0,0,5600,1,0,
"Plains Pipeline, L.P.",7/23/14,HL,LONG BEACH,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,30000,2,0,
"Plains Pipeline, L.P.",7/23/14,HL,,UT,DAVIS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,19150,1,0,
"Plains Pipeline, L.P.",7/10/14,HL,,TX,SCURRY,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,11280,3,0,
"Plains Pipeline, L.P.",7/7/14,HL,,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,21100,10,0,
"Plains Pipeline, L.P.",7/3/14,HL,MIDLAND,TX,MIDLAND,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,13450,10,0,
"Plains Pipeline, L.P.",5/25/14,HL,,TX,MIDLAND,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,47300,150,40,
"Plains Pipeline, L.P.",5/20/14,HL,,WY,SWEETWATER,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,4623,0,0,
"Plains Pipeline, L.P.",5/15/14,HL,,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,3089580,331,0,
"Plains Pipeline, L.P.",5/13/14,HL,,MS,WAYNE,CORROSION,INTERNAL,0,0,14204,4,0,
"Plains Pipeline, L.P.",5/13/14,HL,,CA,SANTA BARBARA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,5629,0,0,
"Plains Pipeline, L.P.",5/4/14,HL,GOLDSMITH,TX,ECTOR,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,4050,1,0,
"Plains Pipeline, L.P.",4/26/14,HL,,OK,,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,103500,65,0,
"Plains Pipeline, L.P.",4/16/14,HL,,TX,DIMMIT,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,10142,1,0,
"Plains Pipeline, L.P.",4/14/14,HL,JAL,NM,LEA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,165031,500,0,
"Plains Pipeline, L.P.",4/9/14,HL,,TX,MIDLAND,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,48400,49,0,
"Plains Pipeline, L.P.",3/18/14,HL,WICHITA FALLS,TX,WICHITA FALLS COUNTY,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,3400,4,0,
"Plains Pipeline, L.P.",3/11/14,HL,,TX,,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,48297,0,0,
"Plains Pipeline, L.P.",3/6/14,HL,JAL,NM,LEA COUNTY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,44800,15,0,
"Plains Pipeline, L.P.",2/21/14,HL,HERMLEIGH,TX,SCURRY,CORROSION,INTERNAL,0,0,33976,12,0,
"Plains Pipeline, L.P.",2/14/14,HL,HERMLEIGH,TX,SCURRY,CORROSION,INTERNAL,0,0,32257,10,0,
"Plains Pipeline, L.P.",2/12/14,HL,,TX,WOOD,CORROSION,INTERNAL,0,0,30200,5,0,
"Plains Pipeline, L.P.",2/3/14,HL,DENVER CITY,TX,YOAKUM,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,2275,0,0,
"Plains Pipeline, L.P.",1/20/14,HL,ODESSA,TX,ECTOR,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,1750,0,0,
"Plains Pipeline, L.P.",1/12/14,HL,WILMINGTON,CA,LOS ANGELES,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,66092,186,0,
"Plains Pipeline, L.P.",12/13/13,HL,,WY,SWEETWATER,CORROSION,INTERNAL,0,0,2845,0,0,
"Plains Pipeline, L.P.",12/11/13,HL,CELESTE,TX,HUNT,CORROSION,EXTERNAL,0,0,132000,20,0,
"Plains Pipeline, L.P.",12/10/13,HL,JONES,OK,OKLAHOMA,CORROSION,EXTERNAL,0,0,871000,30,0,
"Plains Pipeline, L.P.",11/10/13,HL,NORMAN,OK,CLEVELAND,CORROSION,INTERNAL,0,0,12200,1,0,
"Plains Pipeline, L.P.",11/5/13,HL,GREENVILLE,TX,HUNT,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,764525,10,0,
"Plains Pipeline, L.P.",10/22/13,HL,GARDENDALE,TX,LA SALLE,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,46048,0,0,
